Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,2.808071598246531e-16,0.4349884154134811,0.41597046912299457,C
17-31,328813.04,4.40882204e6,0.7723194506008516,2.127651330293593e-16,0.14174217649371815,A
18-1,327026.54,4.40703217e6,2.808071598246531e-16,1.0,1.0983075170812952e-5,C
18-31,328801.97,4.40871725e6,0.8590751610559424,0.27670499353398886,0.02446838850834278,A
18A-1,327056.33,4.40703775e6,6.932364807696168e-16,0.9599881803373772,1.7192060666759997e-16,C
18B-31,328791.32,4.40871144e6,0.8159716488469507,0.30603850265771965,0.012393939399837482,A
18D-31,328751.91,4.40862911e6,0.6051095258094865,0.45186965058836465,0.11124086694932,A
22-13,327161.72,4.4051245e6,0.4395875820506812,0.19963430355004005,0.08592717535342567,A
26-12,327300.66,4.40579963e6,0.46273380639122164,6.838551665049773e-15,0.40511059392321,B
27-1,327256.49,4.40720478e6,3.648152479781971e-9,0.463870600110777,0.33744328565904264,C
46-1,327805.01,4.40748476e6,0.6002294223106908,7.008195665061237e-6,0.4363141911125596,B
46A-1,327774.78,4.40740108e6,0.5416047733842861,2.6869677608838917e-10,0.48773145660213185,B
47A-1,327661.35,4.40729129e6,0.5049892247412366,7.467452528563741e-10,0.46130824387898783,B
47C-1,327746.25,4.4073085e6,0.12393407288166282,3.143252119985132e-7,0.7878711500627741,B
48A-1,327704.9,4.40718065e6,2.808071598246531e-16,2.127651330293593e-16,1.0,B
55-1,328014.47,4.40772054e6,0.5935862642007973,0.3561300934757892,0.27867331091178976,A
56-1,327963.43,4.40755491e6,0.8674489031531827,5.613817487370772e-7,0.34304923327436954,A
56A-1,327859.51,4.40755578e6,2.0966150542231516e-11,0.44509985915358735,0.6199970941760279,B
56B-1,327891.35,4.40745289e6,0.32353087326997826,2.127651330293593e-16,0.8285009753801164,B
57-1,327931.46,4.40741438e6,0.848153975614654,5.154529558634758e-11,0.40358960880443995,A
64-1,328156.6,4.40795433e6,0.8844230998029363,0.14555818144307878,1.7192060666759997e-16,A
68A-1,328229.72,4.40707921e6,0.5987509939340555,0.2924506763360323,0.1884539629709095,A
68B-1,328065.7,4.40706164e6,0.5401705111132288,0.38115837481572784,0.2945411875063743,A
77-1,328214.13,4.40718169e6,0.36814318437877913,0.8909442054366875,4.159488085120492e-12,C
81-1,328567.28,4.40851194e6,1.0,2.6314565100829198e-9,0.010137569170595597,A
81-11,326859.34,4.4069495e6,2.808071598246531e-16,2.127651330293593e-16,0.6578089766542922,B
81A-1,328598.76,4.40855648e6,0.9878035700576164,1.535678527591971e-9,0.012205149019779772,A
81B-1,328528.63,4.40843124e6,0.6295325464905656,0.46755752726811645,0.02839075540452968,A
82A-11,326907.12,4.40670723e6,3.849178432111564e-10,0.7440032985298322,1.7192060666759997e-16,C
88-11,326889.0,4.40544507e6,1.274069528693167e-9,0.8351759985870285,0.04226477436102069,C
B1,327745.53,4.40596877e6,1.5542294306646044e-5,2.127651330293593e-16,0.7278184104348029,B
B2,327721.65,4.40609786e6,0.533397526455052,1.3518166144892266e-7,0.4279513099552227,B
B3,327738.97,4.40619405e6,0.0001361597926022735,0.3152172945187026,0.6406146914256733,B
B4,327778.14,4.40639034e6,0.6083628698644924,0.4361001489023142,0.03665362785524535,A
B5,327713.81,4.40629808e6,0.35975620087557725,0.6472377140502368,1.7192060666759997e-16,C
B5A,327754.04,4.40637455e6,0.5567312480765626,0.500497836674003,0.035321702935887066,A
B6,327848.36,4.40636567e6,8.442958640143294e-6,0.5925335336445454,0.46400559216140036,C
B7,327784.51,4.40629935e6,0.16022440957890144,0.8406551193940465,0.17327316228728243,C
B8,327603.56,4.40643766e6,0.6190551326216998,1.6312237694015674e-6,0.29068450762214226,A
BCH-1,328398.2,4.40887416e6,0.31882553693804894,0.25015809954124946,0.31113742399342514,B
BCH-2,327732.14,4.40800628e6,0.2679671914888649,2.127651330293593e-16,0.5417757915971406,B
BCH-3,327126.74,4.40600409e6,2.808071598246531e-16,0.3811239027070151,0.47216046422387375,B
EE-1,327575.0,4.40640489e6,0.5462852533878674,3.3506985493781036e-7,0.32939251715082657,B
MG-1(SP-1),328194.09,4.4071925e6,0.40069231151780377,0.5897497313198252,0.14917167318333976,C
MG-2(SP-2),328128.08,4.4076273e6,0.9973025780236711,0.14144781820804156,5.003800139506519e-15,A
MGI-1,327853.91,4.40678619e6,0.5948431568480692,0.2931757928483761,0.24861211081534104,A
MGI-2,327994.35,4.40709171e6,0.1574053793184658,0.802845408611988,0.3010691994614776,C
