Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,3.27116789838093e-16,0.5333066644167935,2.066517011692523e-16,0.45453525126138344,A
17-31,328813.04,4.40882204e6,0.7055910639849131,2.2147343982605903e-16,0.21969807653823367,1.7643442328985525e-16,D
18-1,327026.54,4.40703217e6,3.27116789838093e-16,1.0,1.0355037132002923e-9,0.07980734640774785,C
18-31,328801.97,4.40871725e6,0.7986814358523968,0.31581026496384684,0.04610897592094196,2.8865933250437672e-15,D
18A-1,327056.33,4.40703775e6,3.27116789838093e-16,0.8203988640760743,0.1632883294271451,1.7248255822104848e-16,C
18B-31,328791.32,4.40871144e6,0.7792126461742801,0.3457591648290244,0.013377053628581598,6.070886679973999e-16,D
18D-31,328751.91,4.40862911e6,0.5373501317175644,0.4683903656031811,0.16688460356303236,0.0007522115427220331,C
22-13,327161.72,4.4051245e6,0.3934110733539852,0.09062675465655964,0.23165855470721675,1.7248255822104848e-16,D
26-12,327300.66,4.40579963e6,0.5333650803186623,2.2147343982605903e-16,0.07850282389333339,0.3408151549023135,A
27-1,327256.49,4.40720478e6,3.27116789838093e-16,0.3898524081727672,0.3308874094265524,0.12813088092625377,C
46-1,327805.01,4.40748476e6,0.48593055140817054,1.042141923955791e-10,0.5694942949600386,0.0071899091541014395,B
46A-1,327774.78,4.40740108e6,0.42218146231821413,2.2147343982605903e-16,0.6203061216443264,0.01881166671974692,B
47A-1,327661.35,4.40729129e6,0.3339345794949599,2.2147343982605903e-16,0.6350932124126252,1.7248255822104848e-16,B
47C-1,327746.25,4.4073085e6,8.766031909919579e-15,2.2147343982605903e-16,0.8880535977022351,0.03044358412125238,B
48A-1,327704.9,4.40718065e6,3.27116789838093e-16,2.2147343982605903e-16,1.0,9.476863419013009e-11,B
55-1,328014.47,4.40772054e6,0.49768705264155794,0.3496128329043247,0.4132972348530491,2.4462419970116855e-12,C
56-1,327963.43,4.40755491e6,0.69596623542847,0.03986554736159623,0.48492218151919736,0.016623039439287522,B
56A-1,327859.51,4.40755578e6,3.27116789838093e-16,0.36371947572026997,0.6483102282026199,0.09818452282182583,B
56B-1,327891.35,4.40745289e6,0.29692330044594545,2.2147343982605903e-16,0.8470017645635265,1.0525504219694518e-15,B
57-1,327931.46,4.40741438e6,0.6441885100705226,2.492878740905171e-13,0.6143062336411294,4.081501756526861e-7,B
64-1,328156.6,4.40795433e6,0.8980836573613524,0.20683736847947623,2.066517011692523e-16,1.7248255822104848e-16,D
68A-1,328229.72,4.40707921e6,0.8049697282894819,6.358853966925819e-6,2.066517011692523e-16,0.3342151378332951,A
68B-1,328065.7,4.40706164e6,0.7007288822860294,0.16069006194153063,2.066517011692523e-16,0.4758101627724777,A
77-1,328214.13,4.40718169e6,0.30123342392369723,0.6802902050052728,0.2681211394709297,1.7248255822104848e-16,C
81-1,328567.28,4.40851194e6,0.9965073031791298,0.006238099912914787,0.013550858864231309,3.17769919405616e-15,D
81-11,326859.34,4.4069495e6,3.27116789838093e-16,2.2147343982605903e-16,0.6644039494303902,0.056911818129805024,B
81A-1,328598.76,4.40855648e6,1.0,0.0007064503233886519,0.007177188325607418,1.0255202204256461e-14,D
81B-1,328528.63,4.40843124e6,0.6270384007235534,0.48595078458887775,0.016123484082205864,0.0002156568989890453,C
82A-11,326907.12,4.40670723e6,3.27116789838093e-16,0.8253332168288179,2.066517011692523e-16,1.7248255822104848e-16,C
88-11,326889.0,4.40544507e6,3.27116789838093e-16,0.5139695178791429,0.321148209044465,2.4345566579469707e-8,C
B1,327745.53,4.40596877e6,3.27116789838093e-16,2.2147343982605903e-16,0.7752771243461567,1.0176491281217447e-9,B
B2,327721.65,4.40609786e6,0.8889044169890077,7.723817236949112e-13,0.11162362736955829,8.059237184050819e-13,D
B3,327738.97,4.40619405e6,4.778394272446637e-11,2.2147343982605903e-16,0.4384992481254349,0.954140046062577,A
B4,327778.14,4.40639034e6,0.5894657899428148,1.7441274534831883e-13,0.00028034344154744624,1.0,A
B5,327713.81,4.40629808e6,0.35107579233609537,0.7349481342749812,2.066517011692523e-16,1.7248255822104848e-16,C
B5A,327754.04,4.40637455e6,0.49875124482798733,0.16312104458749233,5.839837724064844e-6,0.7274440394304035,A
B6,327848.36,4.40636567e6,7.11569997630647e-14,0.3399286594965434,0.23247795580793598,0.879472529462419,A
B7,327784.51,4.40629935e6,0.14721581141560533,0.34636915106382277,0.16521350007678243,0.896996869926976,A
B8,327603.56,4.40643766e6,0.2838977016046284,2.2147343982605903e-16,0.5719796157989524,1.7248255822104848e-16,B
BCH-1,328398.2,4.40887416e6,0.37901893689808813,0.24134750846144548,2.066517011692523e-16,0.38516923337707853,A
BCH-2,327732.14,4.40800628e6,0.5071883066069556,2.2147343982605903e-16,1.6148186610275923e-13,0.47399386630452905,A
BCH-3,327126.74,4.40600409e6,3.27116789838093e-16,0.4719261392826791,3.918785104509132e-12,0.5221288262995243,A
EE-1,327575.0,4.40640489e6,0.20385289257867742,2.2147343982605903e-16,0.6155538736273939,1.7248255822104848e-16,B
MG-1(SP-1),328194.09,4.4071925e6,0.4969023770002245,0.5222499544662205,2.066517011692523e-16,0.22010985530340138,C
MG-2(SP-2),328128.08,4.4076273e6,0.9922171911022927,0.22911988680030454,2.066517011692523e-16,1.7248255822104848e-16,D
MGI-1,327853.91,4.40678619e6,0.8305833563770385,0.005661449164990605,0.03321930037479668,0.5893960869987841,A
MGI-2,327994.35,4.40709171e6,0.2961251650372714,0.5070224322229067,0.046639143157111186,0.8280341050397005,A
