Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
15-12,327137.93,4.40603467e6,3.6342247068046254e-16,0.5373759178242098,0.02189049856327248,3.066505042951463e-16,2.9682382912963133e-16,0.8847303253851398,E
17-31,328813.04,4.40882204e6,0.8696621075157795,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.3204618420725616,0.006095649345863501,B
18-1,327026.54,4.40703217e6,3.6342247068046254e-16,0.6987103717919292,0.0446963330116213,0.49638742956952764,2.9682382912963133e-16,3.25161839954335e-16,A
18-31,328801.97,4.40871725e6,0.7470764278992766,0.5204176491074737,0.1663007867913104,3.066505042951463e-16,0.004268944491907806,1.911852027473336e-10,B
18A-1,327056.33,4.40703775e6,3.6342247068046254e-16,0.6417654463158663,0.041407790943328755,0.5184220883454905,8.226114255161841e-8,3.25161839954335e-16,A
18B-31,328791.32,4.40871144e6,0.8518250776817516,0.55936798587146,0.06767733805489072,3.066505042951463e-16,3.9723526604426875e-10,3.25161839954335e-16,B
18D-31,328751.91,4.40862911e6,0.5687785031271944,0.5239623715897245,0.03486087284583562,0.21497080657778317,0.14693789965542484,1.626451777952495e-13,B
22-13,327161.72,4.4051245e6,3.6342247068046254e-16,0.4136107543255083,7.789869969119948e-17,3.066505042951463e-16,0.4423266786337951,3.25161839954335e-16,F
26-12,327300.66,4.40579963e6,0.47450176845843123,3.094044894831024e-16,0.2567777075934892,3.066505042951463e-16,6.764215460268506e-9,0.5918841034274057,E
27-1,327256.49,4.40720478e6,3.6342247068046254e-16,0.4582872542352317,7.789869969119948e-17,3.066505042951463e-16,0.355479188138699,0.3970397457964331,F
46-1,327805.01,4.40748476e6,3.6342247068046254e-16,3.094044894831024e-16,0.9855615145084785,3.066505042951463e-16,2.9682382912963133e-16,3.25161839954335e-16,D
46A-1,327774.78,4.40740108e6,3.6342247068046254e-16,3.094044894831024e-16,1.0,3.066505042951463e-16,2.9682382912963133e-16,3.25161839954335e-16,D
47A-1,327661.35,4.40729129e6,0.36668790294678927,3.094044894831024e-16,0.04519168498605392,3.066505042951463e-16,0.7300602091207219,3.25161839954335e-16,C
47C-1,327746.25,4.4073085e6,3.6342247068046254e-16,3.094044894831024e-16,0.00490498172095072,3.066505042951463e-16,0.8361445292767334,0.5584150711410522,C
48A-1,327704.9,4.40718065e6,3.6342247068046254e-16,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.9654216480877292,0.40177758077368647,C
55-1,328014.47,4.40772054e6,0.5480756020474532,0.38741577160055524,0.050780747661116336,0.17595732662489885,0.3462938202472301,0.10462158166106107,B
56-1,327963.43,4.40755491e6,0.7784144676420233,0.26117079471327803,0.05259169587692425,3.066505042951463e-16,0.41361413461455454,3.25161839954335e-16,B
56A-1,327859.51,4.40755578e6,3.6342247068046254e-16,0.4316947808196439,0.04639417683699268,3.066505042951463e-16,0.4867225739537239,0.5994710037929603,F
56B-1,327891.35,4.40745289e6,0.33157236504249393,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.9982265212706034,0.0019904703631232162,C
57-1,327931.46,4.40741438e6,0.7446580296093512,0.21047290567804172,0.04053716561375014,3.066505042951463e-16,0.4472353281841052,0.22058943756222785,B
64-1,328156.6,4.40795433e6,0.8882469685785146,0.5239053655025204,7.789869969119948e-17,3.066505042951463e-16,2.9682382912963133e-16,3.25161839954335e-16,B
68A-1,328229.72,4.40707921e6,0.6474881038357682,3.094044894831024e-16,7.789869969119948e-17,0.7346790533648233,0.03071319656747681,0.3081425988738856,A
68B-1,328065.7,4.40706164e6,0.46836025782728513,0.24465626643408742,7.789869969119948e-17,0.6656242856588038,2.9682382912963133e-16,0.6430094775965056,A
77-1,328214.13,4.40718169e6,3.6342247068046254e-16,0.3568733839325827,0.037469655449027334,1.0,0.20648170424663845,3.25161839954335e-16,A
81-1,328567.28,4.40851194e6,4.121568510234929e-8,3.094044894831024e-16,0.9371488509087681,3.066505042951463e-16,2.9682382912963133e-16,4.6398902365120416e-5,D
81-11,326859.34,4.4069495e6,3.6342247068046254e-16,3.094044894831024e-16,7.789869969119948e-17,3.066505042951463e-16,0.6028030544093231,0.4599563508138871,C
81A-1,328598.76,4.40855648e6,1.3093923164806758e-7,3.094044894831024e-16,0.9239970532308271,3.066505042951463e-16,2.9682382912963133e-16,0.0006543476619513821,D
81B-1,328528.63,4.40843124e6,0.6655172401334002,0.576486921744075,0.02823238069238508,0.19306748389926512,4.752053852560626e-8,4.615456408827269e-5,B
82A-11,326907.12,4.40670723e6,3.6342247068046254e-16,1.0,7.789869969119948e-17,3.066505042951463e-16,2.9682382912963133e-16,3.25161839954335e-16,F
