Name,S1,S2,S3,S4,S5,S6
Normal stress,1737.9672430284352,3467.610097074263,4564.980087022576,2612.4531566093588,4450.640804358754,3651.50262558864
Coulomb shear stress,1599.8997316610128,3847.6783592069946,4936.698458452009,2425.6947181201667,4238.823201678434,3542.718835897022
Dilation,3179.86175263302,3957.653021482909,2720.1250091873144,3272.081149549683,5831.500401487917,1179.1125159985963
Faulting,4393.751441800386,5519.236050208549,2408.995777313454,2813.7720124294337,6616.933905520798,834.460269267707
Fault dilation tendency,2776.874319175714,2401.518060248198,16371.182610941227,1570.0721731663593,2284.4297504941933,2819.553476779879
Fault slip tendency,2124.8241366232983,1653.24430886151,11508.744597518635,1112.3811671327996,1557.6415175523327,1964.5114051651044
Fault curvature,2525.4012151440065,2063.328588571185,15088.326515005438,1381.0410938798773,2020.0763324773566,2526.616714973932
Temperature,762.3702542415416,498.8986740694601,3489.4386355229954,394.12409241507737,464.75944599469295,439.543576517523
Fault density,6375.489926309328,3786.2088445238305,3809.730474591828,3500.614796413516,6433.520952033377,1536.0751665959647
Fault intersection density,4589.9674071774425,1407.6466568536796,8931.385836845702,2351.0238341883132,4663.858391193986,3456.413222599915
Inverse distance from faults,3819.44541645362,5550.32826165733,8826.113951876627,2830.997152745032,6117.347754301885,3737.055650450034
