Name,S1,S2
Normal stress,7477.764395779049,11026.154657343439
Coulomb shear stress,7890.004230188894,10588.238702557834
Dilation,10727.500821306377,9496.665310282659
Faulting,13802.442315816163,9813.11600766319
Fault dilation tendency,6270.007406599791,8888.311929474334
Fault slip tendency,4563.37120910562,6167.501837706524
Fault curvature,5579.007701699453,7952.836829093185
Temperature,1605.2511892294294,1851.3784311541224
Fault density,14121.475140365043,11220.889914139743
Fault intersection density,8383.086779491467,11304.847827516129
Inverse distance from faults,12307.924008264861,13856.656718695082
