Name,S1,S2,S3
Normal stress,4468.577990439595,5729.617900255118,8751.450057133132
Coulomb shear stress,4557.084441658305,6164.808472197808,8009.320425913137
Dilation,8247.125455254203,5637.664848039344,6225.791565217993
Faulting,10697.816444767308,6644.567861973253,5852.497113076065
Fault dilation tendency,4967.825168215127,4356.551757860114,6558.902209503327
Fault slip tendency,3685.7167628443062,2984.954480532062,4527.158121092667
Fault curvature,4387.653077860072,3841.636556693438,5950.478594658958
Temperature,1210.4432587555827,863.5619041870854,1518.7899001092123
Fault density,12218.668245133938,5610.28811729659,7390.834790042189
Fault intersection density,7822.8126443692445,3890.3533217873824,8773.722048970434
Inverse distance from faults,8993.064319672987,7755.519346082376,9817.434792179474
