Name,S1,S2,S3,S4
Normal stress,3632.7410214892993,4017.640557662618,6344.143894903019,6142.48811990236
Coulomb shear stress,3774.033950278406,4314.509378202224,5782.37480335514,5901.982906748609
Dilation,7018.139648911794,4245.500452835933,6998.069525465488,2185.4879619731955
Faulting,9604.808047457185,5073.034095271286,7372.2034381644135,1261.547211288868
Fault dilation tendency,4696.150994367422,2885.9102167939427,4450.169025930527,5199.706725392881
Fault slip tendency,3510.63227309344,1995.0757630809662,3115.982088646341,3567.7372635443517
Fault curvature,4198.510418517306,2542.4247078849817,4027.553097460746,4624.708907119191
Temperature,1244.1718827292666,652.0606403786435,1100.150733619881,753.5503772779829
Fault density,11917.942131719727,3836.234721810285,7368.157091605788,2520.6106227724285
Fault intersection density,7236.120780121395,2187.274686806054,6795.352325666867,5271.238836045852
Inverse distance from faults,8093.011368611308,5520.700106890861,7929.269154021409,6128.127720684422
