Name,S1,S2,S3,S4
15-12,1706.8765437591378,1696.2569906289946,334.0705492056604,1117.6082816278158
17-31,655.4887221812694,766.5903446669768,535.4692954039856,331.33904544631736
18-1,1262.197666310635,1274.8188946242944,1087.15947197679,1236.3156042118064
18-31,538.9642673103042,539.6010310986983,347.0470594153636,146.07358704709281
18A-1,1315.062672461144,1073.5107314228476,1146.2969825056393,1174.1075110705012
18B-31,575.3665314594784,723.3229158059596,388.8094528546678,189.33728188687186
18D-31,634.1001412365238,621.9877230225646,216.76216758390098,275.2469809950482
22-13,889.3431761501768,634.8665445200816,1034.1398447864626,1218.356308310931
26-12,864.6561558600698,920.9081312598136,847.1617116569382,640.2483432933163
27-1,2061.1113130024523,865.4155806402966,858.8678447928767,747.4422877713284
46-1,1271.1878192135405,1023.7788876574976,1248.934327287581,387.05702224584354
46A-1,1247.2885668051197,917.0291326274643,1359.2820783921266,359.10001733070806
47A-1,1558.1819330092285,1060.0164526423923,1856.1097687941694,509.7640219986364
47C-1,1385.9089753072158,895.2273016891129,1602.666057384623,390.64555053263115
48A-1,981.1667745053684,245.3824587980422,1168.0563496241703,223.19524888039388
55-1,676.9474864184373,1959.2979948713812,1566.31288043628,488.5504063669427
56-1,1264.5113770305409,2059.313833471625,1881.8671039320875,666.0884162739509
56A-1,1233.419309178143,1548.8825395900585,1519.49311783358,399.93370853941883
56B-1,991.0875398105206,550.9997080210233,1055.3133275115374,178.39176819197874
57-1,1593.3367044397135,1952.4975732306975,2019.5579153774113,743.2412650182392
64-1,475.77372682908293,1079.6918964193255,2915.9564583180368,556.3291427814415
68A-1,833.1932694121847,1377.3196040132157,2187.4229924619553,1308.4759810340222
68B-1,828.6798982092666,1566.2360369956323,2145.5002984516127,702.7790702553662
77-1,988.623007035707,1692.7644619671732,2084.453320778948,1230.146612681616
81-1,560.0527599942448,485.5564404359125,353.81999242435734,141.71024166788183
81-11,1193.4148138404753,722.6444232323366,465.35738967134523,371.1166093326539
81A-1,537.9646880340936,428.11312611861604,351.88423036051336,109.45186578303485
81B-1,541.4988626730076,663.4214002258141,256.88871940252994,153.76552953577573
82A-11,1482.8369467096952,437.1769586411534,531.5107551880706,1309.9827848897282
88-11,1218.3513400306078,1146.615313616903,505.6856444259208,1456.3444080061051
B1,356.9701742365919,996.1922431472742,1292.4779449768544,874.063233468323
B2,127.3604137334652,4.650946063285246e-13,236.72253677383742,112.7235219996589
B3,222.86122894639547,275.8221293361012,554.7875611132743,309.19381574492536
B4,374.34400548368785,589.8491942131625,682.6621011071695,193.0503640510105
B5,730.5504448040555,905.771063680698,1532.3725862726048,634.3054090970375
B5A,469.0601522953949,907.3035940716356,958.5684135240494,388.52700489807967
B6,272.5837363189097,532.1482906816216,531.0089323828154,312.08344999415294
B7,127.61472050791761,321.2774830575522,223.6311369570558,45.32090362822004
B8,1345.1182402159338,832.1494978686917,2449.7424274466366,499.6732203947753
BCH-1,1208.2475880246982,1258.2481825751229,929.7713840709838,376.45424199519437
BCH-2,1252.0934079869364,1386.3148121770682,1685.748592077164,658.4883426398428
BCH-3,1667.9144283660846,1830.8045149006741,323.69624193402984,1141.6145998083364
EE-1,1422.9071871385465,801.2011222346156,2337.5579952689855,507.2373359301352
MG-1(SP-1),1090.7370935310514,1341.2673845655645,2176.689089561124,1173.3415076540427
MG-2(SP-2),801.379272874488,1286.9796067652678,2331.4927866170947,889.4993488747709
MGI-1,339.0731250088201,369.793567296812,706.6691221408133,111.02270004467277
MGI-2,249.82860232434166,595.4474248555771,444.56198335545463,59.553681484204446
