Name,S1,S2,S3,S4,S5
1,0.915479,1.4668403,1.2262443,0.036959656,4.2371248e-16
2,3.1009557,6.400047e-16,1.0802658,5.19007e-16,0.76554203
3,0.4153076,0.9275553,0.25689226,0.018769834,0.018878378
4,4.216096,6.400047e-16,1.61083,0.047001146,0.5617313
5,3.463107,6.400047e-16,0.8321105,5.19007e-16,1.6806167
6,3.5418098,6.400047e-16,1.1077194,5.19007e-16,0.72529536
7,3.6891737,6.400047e-16,1.2102312,5.19007e-16,0.6867075
8,3.0394068,6.400047e-16,1.0039076,0.020251628,0.7729175
9,1.345282,0.8537771,0.49463204,0.013588768,0.04760217
10,0.092295215,0.57983917,0.78628325,0.009690537,0.028190259
11,2.0039594,1.1858433,1.7891955,0.22266835,6.493022e-13
12,3.4017768,6.400047e-16,1.2395629,5.19007e-16,0.7113764
13,3.524779,6.400047e-16,1.3665936,5.19007e-16,0.6664353
14,3.1482186,6.400047e-16,1.0751615,0.013462247,0.7695923
15,0.27530226,0.8288041,0.14773934,0.008212428,0.021439074
16,0.05250997,0.54351294,1.0480616,0.020637568,0.15497755
17,0.05411086,0.8772052,0.0024604711,0.009049036,0.028758736
18,4.4985743,0.27812195,1.7135481,0.16018628,1.8034644e-14
19,4.171873,0.366278,1.4207288,0.055855695,2.140011e-7
20,4.206879,0.3739075,1.4244441,0.10853535,1.8467461e-13
21,4.558712,0.29426348,1.4760333,0.096830525,0.025235804
22,3.8064187,0.515231,1.5030458,0.07381266,0.00043210352
23,4.3495317,0.13388109,2.052827,0.20326298,5.0406026e-9
24,4.3008137,0.11317877,2.106266,0.19203342,6.30969e-8
25,3.6634831,0.41201094,1.6520612,0.08089515,3.3706372e-5
26,3.8354561,0.3644983,1.7929544,0.11416264,0.0006439892
27,3.6509173,0.48771563,1.4599656,0.085587986,1.3225121e-5
28,3.6664307,0.4854728,1.5925571,0.08401606,1.9023965e-7
29,3.52743,6.400047e-16,1.214335,0.0004855024,0.68902105
30,4.046953,0.5077271,1.5581783,0.13816027,1.771831e-8
31,3.0240612,6.400047e-16,1.0295339,5.19007e-16,0.7703431
32,3.393492,6.400047e-16,1.1562238,5.19007e-16,0.7036248
33,3.9281008,0.51322615,1.5217304,0.06615049,1.9104327e-5
34,4.4165587,1.0004232,1.4286867,0.013443384,0.3138528
35,3.0935433,6.400047e-16,1.8239443,0.09206146,0.49713993
36,3.5883875,0.57136077,1.3958974,0.03586071,4.2371248e-16
37,3.1530707,6.400047e-16,1.0281469,5.19007e-16,0.76227003
38,3.4776425,6.400047e-16,1.5871925,0.12874378,0.5391685
39,4.0992527,6.400047e-16,1.5626245,0.0522372,0.58828664
40,0.24232192,1.0350575,0.010588787,0.00021491545,0.050484568
41,3.5427856,0.31375626,1.1506926,0.003603748,0.28032622
42,3.8260508,6.400047e-16,1.0908856,5.19007e-16,0.7535388
43,3.370537,6.400047e-16,1.5168719,0.02281026,0.6439207
44,3.6492217,6.400047e-16,1.580136,0.06304932,0.5820885
45,3.8659532,6.400047e-16,0.9837537,5.19007e-16,0.7230856
46,3.1925752,6.400047e-16,1.8955584,5.19007e-16,0.4480392
47,3.8934915,6.400047e-16,0.86553127,0.01955085,0.8618363
48,3.814297,6.400047e-16,0.7410635,5.19007e-16,1.2555935
49,3.3452559,0.5779775,1.3412912,0.032033414,7.969495e-11
50,3.6369352,0.44427615,1.6264126,0.11980878,0.026541958
