Name,X,Y,A,B,C,D,E,Signal
95,-111.14795,39.37608,0.1492061,0.2153668,0.0920269,0.0013116393,0.0026095712,A
96,-111.11406,39.47163,0.15336117,0.20694402,0.0,0.033287335,0.0,A
97,-111.09684,39.52108,0.12124817,0.14150281,0.0,0.04132607,0.0,A
98,-111.16739,39.32441,0.17600812,0.2528947,0.042449415,0.013237717,0.020251052,A
99,-111.13239,39.42358,0.14637172,0.28440136,0.07810788,0.0,0.021272808,A
100,-111.16934,39.32135,0.16056971,0.16570981,0.122066334,0.0,0.02338938,A
101,-111.20156,39.23163,0.002387571,0.15583503,0.30486664,0.0,0.06166294,C
102,-111.20267,39.23052,0.073730595,0.32416773,0.26247475,0.0,0.037251513,B
103,-111.15545,39.36441,0.18464229,0.2347852,5.5636874e-6,0.02756749,0.016592972,A
104,-111.101,39.5183,0.10598917,0.15822761,0.0,0.04019918,0.0,A
105,-111.101,39.51913,0.004466648,0.0982033,0.14028826,0.0024563088,0.0007234269,C
106,-111.17017,39.32469,0.17453468,0.22350116,0.0,0.030296585,0.03267742,A
107,-111.10934,39.50108,0.01425619,0.034916878,0.16217041,0.0026071093,0.001591958,C
108,-111.161,39.35608,0.016131135,0.017261578,0.17194006,0.000870364,0.00016113979,C
109,-111.0935,39.54774,0.13096018,0.22992744,0.0,0.06683107,0.0033623436,A
110,-111.02378,39.74524,0.13404822,0.1702825,0.047929306,0.058532145,0.00056998694,A
111,-111.09545,39.54802,0.11219955,0.26117077,0.09121584,0.03495186,0.021190777,A
112,-111.101,39.53441,0.1411775,0.14723922,0.0,0.04182971,0.0,A
113,-111.15573,39.3808,0.013119017,0.081945285,0.14464624,0.0017438675,0.00050676416,C
114,-111.12489,39.46858,0.0058684433,0.053240288,0.15712893,0.0012429506,0.0010254129,C
115,-111.15628,39.38135,0.14379008,0.18401493,0.03331906,0.023309281,0.0007256954,A
116,-111.17156,39.33858,0.01630287,0.014245738,0.16946675,0.0019753547,0.0007313107,C
117,-111.17184,39.33885,0.008674577,0.23591746,0.07189864,0.0062018945,0.0016899813,E
118,-111.10017,39.54358,0.12647374,0.22101131,0.0,0.06825267,0.0,A
119,-111.15156,39.40024,0.17357846,0.24050348,0.043399803,0.014251576,0.0075444584,A
120,-111.10461,39.53302,0.15300779,0.17355098,0.0,0.036950454,0.0,A
121,-111.16295,39.36941,0.1482966,0.19270696,0.0,0.032785345,0.0,A
122,-111.12073,39.49219,0.14240627,0.18671338,0.0,0.0364356,0.0,A
123,-111.11823,39.5008,0.13198993,0.19138819,0.0,0.037433162,0.007466208,A
124,-111.116,39.50969,0.007001022,0.06666752,0.15241577,0.0019216883,0.00088847434,C
125,-111.11545,39.51135,0.13665913,0.17593859,0.0,0.0393628,0.0035331391,A
126,-111.17878,39.3333,0.15927726,0.22828166,0.0994708,0.0,0.019803083,A
127,-111.1085,39.53247,0.15689172,0.19182521,0.0,0.035129588,0.0,A
128,-111.17795,39.33691,0.011148602,0.08814355,0.14575796,0.00068757776,0.0019238131,C
129,-111.12739,39.48024,0.14864531,0.19680566,0.0,0.03453274,2.3413073e-5,A
130,-111.11573,39.51385,0.17428415,0.17430727,0.0,0.034418706,0.0,A
131,-111.1235,39.49358,0.0022955937,0.08192835,0.15039168,0.0007772822,0.00043154258,C
132,-111.19184,39.30135,0.15037346,0.11721272,0.13340895,0.0,0.029380534,A
133,-111.03656,39.73802,0.11630163,0.18498558,0.0,0.07124991,8.657956e-6,A
134,-111.211,39.24774,0.10210584,0.06366363,0.12819277,0.0,0.086447686,A
135,-111.19184,39.30219,0.14126082,0.12084613,0.13262051,0.0,0.032488264,A
136,-111.10684,39.54302,0.118443765,0.2031511,0.0,0.07069524,0.0,A
137,-111.111,39.53191,0.18892278,0.20367853,0.0,0.031138182,2.7896596e-5,A
138,-111.14962,39.42385,0.1519675,0.22907025,0.09166453,0.0012792253,0.0028132685,A
139,-111.21489,39.24024,0.18431981,0.0844013,0.00015025333,0.0,0.079246886,A
140,-111.10823,39.5433,0.11322772,0.19782445,0.0,0.06877331,0.0,A
141,-111.17295,39.36108,0.145951,0.18264486,0.0,0.034036677,0.0,A
142,-111.11823,39.51663,0.14566839,0.18940344,0.0,0.036076743,0.0,A
143,-111.19212,39.30941,0.1391613,0.076294206,0.1485994,1.4330399e-7,0.03688907,A
144,-111.04267,39.73107,0.11743374,0.1789487,0.0,0.075837925,0.0034404516,A
145,-111.04378,39.7283,0.16080667,0.1634484,0.0,0.074484155,0.0,A
146,-111.16017,39.40302,0.17098665,0.21908687,0.031311914,0.020432495,0.0013078486,A
147,-111.17934,39.35024,0.12717327,0.18056956,0.11702402,0.0,0.015640613,A
148,-111.12239,39.51135,0.0022159764,0.036031388,0.16508684,0.0020557516,0.00044273344,C
149,-111.19239,39.31747,0.19673578,0.33553824,0.056498636,0.0,0.0347223,A
150,-111.19267,39.31747,0.16797216,0.26100203,0.07849928,0.0016526958,0.014120889,A
151,-111.03878,39.75052,0.11360636,0.18986566,0.0,0.07027458,0.00012782123,A
152,-110.90183,40.13246,0.007976132,0.10204777,0.25307733,0.0016240552,0.0013895433,C
153,-111.1485,39.44441,0.15207623,0.21199779,1.390209e-7,0.031053545,0.0007548361,A
154,-111.1135,39.54469,0.12102089,0.20463969,0.0,0.070373245,0.0,A
155,-111.10767,39.56108,0.1315911,0.24028963,1.6384382e-6,0.06484051,0.012691344,A
156,-111.12184,39.52247,0.115352675,0.16112629,0.0,0.039229833,0.0,A
157,-111.12295,39.51969,0.0031183402,0.029848063,0.16808887,0.0018520659,0.0008501835,C
158,-111.18017,39.35969,0.025739172,0.0060097864,0.17505631,0.0012174303,0.0022351453,C
159,-111.21045,39.27524,0.15850553,0.19278972,0.10964481,2.3124148e-6,0.00877219,A
160,-111.18156,39.35858,0.003679674,0.07734019,0.14812581,0.0012117587,0.00035192026,C
161,-111.2635,39.12691,0.10729896,0.26356742,0.13706538,0.0,0.06921993,A
162,-111.18128,39.36135,0.13975118,0.15225834,0.0,0.037854943,0.0,A
163,-111.15934,39.42385,0.1521922,0.19461091,0.0,0.03325041,0.0,A
164,-111.116,39.54635,0.14500985,0.21624112,0.0,0.06766546,0.0,A
165,-111.12017,39.5358,0.129956,0.21818526,0.010235221,0.0640377,0.0034231755,A
166,-111.18406,39.35774,0.002707544,0.017560381,0.16771008,0.0021296223,0.0011711204,C
167,-111.23739,39.20969,0.13958812,0.22010885,0.13082047,0.0,0.048569694,A
168,-111.18628,39.3583,0.011547709,0.08717835,0.14390233,0.0013666846,0.00023829521,C
169,-111.16962,39.40858,0.27709335,0.1601729,5.4663833e-5,0.037167143,0.024831362,A
170,-111.12239,39.54635,0.13898149,0.22516815,0.032561507,0.055905372,0.0,A
171,-111.18434,39.37191,0.0019062781,0.023932572,0.16391736,0.0025533289,8.084467e-5,C
172,-111.23573,39.2358,0.12541078,0.20977327,0.12886383,0.0,0.012060081,A
173,-111.23628,39.23524,0.11447179,0.1814621,0.13878053,0.0,0.007331119,A
174,-111.33268,38.96108,0.14298308,0.21150093,0.15222871,4.557122e-6,0.01875112,A
175,-111.33153,38.96777,0.11255092,0.12302449,0.18831536,3.1364984e-6,0.005124902,A
176,-111.33156,38.96775,0.107699364,0.12030126,0.19129544,8.461213e-6,0.0073345145,A
177,-111.20267,39.33635,0.14108773,0.20660798,0.10698541,0.0,0.0012012315,A
178,-111.26795,39.1533,0.1274964,0.03607423,0.19981249,0.0,0.03446623,A
179,-111.21795,39.29747,0.12570895,0.19583574,0.12189529,0.0,0.020787762,A
180,-111.32712,38.98719,0.104417205,0.03971292,8.574708e-6,0.06905659,0.0052340236,A
181,-111.32156,39.00497,0.15945849,0.1421754,0.070552014,0.034440033,0.0056089647,A
182,-111.22184,39.28913,0.14687313,0.2285512,0.11031426,0.0,0.039194986,A
183,-111.241,39.23524,0.13738477,0.22200224,0.12194023,0.0,0.033322647,A
184,-111.21823,39.3008,0.12528457,0.19035022,0.12065594,0.0,0.03863725,A
185,-111.12461,39.56885,0.11680911,0.18290703,0.0,0.07138709,0.0,A
186,-111.14406,39.5158,0.017583644,0.18588299,0.09481175,0.0062337606,0.00022328191,B
187,-111.24378,39.23497,0.13385423,0.24360311,0.11470356,0.0,0.05658733,A
188,-111.23989,39.24858,0.12111898,0.1985965,0.119442515,0.0,0.06260834,A
189,-111.29712,39.08691,0.10443251,0.10976906,0.16454555,0.0,0.060663708,A
190,-111.07934,39.70357,0.11378386,0.16582757,0.0,0.07434917,5.7703222e-5,A
191,-111.21934,39.31135,0.15899703,0.20923865,0.109298594,0.0,0.01789054,A
192,-111.21767,39.31608,0.149945,0.19942409,0.11109268,0.0,0.0024709124,A
193,-111.2435,39.24719,0.13187085,0.22403757,0.10938922,0.0,0.050431393,A
194,-111.14962,39.51497,0.17090455,0.22997695,2.5743493e-5,0.031439953,0.002460112,A
195,-111.22017,39.31608,0.15533172,0.17153713,0.12399199,0.0,0.008760623,A
196,-111.18628,39.4133,0.15505256,0.19358651,0.0,0.032935638,0.0011533132,A
197,-111.33129,39.00692,0.1521552,0.119950175,0.092579104,0.0303017,0.0024810156,A
198,-110.90738,40.20079,0.117010035,0.1732046,0.04086901,0.06182109,0.058480807,A
199,-111.21906,39.33274,0.011844564,0.20853622,0.095386416,0.003440227,0.00053150736,B
200,-111.21906,39.33358,0.15871413,0.21496761,0.031415485,0.021008905,0.0009435702,A
201,-111.16128,39.49802,0.15377215,0.2082892,0.0,0.033499654,0.0,A
202,-111.13128,39.58441,0.06727616,0.11521103,0.0,0.079987876,6.267058e-5,D
203,-111.07072,39.75468,0.12153913,0.17103311,0.0,0.074409746,0.0,A
204,-111.18517,39.43635,0.13910921,0.2018607,0.0,0.03886617,0.00020042932,A
205,-111.33518,39.01108,0.16366732,0.14808948,0.0038013714,0.05085233,0.0051690247,A
206,-111.18323,39.44469,0.12817006,0.18710929,0.0,0.0416272,0.0,A
207,-111.22073,39.33969,0.15231802,0.22756277,0.10642364,0.0,0.006380028,A
208,-111.13962,39.56885,0.0926678,0.13873474,0.0,0.07773182,0.0,A
209,-111.21934,39.34608,0.011862519,0.06219722,0.17356059,0.00091146596,0.00015397822,C
210,-111.23017,39.31802,0.14068463,0.13132165,0.13909128,0.0,0.026951693,A
211,-111.19378,39.42247,0.13554816,0.19432646,0.0,0.040723313,0.0,A
212,-111.19434,39.42219,0.13300344,0.18933418,0.0,0.042383853,0.00021206275,A
213,-111.20601,39.39135,0.010996397,0.024072882,0.18829991,0.0013225833,0.0016824522,C
214,-111.23517,39.30913,0.14991318,0.2038565,0.115084626,0.0,0.017253265,A
215,-111.20628,39.3908,0.020691229,0.16138628,0.12852335,0.0037384226,0.00028899833,B
216,-111.13295,39.59774,0.09353514,0.04469304,0.0,0.088866025,0.0,A
217,-111.14267,39.57108,0.0980168,0.30025333,0.019978292,0.051496655,0.11611037,A
218,-111.22378,39.34497,0.16229197,0.20145945,0.01463738,0.032497056,0.00041766278,A
219,-111.25545,39.25608,0.014962907,0.093954,0.1536844,0.0016085954,0.0012582975,C
220,-111.15878,39.52969,0.10662166,0.19515017,0.0,0.06994988,8.72686e-5,A
221,-111.14434,39.5708,0.124649175,0.14999521,0.053896714,0.041043945,0.0,A
222,-111.20878,39.38941,0.010857311,0.18615426,0.12155714,0.003007,0.001408685,B
223,-111.17517,39.48552,0.1281422,0.16894792,0.0,0.04329554,0.0,A
224,-111.25712,39.25552,0.02338047,0.057055224,0.15661277,0.004976842,0.0005345954,B
225,-111.25628,39.25858,0.12986912,0.26707226,0.09383865,0.0,0.06290266,A
226,-111.20767,39.39691,0.009372926,0.0017796822,0.19906041,0.00060745806,0.0018716577,C
227,-111.23323,39.32497,0.12046134,0.18208872,0.13563113,0.0,0.0025771242,A
228,-111.35073,38.99108,0.14017747,0.084550634,0.03234574,0.049576923,0.012745947,A
229,-111.17851,39.47997,0.16613407,0.20993215,0.0,0.038653284,0.0,A
230,-111.20295,39.41108,0.004126008,0.020244198,0.18596043,0.0024805835,0.00052945554,C
231,-111.23878,39.31052,0.14650267,0.19727388,0.12165889,0.0,0.018802129,A
232,-111.23517,39.32135,0.11024911,0.18237875,0.13323458,0.0,0.003188111,A
233,-111.1335,39.60802,0.09683647,0.0852477,0.0,0.08474199,0.0,A
234,-111.31906,39.08441,0.13664103,0.16946252,0.01192932,0.04543264,0.00043272265,A
235,-111.136,39.60413,0.07984556,0.057620503,0.0,0.087442756,2.5462925e-5,D
236,-111.21212,39.39024,0.13864115,0.21757412,0.08311903,0.011860635,0.0018790027,A
237,-111.23878,39.31496,0.14176649,0.19196695,0.13380411,0.0,0.019071968,A
238,-111.22989,39.34135,0.1319617,0.20653802,0.12677507,0.0,0.0066154646,A
239,-111.34795,39.00969,0.14554912,0.13178855,0.049726143,0.038652983,0.004133141,A
240,-111.16378,39.53191,0.10027042,0.38499892,0.0,0.047561154,0.0,A
241,-111.18989,39.4608,0.13637051,0.18945064,0.0,0.040805895,0.0,A
242,-111.17851,39.49358,0.15513033,0.20263234,0.0,0.039492514,9.9789315e-5,A
243,-111.2824,39.20191,0.11809856,0.23370415,0.15271464,0.0,0.03807936,A
244,-111.35073,39.00858,0.118321404,0.09351829,0.14074767,0.01544451,0.0039152326,A
245,-111.22239,39.37302,0.15454954,0.18866776,0.0,0.039685093,0.0,A
246,-111.22517,39.36635,0.0028188783,0.179706,0.11991347,0.0037411132,0.0009194478,C
247,-111.23517,39.34163,0.1512035,0.22375225,0.1257132,0.0,0.0027663333,A
248,-111.22239,39.38219,0.15500513,0.18688698,0.0,0.041038133,0.0,A
249,-111.22545,39.37385,0.16360547,0.21165465,0.0,0.03695031,0.0,A
250,-111.25601,39.28858,0.019922208,0.048052493,0.18914436,0.0017277113,0.039065138,C
251,-111.02016,39.9519,0.35766235,0.03060726,0.27746528,0.00026675322,0.13150361,A
252,-111.25628,39.29108,0.10802559,0.20509826,0.14276326,0.0,0.0099595925,A
253,-111.24434,39.32496,0.1088364,0.19693206,0.14326562,0.0,0.008846562,A
254,-111.22601,39.37691,0.01778954,0.04541877,0.18374753,0.0026257911,0.000617843,C
255,-111.24489,39.32358,0.10417247,0.19471578,0.14569737,0.0,0.009913094,A
256,-111.17462,39.5258,0.12365464,0.18227151,0.025836289,0.04588446,0.0,A
257,-111.2874,39.20774,0.099546775,0.22992945,0.14771944,0.0,0.04756835,A
258,-111.28767,39.20802,0.10377182,0.23291187,0.15108623,0.0,0.041896354,A
259,-111.25517,39.30135,0.1219171,0.22023943,0.1369562,0.0,0.03883045,A
260,-111.22962,39.37441,0.15098876,0.19097008,0.0,0.042221203,0.000104360355,A
261,-111.24934,39.32024,0.07558181,0.19346827,0.14127646,9.949496e-6,0.05536737,A
262,-111.15573,39.58496,0.10000067,0.3806292,0.0,0.047955595,0.0,A
263,-111.22184,39.40191,0.1596611,0.190129,0.0,0.042615265,0.0005989635,A
264,-111.23156,39.37497,0.14208333,0.17678323,0.0,0.04389704,0.0,A
265,-111.26212,39.28913,0.13423486,0.25621873,0.11936291,0.0,0.00863574,A
266,-111.22656,39.3908,0.0022982894,0.008543605,0.19243106,0.0042309896,0.00038279695,C
267,-111.31795,39.13275,0.021927709,0.01975653,0.21542884,0.0010482507,0.00036715443,C
268,-111.24628,39.33608,0.11445368,0.1855252,0.14916728,0.0,0.021634188,A
269,-111.23184,39.37774,0.0029165333,0.039737966,0.19074653,0.0011414995,0.0021065252,C
270,-111.22156,39.40691,0.011856058,0.06628139,0.1803657,0.0012493429,0.0005038945,C
271,-110.93961,40.19384,0.16022669,0.1994032,0.21730737,0.0016181278,0.018626878,A
272,-111.22878,39.38691,0.12488689,0.17723456,0.0,0.045093294,0.0011229733,A
273,-111.16573,39.56552,0.11926686,0.19166504,0.061993998,0.039481685,0.0,A
274,-111.25267,39.3208,0.14594525,0.23155868,0.13451529,0.0,0.013501547,A
275,-111.18267,39.51913,0.100484826,0.37540978,0.0,0.048601095,0.0,A
276,-111.24934,39.33135,0.024265427,0.16409081,0.14265785,0.0014801279,5.7844252e-5,B
277,-111.21073,39.44163,0.07149656,0.1722111,0.0,0.04240827,0.0,A
278,-111.15684,39.59358,0.12799333,0.056607995,0.09431955,0.033832543,0.0,A
279,-111.23128,39.38469,0.1497167,0.19676396,0.0,0.04378428,0.0,A
280,-111.23684,39.36941,0.14567715,0.19081184,0.0,0.04089701,0.0001369158,A
281,-111.23378,39.37913,0.023706576,0.092755154,0.17149784,0.0009024436,2.7791484e-5,B
282,-111.17545,39.54385,0.116995715,0.18970165,0.01025159,0.04738041,0.0,A
283,-110.99211,40.05579,0.16092838,0.19298407,0.0,0.06960923,0.0,A
284,-111.22851,39.39552,0.13335143,0.18162683,0.0,0.044409882,0.0,A
285,-111.33379,39.09747,0.09283777,0.14571878,0.13917919,0.008125689,0.0,A
286,-111.22517,39.40552,0.15299009,0.19690165,0.0,0.04197902,7.650046e-5,A
287,-111.25517,39.32135,0.118973136,0.21298796,0.13679412,0.0,0.0037673884,A
288,-111.22434,39.4108,0.14876416,0.17588592,0.0,0.04516163,0.0,A
289,-111.25656,39.32024,0.11971597,0.21306776,0.13421762,0.0,0.03102841,A
290,-111.38462,38.95664,0.14751585,0.23031321,0.13443433,0.0001204636,0.020750223,A
291,-111.23351,39.38774,0.12616639,0.17338386,0.0,0.044284213,0.0,A
292,-111.28712,39.23719,0.0018895059,0.19463424,0.135826,0.0023649714,0.013758075,C
293,-111.34129,39.08525,0.1973482,0.12869151,0.0,0.04404092,0.009984824,A
294,-111.26517,39.30496,0.1323765,0.23492153,0.12676725,0.0,0.01974142,A
295,-111.40157,38.91942,0.09421809,0.041643806,0.086370654,0.04182643,0.0,A
296,-111.33157,39.11969,0.010918713,0.09001304,0.18804301,0.001901294,0.002139409,C
297,-111.23017,39.41052,0.15651512,0.18961567,0.0,0.042698074,0.0,A
298,-111.16989,39.58108,0.122621395,0.15104526,0.07090437,0.039992273,0.0,A
299,-111.39574,38.94358,0.16290553,0.19057882,0.00018132373,0.047382154,0.0042703873,A
300,-111.20628,39.48191,0.14044076,0.14779904,0.0,0.036188602,0.0,A
301,-111.19517,39.5133,0.11765702,0.20177688,0.060735952,0.04118275,0.0,A
302,-111.37296,39.00969,0.20536345,0.20169584,0.0,0.037067883,0.0542991,A
303,-111.39601,38.94386,0.15730846,0.21997136,0.0072036097,0.041591533,0.0017638527,A
304,-111.41685,38.88719,0.11729418,0.08842883,0.19792622,0.0016877855,0.0012824562,A
305,-111.23573,39.40274,0.13252293,0.17243688,0.0,0.04450431,0.0006288132,A
306,-111.07017,39.86968,0.108450316,0.1944778,0.0,0.06868677,8.910633e-5,A
307,-111.33045,39.13775,0.018856475,0.110822566,0.18154098,0.0008899639,0.0006999855,C
308,-111.40046,38.93831,0.21197419,0.20476104,0.0,0.036145322,0.020878645,A
309,-111.37323,39.01886,0.20372339,0.24435708,0.10963167,0.0017858284,0.05334299,A
310,-111.43907,38.83081,0.011033128,0.088999376,0.19728264,0.0015292028,0.00035026637,C
311,-111.3324,39.13636,0.20529455,0.2012647,0.0,0.03655011,0.04490676,A
312,-111.41629,38.89692,0.1909853,0.060549576,0.0,0.06038612,0.0077233263,A
313,-111.18267,39.56302,0.11765125,0.21133204,0.04938179,0.042155676,0.0,A
314,-111.09628,39.80746,0.027321631,0.23624314,0.20430556,0.0025283496,0.0008480438,B
315,-111.4149,38.90803,0.20762044,0.22588055,0.0,0.040051296,0.017766954,A
