Name,S1,S2,S3
GTM Quartz [C],0.0697313,0.033497185,0.08000095
GTM Chalcedony [C],0.063553445,0.032302648,0.074498415
Al [ppm],3.9858108e-17,0.012092802,0.00013133131
B [ppm],3.9858108e-17,0.037438605,0.0027826482
Ba [ppm],0.0011532183,0.0055673616,7.5482145e-5
Be [ppm],8.206566e-5,0.0057287584,6.0526272e-5
Br [ppm],3.9858108e-17,0.052723516,6.665608e-17
Ca [ppm],0.06310152,0.09061166,0.0091497805
Cl [ppm],0.013765377,0.19352,0.005005173
HCO3 [ppm],0.073760726,0.028530318,0.04457468
K [ppm],0.0034763345,0.10496201,0.0044318372
Li [ppm],3.9858108e-17,0.029060125,6.665608e-17
Mg [ppm],0.027472302,0.07809637,6.665608e-17
Na [ppm],0.016255403,0.17659841,0.024518587
Heat flow [W/m²],0.067284174,0.03069314,0.13394931
Two m temperature [C],0.14895584,1.5535274e-8,0.054179132
Depth to the basement [m],0.124764055,0.02666948,0.07355889
Gravity anomaly [mGal],0.12263919,0.024612945,0.0331785
Magnetic anomaly [nT],0.074166104,0.016756225,0.05411203
Strain rate [nS⁻¹],0.08737209,0.013273873,0.18292117
Dilation rate [nS⁻¹],0.042466853,0.007264557,0.062967226
Shear rate [nS⁻¹],3.9858108e-17,4.8684092e-17,0.15990433
