Name,S1,S2
GTM Quartz [C],0.06680512,0.07279214
GTM Chalcedony [C],0.061298873,0.06710687
Al [ppm],0.0002666584,0.0025055287
B [ppm],0.005945957,0.0049606664
Ba [ppm],0.0019798432,0.00033061745
Be [ppm],0.0010741095,9.446927e-5
Br [ppm],0.012719628,1.7573323e-9
Ca [ppm],0.07186767,0.02487543
Cl [ppm],0.048177734,0.0069087367
HCO3 [ppm],0.06843236,0.0478163
K [ppm],0.022943549,0.0031694085
Li [ppm],0.0072195274,2.1210294e-6
Mg [ppm],0.04070845,0.004109248
Na [ppm],0.04733574,0.019363124
Heat flow [W/m²],0.06629782,0.113176525
Two m temperature [C],0.0965916,0.087542474
Depth to the basement [m],0.108420186,0.08926958
Gravity anomaly [mGal],0.10745797,0.055520266
Magnetic anomaly [nT],0.06476787,0.05980848
Strain rate [nS⁻¹],0.06574894,0.16795197
Dilation rate [nS⁻¹],0.033940405,0.060370784
Shear rate [nS⁻¹],1.1969707e-14,0.11232525
