Name,S1,S2,S3,S4,S5,S6
1,1.0945874,0.5763887,0.61669415,0.5203529,0.37931052,0.2560322
2,0.85297173,0.6082059,0.47459978,0.3813653,0.20425591,0.16624561
3,1.3485932,0.74412316,0.7477068,0.44488642,0.19097082,0.01916382
4,1.1852129,0.7163661,0.65053886,0.41242692,0.20094645,0.055945355
5,1.0436527,0.8012579,0.6007501,0.63125837,0.36404145,0.4443685
6,0.8892437,0.6547758,0.49443877,0.3964064,0.20174012,0.17144014
7,0.9508892,0.6528377,0.52490187,0.38712505,0.20267822,0.1299767
8,0.81754106,0.6388233,0.46776652,0.43804038,0.2009464,0.25418693
9,1.1157264,0.61561114,0.61623293,0.38368353,0.20657286,0.045222655
10,1.2316473,0.68362296,0.68396753,0.40634403,0.16379729,0.01576828
11,1.3444657,0.5753613,0.7348999,0.44249752,0.36787233,0.041820005
12,0.96198374,0.702135,0.5436999,0.45355526,0.19852205,0.20757575
13,1.012708,0.68190086,0.56880313,0.43816566,0.20051222,0.1647986
14,0.8855366,0.6848302,0.5098436,0.47386408,0.19828963,0.26767746
15,1.3672166,0.7632058,0.7609143,0.44767344,0.15984394,0.009335111
16,1.140695,0.6305948,0.6304723,0.39159364,0.2058202,0.0443679
17,1.2340189,0.6833526,0.685059,0.4056809,0.16385138,0.013830768
18,1.2773361,0.7015012,0.7087657,0.41551942,0.16302368,0.0076139127
19,1.1354438,0.716453,0.6269959,0.40457365,0.16095735,0.06118422
20,1.1918062,0.7356601,0.656722,0.40990177,0.16035193,0.043311547
21,1.3627502,0.7301444,0.7621666,0.46354777,0.16093495,0.031479437
22,1.2183927,0.688847,0.6713749,0.41756803,0.20260423,0.045549534
23,1.378488,0.59508777,0.7837111,0.45300558,0.16880459,0.0005612416
24,1.3818992,0.5816142,0.7872559,0.4547554,0.16951129,0.00039412852
25,1.2508047,0.6265855,0.69231814,0.40916735,0.19695713,0.015443431
26,1.2829558,0.61743426,0.71365815,0.4150953,0.1977495,0.006199689
27,1.2052939,0.67542106,0.66428167,0.41071862,0.19383135,0.040792517
28,1.2509544,0.6570389,0.6900523,0.41471598,0.20467371,0.025695834
29,0.97344035,0.69201726,0.5472134,0.44102257,0.19946504,0.18631099
30,1.2621301,0.7212367,0.6932177,0.41779625,0.20138052,0.027058551
31,0.8662756,0.6490471,0.4865327,0.41486335,0.20133857,0.20188287
32,0.9703252,0.67456436,0.5486166,0.4468039,0.2002665,0.19347958
33,1.2014539,0.73076767,0.6632986,0.43378186,0.19977953,0.07565731
34,1.2156638,0.8767229,0.66805834,0.5420972,0.3566549,0.25907743
35,1.2177882,0.46014792,0.6860988,0.3971494,0.22100621,0.0072112423
36,1.087051,0.62323844,0.59805167,0.38076463,0.2058169,0.05605737
37,0.8384446,0.6571684,0.4759695,0.43238896,0.20025645,0.23842701
38,1.210032,0.49408567,0.68011713,0.40318543,0.21890244,0.02049138
39,1.1971024,0.6286649,0.6668238,0.4153617,0.21133567,0.048589695
40,1.1221697,0.6185922,0.619773,0.3849752,0.20644459,0.044002067
41,0.9152378,0.5936639,0.50564843,0.36255205,0.19666491,0.11014507
42,0.8598724,0.698764,0.48360178,0.42696762,0.19835575,0.22881556
43,1.1379703,0.64517856,0.62675506,0.40227228,0.20988524,0.06202263
44,1.1905758,0.5685189,0.665237,0.40855724,0.21458808,0.040086027
45,0.9411031,0.66516465,0.54912347,0.50364244,0.20469527,0.27990335
46,1.2034602,0.49113563,0.67196995,0.38889307,0.21723194,0.006313669
47,0.91967225,0.6920418,0.5428642,0.5319311,0.20238212,0.32839027
48,0.82354957,0.85862416,0.4920051,0.6341193,0.25612873,0.5367662
