Name,S1,S2
1,2.5994074,0.8439585
2,2.1704154,0.5172289
3,3.4430797,0.052364565
4,3.0619748,0.15946177
5,2.414351,1.4709779
6,2.2782516,0.5297933
7,2.4544837,0.3939249
8,2.0165203,0.80078423
9,2.8532538,0.12979577
10,3.1424193,0.042728133
11,3.378072,0.12884468
12,2.4343555,0.63311625
13,2.5723586,0.49452987
14,2.1882758,0.83176583
15,3.4833293,0.024859963
16,2.9167945,0.12674937
17,3.1483526,0.037440956
18,3.2533057,0.020454336
19,2.934663,0.17094485
20,3.0783942,0.11935949
21,3.4267206,0.084302716
22,3.1157746,0.1285619
23,3.378181,0.0014771208
24,3.374394,0.0010362136
25,3.1486924,0.042583905
26,3.2161381,0.016954686
27,3.0759664,0.11437276
28,3.1714733,0.07165779
29,2.4738443,0.5656252
30,3.2472682,0.07555156
31,2.191559,0.628381
32,2.4465833,0.5874728
33,3.088704,0.21603478
34,3.0811741,0.8371004
35,2.9693422,0.020059634
36,2.7886527,0.16232732
37,2.0944521,0.74820274
38,2.9694562,0.0573579
39,3.0299115,0.13796657
40,2.8698516,0.12610513
41,2.3515346,0.33237743
42,2.1804965,0.71588075
43,2.9052312,0.1788528
44,2.9740994,0.113463655
45,2.2835321,0.86010015
46,2.9614043,0.017600244
47,2.2018454,1.0154364
48,1.8397263,1.7614666
49,2.8794706,0.20220271
50,3.216846,0.054282635
51,3.5023856,0.1406356
52,2.9923155,0.2909361
53,2.855474,0.27901065
54,3.0212195,0.13213815
55,3.048583,0.19844626
56,2.2856035,0.7544685
57,3.001371,0.12463224
58,2.857842,0.25758415
59,2.8963003,0.19619344
60,2.4553738,0.50238025
61,2.7093046,0.28495815
62,2.2787,0.84445494
63,3.4185338,0.06492313
64,2.3913631,0.89997035
65,2.7987676,0.1924532
66,2.8987017,0.12041575
67,3.010028,0.088154
68,3.1381955,0.15597047
69,3.13324,0.09612607
70,2.75835,0.24795051
71,3.4087782,0.06558537
72,2.1487288,0.7497961
73,3.2792857,0.07928239
74,1.5885007,1.5503812
75,4.094591,0.019167915
76,2.3174963,0.5608335
77,2.0049548,0.94852436
78,3.0760376,0.1951142
79,3.202074,0.08851437
80,2.9763067,0.112601444
81,2.1945543,0.7562318
82,2.4388306,0.40192217
83,3.0774066,0.096690625
84,2.9529076,0.114261664
85,2.4576192,0.79467565
86,2.1717527,0.7148052
87,2.3827024,0.53800213
88,2.6389437,0.74696004
89,3.650112,0.8946088
90,3.2840948,0.062321715
91,2.43118,0.47061622
92,2.2553577,0.65324074
93,2.2914045,0.51765305
94,2.9159276,0.1275402
95,2.7302506,0.25948858
96,2.5636506,0.4569708
97,1.8122972,0.9133251
98,3.244755,0.09125123
99,3.212983,0.021886788
100,2.7849543,0.36750153
101,3.0320885,0.8120505
102,3.9764934,0.22739701
103,3.0981486,0.19799751
104,1.994914,0.8079081
105,2.8863175,0.13930053
106,3.20259,0.13650042
107,3.0498042,0.11114207
108,3.0055845,0.10719823
109,2.6250737,0.7099048
110,2.083091,1.3777043
111,3.1626308,0.36121926
112,2.00853,1.0165907
113,3.3340898,0.074404255
114,3.4259117,0.06468648
115,2.3699136,0.42599332
116,3.4063294,0.067787826
117,3.4360216,0.065044954
118,2.5241804,0.84277624
119,3.0408185,0.17317076
120,2.2137222,0.758399
121,2.339986,0.4087703
122,2.2899323,0.5615166
123,2.3583624,0.37183672
124,2.9298506,0.12547854
125,2.2463589,0.5769616
126,3.2045488,0.1345129
127,2.3697383,0.57187974
128,3.194222,0.08536518
129,2.3488467,0.6458078
130,2.361065,0.7672008
131,2.9872088,0.122846276
132,2.528878,0.739342
133,2.0944996,1.2146984
134,2.6479914,0.438568
135,2.5631444,0.675443
136,2.3774347,1.0196456
137,2.6795855,0.49708036
138,2.7387798,0.24709103
139,2.3359509,1.2555718
140,2.3742404,1.1137344
141,2.2583141,0.5497704
142,2.2796082,0.5391937
143,2.2068098,1.1286094
144,2.148695,1.2489784
145,2.0826406,1.5204818
146,2.6309867,0.31437585
147,2.5446193,0.204658
148,2.7628086,0.16810898
149,3.416059,0.0053057605
150,3.0996332,0.12311749
151,2.1869287,1.1754578
152,3.6606789,0.4396762
153,2.539412,0.38849795
154,2.4191852,1.0234779
155,2.8548765,0.57057387
156,2.046239,0.9621451
157,3.245044,0.08958824
158,3.0080664,0.11183057
159,2.733218,0.43338227
160,3.066141,0.102748275
161,3.5323668,0.034658577
162,1.9793416,0.95111126
163,2.4503095,0.46125233
164,2.5666857,0.9848215
165,2.5509145,0.7870645
166,3.071049,0.09829099
167,3.3321083,0.08622696
168,2.9952586,0.11427698
169,3.0528114,0.83777434
170,2.6721501,0.8644577
171,3.0088737,0.108044825
172,2.8142881,0.3211346
173,2.4832268,0.4460254
174,3.0770414,0.4889491
175,2.1949124,1.5151277
176,2.036171,1.3269712
177,2.6266208,0.3716953
178,1.8827397,1.6973369
179,2.803655,0.18695487
180,1.0200619,2.233961
181,2.128205,1.2496009
182,3.196995,0.052626044
183,3.0772696,0.12928939
184,3.0371923,0.13407579
185,2.1392925,1.1784981
186,3.2442837,0.09027663
187,3.3461351,0.0447956
188,3.103008,0.068405166
189,2.6552293,0.5441409
190,1.8729358,1.3469855
191,2.8645506,0.1430793
192,2.675482,0.4193898
193,3.1536984,0.056791995
194,2.6371615,0.2674509
195,2.631037,0.4334571
196,2.4475603,0.42026788
197,1.9193987,1.5411747
198,3.159397,0.65020055
199,2.8100135,0.15035105
200,2.5613294,0.24195208
201,2.4861624,0.3660332
202,1.366005,1.6001662
203,2.030669,1.3292152
204,2.312987,0.46212894
205,2.071554,1.066122
206,2.302784,0.65602905
207,2.9251902,0.18263759
208,1.6289444,1.4955858
209,3.9370065,0.06125648
210,2.5946267,0.67269844
211,2.373642,0.5899844
212,2.3397725,0.6025539
213,3.131192,0.15220931
