Name,X,Y,A,B,C,D,E,F,Signal
22,-111.11989,39.33497,0.23394138,0.2547237,0.1531782,0.14808619,0.022014761,0.23681237,A
23,-111.12795,39.31969,0.27308506,0.28819406,0.16617791,0.12338157,0.00027125634,0.20457974,A
24,-111.12795,39.31997,0.27432024,0.28890723,0.1668198,0.12389811,0.00019048814,0.19994779,A
25,-111.12573,39.32802,0.24123907,0.2614999,0.15009655,0.14395864,0.007464038,0.21540804,A
26,-111.12795,39.3233,0.24867502,0.2682216,0.15227112,0.1445378,0.0029964012,0.21226203,A
27,-111.13017,39.31941,0.23146972,0.2519852,0.15066561,0.14167398,0.019715626,0.23219678,A
28,-111.12739,39.32858,0.24044952,0.2615312,0.15213197,0.1495988,0.012419175,0.22587736,A
29,-111.101,39.40386,0.19067714,0.20351264,0.16178213,0.14579171,0.09004685,0.23790224,A
30,-111.10489,39.3933,0.24155252,0.26386768,0.15326193,0.14719176,0.013077796,0.24794732,A
31,-111.09017,39.43636,0.16953288,0.1811082,0.15218604,0.14716111,0.09757297,0.22312991,A
32,-111.09684,39.42302,0.19116609,0.20286137,0.16390292,0.1463775,0.09351154,0.23190227,A
33,-111.13184,39.3258,0.23112717,0.25118238,0.15912598,0.14602157,0.036566295,0.2512239,A
34,-110.85849,40.08996,0.23278572,0.25415316,0.19885975,0.26068392,0.12521595,0.30140048,A
35,-111.06295,39.52219,0.23907194,0.2545973,0.14568795,0.16153646,0.0034852999,0.15819001,A
36,-111.13461,39.32358,0.2083918,0.2272647,0.13967746,0.15043437,0.027093355,0.2142574,A
37,-111.08517,39.46386,0.16585213,0.1752897,0.15861502,0.14637017,0.11523529,0.22592187,A
38,-111.06545,39.52385,0.2369876,0.25297576,0.14790218,0.15999877,0.009903787,0.16985716,A
39,-111.06628,39.52191,0.23235554,0.25027263,0.15236884,0.15446812,0.023484116,0.21612291,A
40,-111.08906,39.45802,0.21596062,0.2346068,0.14122204,0.15089317,0.021266848,0.21266012,A
41,-111.13795,39.32024,0.17619379,0.1913445,0.13299647,0.14374506,0.053234737,0.20409024,A
42,-111.09239,39.45163,0.16851161,0.17976952,0.1566263,0.14498092,0.11058994,0.24022165,A
43,-111.06684,39.52358,0.21839353,0.23791015,0.1475672,0.15340798,0.029976452,0.22179998,A
44,-111.06711,39.52302,0.23180261,0.24890815,0.14987274,0.15684535,0.019374168,0.19544587,A
45,-111.06378,39.53247,0.19134271,0.19675204,0.18475324,0.14961456,0.13528141,0.22867082,A
46,-111.07406,39.50608,0.23414871,0.25160182,0.14265925,0.15877779,0.0030514894,0.16884299,A
47,-111.06684,39.52719,0.18916167,0.19227159,0.19513048,0.14792384,0.15871586,0.23791067,C
48,-111.20461,39.13803,0.17143975,0.17217568,0.23261659,0.18720798,0.259427,0.2951785,D
49,-111.12878,39.35469,0.21743603,0.2362175,0.14921984,0.14925376,0.033918135,0.22230071,A
50,-111.13573,39.33552,0.2450531,0.2661569,0.15339686,0.14990033,0.009460287,0.22413155,A
51,-111.14017,39.32636,0.25300172,0.27773082,0.16628376,0.14039531,0.024270562,0.3069663,A
52,-111.14267,39.31941,0.22464488,0.24328412,0.16138698,0.14547105,0.048650213,0.2527648,A
53,-111.11211,39.4058,0.21268214,0.23147409,0.1526982,0.146671,0.04623775,0.24213834,A
54,-111.11406,39.40136,0.22598983,0.24661298,0.14847513,0.14874461,0.02247757,0.23048626,A
55,-111.14406,39.31941,0.22841837,0.24850649,0.15592873,0.14698347,0.033587925,0.24311948,A
56,-111.07572,39.51247,0.18242992,0.19162925,0.1707544,0.14761858,0.11795973,0.23666464,A
57,-111.13406,39.3483,0.22642669,0.24653524,0.14807269,0.14976433,0.021235537,0.22156005,A
58,-111.07572,39.5133,0.21586934,0.23384175,0.15264952,0.15075791,0.042809084,0.22911085,A
59,-111.13156,39.35747,0.21588516,0.23544654,0.14757782,0.14829068,0.032861188,0.23156199,A
60,-111.13878,39.33774,0.18943836,0.20243816,0.15521927,0.14758989,0.080211,0.22509988,A
61,-111.07128,39.52858,0.21332936,0.22763363,0.15318504,0.15603112,0.047137298,0.19411083,A
62,-111.071,39.5308,0.19042481,0.19609548,0.18299386,0.14986983,0.13276666,0.22693384,A
63,-111.11684,39.4033,0.25823793,0.27976584,0.16265687,0.1467758,0.01137933,0.25316617,A
64,-111.07128,39.53163,0.20087637,0.20574602,0.19555362,0.14798748,0.14236742,0.24085578,A
65,-111.14295,39.3308,0.21000801,0.22841415,0.14327984,0.14987259,0.032077078,0.21795005,A
66,-111.146,39.32302,0.2181219,0.2369546,0.14211534,0.15071794,0.0203582,0.21452087,A
67,-111.14989,39.31274,0.22683541,0.24612948,0.14513025,0.1430379,0.015171693,0.2224941,A
68,-111.14295,39.33469,0.23488411,0.25576743,0.15624799,0.14695413,0.026643015,0.24565993,A
69,-111.14267,39.33663,0.23626848,0.2573461,0.15176262,0.14901261,0.016557615,0.22983031,A
70,-111.13934,39.34636,0.20815547,0.22536689,0.14661579,0.14932394,0.041041184,0.22072825,A
71,-111.11878,39.40469,0.2574754,0.278958,0.1622359,0.1468561,0.01148896,0.2523996,A
72,-111.07572,39.52802,0.18019952,0.18616271,0.16814975,0.15344055,0.11731719,0.19935268,A
73,-111.10545,39.44552,0.2474542,0.26825434,0.15713362,0.14783601,0.013774714,0.24277392,A
74,-111.07545,39.53024,0.1518395,0.14889622,0.21086149,0.14380197,0.23165067,0.25442338,D
75,-111.18378,39.23108,0.32939455,0.35400924,0.19683735,0.3279898,0.0030818966,0.16620207,A
76,-111.09378,39.48691,0.17831224,0.19085136,0.15261021,0.14731926,0.08821063,0.22470765,A
77,-111.0785,39.52997,0.17642578,0.17851359,0.18170121,0.15237023,0.1471415,0.20113567,C
78,-111.15128,39.32691,0.23029807,0.2505711,0.15682362,0.14670993,0.033080786,0.24581358,A
79,-111.1485,39.33497,0.2415079,0.26188722,0.15418926,0.14840291,0.015298343,0.23714915,A
80,-111.09739,39.48413,0.22410148,0.24331895,0.14524908,0.15011807,0.019150088,0.22035353,A
81,-111.08322,39.5258,0.18542889,0.19079192,0.17251928,0.1534002,0.11892244,0.19932993,A
82,-111.14573,39.35024,0.18371364,0.19880424,0.14318094,0.14876662,0.06414789,0.21865459,A
83,-111.14878,39.34219,0.23178457,0.25160328,0.14875135,0.14943838,0.016575,0.22730644,A
84,-111.09906,39.48441,0.22228317,0.24139547,0.14423633,0.1503109,0.019399477,0.21851794,A
85,-111.0835,39.52913,0.20412849,0.21041149,0.1882613,0.14931403,0.12668227,0.23392163,A
86,-111.09934,39.48524,0.17077546,0.18088311,0.1593215,0.14611351,0.11079779,0.22957489,A
87,-111.11323,39.45163,0.18172432,0.19511612,0.15298232,0.14671093,0.084993705,0.23112158,A
88,-111.07906,39.55024,0.20836958,0.22554669,0.1789073,0.26366988,0.10977028,0.2177907,A
89,-110.84127,40.21218,0.27591956,0.29937917,0.23170646,0.27261707,0.13689642,0.35513312,A
90,-111.16073,39.32302,0.24861726,0.27030262,0.1564289,0.14850453,0.010872521,0.23649108,A
91,-111.15823,39.33052,0.18780217,0.20100993,0.15222739,0.14871047,0.07516884,0.21568878,A
92,-111.10906,39.47608,0.17351733,0.18543293,0.15624338,0.14559388,0.10171747,0.23655319,A
93,-111.09961,39.50441,0.17537646,0.18855178,0.14691934,0.15095869,0.08116021,0.21620736,A
94,-111.15878,39.34274,0.21963708,0.23841247,0.14368412,0.15043132,0.021574698,0.2167993,A
95,-111.14795,39.37608,0.20760861,0.22440359,0.14751905,0.14987141,0.042910963,0.21472444,A
96,-111.11406,39.47163,0.19448482,0.20941612,0.1555525,0.14657949,0.07348059,0.23520957,A
97,-111.09684,39.52108,0.1508138,0.15698577,0.16049325,0.15138417,0.13746457,0.21069337,A
98,-111.16739,39.32441,0.24367012,0.26551005,0.15601186,0.14761056,0.015805192,0.24297653,A
99,-111.13239,39.42358,0.24656479,0.26704404,0.15127058,0.1512519,0.0038337836,0.21407528,A
100,-111.16934,39.32135,0.20853798,0.22550312,0.15673581,0.14558236,0.06020238,0.24901877,A
101,-111.20156,39.23163,0.24738835,0.26482633,0.20702466,0.31536564,0.11968829,0.21451746,A
102,-111.20267,39.23052,0.3083641,0.33584478,0.2011141,0.32629076,0.03554199,0.22150752,A
103,-111.15545,39.36441,0.23462088,0.25397167,0.15972455,0.14724854,0.03368054,0.24115093,A
104,-111.101,39.5183,0.1659497,0.17219152,0.16451405,0.1526778,0.123999864,0.20249714,A
105,-111.101,39.51913,0.21723647,0.2359816,0.14298816,0.15460022,0.023392884,0.21442668,A
106,-111.17017,39.32469,0.23942119,0.2609184,0.1574164,0.14663728,0.023443796,0.2494873,A
107,-111.10934,39.50108,0.22969373,0.24933878,0.14857896,0.15201135,0.018944925,0.2258375,A
108,-111.161,39.35608,0.22630812,0.24571177,0.14618641,0.14993478,0.018275004,0.22227956,A
109,-111.0935,39.54774,0.20602307,0.22367366,0.1735395,0.26433748,0.104139164,0.21440051,A
110,-111.02378,39.74524,0.17956781,0.18965213,0.20294535,0.25774303,0.19704594,0.24915795,D
111,-111.09545,39.54802,0.23934998,0.2625557,0.16987301,0.26515827,0.055236056,0.22034897,A
112,-111.101,39.53441,0.16531512,0.17151406,0.17883861,0.14667585,0.15471575,0.24820958,C
113,-111.15573,39.3808,0.25171095,0.27278322,0.15938736,0.14740469,0.012971716,0.2469525,A
114,-111.12489,39.46858,0.2588196,0.28037727,0.16300182,0.14671038,0.0113423215,0.25377578,A
115,-111.15628,39.38135,0.17965576,0.1941177,0.14287901,0.14927463,0.06760988,0.21252887,A
116,-111.17156,39.33858,0.25732225,0.2787583,0.16233532,0.14684005,0.011870543,0.25243735,A
117,-111.17184,39.33885,0.2596294,0.28121603,0.16354334,0.14660859,0.0114104785,0.25468835,A
118,-111.10017,39.54358,0.20222208,0.21787722,0.18107578,0.2632853,0.1230776,0.21863684,A
119,-111.15156,39.40024,0.22701176,0.24754377,0.15279616,0.1474082,0.02935008,0.24048209,A
120,-111.10461,39.53302,0.17543814,0.18515088,0.16539405,0.14926854,0.11757542,0.23537618,A
121,-111.16295,39.36941,0.1785114,0.1924922,0.14044125,0.15037873,0.06488429,0.20382532,A
122,-111.12073,39.49219,0.17610137,0.18873954,0.15091297,0.15015689,0.087911814,0.22158879,A
123,-111.11823,39.5008,0.17864774,0.19347437,0.13739136,0.15331121,0.05901309,0.20135123,A
124,-111.116,39.50969,0.22049813,0.23951155,0.14395879,0.15289932,0.021193463,0.2170731,A
125,-111.11545,39.51135,0.17353,0.18569328,0.15025821,0.15045671,0.090028375,0.21843193,A
126,-111.17878,39.3333,0.24140336,0.2625629,0.15852259,0.14726686,0.023153847,0.2436912,A
127,-111.1085,39.53247,0.18272842,0.1953722,0.15577075,0.1508327,0.09000861,0.22878064,A
128,-111.17795,39.33691,0.24082258,0.26122797,0.15348138,0.14853251,0.014752074,0.23611833,A
129,-111.12739,39.48024,0.18437658,0.19535609,0.16360801,0.14873879,0.101612195,0.23080045,A
130,-111.11573,39.51385,0.19561075,0.2022464,0.18010208,0.15058973,0.12157131,0.2237947,A
131,-111.1235,39.49358,0.22498198,0.24422799,0.14658712,0.15240109,0.020833608,0.22173467,A
132,-111.19184,39.30135,0.19814196,0.20889041,0.1800646,0.14198714,0.11744271,0.26550367,A
133,-111.03656,39.73802,0.17874266,0.18951277,0.191847,0.26122501,0.17332272,0.22372241,A
134,-111.211,39.24774,0.2064343,0.2180587,0.16316742,0.11721978,0.07327392,0.23869671,A
135,-111.19184,39.30219,0.20028241,0.2116452,0.17658977,0.1430808,0.10785629,0.25823584,A
136,-111.10684,39.54302,0.19586481,0.20899141,0.19004185,0.26189137,0.14792715,0.22445397,A
137,-111.111,39.53191,0.21047981,0.22290385,0.16826981,0.15091501,0.08074674,0.2317696,A
138,-111.14962,39.42385,0.20303386,0.22161077,0.14346723,0.14837806,0.040689114,0.2285804,A
139,-111.21489,39.24024,0.2070854,0.21747111,0.21035895,0.3152675,0.1791491,0.19993198,A
140,-111.10823,39.5433,0.20165245,0.21206337,0.20269622,0.26163983,0.1625173,0.22282149,A
141,-111.17295,39.36108,0.17594126,0.18758968,0.14998421,0.14890744,0.0863698,0.21128462,A
142,-111.11823,39.51663,0.1748361,0.1877919,0.14792262,0.15221237,0.08428351,0.21758847,A
143,-111.19212,39.30941,0.18758175,0.19080162,0.2029086,0.14018705,0.17564936,0.26680484,C
144,-111.04267,39.73107,0.18343927,0.1939808,0.19761004,0.2600219,0.17915055,0.23317748,A
145,-111.04378,39.7283,0.18204468,0.19103208,0.21471612,0.25496593,0.21812196,0.26865828,D
146,-111.16017,39.40302,0.19532716,0.21274455,0.14390512,0.14798543,0.051081847,0.22921912,A
147,-111.17934,39.35024,0.18898913,0.206655,0.13063534,0.15164693,0.033347018,0.20140378,A
148,-111.12239,39.51135,0.20811929,0.22601552,0.13956088,0.15528032,0.027915625,0.20692839,A
149,-111.19239,39.31747,0.2718071,0.2884821,0.16512382,0.15244778,0.00094683433,0.206541,A
150,-111.19267,39.31747,0.23237969,0.2531115,0.15166704,0.14826795,0.021065677,0.23558916,A
151,-111.03878,39.75052,0.18536423,0.19630717,0.19463085,0.26117045,0.16873103,0.22498514,A
152,-110.90183,40.13246,0.27736133,0.3012294,0.20089388,0.25311863,0.06966159,0.2837751,A
153,-111.1485,39.44441,0.19318761,0.20839435,0.14918622,0.14870618,0.06270942,0.21892457,A
154,-111.1135,39.54469,0.19929634,0.2123528,0.1929725,0.2614668,0.14899194,0.22790745,A
155,-111.10767,39.56108,0.22174165,0.24109727,0.17414056,0.26496583,0.0852576,0.21391584,A
156,-111.12184,39.52247,0.17128767,0.17628035,0.18105195,0.14878146,0.14760818,0.23071682,C
157,-111.12295,39.51969,0.24461414,0.26537007,0.15610678,0.15206702,0.015459486,0.23986387,A
158,-111.18017,39.35969,0.22660103,0.2459374,0.14676952,0.14983065,0.019059598,0.22300985,A
159,-111.21045,39.27524,0.2044145,0.22092108,0.15988152,0.1431256,0.07046258,0.2563936,A
160,-111.18156,39.35858,0.23101524,0.25069585,0.14878719,0.14943916,0.017590953,0.22701055,A
161,-111.2635,39.12691,0.2792081,0.2994017,0.17082031,0.2059168,0.0059137773,0.19733828,A
162,-111.18128,39.36135,0.16687584,0.1715723,0.17544661,0.1457711,0.14606501,0.22378677,C
163,-111.15934,39.42385,0.18679324,0.20098014,0.15071118,0.14792849,0.07360299,0.22299293,A
164,-111.116,39.54635,0.2073942,0.22199064,0.195221,0.25989527,0.14451945,0.24330166,A
165,-111.12017,39.5358,0.2014908,0.21837159,0.17607166,0.2634825,0.11484717,0.2190346,A
166,-111.18406,39.35774,0.23131317,0.25108388,0.14859118,0.14947055,0.016840128,0.22693652,A
167,-111.23739,39.20969,0.25202608,0.27400035,0.15974109,0.1736604,0.014692142,0.23411901,A
168,-111.18628,39.3583,0.22563753,0.24489114,0.1463676,0.14990942,0.019456092,0.2221764,A
169,-111.16962,39.40858,0.22882918,0.24375509,0.205818,0.13112861,0.13493712,0.3603833,A
170,-111.12239,39.54635,0.21241958,0.22866777,0.189859,0.26087528,0.12754628,0.23887895,A
171,-111.18434,39.37191,0.2265863,0.24598719,0.1464355,0.1498889,0.018421786,0.22265783,A
172,-111.23573,39.2358,0.21401553,0.23176011,0.1554297,0.17379265,0.05194314,0.22130044,A
173,-111.23628,39.23524,0.19045171,0.20557839,0.1496533,0.17461191,0.069916904,0.20896676,A
174,-111.33268,38.96108,0.23805216,0.255498,0.18325856,0.19750753,0.078205325,0.2506587,A
175,-111.33153,38.96777,0.1994105,0.19979103,0.2374346,0.19038092,0.2291218,0.27514076,C
176,-111.33156,38.96775,0.17647322,0.18189795,0.20428163,0.19286005,0.19691226,0.2607506,D
177,-111.20267,39.33635,0.1968665,0.21353893,0.1498228,0.14986737,0.060112424,0.2317442,A
178,-111.26795,39.1533,0.17944115,0.17620282,0.23802024,0.16105025,0.25647843,0.28273916,D
179,-111.21795,39.29747,0.20971878,0.2287168,0.14264126,0.15237816,0.03109765,0.21764429,A
180,-111.32712,38.98719,0.12545289,0.11937288,0.23550369,0.18913132,0.31720215,0.26332027,E
181,-111.32156,39.00497,0.17741713,0.18573311,0.19747332,0.19175614,0.18543473,0.2736177,D
182,-111.22184,39.28913,0.24356903,0.26399267,0.15210883,0.15430208,0.009122791,0.22113752,A
183,-111.241,39.23524,0.2356167,0.2551152,0.15295433,0.17625457,0.021658817,0.2087427,A
184,-111.21823,39.3008,0.22951321,0.2494864,0.1506219,0.1534526,0.022786118,0.2239967,A
185,-111.12461,39.56885,0.18282168,0.19345568,0.19202104,0.26198593,0.16897745,0.21873826,A
186,-111.14406,39.5158,0.2445675,0.26530933,0.15613732,0.15206212,0.015576562,0.23987544,A
187,-111.24378,39.23497,0.2618604,0.28118896,0.16188315,0.17728107,0.0077287187,0.20441724,A
188,-111.23989,39.24858,0.2403869,0.25881854,0.15098083,0.16535589,0.011713396,0.19991414,A
189,-111.29712,39.08691,0.20977296,0.22252114,0.1699667,0.17248358,0.08663305,0.22497976,A
190,-111.07934,39.70357,0.16672595,0.17547421,0.19196047,0.26176792,0.1904103,0.21545494,D
191,-111.21934,39.31135,0.21294498,0.23256531,0.14068125,0.15388936,0.023918003,0.22021711,A
192,-111.21767,39.31608,0.20189016,0.21802437,0.15701067,0.15018225,0.067837216,0.24022728,A
193,-111.2435,39.24719,0.24512085,0.26379615,0.15292528,0.1653852,0.009775595,0.20003487,A
194,-111.14962,39.51497,0.1933577,0.21202853,0.13844165,0.15245089,0.043342154,0.22685547,A
195,-111.22017,39.31608,0.19830456,0.21407649,0.15527523,0.15019932,0.06979181,0.24004136,A
196,-111.18628,39.4133,0.18607366,0.20066752,0.14677139,0.14880124,0.067192,0.21702388,A
197,-111.33129,39.00692,0.16978191,0.1741897,0.21383408,0.18926756,0.22671856,0.28505883,D
198,-110.90738,40.20079,0.24775724,0.26689392,0.19730553,0.26775572,0.0990952,0.245028,A
199,-111.21906,39.33274,0.21144919,0.22977252,0.14021705,0.15513521,0.025088083,0.2090531,A
200,-111.21906,39.33358,0.19094548,0.20850176,0.13488482,0.15497237,0.039227266,0.20527337,A
201,-111.16128,39.49802,0.18498214,0.20147899,0.14120156,0.15102816,0.058481675,0.22176032,A
202,-111.13128,39.58441,0.13879114,0.1428003,0.19160181,0.26411322,0.22076681,0.18714942,D
203,-111.07072,39.75468,0.1775519,0.18673429,0.1990052,0.26024282,0.18981346,0.22891471,D
204,-111.18517,39.43635,0.17770268,0.19207114,0.1427338,0.17301506,0.07153298,0.19685295,A
205,-111.33518,39.01108,0.16952339,0.17887682,0.17930086,0.18519796,0.15843457,0.24944806,A
206,-111.18323,39.44469,0.18224154,0.19372873,0.16183215,0.17004739,0.10129139,0.2151314,A
207,-111.22073,39.33969,0.21612374,0.2366335,0.14635295,0.15186396,0.030508833,0.23578677,A
208,-111.13962,39.56885,0.15287682,0.15953512,0.19295417,0.262025,0.20887397,0.20834923,D
209,-111.21934,39.34608,0.29786003,0.32236952,0.1866714,0.16056578,0.0108250175,0.2924023,A
210,-111.23017,39.31802,0.20267028,0.21437392,0.17778707,0.14700618,0.107327126,0.25868046,A
211,-111.19378,39.42247,0.18448675,0.19749737,0.15801615,0.16738841,0.09170596,0.22001883,A
212,-111.19434,39.42219,0.18234499,0.19503577,0.15750772,0.16756,0.09340466,0.21804464,A
213,-111.20601,39.39135,0.23564774,0.25600114,0.15517639,0.16826157,0.02554475,0.23258519,A
214,-111.23517,39.30913,0.2176098,0.23735431,0.14868067,0.15197776,0.033337876,0.23422684,A
215,-111.20628,39.3908,0.23648919,0.2569167,0.15551554,0.16819485,0.025173193,0.23330073,A
216,-111.13295,39.59774,0.121202625,0.11896177,0.24065098,0.25184932,0.34133857,0.26507297,E
217,-111.14267,39.57108,0.21417981,0.16990493,0.29202878,0.254777,0.255851,0.26290196,C
218,-111.22378,39.34497,0.19161478,0.20729697,0.15335555,0.16534221,0.07481186,0.22871926,A
219,-111.25545,39.25608,0.2659174,0.28826368,0.16877578,0.15849419,0.014621621,0.2608621,A
220,-111.15878,39.52969,0.17562127,0.1899412,0.16972627,0.2604964,0.13385569,0.20478924,A
221,-111.14434,39.5708,0.37349656,0.14764738,0.27087766,0.25904998,0.24171942,0.16534914,C
222,-111.20878,39.38941,0.20922993,0.22734766,0.14418478,0.17041607,0.036608346,0.20976757,A
223,-111.17517,39.48552,0.16916719,0.17871599,0.16460313,0.1660737,0.123517536,0.22335082,A
224,-111.25712,39.25552,0.24610624,0.26714292,0.1585216,0.16046019,0.018837817,0.24166282,A
225,-111.25628,39.25858,0.26818976,0.28459767,0.16283163,0.1675102,0.0019833688,0.18424048,A
226,-111.20767,39.39691,0.2236329,0.24299173,0.1500356,0.16926605,0.030278211,0.22206075,A
227,-111.23323,39.32497,0.18905061,0.20353673,0.15553045,0.16562776,0.08155043,0.22409739,A
228,-111.35073,38.99108,0.1558137,0.15693772,0.21372783,0.18046415,0.24140024,0.270229,D
229,-111.17851,39.47997,0.19891785,0.21429609,0.16497326,0.16423021,0.08820614,0.24961086,A
230,-111.20295,39.41108,0.2096968,0.22795214,0.14387259,0.17046563,0.035410475,0.20965011,A
231,-111.23878,39.31052,0.2145116,0.2336304,0.14857957,0.15214914,0.03692121,0.23167193,A
232,-111.23517,39.32135,0.18749532,0.202688,0.15013205,0.16670392,0.07299313,0.21661872,A
233,-111.1335,39.60802,0.14361483,0.1434469,0.23438384,0.25422272,0.29981366,0.25475028,E
234,-111.31906,39.08441,0.16997166,0.18126385,0.16235088,0.1928374,0.12097094,0.21377839,A
235,-111.136,39.60413,0.11755507,0.11759726,0.22005586,0.25586295,0.30657566,0.23818383,E
236,-111.21212,39.39024,0.19780079,0.2153047,0.15009968,0.16730697,0.061240558,0.22945884,A
237,-111.23878,39.31496,0.214431,0.23331466,0.15248008,0.16598763,0.04558296,0.23166111,A
238,-111.22989,39.34135,0.209613,0.22838365,0.14950751,0.16694377,0.045090605,0.22244667,A
239,-111.34795,39.00969,0.17224306,0.1775846,0.20053047,0.18269461,0.19398206,0.26240718,D
240,-111.16378,39.53191,0.3318826,0.2383438,0.29449606,0.24446027,0.16911185,0.2789933,C
241,-111.18989,39.4608,0.17611073,0.189685,0.14868416,0.1686742,0.08479357,0.21044408,A
242,-111.17851,39.49358,0.18109624,0.1976996,0.14292333,0.16794369,0.06831956,0.22157764,A
243,-111.2824,39.20191,0.25683722,0.2795904,0.16972405,0.1906562,0.028718418,0.24241227,A
244,-111.35073,39.00858,0.15589349,0.15778187,0.20986733,0.18093179,0.23403826,0.26789704,D
245,-111.22239,39.37302,0.1857733,0.19857505,0.16371442,0.16366525,0.10160043,0.23641554,A
246,-111.22517,39.36635,0.24063453,0.26130298,0.15732971,0.16619733,0.023535084,0.23722348,A
247,-111.23517,39.34163,0.22366151,0.24266279,0.16590974,0.17266251,0.05995389,0.2489835,A
248,-111.22239,39.38219,0.18443362,0.1976408,0.16324979,0.16304816,0.10263524,0.2416107,A
249,-111.22545,39.37385,0.1959258,0.21200097,0.15470424,0.16518888,0.072019815,0.23088145,A
250,-111.25601,39.28858,0.22348578,0.23899685,0.1838164,0.17265204,0.09584631,0.27012497,A
251,-111.02016,39.9519,0.33604053,0.35890985,0.3178496,0.20672011,0.23620002,0.5762739,A
252,-111.25628,39.29108,0.18432361,0.2028257,0.12699884,0.1840815,0.034216095,0.18411848,A
253,-111.24434,39.32496,0.20055577,0.2187929,0.14564563,0.17719854,0.04934203,0.21093418,A
254,-111.22601,39.37691,0.245149,0.26638904,0.16099708,0.17476891,0.025696596,0.24156661,A
255,-111.24489,39.32358,0.20040688,0.21823357,0.1481529,0.17666459,0.05429895,0.21434896,A
256,-111.17462,39.5258,0.36984247,0.17327829,0.28583604,0.25264943,0.2346578,0.18879074,C
257,-111.2874,39.20774,0.25286254,0.27405798,0.15787484,0.19610596,0.011510135,0.19901447,A
258,-111.28767,39.20802,0.24749346,0.26854283,0.15631957,0.19580773,0.014875661,0.20071676,A
259,-111.25517,39.30135,0.24729495,0.26948127,0.15782157,0.17649338,0.016645575,0.22741978,A
260,-111.22962,39.37441,0.1849005,0.19873346,0.1579097,0.17449456,0.09223988,0.22352295,A
261,-111.24934,39.32024,0.23278373,0.25288606,0.14639366,0.18088484,0.0125086885,0.18903571,A
262,-111.15573,39.58496,0.33461556,0.21595612,0.28964776,0.24792315,0.17371313,0.25221798,C
263,-111.22184,39.40191,0.1859947,0.19968279,0.16219014,0.17301482,0.09974807,0.23496595,A
264,-111.23156,39.37497,0.17785153,0.1888662,0.16411366,0.17418937,0.11268429,0.22091796,A
265,-111.26212,39.28913,0.2344964,0.25531816,0.16138422,0.17833531,0.03843668,0.23383555,A
266,-111.22656,39.3908,0.2298566,0.24984814,0.15436609,0.17606251,0.03154943,0.22808167,A
267,-111.31795,39.13275,0.24812625,0.26961067,0.16717666,0.19013621,0.035134785,0.24674112,A
268,-111.24628,39.33608,0.20973139,0.22748928,0.14985749,0.17764176,0.0466203,0.208366,A
269,-111.23184,39.37774,0.23508267,0.25538903,0.15719186,0.17552342,0.030647727,0.23326637,A
270,-111.22156,39.40691,0.20141605,0.2187289,0.14409806,0.17811073,0.04665583,0.20513406,A
271,-110.93961,40.19384,0.2447626,0.26727533,0.19293761,0.2513225,0.09680532,0.2924761,A
272,-111.22878,39.38691,0.17144771,0.18340988,0.15266636,0.17643811,0.09843686,0.20436671,A
273,-111.16573,39.56552,0.36774105,0.17545605,0.2894073,0.2543337,0.21538894,0.18333556,C
274,-111.25267,39.3208,0.23006134,0.25133118,0.15611689,0.1748992,0.03388219,0.23652041,A
