Name,X,Y,A,B,C,D,Signal
3377,-113.09634,37.88831,0.26704744,0.374871,0.47166577,0.11402501,A
3378,-113.23412,37.47637,0.28649265,0.30834246,0.58660877,0.090850554,A
3379,-111.97383,41.08911,0.29341915,0.49604738,0.48793992,0.12036821,B
3380,-112.07272,40.81883,0.45994854,0.5844412,0.21394935,0.108941115,B
3381,-113.19523,37.60192,0.28208894,0.32239556,0.5313887,0.10751968,A
3382,-112.20244,40.46967,0.3002583,0.41773733,0.16187784,0.16884345,B
3383,-113.29939,37.28943,0.30678302,0.25571012,0.6656986,0.093696356,A
3384,-113.1669,37.68998,0.27989003,0.33745483,0.51988125,0.10905242,A
3385,-113.30189,37.28332,0.30309498,0.25744662,0.6603663,0.08959792,A
3386,-113.36009,37.10604,0.3159458,0.24859096,0.65479875,0.0670976,A
3387,-111.92411,41.2355,0.42005756,0.47833502,0.5541293,0.098433174,A
3388,-111.87827,41.36077,0.2722926,0.43534452,0.49998042,0.10980508,A
3389,-112.49273,39.66523,0.48482263,0.3896581,0.23231517,0.09910635,B
3390,-112.08189,40.81244,0.4340662,0.5823505,0.20464863,0.1173447,B
3391,-113.30478,37.28498,0.29933673,0.25690594,0.659788,0.09029872,A
3392,-113.16884,37.69637,0.29611838,0.3384922,0.5345551,0.11159305,A
3393,-113.32773,37.21887,0.260617,0.25761417,0.59031904,0.07478903,A
3394,-113.16995,37.69637,0.31518558,0.33235985,0.5402563,0.11423356,A
3395,-112.10022,40.768,0.43883732,0.5426175,0.1861893,0.1676287,B
3396,-112.10133,40.768,0.42163628,0.5467682,0.1831391,0.16358349,B
3397,-112.20939,40.46967,0.3245943,0.41622126,0.17041951,0.17550227,B
3398,-111.76244,41.69188,0.23279482,0.36540923,0.5158045,0.13804261,A
3399,-112.10268,40.76854,0.42059767,0.55106723,0.18602104,0.1648044,B
3400,-112.10272,40.76856,0.4126751,0.5499557,0.18426868,0.16346225,B
3401,-112.09911,40.77911,0.4524233,0.5526884,0.19590378,0.15956074,B
3402,-112.18967,40.53078,0.3692959,0.42954615,0.18434985,0.19965534,B
3403,-113.20745,37.59498,0.29217872,0.31331155,0.55610335,0.11177546,A
3404,-112.18994,40.53078,0.365401,0.4295908,0.18138924,0.19756624,B
3405,-111.99202,41.07482,0.28318807,0.50728106,0.49297586,0.11004634,B
3406,-113.00634,38.19636,0.4483016,0.36992648,0.420924,0.12464979,A
3407,-112.10078,40.77856,0.42588204,0.5534244,0.18742669,0.15368544,B
3408,-112.19048,40.53185,0.34043506,0.4401818,0.17814636,0.19078808,B
3409,-112.58217,39.43273,0.35274348,0.42107615,0.34111893,0.078191064,B
3410,-112.63134,39.29218,0.3316041,0.4278186,0.42168963,0.06774415,A
3411,-112.98245,38.2733,0.45714423,0.36712733,0.45699146,0.12381342,A
3412,-113.77384,35.85304,0.2554827,0.29160148,0.30189124,0.27289838,C
3413,-112.19217,40.53272,0.33874193,0.4405057,0.1784156,0.1904577,B
3414,-112.58912,39.41801,0.28720167,0.43033162,0.31994733,0.072241284,B
3415,-111.96883,41.14772,0.2861165,0.48440808,0.48103857,0.13578376,B
3416,-112.98245,38.27691,0.45621717,0.36712044,0.45756188,0.123759575,A
3417,-112.10355,40.78022,0.39046448,0.5513258,0.18892005,0.1518668,B
3418,-112.42856,39.87578,0.3473711,0.4169382,0.21025498,0.09589952,B
3419,-111.82661,41.53605,0.25821406,0.36518797,0.49216,0.16957247,A
3420,-113.36078,37.14578,0.31351456,0.24230349,0.64188796,0.07743308,A
3421,-112.00772,41.04578,0.35549888,0.5077486,0.5485569,0.09359222,A
3422,-112.57384,39.4669,0.36612904,0.41790083,0.3371408,0.07731617,B
3423,-113.01329,38.19052,0.44823396,0.36965925,0.41914847,0.12501287,A
3424,-112.59298,39.41245,0.33519047,0.42880931,0.34924743,0.07713019,B
3425,-112.593,39.41245,0.33726987,0.42818123,0.3531839,0.077680275,B
3426,-112.59178,39.41695,0.34118223,0.427281,0.35312298,0.0779392,B
3427,-113.35939,37.15304,0.34118477,0.23681638,0.64540267,0.08115322,A
3428,-112.58162,39.44718,0.33934772,0.4196322,0.34327644,0.07717919,B
3429,-112.00772,41.04994,0.29096022,0.51911026,0.5137977,0.08817959,B
3430,-113.01479,38.19097,0.42883044,0.37231073,0.42316216,0.12427923,A
3431,-112.65328,39.24524,0.35236216,0.40920186,0.48326856,0.072184116,A
3432,-113.35217,37.17859,0.27730095,0.25182152,0.59896207,0.07127592,A
3433,-112.98523,38.28025,0.4582323,0.36717567,0.45831847,0.12401351,A
3434,-112.23522,40.42717,0.2997289,0.43696412,0.17316972,0.14241405,B
3435,-113.32773,37.25554,0.29737848,0.24045563,0.6593604,0.094080985,A
3436,-112.95134,38.38163,0.3631279,0.38504446,0.4485643,0.11309721,A
3437,-113.85189,35.6236,0.36723244,0.3756063,0.39601502,0.22622433,B
3438,-113.18023,37.70331,0.29447934,0.33785212,0.5334588,0.11083431,A
3439,-112.21522,40.48661,0.30306548,0.41905475,0.16036582,0.1757352,B
3440,-112.59678,39.41395,0.34281388,0.42531967,0.35673934,0.07788938,B
3441,-112.59106,39.43273,0.32729048,0.4232469,0.34800363,0.07681065,B
3442,-111.96883,41.16717,0.29577723,0.48743206,0.49219662,0.13144444,B
3443,-111.96887,41.16714,0.2967196,0.48724416,0.49213135,0.13152665,B
3444,-112.08939,40.838,0.43163067,0.594088,0.2103401,0.09571067,B
3445,-112.56856,39.49829,0.36720684,0.41568792,0.33477354,0.07764189,B
3446,-112.19244,40.55467,0.31094927,0.44869286,0.16953993,0.17989969,B
3447,-113.36884,37.14387,0.3880637,0.22947703,0.69554144,0.089942895,A
3448,-111.99105,41.11244,0.28930593,0.49303505,0.49008635,0.13277437,B
3449,-111.99408,41.10444,0.29807022,0.49982065,0.48842397,0.13029848,B
3450,-113.36745,37.15165,0.2827406,0.24110803,0.6274789,0.07529506,A
3451,-111.98158,41.14074,0.28295955,0.49115753,0.481647,0.1347887,B
3452,-111.98161,41.14161,0.27550742,0.4873804,0.48158923,0.13451259,B
3453,-111.98133,41.14244,0.2771518,0.48841807,0.48241183,0.13463658,B
3454,-113.15023,37.80942,0.29649562,0.3665968,0.4951153,0.108502,A
3455,-112.9919,38.28025,0.3697692,0.37992504,0.4255219,0.1128792,A
3456,-113.17662,37.73109,0.29883578,0.3445781,0.51961404,0.10892115,A
3457,-112.10883,40.7955,0.43732256,0.5645709,0.19951972,0.14250192,B
3458,-113.18745,37.6997,0.31957844,0.33320034,0.53932863,0.11418784,A
3459,-113.33634,37.25054,0.3059266,0.24371314,0.6480951,0.09371875,A
3460,-112.98773,38.29497,0.44994295,0.36654532,0.45730463,0.12391401,A
3461,-112.66217,39.24274,0.31649923,0.41386414,0.47103497,0.06968691,A
3462,-113.21606,37.61498,0.2764148,0.3157575,0.52291715,0.11006798,A
3463,-112.98829,38.29497,0.44845396,0.3660154,0.45685688,0.12387592,A
3464,-113.37301,37.14054,0.341444,0.23636715,0.662654,0.08241094,A
3465,-112.9919,38.28775,0.38810888,0.37344104,0.4349635,0.116156586,A
3466,-113.1244,37.8947,0.30593792,0.36769626,0.49896726,0.12008556,A
3467,-112.10689,40.80717,0.41007164,0.5759927,0.20063758,0.12661786,B
3468,-112.10658,40.80804,0.41933718,0.57784355,0.20079938,0.12663354,B
3469,-112.10661,40.808,0.44329304,0.57084346,0.20147249,0.129102,B
3470,-113.33328,37.26609,0.2884152,0.25445774,0.6275813,0.08771429,A
3471,-112.19939,40.55245,0.30315942,0.44681972,0.16799612,0.17828023,B
3472,-112.43495,39.89578,0.3526121,0.41203067,0.21648003,0.09717575,B
3473,-113.27745,37.43831,0.27299726,0.28098324,0.63084996,0.10203264,A
3474,-112.19522,40.56689,0.31722218,0.45554787,0.17193376,0.1772425,B
3475,-112.80689,38.83524,0.36488825,0.38601682,0.48061264,0.082169056,A
3476,-112.99162,38.29469,0.38429675,0.37575892,0.43652764,0.116149664,A
3477,-112.98579,38.31302,0.43832377,0.36618868,0.45486927,0.12342057,A
3478,-112.57578,39.50217,0.37387958,0.41566217,0.34347072,0.07731174,A
3479,-113.37467,37.1472,0.34125182,0.23276749,0.66032284,0.08381625,A
3480,-112.97718,38.33941,0.42489117,0.3700097,0.4543901,0.11922837,A
3481,-112.19939,40.55939,0.30819458,0.45204642,0.16978528,0.17688927,B
3482,-112.97773,38.33802,0.3523605,0.37960324,0.42421895,0.10963698,A
3483,-112.22383,40.49272,0.3070126,0.42122605,0.16203834,0.17784995,B
3484,-111.98855,41.14078,0.2816256,0.48581916,0.4897513,0.13554302,B
3485,-113.22523,37.60387,0.2745705,0.3138093,0.52317166,0.11083232,A
3486,-112.65773,39.27246,0.35459334,0.41681042,0.44311884,0.065727964,A
3487,-112.83189,38.76941,0.3660931,0.39112416,0.4808598,0.07487134,A
3488,-112.83188,38.76966,0.37733722,0.3913495,0.48624435,0.075730175,A
3489,-111.98828,41.143,0.26930988,0.48860478,0.4816448,0.13297102,B
3490,-112.83218,38.76936,0.37909442,0.39550927,0.48629376,0.075458914,A
3491,-113.27689,37.45054,0.27667725,0.2852681,0.6131028,0.10091395,A
3492,-112.19467,40.57828,0.3239055,0.46036646,0.17446065,0.17483649,B
3493,-112.99968,38.28025,0.4467368,0.3624229,0.45485535,0.12371724,A
3494,-112.99134,38.30497,0.44300127,0.36481348,0.45623186,0.12412437,A
3495,-112.19355,40.58245,0.31016234,0.4660294,0.17132072,0.16983834,B
3496,-112.99134,38.30636,0.44222263,0.36470455,0.45539683,0.124163575,A
3497,-112.20644,40.54814,0.30674937,0.4453984,0.16856623,0.17976904,B
3498,-113.22495,37.61053,0.2821494,0.30663913,0.5498663,0.11579777,A
3499,-112.99607,38.29469,0.4413136,0.3626261,0.4556781,0.1237095,A
3500,-112.99134,38.30969,0.43512645,0.36354423,0.45354474,0.123863354,A
3501,-112.203,40.56161,0.31659654,0.45100623,0.17284358,0.17844519,B
3502,-112.23606,40.47106,0.3269847,0.41760737,0.17377646,0.17475235,B
3503,-113.20134,37.68914,0.3042569,0.33267325,0.5393693,0.11121591,A
3504,-112.59217,39.4719,0.36411595,0.4157336,0.35031834,0.07390672,A
3505,-112.24439,40.4505,0.3120866,0.42978644,0.17632484,0.15406483,B
3506,-113.22495,37.61942,0.2729128,0.31249192,0.5216793,0.11037013,A
3507,-112.25133,40.43272,0.30382627,0.438531,0.1780739,0.14292325,B
3508,-112.99134,38.31663,0.39557377,0.3704871,0.44136402,0.11744893,A
3509,-112.98384,38.33886,0.39663243,0.37076074,0.4448442,0.11612054,A
3510,-112.59273,39.47301,0.35017627,0.41695347,0.3541506,0.07354901,A
3511,-112.20967,40.54939,0.30248883,0.44283986,0.1687509,0.1786904,B
3512,-112.24189,40.46189,0.3200719,0.42776158,0.17245354,0.16358161,B
3513,-112.25161,40.43495,0.30249763,0.43664634,0.17766084,0.14349394,B
3514,-111.99189,41.14883,0.31750003,0.47731724,0.51937485,0.14227912,A
3515,-113.76328,35.96332,0.29865682,0.31931823,0.32709718,0.21029507,B
3516,-111.99133,41.15078,0.30803078,0.4812148,0.5055351,0.13823503,B
3517,-112.24883,40.44328,0.30569243,0.43456087,0.17676407,0.1472385,B
3518,-112.20411,40.56772,0.3300917,0.4506737,0.17580758,0.17973189,B
3519,-111.99133,41.15189,0.32814425,0.47435266,0.5249966,0.14259042,A
3520,-113.34662,37.25748,0.27048373,0.2545678,0.6366396,0.08831288,A
3521,-111.99161,41.15189,0.32763675,0.47422537,0.52481085,0.1425421,A
3522,-112.02633,41.05744,0.29284212,0.5228102,0.50919473,0.094645545,B
3523,-111.98633,41.16689,0.3115159,0.48539573,0.5229859,0.13488361,A
3524,-113.00079,38.29469,0.38274983,0.37221345,0.43890336,0.11685763,A
3525,-111.99216,41.15133,0.32554132,0.47410464,0.52473897,0.14253335,A
3526,-112.99579,38.30969,0.4314297,0.36219817,0.45361376,0.123194486,A
3527,-112.38273,40.07272,0.3413445,0.42885324,0.20478697,0.10500228,B
3528,-111.99328,41.14939,0.30265087,0.4813906,0.5047489,0.1371521,B
3529,-113.21634,37.65414,0.2951821,0.31764385,0.5425294,0.114885844,A
3530,-112.99134,38.32413,0.4351627,0.36646563,0.4559023,0.12054356,A
3531,-112.21133,40.55133,0.3155307,0.44560352,0.17155403,0.18051338,B
3532,-111.993,41.1505,0.3065932,0.48013872,0.5056966,0.13774242,B
3533,-111.99355,41.14939,0.30159763,0.48179913,0.5053433,0.13720445,B
3534,-112.99162,38.32441,0.42953447,0.36519945,0.45457062,0.12019758,A
3535,-111.99355,41.14994,0.29229486,0.4839965,0.49889156,0.13528553,B
3536,-111.99272,41.15244,0.3105786,0.47899538,0.51951486,0.13974208,A
3537,-111.99411,41.14883,0.3287599,0.47586608,0.526086,0.14292164,A
3538,-111.99411,41.14967,0.3294219,0.47612798,0.5264679,0.14299922,A
3539,-111.99411,41.14994,0.31119287,0.48052457,0.5072175,0.13787632,B
3540,-111.99383,41.15078,0.2896728,0.4853193,0.4966019,0.13436769,B
3541,-111.99411,41.15022,0.2835766,0.48683596,0.49451095,0.1334004,B
3542,-112.22633,40.51356,0.31576893,0.42504305,0.16595748,0.1832615,B
3543,-111.99494,41.14911,0.30728546,0.48107633,0.5100761,0.13850819,B
3544,-111.99522,41.14883,0.33158776,0.4768946,0.52729243,0.14360301,A
3545,-111.99411,41.15189,0.32643428,0.47506607,0.52572197,0.1420644,A
3546,-111.99466,41.1505,0.28147808,0.48525906,0.49459058,0.13340752,B
3547,-111.9955,41.14883,0.2850778,0.487305,0.49448848,0.13433187,B
3548,-113.37939,37.16693,0.33239672,0.23418032,0.6494925,0.08368145,A
3549,-111.9955,41.14967,0.29813442,0.4818438,0.505908,0.13678974,B
3550,-111.99633,41.14772,0.3291618,0.4768896,0.52752006,0.14375108,A
3551,-111.83855,41.57466,0.29171887,0.34444827,0.6031464,0.18701766,A
3552,-112.98884,38.33858,0.40470687,0.36966914,0.44938028,0.1172669,A
3553,-111.99578,41.14939,0.30622277,0.48147997,0.51616794,0.13904774,A
3554,-112.98889,38.33857,0.41098484,0.37006462,0.45237148,0.11800099,A
3555,-111.99605,41.14883,0.33442238,0.47858414,0.5295234,0.14374822,A
3556,-112.11133,40.83383,0.44124666,0.58614224,0.20808533,0.1070699,B
3557,-111.99522,41.15133,0.30215952,0.48314667,0.5086514,0.13709243,B
3558,-113.35078,37.25554,0.28561974,0.24769929,0.6419243,0.09168343,A
3559,-111.99605,41.14939,0.30445153,0.4833932,0.5035029,0.13686188,B
3560,-111.99494,41.15244,0.30186915,0.481774,0.50382555,0.13639235,B
3561,-112.25911,40.42661,0.31499597,0.4432136,0.18071237,0.14096767,B
3562,-113.19412,37.72998,0.31261897,0.3400298,0.5265353,0.11145245,A
3563,-111.99578,41.15133,0.28117794,0.48921478,0.49100134,0.13218531,B
3564,-111.99605,41.15078,0.30914792,0.4830076,0.5023451,0.13667576,B
3565,-112.98551,38.35191,0.4166612,0.36889744,0.4545722,0.11892055,A
3566,-112.99134,38.33497,0.41716617,0.36442193,0.45282236,0.11907539,A
3567,-111.95189,41.27217,0.3007454,0.500111,0.5333209,0.060882557,A
3568,-113.01023,38.28025,0.417663,0.3671778,0.443375,0.120635726,A
3569,-112.9844,38.35663,0.41420907,0.3703071,0.4554174,0.117821075,A
3570,-113.01023,38.28108,0.44842026,0.36175036,0.45040515,0.124082245,A
3571,-111.80383,41.67327,0.2317629,0.36654663,0.5434698,0.15159096,A
3572,-111.99855,41.14717,0.3310406,0.47839326,0.5288562,0.1430088,A
3573,-111.99661,41.15272,0.29863346,0.4828403,0.5054539,0.13619837,B
3574,-113.00079,38.30969,0.40812746,0.3663804,0.44494203,0.11935872,A
3575,-112.98634,38.3533,0.40494043,0.37456283,0.43475515,0.113712445,A
3576,-111.99772,41.15106,0.29753333,0.48363194,0.50303924,0.1350149,B
3577,-111.99883,41.14883,0.32805657,0.4780829,0.52852505,0.1420801,A
3578,-113.01023,38.28386,0.4465699,0.3611788,0.4523963,0.123975344,A
3579,-112.99662,38.32413,0.42692998,0.3638783,0.45417374,0.11968358,A
3580,-113.1969,37.72914,0.32104594,0.3397255,0.5248006,0.11164236,A
3581,-112.45412,39.88884,0.35636693,0.40075126,0.20538305,0.09815806,B
3582,-113.38328,37.16582,0.33372355,0.23413804,0.6522217,0.08408815,A
3583,-111.99883,41.15133,0.32638374,0.477588,0.52821344,0.14128606,A
3584,-113.01023,38.28719,0.40459704,0.36815408,0.4415556,0.11907852,A
3585,-112.98218,38.36997,0.37388897,0.37826172,0.4458647,0.11110669,A
3586,-111.99828,41.15383,0.29793674,0.48194972,0.5041914,0.13432238,B
3587,-113.01023,38.28775,0.4335122,0.3608774,0.45381093,0.12345499,A
3588,-111.99966,41.15022,0.32944724,0.47904494,0.5294572,0.14161134,A
3589,-111.99828,41.15411,0.27674368,0.48679933,0.48371822,0.1291498,B
3590,-111.99911,41.15189,0.2955883,0.48414117,0.50922996,0.13539468,B
3591,-112.98249,38.36997,0.3754212,0.37799138,0.44441578,0.11102366,A
3592,-111.99855,41.15383,0.27920175,0.48788962,0.4871973,0.12981552,B
