Name,X,Y,A,B,C,D,Signal
7959,-114.02502,42.30519,0.36426628,0.28550246,0.59315544,0.03639406,A
7960,-116.02725,36.45746,0.36600652,0.308028,0.0,0.00021722777,B
7961,-114.01002,42.34713,0.39643317,0.29596677,0.62655014,0.036904797,A
7962,-113.92225,42.58269,0.35255912,0.43347645,0.24321136,0.15527466,B
7963,-115.74809,37.34079,0.3394697,0.44724858,0.17376755,0.02125091,B
7964,-114.51606,40.96671,0.4020861,0.29552352,0.36748713,0.0074170106,A
7965,-114.00047,42.38431,0.40715188,0.2940329,0.6297464,0.036505885,A
7966,-114.89916,39.88661,0.3678534,0.31198907,0.4050144,0.0044173445,A
7967,-114.89908,39.88738,0.42926332,0.30147296,0.45465472,0.0047926567,A
7968,-114.89966,39.88797,0.3600125,0.31028956,0.40293404,0.004397015,A
7969,-114.02808,42.31963,0.35398886,0.30368298,0.5821708,0.035003502,A
7970,-114.0078,42.37436,0.3695876,0.29981154,0.5891331,0.034833472,A
7971,-113.91641,42.61963,0.3737213,0.41164812,0.2713961,0.07898204,B
7972,-113.93975,42.55769,0.23002543,0.41833615,0.21538186,0.17573474,B
7973,-113.91113,42.63491,0.38815212,0.4139813,0.27938548,0.05835611,B
7974,-113.94308,42.56241,0.32777637,0.43210354,0.21716222,0.21950667,B
7975,-116.03586,36.47579,0.40739852,0.3718805,0.0,4.9246737e-6,B
7976,-113.93391,42.59185,0.33500463,0.4228633,0.2394979,0.16430433,B
7977,-116.03864,36.47246,0.40108284,0.36152586,0.0,6.0936086e-6,B
7978,-113.97003,42.50463,0.38244963,0.33194163,0.31493422,0.07875983,A
7979,-115.23376,38.95109,0.34386086,0.39321125,0.2974867,0.021773782,A
7980,-114.03363,42.3363,0.35241058,0.29629058,0.5817233,0.034894846,A
7981,-115.23389,38.95109,0.3330843,0.39514875,0.2916595,0.021469029,A
7982,-115.36279,38.56829,0.3566227,0.37760267,0.26285344,0.029364396,A
7983,-114.08696,42.19325,0.32705843,0.27521455,0.57247484,0.044265915,A
7984,-113.97169,42.5038,0.3741387,0.3569858,0.32396212,0.010032427,A
7985,-113.97164,42.50481,0.3951764,0.33662874,0.32324812,0.061242852,A
7986,-114.03613,42.33547,0.35072768,0.30460876,0.57217675,0.034344867,A
7987,-116.23206,35.87177,0.3487053,0.41528988,0.455281,0.48294157,C
7988,-113.91197,42.67213,0.21024793,0.48835143,0.16976781,0.31096715,B
7989,-116.29669,35.66469,0.39487767,0.3971586,0.3891106,0.059289947,A
7990,-114.37368,41.42259,0.38428324,0.32202032,0.19053198,0.0263542,A
7991,-113.95119,42.57191,0.3656708,0.421314,0.24861272,0.13990343,B
7992,-114.08419,42.21936,0.3618231,0.27791858,0.5959125,0.04511617,A
7993,-113.99058,42.47519,0.41269314,0.33345586,0.31591517,0.086451255,A
7994,-113.84522,42.86517,0.27159697,0.2973239,0.16281365,0.3069543,C
7995,-116.23416,35.88576,0.39394224,0.43581644,0.4654312,0.36043382,C
7996,-114.03863,42.35963,0.38192016,0.31092045,0.5665433,0.034811992,A
7997,-114.35058,41.52259,0.41738647,0.30015805,0.14641479,0.03634968,A
7998,-114.00308,42.47352,0.43330517,0.36954808,0.28834823,0.0035895102,A
7999,-114.02947,42.41325,0.4598737,0.35630375,0.34399152,0.0356597,A
8000,-115.59863,37.93105,0.3616528,0.40830085,0.36810225,0.030076196,A
8001,-113.93252,42.67852,0.3518711,0.33958548,0.24441276,0.13506094,B
8002,-113.93336,42.68213,0.27644578,0.29394808,0.18979993,0.2700597,C
8003,-113.9328,42.69019,0.34311274,0.3385332,0.23177601,0.16559003,B
8004,-113.9303,42.69741,0.3936909,0.36438015,0.27456978,0.060107984,A
8005,-116.03794,36.59157,0.32764173,0.33255458,0.10137448,0.14713843,B
8006,-116.36197,35.54997,0.33603737,0.33691818,0.35187197,0.17546305,B
8007,-114.0103,42.49297,0.4415062,0.341185,0.27449024,0.06374912,A
8008,-114.05114,42.38769,0.43657023,0.3563285,0.32277176,0.03441355,A
8009,-114.06613,42.35491,0.44940326,0.35864642,0.32562232,0.035862006,A
8010,-114.06616,42.35491,0.39874387,0.36423662,0.30240312,0.03381965,A
8011,-113.97086,42.61324,0.3478518,0.39019772,0.22051895,0.18308066,B
8012,-114.04891,42.40991,0.44098288,0.3532971,0.3220183,0.03441897,A
8013,-116.35916,35.58917,0.33960673,0.34590885,0.363967,0.20406982,B
8014,-114.05864,42.38825,0.4488774,0.35840303,0.3161509,0.034612592,A
8015,-116.36002,35.58886,0.36103845,0.374374,0.4226116,0.33099106,C
8016,-115.48276,38.37108,0.31760213,0.3927036,0.2575915,0.03217771,B
8017,-113.88669,42.87963,0.27554232,0.30015668,0.16605695,0.2977758,C
8018,-116.37641,35.58692,0.33056852,0.36073634,0.39324188,0.32988158,C
8019,-115.64615,37.89856,0.34224135,0.42318648,0.35355315,0.02871805,A
8020,-114.04767,42.48575,0.5159096,0.3485034,0.29531196,0.008350035,A
8021,-114.06919,42.43158,0.4660691,0.3662736,0.27889195,0.0022493121,A
8022,-116.38641,35.59164,0.3991091,0.39260074,0.4072199,0.12620665,A
8023,-115.58406,38.12768,0.32607412,0.41050273,0.29205078,0.038543925,B
8024,-113.98641,42.67046,0.34524092,0.33143848,0.2334977,0.14236249,B
8025,-116.27308,35.98052,0.44882658,0.41076496,0.41535813,0.031789977,A
8026,-116.27386,35.97996,0.38863677,0.40506932,0.43106708,0.26157424,B
8027,-116.27392,35.97996,0.3711556,0.3921243,0.4111616,0.2528042,B
8028,-113.97419,42.71352,0.3446748,0.33413172,0.23265272,0.14022423,B
8029,-115.74865,37.64439,0.26468563,0.45001307,0.27747062,0.023776764,B
8030,-115.61653,38.04952,0.32605132,0.420935,0.28849873,0.036444098,B
8031,-113.99058,42.67602,0.35130647,0.34065422,0.23181458,0.14426555,B
8032,-114.17447,42.19158,0.36391875,0.31617242,0.29541406,0.048666704,A
8033,-114.13419,42.3038,0.40940222,0.33201438,0.3055372,0.04190648,A
8034,-113.92141,42.87407,0.2761232,0.29911608,0.17593837,0.2879154,C
8035,-114.04558,42.54519,0.28947827,0.36334357,0.19574416,0.24019547,B
8036,-114.09864,42.40408,0.4277596,0.36265495,0.25803697,0.034095213,A
8037,-114.06947,42.48547,0.51488674,0.34128425,0.28176826,0.001841838,A
8038,-114.08947,42.43186,0.47009018,0.35876527,0.27542266,0.0023027752,A
8039,-114.10169,42.40658,0.44922006,0.35091996,0.26149684,0.03483892,A
8040,-115.60031,38.13467,0.32537633,0.41683677,0.2875781,0.037735324,B
8041,-114.08836,42.44991,0.47928753,0.34938914,0.27582505,0.0022051835,A
8042,-114.13391,42.32852,0.4033449,0.33471206,0.28628328,0.039835118,A
8043,-114.01642,42.6488,0.34344333,0.16739568,0.1886491,0.21177293,C
8044,-114.10114,42.42352,0.49194065,0.35409698,0.2794388,0.015303473,A
8045,-113.99308,42.71435,0.3226863,0.32371682,0.21373066,0.18593636,B
8046,-114.10391,42.42325,0.4599537,0.3553411,0.27263492,0.0024916485,A
8047,-114.10669,42.41741,0.46782368,0.34933656,0.2698943,0.035866115,A
8048,-113.93419,42.88019,0.33814222,0.32326043,0.25758064,0.06564428,A
8049,-114.10836,42.4263,0.4625225,0.35236922,0.27207,0.00251511,A
8050,-114.09753,42.4563,0.45739245,0.3351406,0.25621843,0.03070962,A
8051,-114.10836,42.42825,0.49691004,0.34943837,0.2791672,0.01325405,A
8052,-113.98236,42.76889,0.31860602,0.31915098,0.2124456,0.18702887,B
8053,-116.42308,35.5958,0.26782325,0.31561565,0.35927644,0.43197194,C
8054,-116.01051,36.9188,0.3113643,0.43643233,0.15457045,0.09753709,B
8055,-114.08919,42.48741,0.53224033,0.314448,0.27058625,0.037237983,A
8056,-114.10197,42.45352,0.48645702,0.34215146,0.27278793,0.0022388762,A
8057,-114.04864,42.5988,0.34374484,0.25394243,0.2005921,0.21701378,B
8058,-116.40169,35.67719,0.3449496,0.33090279,0.33949748,0.090284266,A
8059,-114.11308,42.43186,0.49005902,0.34565693,0.2787956,0.0031546317,A
8060,-114.1078,42.44797,0.5020347,0.3392896,0.2788957,0.0028704456,A
8061,-116.15003,36.49135,0.4066759,0.37282008,0.15796533,0.01275081,B
8062,-115.40447,38.78494,0.35871467,0.39268556,0.24672984,0.028771503,B
8063,-114.03697,42.64102,0.18876047,0.12387549,0.10297626,0.43356356,D
8064,-114.06919,42.55575,0.2227282,0.30912152,0.16275516,0.30397072,C
8065,-115.75297,37.73976,0.23986429,0.4611431,0.26687586,0.024558146,B
8066,-116.15746,36.48494,0.3361809,0.32880223,0.12354414,0.09272672,B
8067,-114.12697,42.41741,0.44951,0.3330483,0.27688146,0.035940703,A
8068,-113.99142,42.78574,0.30724096,0.31200546,0.20264041,0.21317263,B
8069,-114.11642,42.45408,0.48226404,0.3324162,0.2693168,0.002603289,A
8070,-114.08697,42.53519,0.19389449,0.29962903,0.14429626,0.3310758,C
8071,-114.43898,41.57889,0.3949095,0.31464672,0.16052237,0.039352648,B
8072,-115.41947,38.77521,0.35143942,0.3932677,0.24630879,0.028830217,B
8073,-114.08142,42.55519,0.37428337,0.28398553,0.25649226,0.06233561,A
8074,-116.41642,35.67747,0.5981412,0.6445719,0.6975865,0.38109472,B
8075,-114.43036,41.6153,0.4023718,0.31389004,0.16002284,0.04385651,B
8076,-114.1278,42.43825,0.46644652,0.3323482,0.27854347,0.0034678692,A
8077,-115.38392,38.8939,0.33200336,0.38764754,0.25101247,0.024710879,B
8078,-114.09392,42.53297,0.3739698,0.29243863,0.22576953,0.146278,B
8079,-114.08892,42.54908,0.34990057,0.27410474,0.24749957,0.057019223,A
8080,-114.13725,42.42075,0.4591056,0.33588082,0.28818828,0.0042265207,A
8081,-114.11864,42.47158,0.49587196,0.31567192,0.2660301,0.0027089452,A
8082,-114.04725,42.66297,0.33852938,0.33225107,0.22606398,0.15623082,B
8083,-116.42114,35.68302,0.45306215,0.45237637,0.4557951,0.092795715,A
8084,-116.42114,35.68358,0.42302686,0.3796254,0.38216546,0.0020255754,A
8085,-116.42169,35.68191,0.44532427,0.39996418,0.40270752,0.0032962374,A
8086,-114.47712,41.49972,0.4052893,0.32669103,0.15234697,0.031788565,B
8087,-116.42197,35.68163,0.4252867,0.43252522,0.43654674,0.13520385,A
8088,-114.41611,41.66892,0.38429943,0.27766675,0.27659285,0.052040376,A
8089,-116.42256,35.68177,0.42630038,0.41253498,0.42152926,0.10334318,A
8090,-114.14669,42.40491,0.42723635,0.3298255,0.2836966,0.03609604,A
8091,-115.38636,38.90627,0.30931947,0.3835958,0.24808653,0.02446173,B
8092,-114.13836,42.43241,0.4851299,0.32849592,0.2912273,0.00036803284,A
8093,-114.09892,42.54713,0.41733113,0.2619185,0.25863948,0.038370304,A
8094,-114.12808,42.47436,0.49037105,0.30330065,0.26156121,0.0032865142,A
8095,-114.14975,42.41741,0.4536717,0.31755015,0.27425694,0.037437856,A
8096,-114.09531,42.56991,0.44831356,0.26402566,0.2497226,0.009256228,A
8097,-115.82257,37.61877,0.2728855,0.47003108,0.24132136,0.023034917,B
8098,-114.14169,42.44908,0.46416345,0.30939668,0.28034127,0.0050920905,A
8099,-114.14725,42.43464,0.45629457,0.3177711,0.28226614,0.005128495,A
8100,-116.02497,36.99392,0.32509518,0.44742265,0.140519,0.10787888,B
8101,-114.25419,42.14852,0.37200332,0.3012753,0.28708363,0.0520581,A
8102,-116.17977,36.50848,0.36236173,0.3330818,0.15910333,0.004386744,B
8103,-116.18047,36.50866,0.3312677,0.32885274,0.11893339,0.10269516,B
8104,-114.12836,42.49241,0.5068037,0.28508446,0.2575455,0.0034520233,A
8105,-116.41031,35.77247,0.34655082,0.35063326,0.36595932,0.1719876,A
8106,-116.41086,35.77219,0.34411559,0.34569648,0.35828003,0.15552634,A
8107,-116.46975,35.58664,0.29269192,0.31902424,0.3476758,0.30323395,C
8108,-114.16142,42.41325,0.42329076,0.312958,0.2842349,0.037488032,A
8109,-114.16142,42.41408,0.4231465,0.30473548,0.2800216,0.037520666,A
8110,-114.16142,42.41436,0.43032396,0.313381,0.2858595,0.037796818,A
8111,-114.16142,42.41464,0.42268977,0.30404565,0.29153323,0.03841057,A
8112,-114.14753,42.45408,0.4643066,0.3005616,0.27744487,0.0056673,A
8113,-114.16114,42.41825,0.45556217,0.30553886,0.28964442,0.038905542,A
8114,-114.00031,42.84935,0.27513912,0.29937544,0.18580422,0.29534987,C
8115,-114.15197,42.44908,0.45917115,0.3010102,0.27702987,0.006134254,A
8116,-116.01647,37.05482,0.35548767,0.47545248,0.18508963,0.0313596,B
8117,-114.12836,42.5213,0.20147194,0.21729952,0.12651345,0.36177117,C
8118,-115.52257,38.57351,0.33391008,0.40680715,0.2544585,0.035634656,B
8119,-115.53049,38.5526,0.3420337,0.40589178,0.26081014,0.035834976,B
8120,-115.53047,38.55391,0.33149278,0.40623218,0.25945988,0.03560268,B
8121,-115.53503,38.54216,0.32650408,0.40859038,0.26312575,0.03564124,B
8122,-115.52787,38.56397,0.33629465,0.40689215,0.26761964,0.036388043,B
8123,-115.52847,38.56234,0.3222114,0.41008946,0.25628215,0.03526755,B
8124,-115.56975,38.43883,0.34592757,0.4115482,0.26297078,0.034370475,B
8125,-115.52847,38.56282,0.32898694,0.4100454,0.26381075,0.035923515,B
8126,-115.53217,38.5543,0.3338388,0.4076139,0.25943178,0.035689954,B
8127,-114.18836,42.37352,0.4484866,0.31326684,0.29530993,0.044077527,A
8128,-116.11757,36.75925,0.37537482,0.30132756,0.072106756,0.20604749,B
8129,-116.02264,37.06037,0.3528394,0.47666258,0.18202884,0.030724527,B
8130,-114.15225,42.47547,0.47550845,0.2729385,0.26950237,0.0073979245,A
8131,-115.54697,38.52105,0.3191811,0.40598884,0.26672938,0.037756998,B
8132,-115.8292,37.66912,0.3209782,0.45773262,0.31980675,0.026961235,B
8133,-114.1753,42.42102,0.45882714,0.31007418,0.29346403,0.007887616,A
8134,-114.1778,42.41769,0.47461414,0.29231566,0.30001944,0.0416744,A
8135,-114.18058,42.41741,0.4545807,0.2966397,0.2816856,0.039864805,A
8136,-114.17697,42.43186,0.4350605,0.28929472,0.27895316,0.025467755,A
8137,-114.18308,42.41686,0.45294905,0.28970373,0.2911371,0.04101042,A
8138,-114.99953,40.15118,0.3856681,0.22046031,0.52464676,0.0,A
8139,-114.1192,42.59713,0.33302385,0.09386036,0.13217664,0.32838163,C
8140,-114.17142,42.46186,0.45901746,0.27240083,0.2676232,0.009429216,A
8141,-114.14025,42.54805,0.35964054,0.141591,0.17160258,0.23324591,C
8142,-114.19253,42.40991,0.47302303,0.2903791,0.29956937,0.041957967,A
8143,-114.19256,42.40991,0.43156967,0.29869068,0.28351477,0.03963514,A
8144,-114.10975,42.63408,0.35289484,0.120690264,0.17667928,0.22635385,C
8145,-116.59796,35.26728,0.30152526,0.35238123,0.40780285,0.48714143,C
8146,-114.19114,42.41769,0.47736546,0.2829094,0.301148,0.0429973,A
8147,-116.62725,35.17192,0.29698643,0.3267244,0.3399367,0.26505762,C
8148,-114.19475,42.41019,0.41864058,0.28630805,0.278544,0.039752424,A
8149,-116.26287,36.36334,0.41244367,0.37982008,0.38468668,0.038505502,A
8150,-116.62197,35.19804,0.38896233,0.40310177,0.43862686,0.2791835,B
8151,-114.72597,40.95905,0.38670185,0.28276026,0.35698295,0.007973739,A
8152,-114.18336,42.44908,0.4862816,0.26522547,0.29034826,0.022737788,A
8153,-115.21892,39.55549,0.35837075,0.30402094,0.36495692,0.0054117613,A
8154,-114.17503,42.47519,0.46443835,0.2171738,0.23645848,0.09654467,A
8155,-114.17197,42.4838,0.47476587,0.24662267,0.26013556,0.011007965,A
8156,-114.19169,42.4313,0.45635775,0.25187182,0.27311814,0.08638101,A
8157,-114.18892,42.43908,0.47478858,0.26691058,0.29057536,0.035565533,A
8158,-116.62993,35.18201,0.24404189,0.30408728,0.32927975,0.41617683,C
8159,-115.54835,38.59718,0.32249716,0.4148033,0.2615071,0.038706418,B
8160,-116.63114,35.19026,0.25207126,0.31790742,0.34997427,0.4583493,C
8161,-116.63175,35.19071,0.24233289,0.30950007,0.33971506,0.4600147,C
8162,-114.19031,42.44991,0.49237895,0.2647991,0.2967243,0.0067236912,A
8163,-116.27187,36.36334,0.316745,0.33922052,0.36275652,0.27167755,C
8164,-114.7342,40.9591,0.38859063,0.28389135,0.35575056,0.007961586,A
8165,-115.59582,38.46063,0.37389168,0.4262243,0.2664516,0.040225282,B
8166,-114.20056,42.42491,0.47533795,0.22872879,0.25826553,0.15716034,A
8167,-114.18364,42.47519,0.4612238,0.24279155,0.27186036,0.016059821,A
8168,-114.19975,42.43186,0.46714786,0.24226207,0.27408615,0.09434172,A
8169,-116.26347,36.40148,0.41833323,0.39541686,0.39556816,0.039790172,A
8170,-114.20086,42.43186,0.4611594,0.26395756,0.2854902,0.041597605,A
8171,-114.19031,42.46103,0.45180514,0.2540448,0.27548707,0.015052019,A
8172,-114.19892,42.43936,0.4382417,0.27040926,0.28083965,0.014350019,A
8173,-116.63447,35.19831,0.2297155,0.2984869,0.31437957,0.40874818,C
8174,-114.14892,42.57602,0.33726224,0.07966773,0.12495392,0.33542055,C
8175,-114.20003,42.43936,0.4698408,0.22961931,0.26150462,0.11587151,A
8176,-114.14947,42.57519,0.33834574,0.07972821,0.12860079,0.32603306,C
8177,-114.19086,42.46464,0.4637452,0.2505973,0.27547625,0.015626173,A
8178,-116.27437,36.37461,0.30093232,0.3420568,0.36877382,0.35286316,C
8179,-114.20058,42.4413,0.48361528,0.211344,0.25455576,0.1528591,A
8180,-116.60813,35.29379,0.31362325,0.34631902,0.38931575,0.38466156,C
8181,-114.18864,42.47464,0.45800832,0.23930313,0.2703294,0.01695435,A
8182,-116.64118,35.18606,0.27655458,0.33245495,0.39039093,0.5216157,C
8183,-116.60596,35.30264,0.34297737,0.3620755,0.39713973,0.308979,C
8184,-116.26754,36.40179,0.34280124,0.3503936,0.35702536,0.17069077,B
8185,-116.64125,35.18595,0.26879895,0.32494718,0.3887416,0.5467971,C
8186,-114.14392,42.59686,0.36108634,0.08753485,0.14516671,0.27792045,C
8187,-116.26907,36.39902,0.4094302,0.3960564,0.38760594,0.04076353,A
8188,-116.61121,35.28822,0.32178587,0.3484654,0.37663668,0.3102756,C
8189,-116.26944,36.39904,0.35695007,0.3587793,0.36091724,0.13335125,A
8190,-114.20058,42.44825,0.4935895,0.25801742,0.29482388,0.013521478,A
8191,-114.17614,42.51408,0.22369544,0.13339363,0.16240032,0.29421434,C
8192,-116.27087,36.39996,0.31082237,0.34142408,0.35280746,0.26103795,C
8193,-116.27077,36.40188,0.38727504,0.36801356,0.37631676,0.0850494,A
8194,-116.27147,36.40008,0.30196306,0.3355168,0.34755638,0.27579713,C
8195,-116.27137,36.40078,0.28643093,0.3187044,0.33397415,0.27753913,C
8196,-114.74847,40.95087,0.3932404,0.28050154,0.37048796,0.0079738675,A
8197,-116.27197,36.40148,0.38703847,0.36793837,0.37629226,0.08568401,A
8198,-116.27257,36.40018,0.40525776,0.3731338,0.37789622,0.03755949,A
8199,-114.13153,42.64174,0.36970586,0.121728845,0.18159871,0.19264513,A
8200,-116.27277,36.40053,0.29271337,0.32707748,0.36134267,0.3522369,C
8201,-114.17753,42.5188,0.34665883,0.12933743,0.18211585,0.26429823,C
8202,-116.27287,36.40136,0.30112213,0.33430737,0.34633815,0.27595952,C
8203,-116.27287,36.40223,0.41036206,0.3743492,0.37823215,0.024380501,A
8204,-114.37746,41.98029,0.42150638,0.29669604,0.274821,0.05634888,A
8205,-114.37736,41.98062,0.42703915,0.29760355,0.2757104,0.056539156,A
8206,-114.75087,40.95159,0.40452713,0.28235853,0.37371057,0.008012894,A
8207,-114.20669,42.4463,0.44694936,0.2566841,0.27665707,0.016857129,A
8208,-116.27837,36.38986,0.38890567,0.3716484,0.36835703,0.057381537,A
8209,-114.74267,40.97598,0.39583796,0.2740801,0.39477012,0.00801226,A
8210,-114.21503,42.42464,0.45112133,0.27454296,0.28934473,0.015530293,A
8211,-114.7516,40.95133,0.37977144,0.28558818,0.37096107,0.007907082,A
8212,-114.75027,40.95525,0.39523178,0.28050435,0.3712957,0.007969099,A
8213,-116.23257,36.53826,0.35188583,0.34073946,0.122387715,0.098766305,B
8214,-114.74996,40.95746,0.39898992,0.27804273,0.3847456,0.008007059,A
8215,-116.26997,36.42239,0.28490734,0.32028595,0.33019444,0.26398635,C
8216,-114.70198,41.09465,0.38672245,0.27147144,0.38582227,0.008097723,A
8217,-116.61336,35.30831,0.34796327,0.38400587,0.4446897,0.4617427,C
8218,-116.26977,36.42429,0.27462822,0.327233,0.345153,0.35111642,C
8219,-114.19975,42.47464,0.46093807,0.23127078,0.26735333,0.01994535,A
8220,-114.20003,42.47464,0.45579875,0.22881484,0.2656939,0.020642981,A
8221,-114.20031,42.47464,0.46468693,0.22996804,0.26717776,0.02032828,A
8222,-116.27754,36.40829,0.26041052,0.3024781,0.3281437,0.36638093,C
8223,-114.26253,42.31325,0.4097926,0.27903718,0.28780195,0.048310693,A
8224,-116.64169,35.22998,0.30759856,0.36354512,0.41039827,0.48045266,C
8225,-116.62086,35.30803,0.31894994,0.36107263,0.4317229,0.5219562,C
8226,-116.62088,35.30802,0.3184855,0.36311805,0.4357377,0.538726,C
8227,-116.28347,36.40925,0.29284608,0.3339463,0.3493955,0.31264886,C
8228,-116.63475,35.2697,0.27275318,0.32866406,0.3793695,0.49171937,C
8229,-116.63496,35.26944,0.2730271,0.33731985,0.3774164,0.4830874,C
8230,-114.22975,42.41741,0.46521276,0.2110307,0.24635354,0.17189136,A
8231,-116.62475,35.30831,0.31551462,0.3564396,0.4116202,0.46083543,C
8232,-114.22531,42.43436,0.44890374,0.2541082,0.28103533,0.020604596,A
8233,-114.30753,42.21241,0.371147,0.27405486,0.27721167,0.052887976,A
8234,-115.65983,38.35324,0.3019234,0.4129383,0.2569506,0.039286572,B
8235,-116.63028,35.29442,0.35207888,0.37753907,0.43410912,0.40647352,C
8236,-114.17058,42.58825,0.3400551,0.06734847,0.12332439,0.34097347,C
8237,-114.16281,42.61297,0.32664147,0.075138725,0.13663977,0.30827612,C
8238,-116.63336,35.30275,0.3203612,0.3610853,0.43545148,0.53081334,C
8239,-116.28837,36.42481,0.30220485,0.33861193,0.35338542,0.2969927,C
8240,-114.23947,42.41741,0.4488935,0.26533145,0.2800787,0.018949969,A
8241,-116.65619,35.23729,0.32500347,0.36544272,0.4216205,0.45508695,C
8242,-116.29137,36.42539,0.29342046,0.33446288,0.34906125,0.3118355,C
8243,-116.29542,36.41385,0.33269134,0.3559993,0.38407326,0.2956092,C
8244,-114.20003,42.53241,0.36205792,0.07603012,0.1521881,0.3299405,C
8245,-114.22975,42.45325,0.4884305,0.16796319,0.24484916,0.16121325,A
8246,-116.65781,35.23942,0.40727106,0.41246837,0.44627368,0.24183191,B
8247,-116.30127,36.39911,0.41044286,0.36827514,0.3701711,0.010530639,A
8248,-116.29675,36.41507,0.39230135,0.37424323,0.3829588,0.10222586,A
8249,-114.75217,41.02484,0.40235105,0.27586472,0.37707508,0.007942199,A
8250,-116.27087,36.50217,0.30822477,0.33556747,0.14525136,0.2724304,B
8251,-116.30217,36.40235,0.4098433,0.37961298,0.385087,0.04714724,A
8252,-116.30297,36.40076,0.41529137,0.38075063,0.38518214,0.03206092,A
8253,-116.30287,36.4012,0.4244659,0.38300455,0.38600713,0.009507139,A
8254,-116.5142,35.72358,0.35815814,0.35944003,0.3756472,0.17548509,A
8255,-116.30587,36.39829,0.3811844,0.36059457,0.3679049,0.08505511,A
8256,-114.24336,42.43186,0.44070387,0.24379756,0.2702977,0.023791762,A
8257,-114.14809,42.69408,0.31713396,0.31980577,0.22853842,0.1959327,B
8258,-114.19809,42.5613,0.33600035,0.055311736,0.11988101,0.39507377,C
8259,-114.19253,42.57658,0.21789499,0.055774726,0.10650099,0.37715593,D
8260,-114.16003,42.66435,0.3320622,0.33067203,0.22798784,0.17630634,B
8261,-116.65999,35.26071,0.28060186,0.33800593,0.3959188,0.524157,C
8262,-114.23939,42.45575,0.4552102,0.19434941,0.25299397,0.08119225,A
8263,-116.65922,35.26773,0.28210306,0.33563465,0.36382973,0.39497924,C
8264,-115.59114,38.62493,0.34202933,0.40281656,0.28889886,0.04586598,B
8265,-116.66098,35.26289,0.28856087,0.34279764,0.40905553,0.5453129,C
8266,-116.66538,35.24896,0.4449331,0.43891683,0.46600708,0.17952721,A
8267,-116.6676,35.24227,0.29529166,0.33850962,0.40293866,0.4991001,C
8268,-116.66314,35.25705,0.3335218,0.36025515,0.41754314,0.41537943,C
8269,-114.21058,42.53602,0.32091054,0.064707406,0.14425132,0.3481436,C
8270,-116.66201,35.26141,0.31049874,0.35275683,0.41223916,0.47639307,C
8271,-116.66213,35.26274,0.32587045,0.35624442,0.4128935,0.425085,C
8272,-116.66151,35.26559,0.298054,0.34783557,0.40863153,0.5073474,C
8273,-115.63677,38.49354,0.30799243,0.4357673,0.26815018,0.040635012,B
8274,-116.66531,35.25414,0.3746252,0.39581043,0.433421,0.30365235,C
8275,-116.66148,35.2677,0.28559044,0.3366979,0.38657492,0.47138095,C
8276,-116.66857,35.24452,0.43178785,0.4013586,0.42665303,0.111834615,A
8277,-114.15364,42.69296,0.31798768,0.31991282,0.23011507,0.19173308,B
8278,-114.21558,42.52714,0.34245202,0.07569132,0.16899846,0.3082196,C
8279,-116.66112,35.27086,0.2706637,0.33284652,0.3797973,0.5009328,C
8280,-116.66278,35.26538,0.30272746,0.3458563,0.40740815,0.48592365,C
8281,-116.66545,35.25711,0.34958375,0.36390826,0.40924743,0.3302052,C
8282,-116.31114,36.41008,0.32973808,0.34497905,0.36257616,0.22509314,B
8283,-116.35671,36.26468,0.4099414,0.40976143,0.39724648,0.04909382,A
8284,-116.66832,35.251,0.36098167,0.37115744,0.4207666,0.3327646,C
8285,-116.66949,35.24723,0.30578503,0.34808984,0.4111809,0.49223256,C
8286,-116.66086,35.27636,0.36586043,0.34601855,0.352813,0.08814473,A
8287,-116.65947,35.2822,0.35874873,0.3314601,0.33506367,0.061306413,A
8288,-116.65942,35.28315,0.315374,0.32335755,0.34133592,0.21311592,B
8289,-116.66798,35.25526,0.370063,0.38213262,0.42585677,0.31457168,C
8290,-116.66003,35.28164,0.37282044,0.368466,0.39634085,0.20473374,B
8291,-116.66031,35.2822,0.3741464,0.33438206,0.33500025,0.018477328,A
8292,-116.65982,35.28505,0.28734675,0.33065915,0.35858047,0.3660281,C
8293,-116.66147,35.28262,0.36723796,0.37164626,0.40281835,0.24163604,B
8294,-116.66676,35.26601,0.31121728,0.3514049,0.41042507,0.46922252,C
8295,-116.6668,35.26604,0.30606014,0.3453148,0.40849087,0.48166567,C
8296,-116.67102,35.25358,0.3138817,0.35131675,0.41233516,0.4689273,C
8297,-116.36671,36.24551,0.4645391,0.4601304,0.44476032,0.005948744,A
8298,-116.66685,35.26919,0.29804543,0.34478587,0.40284842,0.48941997,C
8299,-116.3092,36.43217,0.29921234,0.34337562,0.36395088,0.3409015,C
8300,-116.67392,35.2472,0.2954767,0.34005806,0.40329412,0.50346303,C
8301,-116.05893,37.22439,0.34188184,0.5164248,0.17625915,0.01738784,B
8302,-114.21006,42.56275,0.36061025,0.06131309,0.15386368,0.31468996,C
8303,-116.37948,36.21357,0.42345718,0.42035362,0.45733568,0.23142087,A
8304,-116.67047,35.26728,0.29009125,0.34172505,0.40194297,0.5162108,C
8305,-116.36782,36.2544,0.4980382,0.49721494,0.47955406,0.008583147,A
8306,-114.26808,42.41075,0.458088,0.23143624,0.27842528,0.057861835,A
8307,-116.37337,36.23746,0.36100355,0.36120698,0.33705366,0.015604098,A
