Name,S1,S2,S3,S4
1,1.3037089,1.0348889,0.63558125,0.4691869
2,1.148284,0.84247535,0.38644078,0.31044424
3,1.7807895,1.2348984,0.44631088,0.033445597
4,1.5809767,1.0935515,0.44685453,0.10005388
5,1.3594401,1.1186274,0.56249344,0.8447679
6,1.2150351,0.8846592,0.38742605,0.32092473
7,1.2841405,0.9155116,0.40864468,0.24011204
8,1.1211466,0.8770882,0.33817616,0.4808937
9,1.4442477,1.0115939,0.44720823,0.07999958
10,1.6349268,1.1341202,0.38862175,0.027478665
11,1.5837142,1.1253136,0.72485614,0.073032625
12,1.3202016,0.9944328,0.36550415,0.3873332
13,1.3660694,1.0099878,0.38760933,0.3032219
14,1.2217178,0.9620884,0.33171833,0.504517
15,1.8307219,1.2679627,0.39330497,0.016199728
16,1.4803385,1.0365607,0.44823205,0.07841258
17,1.6374182,1.1347255,0.38956326,0.024086736
18,1.695415,1.1726756,0.39245012,0.013219322
19,1.5498554,1.0781049,0.36813575,0.109512016
20,1.6236914,1.1195376,0.37754855,0.0769761
21,1.801583,1.2780247,0.37677363,0.054641858
22,1.5995216,1.1160493,0.44815904,0.08060654
23,1.7333679,1.2609726,0.38437286,0.00094479526
24,1.7282377,1.2632383,0.3832923,0.00066177436
25,1.6013,1.1239924,0.43921182,0.02677197
26,1.6303146,1.1489576,0.4431593,0.010661188
27,1.5824901,1.1045024,0.43133608,0.07201056
28,1.6151594,1.1284891,0.45455876,0.044923764
29,1.3282167,0.9884859,0.37656954,0.34619755
30,1.6682519,1.1459215,0.4609141,0.047732368
31,1.1847466,0.88820505,0.36739793,0.37959057
32,1.3137852,0.99084896,0.37084958,0.3585723
33,1.605788,1.1276641,0.43566927,0.13561763
34,1.6035167,1.1579002,0.6693696,0.48748806
35,1.4543895,1.0660396,0.4568074,0.012165338
36,1.4176084,0.9914123,0.44197503,0.09998433
37,1.1559978,0.8870592,0.3484763,0.45112166
38,1.4667867,1.0717796,0.45332688,0.034920797
39,1.5359783,1.0929569,0.45369807,0.085244946
40,1.4530735,1.0171435,0.4479409,0.077798896
41,1.2162741,0.8684991,0.39739376,0.20174512
42,1.2039057,0.89766484,0.36042264,0.43438393
43,1.4822483,1.0437876,0.44752866,0.110519476
44,1.4917264,1.0748645,0.4513676,0.069604486
45,1.2668463,1.0234988,0.33285952,0.52042764
46,1.4594516,1.0521492,0.4566603,0.010743328
47,1.2552267,1.0385064,0.308396,0.61515266
48,1.1886444,1.0324923,0.33022818,1.049828
49,1.4768584,1.0468185,0.432747,0.12524952
50,1.6357762,1.1446292,0.4566587,0.034064632
51,1.8479493,1.2415165,0.46303996,0.09051551
52,1.566305,1.1116254,0.42336875,0.18195249
53,1.4868859,1.0488231,0.42529553,0.17348006
54,1.5465099,1.0770842,0.44726032,0.0825033
55,1.5776662,1.108097,0.43700698,0.12425919
56,1.2577667,0.97277504,0.3514712,0.45805907
57,1.5298249,1.0728164,0.44578204,0.07757978
58,1.4740292,1.0501388,0.43208036,0.15917784
59,1.4900323,1.0427381,0.43780932,0.12191418
60,1.3014307,0.9636963,0.38660312,0.3060238
61,1.377871,1.0221833,0.42121145,0.17299707
62,1.2609152,1.0163339,0.33526757,0.5106383
63,1.7591629,1.221049,0.46206465,0.04118031
64,1.3339964,1.0846033,0.3246548,0.5480791
65,1.4294616,1.0062178,0.43689254,0.11864878
66,1.4685763,1.0270312,0.4490984,0.074411415
67,1.5358924,1.0696571,0.43745726,0.055175018
68,1.6204611,1.1307467,0.44492552,0.09803269
69,1.6006523,1.1168752,0.45159423,0.06024438
70,1.4175848,1.0078028,0.42833292,0.15257989
71,1.7536134,1.217277,0.46189043,0.041582722
72,1.1645254,0.93845123,0.34794268,0.44760555
73,1.6809653,1.1688952,0.45873532,0.049972404
74,1.0402293,0.9379169,0.22594944,0.9347864
