Signal A
5893 	1.0
9533 	0.962
6031 	0.926
7915 	0.842
7490 	0.838
7424 	0.828
7563 	0.813
7593 	0.772
9436 	0.759
8934 	0.751
7665 	0.74
9495 	0.739
7708 	0.7
6856 	0.665
4871 	0.614
9459 	0.604
6342 	0.593
6341 	0.593
6343 	0.59
6463 	0.586
9397 	0.571
6461 	0.57
9537 	0.569
6320 	0.568
9434 	0.568
6332 	0.561
6333 	0.556
6411 	0.556
6433 	0.55
6405 	0.549
6327 	0.548
6661 	0.546
6418 	0.544
6454 	0.537
6428 	0.537
6314 	0.534
7953 	0.534
14225	0.533
5169 	0.531
6446 	0.531
8074 	0.53
6294 	0.528
4413 	0.522
10532	0.522
6315 	0.522
10559	0.521
9174 	0.516
10580	0.516
6259 	0.515
5174 	0.514
9117 	0.513
6442 	0.513
9429 	0.512
6445 	0.511
6406 	0.511
6783 	0.511
4628 	0.51
4383 	0.508
4384 	0.507
3603 	0.507
9172 	0.505
6917 	0.504
9902 	0.503
6325 	0.503
6473 	0.503
9035 	0.502
11256	0.502
9867 	0.501
6244 	0.501
6234 	0.501
9124 	0.5
10549	0.5
9154 	0.499
9872 	0.498
3193 	0.498
9339 	0.498
9385 	0.498
8305 	0.498
7090 	0.497
9891 	0.497
7950 	0.497
6775 	0.497
9903 	0.494
9108 	0.494
9906 	0.494
9905 	0.494
9159 	0.494
9888 	0.494
9422 	0.492
10542	0.491
8932 	0.491
6424 	0.49
5211 	0.489
10525	0.489
6562 	0.488
5184 	0.488
6303 	0.487
9884 	0.486
7936 	0.486
7079 	0.486
6226 	0.486
7052 	0.486
6537 	0.485
7064 	0.485
10606	0.485
3231 	0.485
10546	0.485
10541	0.484
8985 	0.483
7187 	0.483
9876 	0.483
14189	0.482
10607	0.482
7304 	0.482
5013 	0.481
9840 	0.481
5011 	0.481
4487 	0.481
14207	0.481
3167 	0.48
8968 	0.48
7099 	0.48
14239	0.479
5031 	0.478
6181 	0.478
4995 	0.478
6330 	0.477
9481 	0.477
4522 	0.476
10470	0.476
5012 	0.476
4983 	0.476
7268 	0.475
3293 	0.474
6617 	0.474
9324 	0.473
11209	0.473
5007 	0.473
9839 	0.473
7368 	0.472
5021 	0.472
10491	0.471
8969 	0.471
3109 	0.471
10553	0.47
12244	0.47
12243	0.47
12214	0.469
8707 	0.469
5014 	0.469
9185 	0.469
9430 	0.469
7227 	0.469
7125 	0.468
7788 	0.468
7061 	0.468
8975 	0.468
5155 	0.468
9850 	0.467
4350 	0.467
10533	0.466
5156 	0.466
2988 	0.466
3053 	0.466
7224 	0.465
6992 	0.465
7256 	0.465
4752 	0.464
7238 	0.464
12309	0.464
9480 	0.464
6501 	0.464
7055 	0.464
7001 	0.463
8976 	0.463
10480	0.463
6624 	0.463
7261 	0.463
8970 	0.463
12209	0.463
8297 	0.463
4129 	0.463
7096 	0.462
6629 	0.462
7080 	0.462
7217 	0.462
12236	0.462
7077 	0.462
6517 	0.461
10509	0.461
7088 	0.461
10019	0.461
8963 	0.46
4976 	0.46
7093 	0.46
6927 	0.46
12132	0.46
12133	0.46
