Name,S1,S2,S3,S4,S5,S6
Temperature [C],0.14358225,0.2611429,0.09449371,0.1075581,0.018751329,0.04333178
GTM Quartz [C],0.07464562,0.2647334,0.0073566777,0.03167876,1.8783578e-5,0.022232229
GTM Chalcedony [C],0.067041,0.25146323,0.00258005,0.026808422,2.562669e-9,0.019129382
Heat flow [W/m²],2.8603938e-6,0.036926392,5.833064e-11,0.0025200536,0.7457818,0.015417772
Two m temperature [C],0.19157878,0.05382781,0.21022534,9.1382235e-11,0.02771742,0.10093988
Depth to the basement [m],0.2845327,7.801314e-16,1.06662775e-7,0.25295272,0.008364429,1.0898144e-10
Gravity anomaly [mGal],0.15125245,5.4690537e-7,0.38418832,3.638988e-16,0.021365382,1.4630073e-14
Magnetic anomaly [nT],0.087094866,0.0737355,0.12753029,0.032680802,0.06888253,0.020467455
Strain rate [nS⁻¹],1.6894884e-8,0.0330201,0.12934305,0.33688784,0.07502605,0.30966935
Dilation rate [nS⁻¹],0.00026943986,0.025150098,0.044282466,0.2089133,0.03409227,0.02751574
Shear rate [nS⁻¹],9.911484e-17,1.1620082e-16,1.124742e-16,1.715618e-16,1.5833531e-16,0.4412964
