Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.6104026760104643,0.8221679313439512,A
17-31,328813.04,4.40882204e6,0.32078526452527706,0.36987801819722443,A
18-1,327026.54,4.40703217e6,0.7533538015255349,0.6237925291764121,A
18-31,328801.97,4.40871725e6,0.2220407105606272,0.25980633047777035,A
18A-1,327056.33,4.40703775e6,0.7999681920645877,0.5259764052576201,B
18B-31,328791.32,4.40871144e6,0.23072939148172894,0.3484415697645699,A
18D-31,328751.91,4.40862911e6,0.23642360293480388,0.2997631853586226,A
22-13,327161.72,4.4051245e6,0.7422901939081079,0.30431305805601444,B
26-12,327300.66,4.40579963e6,0.49428638056833163,0.4471911754489222,A
27-1,327256.49,4.40720478e6,0.8938050931022149,0.4215980751759717,B
27A-1,327256.49,4.40720478e6,0.8938056945453898,0.4215980751759717,B
46-1,327805.01,4.40748476e6,0.7048731566558389,0.496835163977883,B
46A-1,327774.78,4.40740108e6,0.7348770913196642,0.44487460302817616,B
47A-1,327661.35,4.40729129e6,1.0,0.5150652302235588,B
47C-1,327746.25,4.4073085e6,0.856940089637424,0.4344164267617326,B
48A-1,327704.9,4.40718065e6,0.6606254027332659,0.11908991601788686,B
55-1,328014.47,4.40772054e6,0.4679560795606256,0.9580570543190925,A
56-1,327963.43,4.40755491e6,0.8020349192029712,1.0,A
56A-1,327859.51,4.40755578e6,0.7036260937590918,0.7521095610857903,A
56B-1,327891.35,4.40745289e6,0.5660707425566213,0.2672689965633292,B
57-1,327931.46,4.40741438e6,0.9914128405726449,0.9475824607919393,A
64-1,328156.6,4.40795433e6,0.874117390086293,0.5288851399473057,B
68A-1,328229.72,4.40707921e6,0.9186464475634172,0.682931272169795,B
68B-1,328065.7,4.40706164e6,0.7430499745401106,0.7696564302372988,A
77-1,328214.13,4.40718169e6,0.8795370720116837,0.8320648527090835,A
81-1,328567.28,4.40851194e6,0.24169692052254035,0.2322044651296034,A
81-11,326859.34,4.4069495e6,0.4191698822839969,0.35270608264217457,A
81A-1,328598.76,4.40855648e6,0.2320275632379958,0.2047628062307854,A
81B-1,328528.63,4.40843124e6,0.18963336128352834,0.31824553832887703,A
82A-11,326907.12,4.40670723e6,0.7541403222487634,0.21127547466888014,B
82A-11-RD1,326907.12,4.40670723e6,0.7541403222489459,0.2112754746686939,B
82A-11-RD2,326907.12,4.40670723e6,0.7541403222480814,0.21127547466957625,B
82A-11-RD3,326907.12,4.40670723e6,0.7541403222490386,0.2112754746685993,B
88-11,326889.0,4.40544507e6,0.6819555880691746,0.5584267819435118,A
B1,327745.53,4.40596877e6,0.5219922063373984,0.48276690658160265,A
B2,327721.65,4.40609786e6,0.11948793087735546,2.2145214241830612e-16,B
B3,327738.97,4.40619405e6,0.23461404344533873,0.13604898589569703,B
B4,327778.14,4.40639034e6,0.2381009619105148,0.28901970258324744,A
B5,327713.81,4.40629808e6,0.6191405312087548,0.445879337279542,B
B5A,327754.04,4.40637455e6,0.34609493252317947,0.4449980390183264,A
B6,327848.36,4.40636567e6,0.2114390902142594,0.261980558490352,A
B7,327784.51,4.40629935e6,0.05370475252333526,0.1576122137917323,A
B8,327603.56,4.40643766e6,0.9911861322547391,0.407816793022225,B
BCH-1,328398.2,4.40887416e6,0.541260763849579,0.6042834205234614,A
BCH-2,327732.14,4.40800628e6,0.7724887325897685,0.6779624210541241,A
BCH-3,327126.74,4.40600409e6,0.5860254891950316,0.8870757706336136,A
EE-1,327575.0,4.40640489e6,0.9998895463750341,0.3932984404580881,B
MG-1(SP-1),328194.09,4.4071925e6,0.9774610090039086,0.65863281494396,B
MG-2(SP-2),328128.08,4.4076273e6,0.9124955639208373,0.6284140181795095,B
MGI-1,327853.91,4.40678619e6,0.256749611625511,0.18249366243498447,B
MGI-2,327994.35,4.40709171e6,0.11637884134596248,0.2935993948663438,A
