Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,0.7717063506134523,0.8283232247624942,0.1680572472519849,0.634525659698671,A
17-31,328813.04,4.40882204e6,0.1922643408385903,0.3771990248498153,0.268805938732156,0.3112738406361294,D
18-1,327026.54,4.40703217e6,0.30390207674751285,0.6460978272644023,0.42005218638753244,0.996263639470514,C
18-31,328801.97,4.40871725e6,0.10809889956301427,0.2660476692510793,0.17063203770948762,0.2695957926913599,D
18A-1,327056.33,4.40703775e6,0.33560626903388624,0.5437336918420176,0.4189290444660546,0.9736358997468709,C
18B-31,328791.32,4.40871144e6,0.11882799685469043,0.3569763491791099,0.20670312311265826,0.29403008151180426,D
18D-31,328751.91,4.40862911e6,0.11637405671948009,0.30832116015379324,0.13508313123536664,0.3639087069352038,D
22-13,327161.72,4.4051245e6,0.12061113556833464,0.3141734366088498,0.8065147654803113,0.45094669167137347,B
26-12,327300.66,4.40579963e6,0.4500324089076006,0.44916392118345155,0.3369020622481923,0.2969527803151669,A
27-1,327256.49,4.40720478e6,0.5298417499306035,0.43226402459647595,0.2917952547008567,1.0,C
27A-1,327256.49,4.40720478e6,0.529842971464249,0.43226402359301597,0.2917957715868137,0.999998923189425,C
46-1,327805.01,4.40748476e6,0.5249501468233394,0.49910968649273924,0.5065684999260899,0.42452836180461534,B
46A-1,327774.78,4.40740108e6,0.5334492675408078,0.4456548035810512,0.5548992877848794,0.3673640566744817,B
47A-1,327661.35,4.40729129e6,0.7980434065885732,0.5110084301312404,0.7506651377846243,0.34630430282183183,B
47C-1,327746.25,4.4073085e6,0.6569647211350902,0.4310806884380358,0.6336241774569734,0.33812921821261366,B
48A-1,327704.9,4.40718065e6,0.43848127121946345,0.11811914107879098,0.4398559473031955,0.2357262793166235,B
55-1,328014.47,4.40772054e6,0.5834069936560363,0.9540215078560539,0.5980949918858754,0.1485126372062572,A
56-1,327963.43,4.40755491e6,0.728922081247468,1.0,0.8375634667112103,0.32264661332877836,A
56A-1,327859.51,4.40755578e6,0.6469892099763866,0.7522391040007629,0.6344713522182369,0.30531147033496797,A
56B-1,327891.35,4.40745289e6,0.3440346150451659,0.26845474723498125,0.3873791862608044,0.35988243790411834,B
57-1,327931.46,4.40741438e6,0.7592996328627272,0.9525424341044157,0.8699356902513941,0.560564681904918,A
64-1,328156.6,4.40795433e6,0.4234770755528579,0.5346377718962518,1.0,0.24945660148515675,B
68A-1,328229.72,4.40707921e6,0.6355957687124103,0.6880801242323605,0.7049520919729864,0.582079064912799,B
68B-1,328065.7,4.40706164e6,0.6956398226082299,0.7694504786370875,0.6193647267933693,0.3543345952050093,A
77-1,328214.13,4.40718169e6,0.6758157793244242,0.836551370867238,0.716557920804212,0.5607583963077523,A
81-1,328567.28,4.40851194e6,0.16171556344964483,0.2349296007104243,0.1923430037621342,0.1920242635851582,D
81-11,326859.34,4.4069495e6,0.038994797618676386,0.36848732166569304,0.17349867129897073,0.8011442096315964,C
81A-1,328598.76,4.40855648e6,0.1558083463941409,0.20711057917189069,0.17877935982622753,0.17703344973350138,D
81B-1,328528.63,4.40843124e6,0.13076541943220724,0.32368031076569814,0.16470012545389293,0.23379438706632458,D
82A-11,326907.12,4.40670723e6,0.11994936388087378,0.22090131793816298,0.38957855830549043,0.9533253227050333,C
82A-11-RD1,326907.12,4.40670723e6,0.11994936388112173,0.22090131793813494,0.3895785583054047,0.9533253227048614,C
82A-11-RD2,326907.12,4.40670723e6,0.11994936388142174,0.22090131793810158,0.38957855830530197,0.9533253227046512,C
82A-11-RD3,326907.12,4.40670723e6,0.11994936388057664,0.22090131793819617,0.3895785583055922,0.9533253227052411,C
88-11,326889.0,4.40544507e6,0.6627921483116215,0.5615687208307975,0.38377003346983024,0.41603782484224,A
B1,327745.53,4.40596877e6,0.1397326651941837,0.4978864218462818,0.6172828842543507,0.38883727474267166,D
B2,327721.65,4.40609786e6,0.05829987344699957,2.0231713077200127e-16,0.06471138501123488,0.07154593187373698,B
B3,327738.97,4.40619405e6,0.15528629535706898,0.13823223266704127,0.16160062642566883,0.15015072207825375,B
