Name,S1,S2,S3,S4
15-12,0.05217286121603947,0.024819859399716673,1.6415713719315562e-17,0.020445114261243832
17-31,2.7359932447446354e-17,1.9498247402768297e-17,0.03920949717297075,0.015562477102664498
18-1,0.06037420867321349,0.058305360928383905,1.6415713719315562e-17,1.2718431126002095e-17
18-31,2.7359932447446354e-17,0.035383122410681346,0.03989290072444132,5.0186300094447796e-5
18A-1,0.038210202811725436,0.04604319743795908,1.6415713719315562e-17,0.009980049870156459
18B-31,2.7359932447446354e-17,0.03640304112927916,0.03862871122900706,6.599382221717241e-8
18D-31,0.022231522527028254,0.03177758024616085,0.032626046594489325,0.006459880840269888
22-13,2.7359932447446354e-17,0.02362915333826293,0.013403454944464044,0.012179630896002658
26-12,2.7359932447446354e-17,1.9498247402768297e-17,0.023697119175241282,0.026989394853563366
27-1,2.7359932447446354e-17,0.031751592585502766,1.6415713719315562e-17,0.026217733138804638
27A-1,2.7359932447446354e-17,0.03175160703633331,1.6415713719315562e-17,0.02621774528456836
46-1,2.7359932447446354e-17,6.351063327966092e-5,0.030004725998742182,0.030717755464643785
46A-1,2.7359932447446354e-17,1.9498247402768297e-17,0.026473991680427498,0.03346879932662027
47A-1,0.01490779606809322,1.9498247402768297e-17,0.02477715631671997,0.02985978604792502
47C-1,2.7359932447446354e-17,1.9498247402768297e-17,3.6933160720890076e-8,0.05165172868666216
48A-1,2.7359932447446354e-17,1.9498247402768297e-17,1.6415713719315562e-17,0.05806665506252675
55-1,0.023264847987734365,0.019842869696776618,0.028996176976466954,0.022292816993682296
56-1,0.019162577026712632,0.00876923975940876,0.03895873833994509,0.02219096292248294
56A-1,2.7359932447446354e-17,0.028670178361246173,1.6415713719315562e-17,0.041708992043392436
56B-1,2.7359932447446354e-17,1.9498247402768297e-17,0.017886373513469018,0.04798348210790308
57-1,1.0884701766898728e-11,1.1850390262717687e-16,0.039724199684829736,0.03367704675323019
64-1,2.7359932447446354e-17,0.02661219799696425,0.04441871149452801,1.2718431126002095e-17
68A-1,0.026180421312962516,1.9498247402768297e-17,0.03496152833903713,0.019949111147957003
68B-1,0.048412172139350416,0.0028268269386678277,0.03571444133861991,0.02060145579395145
77-1,0.04504743425178176,0.027164438805808586,0.020754048878595326,0.015261369161587313
81-1,2.7359932447446354e-17,0.014311010880938694,0.04621482802284972,0.0015674367266017772
81-11,2.7359932447446354e-17,1.9498247402768297e-17,1.6415713719315562e-17,0.04002100159101218
81A-1,2.7359932447446354e-17,0.013071497645769321,0.046949796853980576,0.0010388985109007424
81B-1,0.021020863983681904,0.03569638745736509,0.0342218423875162,1.389790782636612e-5
82A-11,2.7359932447446354e-17,0.061828008671997815,1.6415713719315562e-17,1.2718431126002095e-17
82A-11-RD1,2.7359932447446354e-17,0.061828008671997815,1.6415713719315562e-17,1.2718431126002095e-17
82A-11-RD2,2.7359932447446354e-17,0.061828008671997815,1.6415713719315562e-17,1.2718431126002095e-17
82A-11-RD3,2.7359932447446354e-17,0.061828008671997815,1.6415713719315562e-17,1.2718431126002095e-17
88-11,2.7359932447446354e-17,0.03435580192955793,1.4698152205252624e-16,0.022405960117065308
B1,2.7359932447446354e-17,1.9498247402768297e-17,1.8970429086285712e-17,0.04410815496001191
B2,2.7359932447446354e-17,5.988006359695438e-8,0.013937195149004173,0.041920758551974906
B3,0.05222989555683457,1.9498247402768297e-17,1.6415713719315562e-17,0.045121543825497594
B4,0.06137654438065602,1.9498247402768297e-17,0.03536101253977633,0.01663131958533816
B5,0.05694984112841407,0.03578815100497631,0.021090777225578002,1.2718431126002095e-17
B5A,0.07355959840822171,1.9498247402768297e-17,0.02926988742543406,0.018238459766552813
B6,0.06275436686633161,0.021499963258001586,1.6415713719315562e-17,0.031766086927883415
B7,0.06633612991692676,0.01661050488205177,0.02491671681529146,0.014422977149086826
B8,2.7359932447446354e-17,1.9498247402768297e-17,0.017488760540914524,0.03241181042807871
BCH-1,2.7359932447446354e-17,0.024001746483473797,0.01615948429066687,0.019818889101114442
BCH-2,0.031345555032458006,1.9498247402768297e-17,0.01908869080628112,0.025090528680280694
BCH-3,0.058558354619795104,0.02189414836755027,1.6415713719315562e-17,0.021613565608595373
EE-1,2.7359932447446354e-17,1.9498247402768297e-17,0.013585450432286074,0.03500600853650647
MG-1(SP-1),0.061853415026600106,0.0339908152418884,0.028367156005561594,1.2718431126002095e-17
MG-2(SP-2),2.7359932447446354e-17,0.025558495565815985,0.05133066253138851,1.2718431126002095e-17
MGI-1,0.03268007611854447,0.010623981181673669,0.036123794148948056,0.01589561892678437
MGI-2,0.07137131493600865,0.03147162482844985,0.03576608548936719,0.0013748430451330463
