Name,S1,S2,S3,S4,S5
Normal stress,3037.7926237943016,4506.468317603138,5513.600951927153,2241.6768193850057,4109.365583018815
Coulomb shear stress,3216.469866994528,4978.362405198896,5052.046368653397,1868.7024442702343,4050.0350996776338
Dilation,5884.104046405789,5290.6833790325045,6776.323045568481,1861.2960436194696,1876.175178915074
Faulting,8479.21997590269,6979.229253373729,7290.700626375028,909.0635768068487,1657.8823108172692
Fault dilation tendency,4443.772135726099,1925.3191605618904,3805.5352141261037,2367.851628920511,3202.2520421824106
Fault slip tendency,3309.434715608674,1344.259895755386,2714.4670346958565,1620.6037982668472,2161.3157957423855
Fault curvature,3943.3065198911386,1684.1598867926139,3501.975726761535,2086.5203125025146,2836.359764330061
Temperature,1144.3920457466536,491.84207429862875,926.8627435446892,471.0801811747407,561.390469332562
Fault density,11160.796414988266,4364.554869561463,7903.146086258867,1616.488392030345,1750.1909180978744
Fault intersection density,6608.720165608053,1610.9775533276725,6124.141474058228,1874.4576013844319,4345.18742775617
Inverse distance from faults,8825.111907840379,5927.912661265341,8381.559493197574,3248.0382168278584,5649.578731421227
