Name,S1,S2,S3
Normal stress,6367.1497556924305,3755.2209353906424,9659.164219019805
Coulomb shear stress,6853.918904287515,3925.5072769999974,8989.138229525412
Dilation,6676.105287684064,7634.401458821955,7482.600911088542
Faulting,8158.122293802359,10498.943119932263,6890.273545158013
Fault dilation tendency,3371.762279346909,4779.603229331893,7768.232495671418
Fault slip tendency,2317.7084099348267,3517.2046055057303,5410.375440212133
Fault curvature,3003.6068470532914,4202.954466521696,6988.522943397726
Temperature,870.9776900466939,1226.0472616370823,1520.2236575892985
Fault density,5840.017092301322,12420.919273571066,8317.240522769136
Fault intersection density,2633.5114615798175,7851.984710863145,10222.254334929834
Inverse distance from faults,8051.222588906466,10428.984582231322,13802.40821988485
