Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.45766255246041715,0.4124190111789742,A
17-31,328813.04,4.40882204e6,0.8995227461835229,1.981302230867388e-16,B
18-1,327026.54,4.40703217e6,2.218610923887973e-11,0.9900825568170861,A
18-31,328801.97,4.40871725e6,0.5776832616298416,0.47094632080563714,A
18A-1,327056.33,4.40703775e6,0.120850546591322,0.7919635206785018,A
18B-31,328791.32,4.40871144e6,0.5931825010667,0.474607128888993,A
18D-31,328751.91,4.40862911e6,0.5273386677854159,0.5441685768814978,A
22-13,327161.72,4.4051245e6,0.2921456227955896,0.36233940780409574,A
26-12,327300.66,4.40579963e6,0.7626706605178333,7.615895840566548e-15,B
27-1,327256.49,4.40720478e6,0.44241439999293913,0.3537297120454179,A
27A-1,327256.49,4.40720478e6,0.44241462699531403,0.35372984337345864,A
46-1,327805.01,4.40748476e6,0.7569846231964846,0.1890062618746384,B
46A-1,327774.78,4.40740108e6,0.90378750217936,7.445497632508972e-9,B
47A-1,327661.35,4.40729129e6,0.859050283144565,2.4533392990207314e-10,B
47C-1,327746.25,4.4073085e6,0.8803762852583764,5.277668652733406e-11,B
48A-1,327704.9,4.40718065e6,0.8703604060365022,1.9627216247149067e-12,B
55-1,328014.47,4.40772054e6,0.6728505326710585,0.41867676236205564,A
56-1,327963.43,4.40755491e6,0.8124269384627558,0.23526301299691063,B
56A-1,327859.51,4.40755578e6,0.6902106727509775,0.3576836497413119,A
56B-1,327891.35,4.40745289e6,1.0,1.981302230867388e-16,B
57-1,327931.46,4.40741438e6,0.9007150972074979,0.18266367082434837,B
64-1,328156.6,4.40795433e6,0.3684035597089249,0.5151771504169076,A
68A-1,328229.72,4.40707921e6,0.6091408270810509,0.3335144396266587,A
68B-1,328065.7,4.40706164e6,0.6352724501135102,0.45978297608270674,A
77-1,328214.13,4.40718169e6,0.3745865196063756,0.7263546870906114,A
81-1,328567.28,4.40851194e6,0.6993264865786976,0.2532545743925482,B
81-11,326859.34,4.4069495e6,0.6484005321040892,1.0711624584672215e-14,B
81A-1,328598.76,4.40855648e6,0.6817018760530321,0.24650123699715656,B
81B-1,328528.63,4.40843124e6,0.4349963343606497,0.5951182201757502,A
82A-11,326907.12,4.40670723e6,2.0197100937850483e-16,0.697363050247595,A
82A-11-RD1,326907.12,4.40670723e6,2.0197100937850483e-16,0.697363050247595,A
82A-11-RD2,326907.12,4.40670723e6,2.0197100937850483e-16,0.697363050247595,A
82A-11-RD3,326907.12,4.40670723e6,2.0197100937850483e-16,0.697363050247595,A
88-11,326889.0,4.40544507e6,0.3174767770648316,0.46519490060312957,A
B1,327745.53,4.40596877e6,0.7387486143397113,1.981302230867388e-16,B
B2,327721.65,4.40609786e6,0.8936035828662701,1.6099342864502197e-5,B
B3,327738.97,4.40619405e6,0.5431093072971307,0.3320357455737428,A
B4,327778.14,4.40639034e6,0.5794533944475624,0.44737146439923314,A
B5,327713.81,4.40629808e6,6.897928085470577e-7,1.0,A
B5A,327754.04,4.40637455e6,0.6116516886353199,0.4364804956348324,A
B6,327848.36,4.40636567e6,0.3376442978962219,0.6097789197603173,A
B7,327784.51,4.40629935e6,0.1488068074365183,0.9763142579179639,A
B8,327603.56,4.40643766e6,0.7509399793131052,1.1774536676235613e-8,B
BCH-1,328398.2,4.40887416e6,0.47843260353829736,0.3513052342509352,A
BCH-2,327732.14,4.40800628e6,0.7757925836499259,1.981302230867388e-16,B
BCH-3,327126.74,4.40600409e6,0.5049450057346598,0.377344355561876,A
EE-1,327575.0,4.40640489e6,0.7479575131410569,9.897281841761587e-8,B
MG-1(SP-1),328194.09,4.4071925e6,0.4079025265789392,0.6293264771335829,A
MG-2(SP-2),328128.08,4.4076273e6,0.5021896378868094,0.43400800958797975,A
MGI-1,327853.91,4.40678619e6,0.6462964695694587,0.3907417711054543,A
MGI-2,327994.35,4.40709171e6,0.34053686642321573,0.8462933354906459,A
