Name,X,Y,S1,S2,S3,Cluster
15-12,327137.93,4.40603467e6,0.4581431252028256,2.554804127615877e-16,0.5131784398172098,A
17-31,328813.04,4.40882204e6,1.1594062574896284e-9,0.5678174657971723,0.41323633875325044,B
18-1,327026.54,4.40703217e6,0.7071461160549453,0.2125711829474907,0.21883511159823504,A
18-31,328801.97,4.40871725e6,0.6607054631470968,0.1924166506814991,0.35877950436650363,A
18A-1,327056.33,4.40703775e6,0.6652139568810889,0.19872847430153204,0.23082570841422537,A
18B-31,328791.32,4.40871144e6,0.695115326208326,0.41919638884554294,0.10921505048271542,A
18D-31,328751.91,4.40862911e6,0.6259183854054238,0.42936476242079974,0.19343170709907995,A
22-13,327161.72,4.4051245e6,0.6110235118747587,0.10002381027177748,0.18743812346122446,A
26-12,327300.66,4.40579963e6,5.798752973135786e-10,0.399145859726752,0.5193327160192173,B
27-1,327256.49,4.40720478e6,0.5851202101652507,2.554804127615877e-16,0.39163762466423485,A
27A-1,327256.49,4.40720478e6,0.5851205587977414,2.554804127615877e-16,0.3916378148345211,A
46-1,327805.01,4.40748476e6,0.20712818184955814,0.3014737218094096,0.5581799928868993,B
46A-1,327774.78,4.40740108e6,1.2384171105612448e-6,0.3430949537831817,0.6569558057315232,B
47A-1,327661.35,4.40729129e6,5.65567141459076e-6,0.3612223572340028,0.5818001038991151,B
47C-1,327746.25,4.4073085e6,6.504936555741943e-8,3.4709523749410816e-7,0.8937593612835047,B
48A-1,327704.9,4.40718065e6,3.0808323633380294e-15,2.1418557227158545e-15,1.0,B
55-1,328014.47,4.40772054e6,0.38079864678891484,0.5009735729489455,0.3969396261189949,C
56-1,327963.43,4.40755491e6,0.2368698143088203,0.5352963246569347,0.44315288868176755,B
56A-1,327859.51,4.40755578e6,0.3827926982574248,2.554804127615877e-16,0.7255271515424977,B
56B-1,327891.35,4.40745289e6,1.0538888921891676e-15,0.30599563285974546,0.8097292670612664,B
57-1,327931.46,4.40741438e6,0.19233332772251455,0.5586460831413173,0.49554560644722145,B
64-1,328156.6,4.40795433e6,0.4705260960929436,0.7554222967404608,2.0641090330394464e-16,C
68A-1,328229.72,4.40707921e6,4.5697507571794675e-8,0.9724646493558105,0.22189467662957024,C
68B-1,328065.7,4.40706164e6,0.22056504849390995,0.7911269276164912,0.3124180256930276,C
77-1,328214.13,4.40718169e6,0.3813013496086288,0.6445952281773651,0.2730785801854187,C
81-1,328567.28,4.40851194e6,0.37120253188392416,0.32041736377453384,0.36910859560145975,A
81-11,326859.34,4.4069495e6,2.1555398049706766e-10,2.053377818057192e-12,0.7606128405166298,B
81A-1,328598.76,4.40855648e6,0.35799209276063154,0.2661688164076585,0.4115737894785851,A
81B-1,328528.63,4.40843124e6,0.6970314289076911,0.3501085652070003,0.15903531040111107,A
82A-11,326907.12,4.40670723e6,1.0,2.554804127615877e-16,2.0641090330394464e-16,A
82A-11-RD1,326907.12,4.40670723e6,1.0,2.554804127615877e-16,2.0641090330394464e-16,A
82A-11-RD2,326907.12,4.40670723e6,1.0,2.554804127615877e-16,2.0641090330394464e-16,A
82A-11-RD3,326907.12,4.40670723e6,1.0,2.554804127615877e-16,2.0641090330394464e-16,A
88-11,326889.0,4.40544507e6,0.6145751753668834,5.290582374427171e-7,0.34721987810511107,A
B1,327745.53,4.40596877e6,2.8703556856198984e-14,0.18838207822564107,0.6731072807707846,B
B2,327721.65,4.40609786e6,0.04776413177492112,0.12682599644113254,0.8934893393892902,B
B3,327738.97,4.40619405e6,9.910865999228334e-10,1.0,0.13678594334119806,C
B4,327778.14,4.40639034e6,0.19689335374407924,0.9187123134619093,0.10126323433217342,C
B5,327713.81,4.40629808e6,0.5908865041293242,0.6314959504478019,2.0641090330394464e-16,C
B5A,327754.04,4.40637455e6,0.24889173408905577,0.7708364695487955,0.15751044833521138,C
B6,327848.36,4.40636567e6,0.41244012497998245,0.7628858416860607,0.045695382712693744,C
B7,327784.51,4.40629935e6,0.39109355632483683,0.993579120459333,0.023256084049812154,C
B8,327603.56,4.40643766e6,0.0003695491310639967,0.5510430883547577,0.4242239453827234,B
BCH-1,328398.2,4.40887416e6,0.3990851744385021,0.20384466797687373,0.36512988684626707,A
BCH-2,327732.14,4.40800628e6,7.645626835956558e-11,0.3090678668893229,0.5793913762161406,B
BCH-3,327126.74,4.40600409e6,0.4387450919093304,2.554804127615877e-16,0.5423342712290822,A
EE-1,327575.0,4.40640489e6,0.0022068326963357735,0.515654096077738,0.44580132639439907,B
MG-1(SP-1),328194.09,4.4071925e6,0.3847466795187652,0.7359503053732963,0.17041578721431813,C
MG-2(SP-2),328128.08,4.4076273e6,0.4543387017645786,0.8235480768769721,2.0641090330394464e-16,C
MGI-1,327853.91,4.40678619e6,0.2767661059457204,0.831597832156862,0.1349753884231208,C
MGI-2,327994.35,4.40709171e6,0.5839066460363972,0.911208681486928,0.015578975822999929,C
