Name,S1,S2,S3,S4
Normal stress,3019.4295560403657,4768.871310418174,9028.157690553033,3028.954103830015
Coulomb shear stress,2743.4109502348533,5277.605408831342,8441.025001093203,3270.441433478104
Dilation,2801.694748340504,5167.179208025292,6909.562926687275,6829.957684335033
Faulting,1888.2052085354412,7014.30166525493,6266.962155847027,9974.973547516985
Fault dilation tendency,2446.7704251890955,2312.8183846932893,6706.847897188117,4526.404952709767
Fault slip tendency,1707.5081938767833,1609.3229377990178,4634.947805186852,3339.562641617043
Fault curvature,2141.795781763428,2029.1065256803954,6077.267597317809,4013.454721499206
Temperature,487.1508660420662,564.7218854167575,1400.0231619732008,1167.2726780975815
Fault density,2615.266444751189,4446.499794188104,7363.672572604945,12021.543245679535
Fault intersection density,2703.587648927007,1656.7828221541188,9469.006548286392,6979.98828087403
Inverse distance from contacts,4037.667081218695,944.8003882196325,2580.880172760365,3385.547171961731
Inverse distance from faults,4255.207538830676,6465.453860127507,12373.883266899464,9186.761908364224
Unit thickness,2036.9673978069832,7462.251534694352,11212.610411181484,9675.022181207347
Lithology,2470.396163010126,6022.9728874399,4078.009180380778,4156.043480163157
