Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,1.405156148003036e-8,0.4618087515940982,0.5108400148874583,2.44494404814831e-16,D
17-31,328813.04,4.40882204e6,2.73308319151752e-13,3.334683495756017e-11,0.2506648466354341,0.6106644418451109,C
18-1,327026.54,4.40703217e6,0.6498415640480898,0.7505649268912705,1.0051747991559942e-8,5.047587823976794e-11,A
18-31,328801.97,4.40871725e6,1.0065238637136451e-10,0.519051172848218,0.033214477507421965,0.5724330411871557,C
18A-1,327056.33,4.40703775e6,0.6394560617797005,0.7218215498744466,1.1223177996572038e-5,2.44494404814831e-16,A
18B-31,328791.32,4.40871144e6,2.1199490098869446e-11,0.5311758869126997,0.006144584931106448,0.5800127999331575,C
18D-31,328751.91,4.40862911e6,0.19876416950292664,0.4843585625996467,0.012606201751386924,0.5134761451125792,C
22-13,327161.72,4.4051245e6,4.81413665540803e-16,0.3621820887031187,0.148976062147922,0.30947899021382413,C
26-12,327300.66,4.40579963e6,2.8657132458112924e-8,6.447634741124655e-10,0.4792437540381319,0.37955331694280187,B
27-1,327256.49,4.40720478e6,3.1452011188380585e-13,0.5898846626260923,0.38871950480180156,5.270858445305887e-16,D
27A-1,327256.49,4.40720478e6,2.5809647606085097e-13,0.5898850756131243,0.38871965780231904,2.635705342630419e-16,D
46-1,327805.01,4.40748476e6,5.589287869733798e-11,0.007187921017331,0.5130914652093775,0.4384843934485904,B
46A-1,327774.78,4.40740108e6,5.557744026415384e-11,4.895000028831968e-10,0.5547900403999323,0.39671146731769913,B
47A-1,327661.35,4.40729129e6,4.806509800801425e-9,2.136246420939533e-7,0.5465171838373327,0.3613718855510152,B
47C-1,327746.25,4.4073085e6,1.2113255968888921e-8,2.1566105187798945e-7,0.8052237926904686,0.09179346489723,B
48A-1,327704.9,4.40718065e6,7.828738565596155e-11,2.279735504353291e-13,1.0,6.040360121178612e-14,B
55-1,328014.47,4.40772054e6,0.21802220283455903,0.28486995633822715,0.3352275504746741,0.43612220330546775,C
56-1,327963.43,4.40755491e6,3.508562305918614e-7,0.12347722791382418,0.4329484891558309,0.5610860889952426,B
56A-1,327859.51,4.40755578e6,1.2650118805319634e-6,0.39891707424996187,0.7114306774128348,5.684933686344546e-12,D
56B-1,327891.35,4.40745289e6,1.2310176171694331e-12,2.0921877401603788e-15,0.7812553166669717,0.28905290190013755,B
57-1,327931.46,4.40741438e6,3.0919596201560156e-7,0.00017289335377755253,0.5074869575167847,0.6085137820385224,B
64-1,328156.6,4.40795433e6,2.191022140217105e-8,0.33602344292427894,2.1905190336830174e-16,0.7546940826656587,C
68A-1,328229.72,4.40707921e6,0.5668628246409864,2.2803402943735725e-12,0.21049667859969526,0.494970009288191,A
68B-1,328065.7,4.40706164e6,0.5596499073956612,0.006597804769639544,0.2903139599738948,0.5104584881075155,A
77-1,328214.13,4.40718169e6,1.0,0.2989198720282029,7.382615978064258e-5,0.30457320788909453,A
81-1,328567.28,4.40851194e6,2.1824862415556274e-15,0.2181937423479538,0.08777574696492955,0.6270650450625188,C
81-11,326859.34,4.4069495e6,2.4287314812320176e-8,3.350141964796841e-8,0.7485886861455822,1.008646907048784e-14,B
81A-1,328598.76,4.40855648e6,2.476810553809442e-16,0.20171490680673554,0.09534132501962468,0.6199884329992482,C
81B-1,328528.63,4.40843124e6,0.14517493985764476,0.5496943920036217,0.02384329811266534,0.4535687654947232,C
82A-11,326907.12,4.40670723e6,1.581161969289998e-13,1.0,2.1905190336830174e-16,7.663400152943735e-16,D
82A-11-RD1,326907.12,4.40670723e6,1.7222542297190465e-13,0.999999999999987,2.1905190336830174e-16,8.745235927664535e-16,D
82A-11-RD2,326907.12,4.40670723e6,2.0315929111937722e-13,0.9999999999999584,2.1905190336830174e-16,8.11749926200585e-16,D
82A-11-RD3,326907.12,4.40670723e6,2.1539565099970458e-13,0.999999999999948,2.1905190336830174e-16,4.127958978169406e-16,D
88-11,326889.0,4.40544507e6,0.004448488650368538,0.5394877497268051,0.33421845644966097,0.06567297955774663,D
B1,327745.53,4.40596877e6,0.019080772279720003,6.823047010174334e-14,0.6503501068513386,0.16694122503060196,B
B2,327721.65,4.40609786e6,1.4253299604875885e-7,0.01219812297103793,0.026081263717962964,1.0,C
B3,327738.97,4.40619405e6,0.6606085643479664,3.060535767494304e-11,0.626738978138283,0.00027652930917623086,A
B4,327778.14,4.40639034e6,0.597533900487924,2.573349194162371e-5,0.15366591670385352,0.5369338959736688,A
B5,327713.81,4.40629808e6,0.5657534681190394,0.4516420950692501,2.1905190336830174e-16,0.31044503759643266,A
B5A,327754.04,4.40637455e6,0.7061586712054797,0.025730689242965468,0.12229594270685491,0.4613611845098893,A
B6,327848.36,4.40636567e6,0.7239869651671088,0.3303362952489215,0.3568007194985389,3.52997816293357e-5,A
B7,327784.51,4.40629935e6,0.6992780342832337,0.2991858309209157,0.17690919241537542,0.22884970116932862,A
B8,327603.56,4.40643766e6,0.20098347862563395,0.00017155686350490385,0.3921762353090153,0.38986154094994396,B
BCH-1,328398.2,4.40887416e6,2.476810553809442e-16,0.3412575019377068,0.34385147711482,0.24173421762637917,D
BCH-2,327732.14,4.40800628e6,1.5199403139704382e-8,1.2147810609730824e-10,0.602170511688677,0.24188360568497208,B
BCH-3,327126.74,4.40600409e6,0.0670814585034347,0.3991136473268561,0.5292454884432781,2.44494404814831e-16,D
EE-1,327575.0,4.40640489e6,0.2037085898892647,0.0017082184092765058,0.4210771069505163,0.34842426733515475,B
MG-1(SP-1),328194.09,4.4071925e6,0.841894413624562,0.31945315341818614,6.98965187489714e-7,0.34984124739526573,A
MG-2(SP-2),328128.08,4.4076273e6,0.04997470712998969,0.34103522997630453,2.2537034102753006e-14,0.7668052821142778,C
MGI-1,327853.91,4.40678619e6,0.36718305099807413,0.1688404231418173,0.32341581047190326,0.4153015584528044,A
MGI-2,327994.35,4.40709171e6,0.7234103614403341,0.48091614902148155,0.19593887401483448,0.1635744639179042,A
