Name,X,Y,S1,S2,S3,S4,S5,Cluster
15-12,327137.93,4.40603467e6,0.40534485335387144,2.576195405576684e-16,0.08438073809503578,0.6255723095498422,2.367005752070142e-16,D
17-31,328813.04,4.40882204e6,3.0713862978987506e-16,2.576195405576684e-16,0.5333868604201598,5.0034961002565674e-5,0.5141556670426574,B
18-1,327026.54,4.40703217e6,0.7190961009560946,0.2562360258262481,0.2570387896959018,2.380730466792254e-16,2.367005752070142e-16,C
18-31,328801.97,4.40871725e6,0.44214414125765583,2.576195405576684e-16,0.8263017763972285,0.00765426862418631,0.002460187230305192,E
18A-1,327056.33,4.40703775e6,0.7423374206898582,0.22020774968696985,0.2403751369402125,2.380730466792254e-16,2.367005752070142e-16,C
18B-31,328791.32,4.40871144e6,0.44330265368779753,7.761155972280092e-15,0.8309411795721613,0.0003859236425235408,1.0125085793418368e-5,E
18D-31,328751.91,4.40862911e6,0.4542552303194237,0.2385993875743378,0.5738695953733266,0.027444066759145454,0.0001969535172431443,E
22-13,327161.72,4.4051245e6,0.47971800104251056,0.0858393065981746,0.26785511103184895,0.08718320346085823,2.486204236242403e-13,C
26-12,327300.66,4.40579963e6,3.0713862978987506e-16,0.15713305326294247,0.3176824875297673,0.4308038087127038,0.1661841477626129,D
27-1,327256.49,4.40720478e6,0.6025629544890505,2.576195405576684e-16,2.4798508915710903e-16,0.3237941664996673,0.1653952607434891,C
27A-1,327256.49,4.40720478e6,0.6025635099890816,2.576195405576684e-16,2.4798508915710903e-16,0.3237945722496723,0.16539497053463237,C
46-1,327805.01,4.40748476e6,2.450783091939257e-14,2.576195405576684e-16,0.9663883839286603,0.2340266898178654,2.367005752070142e-16,E
46A-1,327774.78,4.40740108e6,3.0713862978987506e-16,2.576195405576684e-16,0.9197069734819947,0.28690268425072235,2.367005752070142e-16,E
47A-1,327661.35,4.40729129e6,3.0713862978987506e-16,2.576195405576684e-16,0.4005989484330056,0.10332264418057038,0.535014531812808,B
47C-1,327746.25,4.4073085e6,1.4258700325298079e-11,2.576195405576684e-16,0.4970056740143206,0.5954199361102541,0.05221407587406858,D
48A-1,327704.9,4.40718065e6,3.0713862978987506e-16,2.576195405576684e-16,6.617454333712295e-10,1.0,0.27113157709617675,D
55-1,328014.47,4.40772054e6,0.2658506352098922,0.25530667726302025,0.38379529905762994,0.0003370980368786607,0.4347724641240103,B
56-1,327963.43,4.40755491e6,0.06114473358291418,2.576195405576684e-16,0.5747596283374761,2.380730466792254e-16,0.565310202271583,B
56A-1,327859.51,4.40755578e6,0.39415794457036374,2.576195405576684e-16,0.42317040055619465,0.5028600431901864,2.175556189409224e-5,D
56B-1,327891.35,4.40745289e6,3.0713862978987506e-16,2.576195405576684e-16,8.43411887657108e-11,0.30281112176831243,0.8530223515827402,B
57-1,327931.46,4.40741438e6,2.0144044296393093e-10,2.1945239821180452e-11,0.5616836626416252,0.11084474236612665,0.5730979834328183,B
64-1,328156.6,4.40795433e6,0.4053302244576595,0.5877938690153925,2.4798508915710903e-16,2.380730466792254e-16,0.2664753421091872,A
68A-1,328229.72,4.40707921e6,3.0713862978987506e-16,0.7564669586215238,2.4798508915710903e-16,0.19066867849295557,0.3780588585488206,A
68B-1,328065.7,4.40706164e6,0.06367819964106954,1.0,2.4798508915710903e-16,0.4583542059220711,4.002302316044178e-11,A
77-1,328214.13,4.40718169e6,0.39226504320821554,0.6867243013045574,0.3815283000931147,2.380730466792254e-16,2.367005752070142e-16,A
81-1,328567.28,4.40851194e6,0.023470277545338022,2.576195405576684e-16,1.0,0.09076704260282231,3.5226945284400644e-9,E
81-11,326859.34,4.4069495e6,1.4420652511741126e-12,2.576195405576684e-16,2.4798508915710903e-16,0.46136994618445987,0.41969009351393527,D
81A-1,328598.76,4.40855648e6,0.01024083725361742,2.576195405576684e-16,0.9870467771040496,0.10524864215119757,3.990106213054386e-7,E
81B-1,328528.63,4.40843124e6,0.48083166309167374,0.1706289285544677,0.5754699913436544,0.03973314451822792,3.886696467506506e-9,E
82A-11,326907.12,4.40670723e6,1.0,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,2.367005752070142e-16,C
82A-11-RD1,326907.12,4.40670723e6,1.0,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,2.367005752070142e-16,C
82A-11-RD2,326907.12,4.40670723e6,1.0,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,2.367005752070142e-16,C
82A-11-RD3,326907.12,4.40670723e6,1.0,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,2.367005752070142e-16,C
88-11,326889.0,4.40544507e6,0.5172581050962387,2.576195405576684e-16,0.3483058228499502,0.16129867796862282,2.367005752070142e-16,C
B1,327745.53,4.40596877e6,3.0713862978987506e-16,2.576195405576684e-16,0.10749443741549819,0.31993913631218207,0.5565887231517266,B
B2,327721.65,4.40609786e6,4.709172000674497e-6,2.576195405576684e-16,0.01586415205036574,0.0868803213441573,0.9925970785251005,B
B3,327738.97,4.40619405e6,3.0713862978987506e-16,0.5324205077272872,2.0726367343230694e-11,0.00729907213626954,0.6005211245488953,A
B4,327778.14,4.40639034e6,5.001510434261294e-13,0.6917805930787427,0.10246843745882968,0.5485473510308477,0.05470650488264245,A
B5,327713.81,4.40629808e6,0.5699973667822434,0.7406318028594818,5.308442306341438e-16,2.380730466792254e-16,2.367005752070142e-16,A
B5A,327754.04,4.40637455e6,0.0006913196213645816,0.8163686042829513,0.002030459626222978,0.5872407196822864,5.771286876039318e-5,A
B6,327848.36,4.40636567e6,0.4099625536470984,0.536019773824542,2.9925938450554704e-14,0.05470959119291603,0.25771212620822537,A
B7,327784.51,4.40629935e6,0.3919307850796427,0.7468362774528885,0.07403600162442726,0.04444320261448276,0.08142049351944759,A
B8,327603.56,4.40643766e6,3.0713862978987506e-16,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,1.0,B
BCH-1,328398.2,4.40887416e6,0.34062749404957116,0.2772202888603862,3.5320366509072365e-8,0.5000109571089799,2.367005752070142e-16,D
BCH-2,327732.14,4.40800628e6,3.0713862978987506e-16,2.576195405576684e-16,2.4798508915710903e-16,0.49277015346833763,0.5201833969223957,D
BCH-3,327126.74,4.40600409e6,0.39323084497971034,3.478323320349003e-10,6.38079629411556e-9,0.7478372607148955,2.367005752070142e-16,D
EE-1,327575.0,4.40640489e6,3.0713862978987506e-16,2.576195405576684e-16,2.4798508915710903e-16,2.380730466792254e-16,0.9967246850340188,B
MG-1(SP-1),328194.09,4.4071925e6,0.3400526398674962,0.6418733290846428,2.4798508915710903e-16,0.1841098517036929,0.23175741694029875,A
MG-2(SP-2),328128.08,4.4076273e6,0.3855909216187895,0.6682788841925549,2.4798508915710903e-16,2.380730466792254e-16,0.2683188680599897,A
MGI-1,327853.91,4.40678619e6,0.10032604572223168,0.3917044294877014,0.3756711016922074,0.2637344188204885,0.22764836991654014,A
MGI-2,327994.35,4.40709171e6,0.5304430970290475,0.7590355024954188,0.08572994735764418,0.09497031763684709,0.01579877735932979,A
