Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.9774014636406226,2.0939024807437878e-14,B
17-31,328813.04,4.40882204e6,3.968597210103747e-5,0.8545384171346574,A
18-1,327026.54,4.40703217e6,0.6310254350614823,0.30060990720376096,B
18-31,328801.97,4.40871725e6,0.750163790178091,0.33429041510607893,B
18A-1,327056.33,4.40703775e6,0.5345445219594316,0.3599605255561073,B
18B-31,328791.32,4.40871144e6,0.6535774153168257,0.44912965153114764,B
18D-31,328751.91,4.40862911e6,0.6331261836837008,0.4884684208265337,B
22-13,327161.72,4.4051245e6,0.5215828640339591,0.21339498995677136,B
26-12,327300.66,4.40579963e6,0.28200023105918937,0.6011623922921924,A
27-1,327256.49,4.40720478e6,0.9166249791492711,2.104237564270032e-9,B
27A-1,327256.49,4.40720478e6,0.9166254709268209,2.174515735998821e-9,B
46-1,327805.01,4.40748476e6,0.41208804808882626,0.5883498941110219,A
46A-1,327774.78,4.40740108e6,0.30991832482113224,0.6738503251352314,A
47A-1,327661.35,4.40729129e6,0.08216641980175836,0.8429889139951955,A
47C-1,327746.25,4.4073085e6,0.4981717756224415,0.5027012014717902,B
48A-1,327704.9,4.40718065e6,0.35578307476177334,0.5504608383356785,A
55-1,328014.47,4.40772054e6,0.3763549126180294,0.7286261109918232,A
56-1,327963.43,4.40755491e6,0.23768798556903997,0.8407159419754282,A
56A-1,327859.51,4.40755578e6,0.7175415366950421,0.39077624938805977,B
56B-1,327891.35,4.40745289e6,0.01823455079539632,0.9231114667568324,A
57-1,327931.46,4.40741438e6,0.24798625474423353,0.8785849149010927,A
64-1,328156.6,4.40795433e6,0.2875581376944044,0.6332699472713678,A
68A-1,328229.72,4.40707921e6,0.04581633695346312,0.9571153304433211,A
68B-1,328065.7,4.40706164e6,0.3311805494493044,0.8073266964317792,A
77-1,328214.13,4.40718169e6,0.29780736434676813,0.7790333571882126,A
81-1,328567.28,4.40851194e6,0.4541709550286651,0.48330478151733597,B
81-11,326859.34,4.4069495e6,0.5915301989009207,0.22224775709280134,B
81A-1,328598.76,4.40855648e6,0.4606637001539818,0.45211805488167706,B
81B-1,328528.63,4.40843124e6,0.7028190102913475,0.3854599712953448,B
82A-11,326907.12,4.40670723e6,0.7249368755751515,4.1605175756196133e-16,B
82A-11-RD1,326907.12,4.40670723e6,0.7249368755751512,4.292388347298444e-16,B
82A-11-RD2,326907.12,4.40670723e6,0.7249368755751512,4.2753757590134496e-16,B
82A-11-RD3,326907.12,4.40670723e6,0.7249368755751512,4.254864602072339e-16,B
88-11,326889.0,4.40544507e6,0.606187468475714,0.23836177641879308,B
B1,327745.53,4.40596877e6,0.2242591390965607,0.6422475374968885,A
B2,327721.65,4.40609786e6,0.22399249007391828,0.6726732338444437,A
B3,327738.97,4.40619405e6,6.73162512067744e-5,1.0,A
B4,327778.14,4.40639034e6,0.16130616076823182,0.9305542460543871,A
B5,327713.81,4.40629808e6,0.38259653067622146,0.5595109354774441,A
B5A,327754.04,4.40637455e6,0.2065532264396091,0.8506922730985708,A
B6,327848.36,4.40636567e6,0.4058470474787815,0.6923134926472639,A
B7,327784.51,4.40629935e6,0.27943047299770324,0.9856734921718456,A
B8,327603.56,4.40643766e6,0.0026513893406053765,0.8869234059923147,A
BCH-1,328398.2,4.40887416e6,0.6233578025542388,0.2658419075718741,B
BCH-2,327732.14,4.40800628e6,0.43670609195651416,0.49225420082770477,B
BCH-3,327126.74,4.40600409e6,1.0,2.700732633148154e-12,B
EE-1,327575.0,4.40640489e6,0.01906762684331234,0.8698302976824142,A
MG-1(SP-1),328194.09,4.4071925e6,0.39697303474261625,0.6550093944330496,A
MG-2(SP-2),328128.08,4.4076273e6,0.28995836202304315,0.6739984948676555,A
MGI-1,327853.91,4.40678619e6,0.2829741225971536,0.8226884440934376,A
MGI-2,327994.35,4.40709171e6,0.5606692531331943,0.8058379795070634,A
