Name,S1,S2,S3,S4,S5
15-12,0.02708002019146314,2.29666666948941e-17,0.006636530463617085,0.0601330280282527,2.1197112819068192e-17
17-31,2.0519121502270584e-17,2.29666666948941e-17,0.041950784361291536,4.809601810100725e-6,0.04604389182972931
18-1,0.048040913243058134,0.02284332697603883,0.020216056373278803,2.288472966304265e-17,2.1197112819068192e-17
18-31,0.02953848352514205,2.29666666948941e-17,0.06498849186439785,0.0007357652228008318,0.00022031575644124044
18A-1,0.049593604494616014,0.019631422289417496,0.018905462964819687,2.288472966304265e-17,2.1197112819068192e-17
18B-31,0.02961588068398277,6.9190357997142155e-16,0.06535338012205645,3.709684213697516e-5,9.06726084962525e-7
18D-31,0.030347593431483855,0.02127102857245802,0.045134744466791415,0.002638056081517536,1.7637667003825294e-5
22-13,0.03204869396256625,0.00765253574978638,0.021066758176449065,0.008380470070801534,2.226456426681037e-14
26-12,2.0519121502270584e-17,0.014008341344096148,0.024985672723962456,0.04141094020392381,0.014882195050789287
27-1,0.04025564118843234,2.29666666948941e-17,1.95039843910867e-17,0.031124657201531538,0.014811548297475566
27A-1,0.04025567829992379,2.29666666948941e-17,1.95039843910867e-17,0.031124696204179274,0.014811522308565857
46-1,1.6373035223089919e-15,2.29666666948941e-17,0.0760062793288786,0.022495774322721457,2.1197112819068192e-17
46A-1,2.0519121502270584e-17,2.29666666948941e-17,0.0723347944674285,0.027578469970712553,2.1197112819068192e-17
47A-1,2.0519121502270584e-17,2.29666666948941e-17,0.031507038039585704,0.00993187096617868,0.047911853956242416
47C-1,9.52586148604682e-13,2.29666666948941e-17,0.039089410339972236,0.057234636444287244,0.004675897623307595
48A-1,2.0519121502270584e-17,2.29666666948941e-17,5.204616393354377e-11,0.09612482379778611,0.024280492869496142
55-1,0.017760779518550224,0.022760475967730884,0.03018543392119057,3.2403489397540866e-5,0.03893493272925442
56-1,0.00408491832652286,2.29666666948941e-17,0.045204745405554816,2.288472966304265e-17,0.050624905008536336
56A-1,0.02633265233115637,2.29666666948941e-17,0.03328227884697124,0.04833733304660378,1.948263537205078e-6
56B-1,2.0519121502270584e-17,2.29666666948941e-17,6.633419915702876e-12,0.029107665723988988,0.07639022848961112
57-1,1.3457704514329264e-11,1.9564083043605375e-12,0.0441763229641205,0.010654931328854922,0.051322319772909186
64-1,0.027079042873504076,0.05240156024560895,1.95039843910867e-17,2.288472966304265e-17,0.023863515689592843
68A-1,2.0519121502270584e-17,0.06743869066279815,1.95039843910867e-17,0.018327993123892085,0.033856091265932926
68B-1,0.004254172509576072,0.08914955226291534,1.95039843910867e-17,0.04405921728123326,3.5841591705051485e-12
77-1,0.02620619258537869,0.06122116398936466,0.030007134844545272,2.288472966304265e-17,2.1197112819068192e-17
81-1,0.0015679873188673046,2.29666666948941e-17,0.07864982712218678,0.00872496597684244,3.1546587194032946e-10
81-11,9.634057468865938e-14,2.29666666948941e-17,1.95039843910867e-17,0.04434910478257527,0.03758426971915758
81A-1,0.0006841633175081708,2.29666666948941e-17,0.07763105838074513,0.010117007181740112,3.573237263331856e-8
81B-1,0.03212309478578696,0.015211492583731766,0.04526061533318474,0.0038193415157466294,3.480631318413789e-10
82A-11,0.06680736160185541,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,2.1197112819068192e-17
82A-11-RD1,0.06680736160185541,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,2.1197112819068192e-17
82A-11-RD2,0.06680736160185541,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,2.1197112819068192e-17
82A-11-RD3,0.06680736160185541,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,2.1197112819068192e-17
88-11,0.03455664926865495,2.29666666948941e-17,0.027394192752799598,0.015504806998549715,2.1197112819068192e-17
B1,2.0519121502270584e-17,2.29666666948941e-17,0.008454418919325659,0.030754093104024372,0.04984387531863778
B2,3.1460735669439404e-7,2.29666666948941e-17,0.0012477128162013502,0.008351355580702156,0.08888948511837226
B3,2.0519121502270584e-17,0.04746504987948171,1.6301252084160317e-12,0.0007016220229862398,0.05377812882864267
B4,3.3413771613714715e-14,0.06167193013714394,0.008059124891617562,0.052729017462582566,0.004899100709493813
B5,0.03808002019472674,0.06602699361659858,4.175080696818566e-17,2.288472966304265e-17,2.1197112819068192e-17
B5A,4.618523992696137e-5,0.07277889555332621,0.0001596952985810172,0.05644841070634489,5.168327914523288e-6
B6,0.027388516564721747,0.047785922840527066,2.3536698856053295e-15,0.005258949813467965,0.023078748369327218
B7,0.026183861681714764,0.06658011974862742,0.005822918728579144,0.004272095020326462,0.007291403434091857
B8,2.0519121502270584e-17,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,0.08955243476079247
BCH-1,0.02275642416650355,0.024714064630099484,2.7779407198308175e-9,0.04806346514906308,2.1197112819068192e-17
BCH-2,2.0519121502270584e-17,2.29666666948941e-17,1.95039843910867e-17,0.04736744417495198,0.046583689716540255
BCH-3,0.026270715253562657,3.1009096663477065e-11,5.018485254340789e-10,0.07188572491563837,2.1197112819068192e-17
EE-1,2.0519121502270584e-17,2.29666666948941e-17,1.95039843910867e-17,2.288472966304265e-17,0.08925912233098039
MG-1(SP-1),0.02271801967529333,0.05722271989740282,1.95039843910867e-17,0.017697527054454012,0.020754440960875885
MG-2(SP-2),0.025760312130979155,0.05957676331252691,1.95039843910867e-17,2.288472966304265e-17,0.02402860792703191
MGI-1,0.0067025184146494105,0.03492027450822927,0.029546467202893563,0.02535142453853098,0.02038646579535171
MGI-2,0.035437503792427646,0.06766767519912355,0.0067426455388728875,0.009129005048861705,0.0014148189787716663
