Name,S1,S2,S3,S4,S5
Normal stress,4824.903255785681,2039.0684769906081,3708.8352880816824,5053.160012545241,4243.54557091878
Coulomb shear stress,5283.186131845954,1952.0335034000523,3695.3382527256936,5009.10184926156,3945.5919397856605
Dilation,5300.93345644388,3211.6987712907867,4835.78087316938,2757.663477488532,5322.093199016168
Faulting,6981.094760620026,3675.774162242718,5806.034916814702,2414.757033885531,6056.073158764589
Fault dilation tendency,2052.896571119688,2861.033382746099,5652.1877612451735,4068.6361656032395,2673.633527851333
Fault slip tendency,1445.860099151047,2049.6858202777807,3993.737920101941,2803.863985959236,1910.9450641720837
Fault curvature,1823.8473695871658,2510.491022906236,5099.594513718554,3626.7619232058732,2408.7715025801053
Temperature,552.4367865163961,620.3430866183264,1591.875190678535,631.7014888996897,523.9305634327283
Fault density,4285.1330965792595,5599.060640580889,7709.380368703035,3110.2456648796,6039.715272176552
Fault intersection density,1603.851224614694,3755.925843927624,5578.4152226826145,5093.197459726324,5091.022754746343
Inverse distance from contacts,1335.5385432175578,4113.600522180419,678.4108167255168,550.3101851442929,3586.1361037679612
Inverse distance from faults,6316.49981518577,4951.724243517296,8040.067291499286,7095.153715842963,6681.901880867646
Unit thickness,7435.6728384126845,3413.251805962007,5945.881675890246,5961.93086144631,7201.111036469075
Lithology,5839.345208459618,3082.1572441625917,3073.073567303589,2307.730596640639,2664.656445842962
