Name,S1,S2
Normal stress,9882.767453127512,10339.772077938876
Coulomb shear stress,10326.639195537753,9731.426298942093
Dilation,9288.442753709052,12986.091077351362
Faulting,11323.814326436233,14535.263466147993
Fault dilation tendency,6380.464002297539,9639.850757305872
Fault slip tendency,4347.455900612205,7004.225312710914
Fault curvature,5653.432381468254,8644.722963997621
Temperature,1419.4227305750678,2237.4532156469604
Fault density,8205.356813899683,18848.562905278977
Fault intersection density,6279.78295329007,14679.259275511567
Inverse distance from contacts,2050.6659284483962,8760.968348308024
Inverse distance from faults,14112.810009518653,18331.281546573555
Unit thickness,13947.689078248179,16766.25882197088
Lithology,9655.469459950284,7897.477524415636
