Name,S1,S2,S3,S4,S5,S6
Normal stress,3409.9256214300435,2761.6019753856526,2534.259143432287,3105.9247736139823,4617.449616175677,5150.410726312178
Coulomb shear stress,3286.954380981744,2552.641002223914,2349.616928937888,3577.232125162434,4380.148672861663,5480.164813646848
Dilation,1134.0090915018272,3097.5978115129165,4178.763074156153,3640.3562002906942,6026.929200785832,2271.917912542293
Faulting,845.3577153340703,2541.105413030187,5720.077900473409,5194.700569622825,6704.693238022942,1789.179694626374
Fault dilation tendency,2696.1191057234896,1828.4297943928545,3746.4897958969154,2077.643520311954,2276.691750170303,28888.318741993644
Fault slip tendency,1862.3722899310026,1312.8128483542027,2854.871371648788,1430.7974303334208,1544.4268389057543,20100.062297548197
Fault curvature,2401.70481334336,1616.8810080005182,3414.895171117431,1802.327680388218,2003.099674297192,26409.959670583827
Temperature,456.6184002714817,421.0718205934935,1002.5241464461761,434.6106623270696,433.0084383941636,5873.046835859159
Fault density,1538.1279338420798,3453.522294081642,7844.4677870213845,3564.8730119343268,6613.924169843276,2310.4850375393075
Fault intersection density,3301.6823114287204,2687.89227156918,5504.735458526257,1299.6812441569148,4895.358701467577,10061.817342929715
Inverse distance from faults,4223.458712751579,3835.81680122352,6333.178068794735,5495.310549736167,7236.975429217694,10588.584299397831
