Name,X,Y,S1,S2,S3,S4,Signal
15-12,327137.93,4.40603467e6,0.44421275141640193,2.0348190538389298e-16,0.4947904444455074,2.9374571677182525e-16,A
17-31,328813.04,4.40882204e6,1.634920267932188e-16,0.23952350790121552,2.103333741676461e-16,0.6920110927175662,D
18-1,327026.54,4.40703217e6,1.634920267932188e-16,2.0348190538389298e-16,1.0,2.9374571677182525e-16,C
18-31,328801.97,4.40871725e6,1.634920267932188e-16,0.00012237095864059085,0.2766958847883308,0.8414182150348465,D
18A-1,327056.33,4.40703775e6,1.634920267932188e-16,0.17235957688268905,0.7352707413344112,2.9374571677182525e-16,C
18B-31,328791.32,4.40871144e6,1.634920267932188e-16,3.328813385416907e-8,0.3061493788739069,0.788178049400078,D
18D-31,328751.91,4.40862911e6,1.634920267932188e-16,0.16693213675910964,0.4177890562152351,0.5361002325232624,C
22-13,327161.72,4.4051245e6,1.634920267932188e-16,0.21764263458088395,2.103333741676461e-16,0.5103826640781322,D
26-12,327300.66,4.40579963e6,0.3292643243843284,0.06968263596802733,2.103333741676461e-16,0.5336309971702551,A
27-1,327256.49,4.40720478e6,0.1541577692993559,0.31201535436370054,0.35540871287339176,2.9374571677182525e-16,C
46-1,327805.01,4.40748476e6,7.056785943619187e-14,0.581550137512352,2.103333741676461e-16,0.48386677613838636,B
46A-1,327774.78,4.40740108e6,0.016450102770255444,0.62436533624106,2.103333741676461e-16,0.4156654510282231,B
47A-1,327661.35,4.40729129e6,1.634920267932188e-16,0.6454906998637089,2.103333741676461e-16,0.3294826815904703,B
47C-1,327746.25,4.4073085e6,0.03297020842088138,0.8874683863555362,2.103333741676461e-16,2.9374571677182525e-16,B
48A-1,327704.9,4.40718065e6,1.634920267932188e-16,1.0,2.103333741676461e-16,2.9374571677182525e-16,B
55-1,328014.47,4.40772054e6,1.634920267932188e-16,0.426202024006335,0.31193019806383193,0.48268609599627693,C
56-1,327963.43,4.40755491e6,1.634920267932188e-16,0.5091945845975014,0.04216352277412271,0.6700535234987159,B
56A-1,327859.51,4.40755578e6,0.09851131453931189,0.6518737463406294,0.33294665844389787,2.9374571677182525e-16,B
56B-1,327891.35,4.40745289e6,1.634920267932188e-16,0.8425823486234878,2.103333741676461e-16,0.2857574344557787,B
57-1,327931.46,4.40741438e6,1.634920267932188e-16,0.6216750933371263,2.103333741676461e-16,0.6272826560262846,B
64-1,328156.6,4.40795433e6,1.634920267932188e-16,2.0348190538389298e-16,0.17400679726574972,0.9117642528280359,D
68A-1,328229.72,4.40707921e6,0.35111881628636804,2.0348190538389298e-16,2.103333741676461e-16,0.7912425728993066,A
68B-1,328065.7,4.40706164e6,0.45153115079920825,2.0348190538389298e-16,0.15379302631068067,0.6914548499673218,A
77-1,328214.13,4.40718169e6,1.634920267932188e-16,0.2714262255199059,0.5955607941503375,0.308542135279581,C
81-1,328567.28,4.40851194e6,1.634920267932188e-16,2.8799192065988927e-13,2.103333741676461e-16,1.0,D
81-11,326859.34,4.4069495e6,0.0750917608554842,0.6603582833103616,2.103333741676461e-16,2.9374571677182525e-16,B
81A-1,328598.76,4.40855648e6,1.634920267932188e-16,2.0348190538389298e-16,2.103333741676461e-16,0.9910319600460085,D
81B-1,328528.63,4.40843124e6,1.634920267932188e-16,1.1390197945481449e-7,0.43694788758787895,0.6434259884649235,C
82A-11,326907.12,4.40670723e6,1.634920267932188e-16,2.0348190538389298e-16,0.7043483853189741,2.9374571677182525e-16,C
88-11,326889.0,4.40544507e6,1.634920267932188e-16,0.3303837435215755,0.46246441153981055,2.9374571677182525e-16,C
B1,327745.53,4.40596877e6,1.634920267932188e-16,0.793877406072653,2.103333741676461e-16,2.9374571677182525e-16,B
B2,327721.65,4.40609786e6,1.634920267932188e-16,0.045833872659730455,2.103333741676461e-16,0.9715340882682361,D
B3,327738.97,4.40619405e6,0.9892747383666719,0.4234355724626574,2.103333741676461e-16,2.9374571677182525e-16,A
B4,327778.14,4.40639034e6,1.0,2.0348190538389298e-16,2.103333741676461e-16,0.5591025073757727,A
B5,327713.81,4.40629808e6,1.634920267932188e-16,2.0348190538389298e-16,0.6814118564407777,0.3482458029941215,C
B5A,327754.04,4.40637455e6,0.6897992584258668,2.0348190538389298e-16,0.1583683101519556,0.49026400999410136,A
B6,327848.36,4.40636567e6,0.866002982362116,0.22651284876923097,0.319977712812442,2.9374571677182525e-16,A
B7,327784.51,4.40629935e6,0.901601909270196,0.23648431494941208,0.3198785352620736,0.04197216658445122,A
B8,327603.56,4.40643766e6,1.634920267932188e-16,0.5829860410166692,2.103333741676461e-16,0.26482491869263725,B
BCH-1,328398.2,4.40887416e6,0.37399749694685097,2.0348190538389298e-16,0.2175445007299807,0.3808257021696833,A
BCH-2,327732.14,4.40800628e6,0.508224899435907,2.0348190538389298e-16,2.103333741676461e-16,0.46515840634999345,A
BCH-3,327126.74,4.40600409e6,0.5166013886672248,2.0348190538389298e-16,0.4350651124650612,2.9374571677182525e-16,A
EE-1,327575.0,4.40640489e6,1.634920267932188e-16,0.6297858678593288,2.103333741676461e-16,0.19358157914829077,B
MG-1(SP-1),328194.09,4.4071925e6,0.18769030601899395,2.0348190538389298e-16,0.5153799701676911,0.47883367153316486,C
MG-2(SP-2),328128.08,4.4076273e6,1.634920267932188e-16,2.0348190538389298e-16,0.1954650809949854,0.9959415518129139,D
MGI-1,327853.91,4.40678619e6,0.6232755870112535,4.25283169428478e-14,2.103333741676461e-16,0.8220633784891671,A
MGI-2,327994.35,4.40709171e6,0.8111638643032497,0.013364689807701634,0.4682001611328114,0.31901512543618404,A
