Name,S1,S2,S3,S4
Normal stress,6050.984171839057,6261.169354624598,4152.393205090811,3573.5664177629706
Coulomb shear stress,5834.0145309842255,5684.29108977558,4405.911803698256,3778.9134884224727
Dilation,2184.5922671671196,6901.348728037165,4234.012029360374,7079.3134087685285
Faulting,1309.4573134259933,7236.21140379014,4943.31037989876,9817.637945681761
Fault dilation tendency,5002.978391176202,4373.385002390613,3014.713160620301,4685.743719446724
Fault slip tendency,3480.7597895496465,3073.351773284131,2079.789827121446,3461.068665088707
Fault curvature,4482.031115504078,3972.009373956911,2660.907772637338,4138.683882828842
Temperature,741.3812250279095,1088.809258301922,667.6426975295816,1230.6428193311046
Fault density,2615.2816194100456,7291.797625918857,3797.9376225962774,11924.102282209104
Fault intersection density,5275.665727273391,6709.962629179,2339.569643725018,7072.957922507031
Inverse distance from faults,6874.65633359526,8960.16059162199,6213.993494269942,9930.666711599348
