Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.779372348764262,1.3116832520634826e-5,B
17-31,328813.04,4.40882204e6,0.1096803431210497,0.5855330587150032,A
18-1,327026.54,4.40703217e6,0.29644777334521955,0.4533597316898798,A
18-31,328801.97,4.40871725e6,0.467882499769202,0.4935180118532691,B
18A-1,327056.33,4.40703775e6,0.3128062527565347,0.4100213206396574,A
18B-31,328791.32,4.40871144e6,0.20647577061907504,0.6601814027489127,A
18D-31,328751.91,4.40862911e6,0.2949461618618843,0.6301527388695195,A
22-13,327161.72,4.4051245e6,0.19174453864715513,0.3798695123967213,A
26-12,327300.66,4.40579963e6,0.4305441632878705,0.3330904913336407,B
27-1,327256.49,4.40720478e6,0.5518009803890507,0.16705413569268426,B
46-1,327805.01,4.40748476e6,0.566450287179744,0.3531738357008078,B
46A-1,327774.78,4.40740108e6,0.5867757651631677,0.33400741328866107,B
47A-1,327661.35,4.40729129e6,0.5477426468844477,0.3241377014733256,B
47C-1,327746.25,4.4073085e6,0.923391643862531,2.1475946155984415e-6,B
48A-1,327704.9,4.40718065e6,0.9881762183101747,1.6878977031790598e-15,B
55-1,328014.47,4.40772054e6,0.4934244474438878,0.5087581628811031,B
56-1,327963.43,4.40755491e6,0.5073376738572141,0.4971307364036366,B
56A-1,327859.51,4.40755578e6,1.0,7.021984051875038e-6,B
56B-1,327891.35,4.40745289e6,0.7956544392830581,0.23268207020165727,B
57-1,327931.46,4.40741438e6,0.5471592367373911,0.5081529491652098,B
64-1,328156.6,4.40795433e6,1.7483848864869561e-16,0.7642197405376581,A
68A-1,328229.72,4.40707921e6,0.2508484710998116,0.6213611040246814,A
68B-1,328065.7,4.40706164e6,0.3690481116599271,0.620514722757165,A
77-1,328214.13,4.40718169e6,0.33786522896274096,0.5933315044775638,A
81-1,328567.28,4.40851194e6,0.26203694831932167,0.5118370293588167,A
81-11,326859.34,4.4069495e6,0.7053465391505025,1.8436721965639904e-16,B
81A-1,328598.76,4.40855648e6,0.3124445191840248,0.4623006439616549,A
81B-1,328528.63,4.40843124e6,0.15913180532926383,0.7060159561771128,A
82A-11,326907.12,4.40670723e6,1.5119615720181302e-7,0.527545294240696,A
88-11,326889.0,4.40544507e6,0.4886702187572612,0.18732775981878239,B
B1,327745.53,4.40596877e6,0.7863931003024763,1.673559080775259e-11,B
B2,327721.65,4.40609786e6,0.9398311173380559,0.0048507249361019085,B
B3,327738.97,4.40619405e6,0.13069429237457664,0.5672515541180891,A
B4,327778.14,4.40639034e6,0.046858649017100844,0.7325401773045129,A
B5,327713.81,4.40629808e6,3.834653235511932e-14,0.7365372882513213,A
B5A,327754.04,4.40637455e6,0.04621809633711242,0.7295819203624389,A
B6,327848.36,4.40636567e6,0.14497822300557528,0.6659644272204479,A
B7,327784.51,4.40629935e6,0.03798030942683469,0.9154930002171479,A
B8,327603.56,4.40643766e6,0.41788835470629915,0.3466303079588762,B
BCH-1,328398.2,4.40887416e6,0.42805807291238096,0.3276737086305925,B
BCH-2,327732.14,4.40800628e6,0.6193937311817074,0.170948465488636,B
BCH-3,327126.74,4.40600409e6,0.8009725599331877,3.748251042496031e-6,B
EE-1,327575.0,4.40640489e6,0.45504068128141295,0.3065495098289219,B
MG-1(SP-1),328194.09,4.4071925e6,0.236633556144121,0.6547482770406217,A
MG-2(SP-2),328128.08,4.4076273e6,3.958835837885253e-16,0.8388147479877421,A
MGI-1,327853.91,4.40678619e6,0.23580430344673411,0.6186833197231991,A
MGI-2,327994.35,4.40709171e6,0.013526409984412253,1.0,A
