Name,S1,S2,S3
Normal stress,5478.4016735576515,4646.263353344123,8739.359878822323
Coulomb shear stress,5793.945869944535,4720.30094782881,8196.328797670845
Dilation,5422.033742160167,8782.729154689036,5883.694686965992
Faulting,6226.596611915812,11481.017139574813,5552.284388377389
Fault dilation tendency,4068.968732051045,5291.334358680027,6455.040218070898
Fault slip tendency,2815.5422131098358,3870.159280631833,4456.770921565938
Fault curvature,3613.085368207112,4621.162624763822,5877.036594620908
Temperature,867.1861663158714,1248.0766105296461,1464.5224830297657
Fault density,5193.600546659823,12800.074905578702,7272.262315708741
Fault intersection density,3588.610520788603,7904.649507228845,8914.766024449988
Inverse distance from faults,8178.963733487707,11573.727691662689,10997.33400603494
