Name,S1,S2
Normal stress,10335.824271312436,8210.241718823223
Coulomb shear stress,9930.842063338485,8604.081572637666
Dilation,8316.675649422068,11960.062518899007
Faulting,8371.055440774682,15308.459034722258
Fault dilation tendency,8392.377733578955,6820.237510377261
Fault slip tendency,5835.705590189388,4922.063186475021
Fault curvature,7527.279349352979,6044.789471547552
Temperature,1728.0469771831354,1739.890373472972
Fault density,9828.948220790886,15602.359369776288
Fault intersection density,10301.203398733047,9483.084883423238
Inverse distance from faults,14888.233763247556,15446.065925965877
