Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.41205570134254116,2.4338391552013954e-16,0.4332213164291785,C
17-31,328813.04,4.40882204e6,2.3106382313897393e-16,0.8809331036693757,0.011636785474191825,A
18-1,327026.54,4.40703217e6,1.0,2.4338391552013954e-16,1.0041376960989515e-8,C
18-31,328801.97,4.40871725e6,0.2580100387262301,0.8790095685739797,7.526969450165971e-5,A
18A-1,327056.33,4.40703775e6,0.9639172628157564,2.4338391552013954e-16,1.710326881193061e-16,C
18B-31,328791.32,4.40871144e6,0.28433124517037567,0.8315919841180532,3.462936684511797e-7,A
18D-31,328751.91,4.40862911e6,0.4187822721264826,0.6896203094395748,0.024592797935766464,A
22-13,327161.72,4.4051245e6,1.438445396022274e-9,0.6393440912410158,0.08589178441269424,A
26-12,327300.66,4.40579963e6,2.3106382313897393e-16,0.46586559465518274,0.3893649696799136,B
27-1,327256.49,4.40720478e6,0.4481682470030597,5.548910351959513e-10,0.35283937755113065,C
46-1,327805.01,4.40748476e6,2.3106382313897393e-16,0.6248574450110379,0.40789504192569687,B
46A-1,327774.78,4.40740108e6,2.3106382313897393e-16,0.5566575224769835,0.46077782226635494,B
47A-1,327661.35,4.40729129e6,2.3106382313897393e-16,0.5277042221840733,0.44211320055440456,B
47C-1,327746.25,4.4073085e6,2.3106382313897393e-16,0.1330756846453628,0.7690672744766052,B
48A-1,327704.9,4.40718065e6,2.3106382313897393e-16,2.4338391552013954e-16,1.0,B
55-1,328014.47,4.40772054e6,0.33572623275228053,0.608478878007242,0.26809952333386244,A
56-1,327963.43,4.40755491e6,0.000276254825770339,0.8579877291945961,0.33464511763901916,A
56A-1,327859.51,4.40755578e6,0.41833461751837797,2.4338391552013954e-16,0.6381479126311976,B
56B-1,327891.35,4.40745289e6,2.3106382313897393e-16,0.3765467247580499,0.7490620334281853,B
57-1,327931.46,4.40741438e6,2.3106382313897393e-16,0.8401323274336546,0.3933255239177945,A
64-1,328156.6,4.40795433e6,0.15255791712169858,0.8690229761397171,1.710326881193061e-16,A
68A-1,328229.72,4.40707921e6,0.2693564715372928,0.6092740113792565,0.19792142547865726,A
68B-1,328065.7,4.40706164e6,0.3489947641988724,0.5416751881902855,0.30315724289821816,A
77-1,328214.13,4.40718169e6,0.8175991524074446,0.4250334468391156,7.57784048856171e-10,C
81-1,328567.28,4.40851194e6,2.2009596333367564e-11,1.0,4.948972454881029e-6,A
81-11,326859.34,4.4069495e6,2.3106382313897393e-16,2.4338391552013954e-16,0.6650931716825191,B
81A-1,328598.76,4.40855648e6,1.2169062682068046e-12,0.9885950449998776,1.717190856287655e-5,A
81B-1,328528.63,4.40843124e6,0.4357040158235289,0.6693255131646945,0.0017470039853019123,A
82A-11,326907.12,4.40670723e6,0.7043483955330194,2.4338391552013954e-16,1.710326881193061e-16,C
88-11,326889.0,4.40544507e6,0.6316423979935427,2.2684140140208477e-5,0.18631902300010647,C
B1,327745.53,4.40596877e6,2.3106382313897393e-16,0.11871571542443483,0.6431278671813455,B
B2,327721.65,4.40609786e6,2.3106382313897393e-16,0.9847158945845628,0.006865703345533972,A
B3,327738.97,4.40619405e6,0.2992328278224194,2.1082463854526863e-12,0.6720420098706777,B
B4,327778.14,4.40639034e6,0.3924617593592129,0.5480509110374614,0.13805708619816282,A
B5,327713.81,4.40629808e6,0.6762222430503956,0.33831575301841765,1.710326881193061e-16,C
B5A,327754.04,4.40637455e6,0.45909573185557284,0.5584658833317856,0.06159909105874092,A
B6,327848.36,4.40636567e6,0.5550819409926153,1.303030754569255e-12,0.5057801202840273,C
B7,327784.51,4.40629935e6,0.7692808233875552,0.016874964253313664,0.37169291808209864,C
B8,327603.56,4.40643766e6,2.3106382313897393e-16,0.6368367961636429,0.2653863162501638,A
BCH-1,328398.2,4.40887416e6,0.23972310623067694,0.3092567424146938,0.3224706755945998,B
BCH-2,327732.14,4.40800628e6,2.3106382313897393e-16,0.287858494666304,0.530045292826246,B
BCH-3,327126.74,4.40600409e6,0.36507813992117916,2.4338391552013954e-16,0.4856559366467654,B
EE-1,327575.0,4.40640489e6,2.3106382313897393e-16,0.5747781102307843,0.30549422728300596,A
MG-1(SP-1),328194.09,4.4071925e6,0.6042178926596784,0.39543007485505355,0.13167429468988254,C
MG-2(SP-2),328128.08,4.4076273e6,0.15962097614575213,0.9616869572733001,1.710326881193061e-16,A
MGI-1,327853.91,4.40678619e6,0.2849306899715148,0.45274858014078323,0.39671576543708503,B
MGI-2,327994.35,4.40709171e6,0.7506694725012043,0.033745386646933925,0.46712957879672207,C
