Name,X,Y,S1,S2,S3,S4,S5,S6,Signal
15-12,327137.93,4.40603467e6,3.4910151476145923e-16,0.0,3.483766480097635e-16,0.5620441405661563,0.9043962811731607,4.476021108473635e-16,E
17-31,328813.04,4.40882204e6,0.025681157197031092,0.4215818074857328,3.483766480097635e-16,3.065967249168043e-16,0.3601077615246865,0.5126586736912571,C
18-1,327026.54,4.40703217e6,0.23202313072967468,0.0,0.4326792885602196,0.6708332472810984,0.1064408055905788,4.476021108473635e-16,B
18-31,328801.97,4.40871725e6,0.39515906300198483,0.04450240942805643,3.483766480097635e-16,0.4136828025915875,0.00014970001641051816,0.64083575786516,B
18A-1,327056.33,4.40703775e6,0.4083569760768886,0.0,0.3684248315497645,0.5868505902434937,4.081710343738501e-16,4.476021108473635e-16,B
18B-31,328791.32,4.40871144e6,0.38404658177517137,0.018315832968436162,3.483766480097635e-16,0.4509152629139659,1.2333932712604198e-7,0.6218050104108156,B
18D-31,328751.91,4.40862911e6,0.5024838112014013,0.0,0.18236372332924333,0.43948664002699,4.081710343738501e-16,0.4398317102518667,B
22-13,327161.72,4.4051245e6,0.2787451951568933,0.0,3.483766480097635e-16,0.530054822154931,4.081710343738501e-16,0.2721372722776124,B
26-12,327300.66,4.40579963e6,0.17474512757566715,0.13802930767891,3.483766480097635e-16,3.065967249168043e-16,0.8088308078886995,0.4545269676829408,E
27-1,327256.49,4.40720478e6,3.4910151476145923e-16,0.24642715490541534,3.483766480097635e-16,0.5884649289583398,0.3295045457360726,4.476021108473635e-16,B
46-1,327805.01,4.40748476e6,0.8824568491165862,0.0,3.483766480097635e-16,3.065967249168043e-16,0.3726439293322314,0.5194427143437387,F
46A-1,327774.78,4.40740108e6,0.943297714994954,0.0,3.483766480097635e-16,3.065967249168043e-16,0.41436284827069647,0.4340474656640896,F
47A-1,327661.35,4.40729129e6,0.751523298939264,0.28302848023890187,3.483766480097635e-16,3.065967249168043e-16,0.21260450115876037,0.10640214142353166,F
47C-1,327746.25,4.4073085e6,1.0,0.0,3.483766480097635e-16,3.065967249168043e-16,0.6881766362513515,4.476021108473635e-16,F
48A-1,327704.9,4.40718065e6,0.9033088281073502,0.1575235821181139,3.483766480097635e-16,3.065967249168043e-16,0.6972261689938601,4.476021108473635e-16,F
55-1,328014.47,4.40772054e6,0.40382420891342513,0.349558651940881,0.15721363081135906,0.25717340676878014,1.7068913055497596e-5,0.45324837967150516,C
56-1,327963.43,4.40755491e6,0.42492714645427704,0.382449174998798,3.483766480097635e-16,0.00013602437695490536,0.21308508716686103,0.6403719025461504,C
56A-1,327859.51,4.40755578e6,0.7203147147885492,0.0,3.483766480097635e-16,0.3550081649099225,0.6707725294979963,4.476021108473635e-16,F
56B-1,327891.35,4.40745289e6,0.7605890534532028,0.568220393370021,3.483766480097635e-16,3.065967249168043e-16,2.6954647663959677e-6,4.476021108473635e-16,D
57-1,327931.46,4.40741438e6,0.49552833634944,0.3735189061264584,3.483766480097635e-16,3.065967249168043e-16,0.26968443082198157,0.6007015309185678,C
64-1,328156.6,4.40795433e6,3.4910151476145923e-16,0.3933467523293991,3.483766480097635e-16,0.23720594612020646,4.081710343738501e-16,0.7419990980270877,C
68A-1,328229.72,4.40707921e6,3.4910151476145923e-16,0.39194060934316466,0.7715708659403384,3.065967249168043e-16,0.22323503729405744,0.3218386552119575,A
68B-1,328065.7,4.40706164e6,3.4910151476145923e-16,0.0,0.9170588587050973,3.065967249168043e-16,0.6935709856457207,0.7149195520865549,A
77-1,328214.13,4.40718169e6,0.5343540512879326,0.0,0.8101803449808679,0.24796992118650055,4.081710343738501e-16,0.33607443963112016,A
81-1,328567.28,4.40851194e6,0.244045153355717,0.0,3.483766480097635e-16,3.065967249168043e-16,0.7271997071723891,0.816197552870744,E
81-11,326859.34,4.4069495e6,0.22658636031665738,0.3209458230416107,3.483766480097635e-16,3.065967249168043e-16,0.6485100471548991,4.476021108473635e-16,D
81A-1,328598.76,4.40855648e6,0.22761755996643893,0.0,3.483766480097635e-16,3.065967249168043e-16,0.7076648828527665,0.8324693123766894,E
81B-1,328528.63,4.40843124e6,0.26720712648536493,0.0,0.1219871257351915,0.49052152318962566,0.05340719615124794,0.5452343315520756,B
82A-11,326907.12,4.40670723e6,3.4910151476145923e-16,0.0,0.0001113522324746731,1.0,4.081710343738501e-16,4.476021108473635e-16,B
88-11,326889.0,4.40544507e6,0.4453851882964782,0.0,3.483766480097635e-16,0.7087968570284071,4.081710343738501e-16,4.476021108473635e-16,B
B1,327745.53,4.40596877e6,0.5142682048559715,0.34246805493585214,3.483766480097635e-16,3.065967249168043e-16,0.4411501426349748,4.476021108473635e-16,D
B2,327721.65,4.40609786e6,0.00100520386786179,1.0,3.483766480097635e-16,3.065967249168043e-16,0.0001930635474243731,1.9917311669868696e-7,D
B3,327738.97,4.40619405e6,0.3907113225573281,0.2649677945066858,0.6433083962599726,3.065967249168043e-16,0.30324788556170523,4.476021108473635e-16,A
B4,327778.14,4.40639034e6,0.11560810613183856,0.0008201068761672072,0.6710913153659864,3.065967249168043e-16,0.9193036690972269,0.5013887068403544,A
B5,327713.81,4.40629808e6,3.4910151476145923e-16,0.0,0.7511752610469448,0.39449006867897995,4.081710343738501e-16,0.49629413892745294,A
B5A,327754.04,4.40637455e6,0.040753227308529066,0.0,0.7941630461424773,3.978892205839352e-9,0.7820016870117243,0.5314802935067477,A
B6,327848.36,4.40636567e6,0.2905486475954547,0.04242556326457108,0.7265427821295802,0.2960808412033437,0.4520177365804424,4.476021108473635e-16,A
B7,327784.51,4.40629935e6,0.3119544398006471,0.007456008806519816,0.7106397466317267,0.2366617145675461,0.6484914671914147,0.09810259254703704,A
B8,327603.56,4.40643766e6,0.39798071137173097,0.6795262803132751,3.483766480097635e-16,3.065967249168043e-16,4.081710343738501e-16,4.476021108473635e-16,D
BCH-1,328398.2,4.40887416e6,3.4910151476145923e-16,0.0,3.483766480097635e-16,0.2789839925410278,0.7953025110245668,0.48908116382435285,E
BCH-2,327732.14,4.40800628e6,3.4910151476145923e-16,0.5217764241663551,3.483766480097635e-16,3.065967249168043e-16,0.7212493924403488,4.476021108473635e-16,D
