Name,S1,S2,S3,S4,S5,S6
15-12,2.482157224996725e-17,2.5436903806593066e-17,3.4040253709842146e-17,0.055694781402237714,0.055804236327511816,3.087563290755876e-17
17-31,0.0018259637150656322,0.04946198701949164,3.4040253709842146e-17,3.038166638599355e-17,0.022219837747925533,0.03536324032476453
18-1,0.016497146702458335,2.5436903806593066e-17,0.04227755459996015,0.06647504771963068,0.006567749109231602,3.087563290755876e-17
18-31,0.028096323899468742,0.005221234783811496,3.4040253709842146e-17,0.0409931740183164,9.236985233031348e-6,0.04420490684555592
18A-1,0.02903471270354298,2.5436903806593066e-17,0.03599918309854213,0.05815293316012851,2.518550035908666e-17,3.087563290755876e-17
18B-31,0.02730621201514699,0.002148900821738199,3.4040253709842146e-17,0.044682659574795155,7.610443676846683e-9,0.04289216421517728
18D-31,0.03572725323949652,2.5436903806593066e-17,0.017818953839365624,0.04355016017220809,2.518550035908666e-17,0.030339629992208243
22-13,0.01981914631807233,2.5436903806593066e-17,3.4040253709842146e-17,0.05252485582606305,2.518550035908666e-17,0.01877205293648231
26-12,0.012424606098924956,0.016194256259396845,3.4040253709842146e-17,3.038166638599355e-17,0.04990753112545282,0.03135331014010782
27-1,2.482157224996725e-17,0.02891200834750063,3.4040253709842146e-17,0.05831290323248254,0.020331518300133966,3.087563290755876e-17
46-1,0.06274383098220801,2.5436903806593066e-17,3.4040253709842146e-17,3.038166638599355e-17,0.02299336068862816,0.03583120404463941
46A-1,0.0670696957644974,2.5436903806593066e-17,3.4040253709842146e-17,3.038166638599355e-17,0.02556755571821239,0.029940632292662896
47A-1,0.05343428508152115,0.03320625028677683,3.4040253709842146e-17,3.038166638599355e-17,0.01311839961522866,0.007339629057941176
47C-1,0.07110130205802118,2.5436903806593066e-17,3.4040253709842146e-17,3.038166638599355e-17,0.042462770407046456,3.087563290755876e-17
48A-1,0.06422643383893784,0.018481417451234904,3.4040253709842146e-17,3.038166638599355e-17,0.04302115645343912,3.087563290755876e-17
55-1,0.028712427056294888,0.04101188713043785,0.01536151148487466,0.025484149088411383,1.053208286932756e-6,0.0312651130268137
56-1,0.030212873392698555,0.044870760060124304,3.4040253709842146e-17,1.3479097802261154e-5,0.013148053358537906,0.04417291006492223
56A-1,0.05121531411301801,2.5436903806593066e-17,3.4040253709842146e-17,0.03517891338703563,0.041388879562345465,3.087563290755876e-17
56B-1,0.05407887203160059,0.06666632483193562,3.4040253709842146e-17,3.038166638599355e-17,1.663190749096436e-7,3.087563290755876e-17
57-1,0.03523270992109025,0.043823018352106745,3.4040253709842146e-17,3.038166638599355e-17,0.016640419719460238,0.04143644434682967
64-1,2.482157224996725e-17,0.04614931577315359,3.4040253709842146e-17,0.0235055084875862,2.518550035908666e-17,0.05118316293248334
68A-1,2.482157224996725e-17,0.04598434037597631,0.07539101194577096,3.038166638599355e-17,0.013774338790490141,0.02220045869527942
68B-1,2.482157224996725e-17,2.5436903806593066e-17,0.08960679883545156,3.038166638599355e-17,0.04279561957361541,0.04931521347580979
