Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,2.0005975746100035e-16,0.7192025485956856,B
17-31,328813.04,4.40882204e6,0.5737604873498233,0.19341727439181092,A
18-1,327026.54,4.40703217e6,0.39571634458801175,0.3948626006058255,A
18-31,328801.97,4.40871725e6,0.0005587799860374094,1.0,B
18A-1,327056.33,4.40703775e6,0.37073253068036216,0.39294755930628017,A
18B-31,328791.32,4.40871144e6,0.04198646364084449,0.9608363024273926,B
18D-31,328751.91,4.40862911e6,0.27792109659953473,0.7263979628914171,B
22-13,327161.72,4.4051245e6,0.26922696254903583,0.33825129259971964,A
26-12,327300.66,4.40579963e6,0.2991166091449823,0.48235444175020786,B
27-1,327256.49,4.40720478e6,0.005311134911338008,0.6671399722441083,B
46-1,327805.01,4.40748476e6,0.0918630364722633,0.7655561210897014,B
46A-1,327774.78,4.40740108e6,0.0989368777857965,0.7638326250822601,B
47A-1,327661.35,4.40729129e6,0.3009194109259625,0.533140992960635,B
47C-1,327746.25,4.4073085e6,1.4375792375997639e-6,0.826181078944056,B
48A-1,327704.9,4.40718065e6,5.2834446880689845e-6,0.8490509710588316,B
55-1,328014.47,4.40772054e6,0.49120639143166583,0.5016648862881324,A
56-1,327963.43,4.40755491e6,0.4555235076593931,0.5188815587924285,A
56A-1,327859.51,4.40755578e6,4.2386579367005634e-8,0.8781237775500131,B
56B-1,327891.35,4.40745289e6,0.41344304294092543,0.49699371693821465,A
57-1,327931.46,4.40741438e6,0.43841963917827426,0.5743019237755991,A
64-1,328156.6,4.40795433e6,0.9063814126054763,1.07066770981647e-14,A
68A-1,328229.72,4.40707921e6,0.8001299722573644,0.18785076475607362,A
68B-1,328065.7,4.40706164e6,0.6965216872763418,0.36448624129342966,A
77-1,328214.13,4.40718169e6,0.6558784775758215,0.34928829188525634,A
81-1,328567.28,4.40851194e6,0.0014495491013764112,0.8590005487729481,B
81-11,326859.34,4.4069495e6,0.009696559121754348,0.6598726665261042,B
81A-1,328598.76,4.40855648e6,0.0002660044699190833,0.8382977589333254,B
81B-1,328528.63,4.40843124e6,0.1794869814602095,0.7968722095489916,B
82A-11,326907.12,4.40670723e6,0.24674123535551767,0.3544774889296994,B
88-11,326889.0,4.40544507e6,5.748665823772089e-8,0.6410107323055768,B
B1,327745.53,4.40596877e6,0.1751928936155993,0.5851804698615056,B
B2,327721.65,4.40609786e6,0.11422551614909197,0.8044529414303043,B
B3,327738.97,4.40619405e6,0.820339559326746,0.00033321319556002847,A
B4,327778.14,4.40639034e6,0.9025707627915763,0.030301166465731548,A
B5,327713.81,4.40629808e6,0.874384383417089,2.803127230025653e-5,A
B5A,327754.04,4.40637455e6,0.7886400836165406,0.12214501645798631,A
B6,327848.36,4.40636567e6,0.8971068650932313,0.021449815609581077,A
B7,327784.51,4.40629935e6,0.9718736015643858,0.04406700014672633,A
B8,327603.56,4.40643766e6,0.5280889771616664,0.325519156946229,A
BCH-1,328398.2,4.40887416e6,0.08930942663145848,0.6149099303033483,B
BCH-2,327732.14,4.40800628e6,0.2967700297183942,0.49426817027245173,B
BCH-3,327126.74,4.40600409e6,1.3232205097281005e-15,0.7353822566365004,B
EE-1,327575.0,4.40640489e6,0.48732371636559646,0.3504585341681783,A
MG-1(SP-1),328194.09,4.4071925e6,0.8284168676135217,0.17580890060296075,A
MG-2(SP-2),328128.08,4.4076273e6,0.9571469932867414,1.7281715615732334e-8,A
MGI-1,327853.91,4.40678619e6,0.7322166531512644,0.20918557459386158,A
MGI-2,327994.35,4.40709171e6,1.0,0.12325031472071135,A
