Name,S1,S2
Normal stress,6174.083452008865,12897.655072102365
Coulomb shear stress,5997.338162032781,13055.298446654626
Dilation,9130.66625731,11113.800011890226
Faulting,11061.89523922401,12364.203627632156
Fault dilation tendency,5303.443026823711,10590.996478534793
Fault slip tendency,3959.329542657821,7247.116385604576
Fault curvature,4767.264622666179,9426.663407685253
Temperature,1299.258990678844,2308.101184680879
Fault density,12034.314303122304,13328.93871277023
Fault intersection density,8007.653342415399,12300.194874713408
Inverse distance from contacts,7455.483341654111,2909.281223657834
Inverse distance from faults,9915.05132072406,16754.501781084393
Unit thickness,11082.406047381985,17498.754946666024
Lithology,6340.481892736756,8547.670802562858
