Name,X,Y,A,B,C,Signal
1,-110.87099,39.80579,0.22597009,0.13447161,0.31860167,A
2,-111.00711,39.47886,0.15881899,0.14788437,0.298451,A
3,-111.03461,39.41025,0.18561171,0.24800254,0.26485386,A
4,-111.03961,39.44302,0.22395,0.17162964,0.31501514,A
5,-110.89655,39.88135,0.08622848,0.23252249,0.27893502,C
6,-111.05961,39.43413,0.15447216,0.1590629,0.2876563,A
7,-111.066,39.4233,0.1767533,0.15681411,0.29600754,A
8,-111.05322,39.4658,0.23045965,0.11408976,0.28605828,A
9,-111.06961,39.42858,0.07222971,0.08270327,0.3815551,C
10,-111.11211,39.32108,0.042705625,0.3739062,0.12412397,B
11,-110.9735,39.71691,0.28256094,0.14059299,0.32186702,A
12,-111.056,39.49469,0.0,0.2800718,0.29080984,C
13,-111.05628,39.49469,0.0,0.21061565,0.32768092,C
14,-111.05656,39.49469,0.21025847,0.13589676,0.2970945,A
15,-111.11628,39.32802,0.061836127,0.047958203,0.5788181,C
16,-111.11267,39.34552,0.024895163,0.2183659,0.25343266,C
17,-111.12184,39.32024,0.041617565,0.10220828,0.44807628,C
18,-111.12239,39.31941,0.2578481,0.16152161,0.3156574,A
19,-111.12378,39.32163,0.22892322,0.15262498,0.31806085,A
20,-111.12378,39.32191,0.23020318,0.17362575,0.3234176,A
21,-111.12383,39.32187,0.2915314,0.16053694,0.31949106,A
22,-111.11989,39.33497,0.22725104,0.16047393,0.31306902,A
23,-111.12795,39.31969,0.2695475,0.13778959,0.332947,A
24,-111.12795,39.31997,0.26880798,0.13472004,0.3354383,A
25,-111.12573,39.32802,0.25110564,0.13932332,0.32159835,A
26,-111.12795,39.3233,0.25030747,0.14292419,0.3253426,A
27,-111.13017,39.31941,0.2398588,0.15476614,0.31856915,A
28,-111.12739,39.32858,0.23249537,0.15087534,0.31905344,A
29,-111.101,39.40386,0.16986212,0.15924175,0.29864162,A
30,-111.10489,39.3933,0.2384984,0.17301965,0.3121408,A
