Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.8220750903706872,0.6086940180328879,A
17-31,328813.04,4.40882204e6,0.36988089184815093,0.3200359576717746,A
18-1,327026.54,4.40703217e6,0.6237920095553231,0.7523866571635001,A
18-31,328801.97,4.40871725e6,0.2598060395341272,0.22151216088630235,A
18A-1,327056.33,4.40703775e6,0.5259756260079721,0.7993790059648435,B
18B-31,328791.32,4.40871144e6,0.348441449223094,0.22992827443171665,A
18D-31,328751.91,4.40862911e6,0.2997620176895241,0.23578747350685564,A
22-13,327161.72,4.4051245e6,0.3043147041758872,0.7423305430346822,B
26-12,327300.66,4.40579963e6,0.4471909914653091,0.4935300580787313,A
27-1,327256.49,4.40720478e6,0.4215970701440705,0.893679651755436,B
27A-1,327256.49,4.40720478e6,0.4215970701440705,0.8936802540235467,B
46-1,327805.01,4.40748476e6,0.49683508885014377,0.7042463225193172,B
46A-1,327774.78,4.40740108e6,0.44487447769905997,0.734458134700901,B
47A-1,327661.35,4.40729129e6,0.5150645966815214,0.9997200328039284,B
47C-1,327746.25,4.4073085e6,0.43441603099467385,0.8567223669946193,B
48A-1,327704.9,4.40718065e6,0.11908966027039504,0.66114975714678,B
55-1,328014.47,4.40772054e6,0.9580586685928822,0.4655231579520813,A
56-1,327963.43,4.40755491e6,1.0,0.7999272660770536,A
56A-1,327859.51,4.40755578e6,0.7521098122324866,0.7021783793678289,A
56B-1,327891.35,4.40745289e6,0.26726878816899247,0.5659900428989602,B
57-1,327931.46,4.40741438e6,0.9475809414469701,0.9897345735410114,A
64-1,328156.6,4.40795433e6,0.5288845871985506,0.8736203531662895,B
68A-1,328229.72,4.40707921e6,0.6829315962644542,0.9177154864401664,B
68B-1,328065.7,4.40706164e6,0.7696550095044462,0.7416016942222737,A
77-1,328214.13,4.40718169e6,0.8320644677201378,0.8780747881597044,A
81-1,328567.28,4.40851194e6,0.23220432228930254,0.24128372440747337,A
81-11,326859.34,4.4069495e6,0.3527109606742371,0.41860862859733605,A
81A-1,328598.76,4.40855648e6,0.20476267873033865,0.2316891147266037,A
81B-1,328528.63,4.40843124e6,0.3182447728762936,0.1888733724774964,A
82A-11,326907.12,4.40670723e6,0.21127743112733438,0.7544950578494347,B
82A-11-RD1,326907.12,4.40670723e6,0.21127743112733266,0.7544950578494364,B
82A-11-RD2,326907.12,4.40670723e6,0.21127743112733563,0.7544950578494334,B
82A-11-RD3,326907.12,4.40670723e6,0.2112774311273319,0.7544950578494372,B
88-11,326889.0,4.40544507e6,0.5584604061137698,0.6810665749667331,A
B1,327745.53,4.40596877e6,0.48277042199612147,0.5211561259935725,A
B2,327721.65,4.40609786e6,2.0860886281520548e-16,0.1196518197700502,B
B3,327738.97,4.40619405e6,0.1360486787957086,0.23449973398695484,B
B4,327778.14,4.40639034e6,0.2890190818590928,0.2375010567490886,A
B5,327713.81,4.40629808e6,0.4458787443749666,0.6185600684737567,B
B5A,327754.04,4.40637455e6,0.4449971611590132,0.34514306965998576,A
B6,327848.36,4.40636567e6,0.2619802105132098,0.2108890812605827,A
B7,327784.51,4.40629935e6,0.1576120235228305,0.053273025223151006,A
B8,327603.56,4.40643766e6,0.40781613383085374,0.9912381241322542,B
BCH-1,328398.2,4.40887416e6,0.6042850218367701,0.5400632057084983,A
BCH-2,327732.14,4.40800628e6,0.6779628537300376,0.7713731342474398,A
BCH-3,327126.74,4.40600409e6,0.8869507676900081,0.5841068527716546,A
EE-1,327575.0,4.40640489e6,0.3932978285988926,1.0,B
MG-1(SP-1),328194.09,4.4071925e6,0.6586326135090694,0.9766891775699984,B
MG-2(SP-2),328128.08,4.4076273e6,0.6284141600206054,0.9117312217523525,B
MGI-1,327853.91,4.40678619e6,0.18249326992485612,0.2565167657796343,B
MGI-2,327994.35,4.40709171e6,0.29359934942881094,0.11559672615836265,A
