,NPV
1521,-26758300.0
1522,-25714700.0
1523,-25724500.0
1524,-22430700.0
1525,-25365500.0
1526,-25652900.0
1527,-25643600.0
1528,-25632800.0
1529,-25634000.0
1530,-26267100.0
1531,-3798460.0
1532,-20822900.0
1533,-14630300.0
1534,-12104400.0
1535,-14240700.0
1536,-24573500.0
1537,-25529400.0
1538,-18176000.0
1539,-18681200.0
1540,-18818900.0
1541,-16699900.0
1542,-25529400.0
1543,-19730400.0
1544,-21955300.0
1545,-40889300.0
1546,-138137000.0
1547,-26613700.0
1548,28565700.0
1549,30890400.0
1550,6750950.0
1551,7453570.0
1552,7616250.0
1553,-204443.0
1554,-18963400.0
1555,-22445100.0
1556,-16848300.0
1557,-9997930.0
1558,-25324400.0
1559,243214000.0
1560,-15913100.0
1561,-23680600.0
1562,-16003900.0
1563,-18406800.0
1564,-16328500.0
1565,-18732500.0
1566,-16770000.0
1567,874562.0
1568,-4253050.0
1569,8944630.0
1570,-10134900.0
1571,-25324100.0
1572,-11219800.0
1573,5134250.0
1574,-4089940.0
1575,-15329100.0
1576,-17547900.0
1577,-20213800.0
1578,-18547200.0
1579,-12956000.0
1580,-25324100.0
1581,-25473800.0
1582,22811100.0
1583,-25473800.0
1584,-25473800.0
1585,-25473800.0
1586,-19619800.0
1587,-25396200.0
1588,-19043700.0
1589,-19731400.0
1590,-25473800.0
1591,-17906000.0
1592,-15658700.0
1593,-15445100.0
1594,-13980500.0
1595,578972000.0
1596,-16172500.0
1597,-12392100.0
1598,319006000.0
1599,-11517200.0
1600,-25473800.0
1601,-25473800.0
1602,230772000.0
1603,-25473800.0
1604,-25473800.0
1605,-25473800.0
1606,250035000.0
1607,-25632600.0
1608,41688700.0
1609,96522300.0
1610,-28911400.0
1611,-156844000.0
1612,-3078710.0
1613,-24791900.0
1614,-23824500.0
1615,-18148700.0
1616,-132459000.0
1617,-25377300.0
1618,-30011100.0
1619,-27261300.0
1620,-102089000.0
1621,-35727800.0
1622,-1145180000.0
1623,-828959.0
1624,-9187740.0
1625,27416700.0
1626,1806920.0
1627,-23316900.0
1628,108403000.0
1629,-18911100.0
1630,97431900.0
1631,130766000.0
1632,-25176900.0
1633,-25128000.0
1634,120780000.0
1635,99665400.0
1636,-25094800.0
1637,-25095000.0
1638,-11124600.0
1639,-12590500.0
1640,-20579500.0
1641,5004790.0
1642,1786100.0
1643,35466600.0
1644,-103345000.0
1645,52721700.0
1646,-17014300.0
1647,-18032900.0
1648,-21672700.0
1649,-11992800.0
1650,-4448110.0
1651,-24044800.0
1652,-24499900.0
1653,-24478700.0
1654,-24508000.0
1655,-24195500.0
1656,-24508000.0
1657,-13960300.0
1658,1360810.0
1659,11317200.0
1660,-24509400.0
1661,591096000.0
1662,599154000.0
1663,-18953500.0
1664,-22015600.0
1665,191503000.0
1666,-23976900.0
1667,-24508000.0
1668,-24327600.0
1669,519167000.0
1670,-24508000.0
1671,-17133800.0
1672,4814930.0
1673,12761200.0
1674,-9235450.0
1675,3263530.0
1676,-23546300.0
1677,-20478100.0
1678,-20463500.0
1679,-20595400.0
1680,-25502500.0
1681,-23041900.0
1682,-19002300.0
1683,-21193000.0
1684,-17262900.0
1685,-12840500.0
1686,-21257800.0
1687,-25510200.0
1688,-24449200.0
1689,316862000.0
1690,-25640500.0
1691,-25640500.0
1692,-23686500.0
1693,-18329300.0
1694,-23525000.0
1695,-20242100.0
1696,-190057000.0
1697,-49385200.0
1698,-48475500.0
1699,-3453870000.0
1700,-115399000.0
1701,-31284400.0
1702,-25831300.0
1703,-25203500.0
1704,-168366000.0
1705,-47378100.0
1706,-470020000.0
1707,-30530100.0
1708,-700867000.0
1709,-29314700.0
1710,-28791600.0
1711,-24169700.0
1712,-30323200.0
1713,-24162600.0
1714,-24665800.0
1715,-47388600.0
1716,-46846800.0
1717,-30000800.0
1718,-95440300.0
1719,-454714000.0
1720,-19737100.0
1721,-14544200.0
1722,-10093800.0
1723,-22733400.0
1724,-17874700.0
1725,-19516900.0
1726,-11487800.0
1727,-13980700.0
1728,-22721200.0
1729,-21935400.0
1730,-24961100.0
1731,-25210800.0
1732,-22752500.0
1733,-24682200.0
1734,-25278000.0
1735,-25278100.0
1736,-14706100.0
1737,-21748500.0
1738,-19263000.0
1739,-9865600.0
1740,-19802300.0
1741,-25278000.0
1742,-21610200.0
1743,-17947800.0
1744,-15870300.0
1745,-23941600.0
1746,-24585300.0
1747,-23258100.0
1748,-24454300.0
1749,-24444700.0
1750,-24585400.0
1751,-24585400.0
1752,-22702200.0
1753,-24585300.0
1754,-22731000.0
1755,-24263100.0
1756,-24373000.0
1757,-21845500.0
1758,-23142100.0
1759,-19876500.0
1760,-10474400.0
1761,-18902000.0
1762,-23100200.0
1763,-7435080.0
1764,-10864200.0
1765,-23402800.0
1766,-15415800.0
1767,874698.0
1768,-12920900.0
1769,38659400.0
1770,-3239440.0
1771,20796300.0
1772,-25289300.0
1773,-25289300.0
1774,-17730300.0
1775,-17984800.0
1776,-20131600.0
1777,-13128000.0
1778,-14806600.0
1779,-25289300.0
1780,-22015100.0
1781,-19504400.0
1782,1052000.0
1783,50571000.0
1784,4013020.0
1785,47347500.0
1786,-18096700.0
1787,-23424600.0
1788,-24158000.0
1789,-25127600.0
1790,-25289300.0
1791,-25289300.0
1792,14063900.0
1793,117753000.0
1794,-475425.0
1795,-22761200.0
1796,-15430100.0
1797,-17348400.0
1798,690154.0
1799,149541000.0
1800,23576000.0
1801,334280000.0
1802,720846000.0
1803,-17746700.0
1804,344988000.0
1805,-18896000.0
1806,20074100.0
1807,3089170.0
1808,597295000.0
1809,-5085350.0
1810,8006040.0
1811,11187600.0
1812,-17075700.0
1813,-7589030.0
1814,-11473900.0
1815,-4842910.0
1816,-12886300.0
1817,-22585600.0
1818,-25108400.0
1819,-22822800.0
1820,-22013300.0
1821,-25108400.0
1822,-21819200.0
1823,-17379800.0
1824,-21623000.0
1825,-20834200.0
1826,-28732100.0
1827,18976600.0
1828,-19494500.0
1829,-20724000.0
1830,40705500.0
1831,43304900.0
1832,-16916000.0
1833,-3026020000.0
1834,60324300.0
1835,45334100.0
1836,42433800.0
1837,-16364600.0
1838,27493000.0
1839,322320000.0
1840,-19880000.0
1841,-2718230.0
1842,-22713400.0
1843,-12442300.0
1844,-25701500.0
1845,-12998200.0
1846,-15502600.0
1847,-2968330.0
1848,-23462400.0
1849,-11221500.0
1850,-6485780.0
1851,-18931000.0
1852,-23937700.0
1853,-7342780.0
1854,-8079210.0
1855,-19895500.0
1856,-24362300.0
1857,-14883900.0
1858,-24048300.0
1859,-23427200.0
1860,-22998100.0
1861,-21402400.0
1862,-20664500.0
1863,-21387400.0
1864,-21516800.0
1865,-15314700.0
1866,-23834100.0
1867,-25547700.0
1868,-25035300.0
1869,-25130500.0
1870,-1289380000.0
1871,-25590400.0
1872,-25576300.0
1873,-25477200.0
1874,-24816600.0
1875,-24725600.0
1876,-24886300.0
1877,-14685300.0
1878,-24443000.0
1879,-24132500.0
1880,-21628200.0
1881,-19996100.0
1882,-21673000.0
1883,-20682400.0
1884,-20491900.0
1885,-11446000.0
1886,-12736700.0
1887,-25630700.0
1888,-24682800.0
1889,-25630700.0
1890,-25630700.0
1891,-43239800.0
1892,-23680300.0
1893,-25490100.0
1894,-25339300.0
1895,-25490100.0
1896,-23842900.0
1897,27325800.0
1898,35627200.0
1899,-29695700.0
1900,25892100.0
1901,-4332550.0
1902,191684000.0
1903,30573900.0
1904,66591300.0
1905,-5379040.0
1906,1915690.0
1907,-21992400.0
1908,-15272200.0
1909,10622200.0
1910,6376290.0
1911,10874200.0
1912,-12285300.0
1913,204236000.0
1914,-13539500.0
1915,-27959800.0
1916,-19869600.0
1917,-24051400.0
1918,-25276800.0
1919,-24571900.0
1920,-24628000.0
1921,-25276800.0
1922,-23999300.0
1923,-24666100.0
1924,-25276800.0
1925,-25276800.0
1926,-25276800.0
1927,-25276800.0
1928,72686400.0
1929,-20476200.0
1930,-25276800.0
1931,-25276800.0
1932,-25276800.0
1933,-25276800.0
1934,-24267800.0
1935,-23965100.0
1936,-24681800.0
1937,-15013600.0
1938,-8265440.0
1939,-4796170.0
1940,-20782500.0
1941,-13734700.0
1942,-22069700.0
1943,-12888200.0
1944,-16793500.0
1945,-18318900.0
1946,-9503720.0
1947,-25671500.0
1948,-25671500.0
1949,-7931090.0
1950,-21244200.0
1951,-22741300.0
1952,-23765700.0
1953,-22153200.0
1954,-22218100.0
1955,-22190200.0
1956,-25357400.0
1957,-19865000.0
1958,-19836300.0
1959,-20248100.0
1960,-24869900.0
1961,-23083900.0
1962,-19850700.0
1963,-20502300.0
1964,-22815400.0
1965,-25671500.0
1966,-25671500.0
1967,-23247400.0
1968,-24573300.0
1969,-24046900.0
1970,-24573300.0
1971,-24045700.0
1972,96829600.0
1973,-15233200.0
1974,-23514500.0
1975,186093000.0
1976,-24573300.0
1977,-24904000.0
1978,8014620.0
1979,-22153400.0
1980,23690200.0
1981,11198300.0
1982,-16260900.0
1983,-24573300.0
1984,-15325400.0
1985,690823000.0
1986,122285000.0
1987,-16371800.0
1988,26042400.0
1989,6149690.0
1990,17166300.0
1991,-14955700.0
1992,-19310700.0
1993,-24660700.0
1994,-20148700.0
1995,-21823200.0
1996,-22425500.0
1997,-23390100.0
1998,-22377300.0
1999,-22783400.0
2000,-24660500.0
2001,-22547800.0
2002,-17103400.0
2003,-16972900.0
2004,-24661300.0
2005,-23590500.0
2006,-22686100.0
2007,-24347600.0
2008,-24660500.0
2009,-24660500.0
2010,-24660500.0
2011,-24660500.0
2012,-17355300.0
2013,-19650500.0
2014,-18624500.0
2015,-16441600.0
2016,-21670400.0
2017,-16358000.0
2018,3601680.0
2019,-22774700.0
2020,-3710170.0
2021,666227.0
2022,-4827170.0
2023,-9449150.0
2024,-8938100.0
2025,-3755790.0
2026,-1982280.0
2027,67634500.0
2028,83335600.0
2029,-17171100.0
2030,19858100.0
2031,87811500.0
2032,-24770100.0
2033,-24770100.0
2034,-17432600.0
2035,-11840500.0
2036,-24770100.0
2037,-18344700.0
2038,-20185400.0
2039,211155000.0
2040,-9397160.0
2041,-17987900.0
2042,2025810.0
2043,-25564400.0
2044,16353800.0
2045,-25564700.0
2046,-9599980.0
2047,-25549900.0
2048,-25549900.0
2049,-25549900.0
2050,-25558500.0
2051,-24986500.0
2052,-25552300.0
2053,-25628600.0
2054,-25554000.0
2055,-15213300.0
2056,-12553900.0
2057,-25549900.0
2058,-25549900.0
2059,-25269700.0
2060,-23345100.0
2061,-25216800.0
2062,-24798800.0
2063,-9361080.0
2064,-2870380.0
2065,-24515400.0
2066,-14722000.0
2067,4369410.0
2068,10463000.0
2069,-20069000.0
2070,-27693100.0
2071,-10263100.0
2072,-1844390.0
2073,-10162000.0
2074,-22397800.0
2075,-22680400.0
2076,-22226800.0
2077,22211100.0
2078,-20359000.0
2079,-21704100.0
2080,-16390300.0
2081,-32976200.0
2082,-26327200.0
2083,-1486730000.0
2084,-4491150.0
2085,20157100.0
2086,-24899800.0
2087,-25285800.0
2088,-23951100.0
2089,-25448000.0
2090,-25421500.0
2091,-24258500.0
2092,-25327600.0
2093,-25327600.0
2094,-25327600.0
2095,-23652000.0
2096,-5748960.0
2097,-20160800.0
2098,-5888540.0
2099,-21786700.0
2100,-25328400.0
2101,-24545000.0
2102,-15619400.0
2103,-22743600.0
2104,-16206300.0
2105,-25327600.0
2106,-22689400.0
2107,-25327600.0
2108,-3302550.0
2109,-22540000.0
2110,-7858400.0
2111,2044620.0
2112,-22126700.0
2113,-18875700.0
2114,8988820.0
2115,-17820600.0
2116,-20535000.0
2117,-23902700.0
2118,-24790900.0
2119,-24790900.0
2120,-21392100.0
2121,-23783900.0
2122,-18760300.0
2123,-18341000.0
2124,-19923100.0
2125,-21667000.0
2126,-21693200.0
2127,-22330100.0
2128,-12442100.0
2129,-13456000.0
2130,-16068300.0
2131,-19818100.0
2132,-4609660.0
2133,6039070.0
2134,-22676800.0
2135,-17522000.0
2136,-14291400.0
2137,-24790900.0
2138,-20801900.0
2139,-21930600.0
2140,-20063000.0
2141,-17734800.0
2142,85109100.0
2143,167850000.0
2144,11073400.0
2145,12361400.0
2146,-11863700.0
2147,42533500.0
2148,-15467300.0
2149,50662400.0
2150,-12732800.0
2151,-17821800.0
2152,-13102500.0
2153,-1350730000.0
2154,-19651100.0
2155,-24912300.0
2156,4194050.0
2157,102932000.0
2158,-4073270.0
2159,4144210.0
2160,-20042700.0
2161,22367900.0
2162,-852395.0
2163,-10477000.0
2164,-18924300.0
2165,-15808700.0
2166,-25574600.0
2167,-32651900.0
2168,-25490400.0
2169,-18377300.0
2170,-9440660.0
2171,-25487600.0
2172,-20750900.0
2173,-16059300.0
2174,-9663920.0
2175,-16082200.0
2176,-8771800.0
2177,-1989030.0
2178,-19728200.0
2179,-24815700.0
2180,-25619300.0
2181,-26328400.0
2182,-25093200.0
2183,-20435900.0
2184,-15620800.0
2185,-10246000.0
2186,-22572700.0
2187,-9290630.0
2188,-20343500.0
2189,-15652500.0
2190,-22089300.0
2191,-21151900.0
2192,-23857000.0
2193,-24844000.0
2194,-24844000.0
2195,-24844000.0
2196,-24844000.0
2197,-24844000.0
2198,-24108300.0
2199,-24844000.0
2200,-23383300.0
2201,-24844000.0
2202,-11446900.0
2203,-21300000.0
2204,-20222600.0
2205,-11999200.0
2206,-23699700.0
2207,-19274700.0
2208,-22622000.0
2209,-23696800.0
2210,-22803000.0
2211,-22023700.0
2212,40907400.0
2213,262957000.0
2214,-25768700.0
2215,-27175800.0
2216,-26364000.0
2217,-13453300.0
2218,-12860700.0
2219,-25986300.0
2220,-25143900.0
2221,-11052900.0
2222,-8502890.0
2223,35176100.0
2224,54787800.0
2225,26882900.0
2226,65853800.0
2227,-26555900.0
2228,26008500.0
2229,148677000.0
2230,299654000.0
2231,102320000.0
2232,-18209400.0
2233,3834510.0
2234,16555200.0
2235,-13074400.0
2236,24496700.0
2237,8118810.0
2238,-20248500.0
2239,-12219100.0
2240,-10940400.0
2241,-24915900.0
2242,-21129500.0
2243,21520400.0
2244,-7851030.0
2245,1702500.0
2246,66945400.0
2247,-24904900.0
2248,412517000.0
2249,-20667400.0
2250,-14861600.0
2251,-17990700.0
2252,-23454800.0
2253,-22791000.0
2254,-10822600.0
2255,-18925300.0
2256,-9654650.0
2257,-25324600.0
2258,-26819200.0
2259,-25324600.0
2260,-25324600.0
2261,-21626600.0
2262,-24637600.0
2263,-18704500.0
2264,-70416800.0
2265,-25329500.0
2266,-20958600.0
2267,-15660000.0
2268,32640700.0
2269,36056000.0
2270,20205700.0
2271,17210700.0
2272,-23496100.0
2273,-22380400.0
2274,-19401600.0
2275,11138300.0
2276,-22589500.0
2277,76280100.0
2278,45834600.0
2279,-23419300.0
2280,-5937710.0
2281,-8277420.0
2282,-19483100.0
2283,-25194900.0
2284,-19884800.0
2285,-22995300.0
2286,-28668200.0
2287,-23428900.0
2288,-24991900.0
2289,-24523400.0
2290,-24991900.0
2291,-24231800.0
2292,-24996600.0
2293,-10141900.0
2294,-24992300.0
2295,-8517070.0
2296,-11865100.0
2297,-20009800.0
2298,-2913240.0
2299,-6220800.0
2300,-7476210.0
2301,-26494400.0
2302,-24376900.0
2303,-19460100.0
2304,-22893600.0
2305,-24992100.0
2306,-22878400.0
2307,-21013600.0
2308,-19321100.0
2309,-16056600.0
2310,-23122900.0
2311,-7045330.0
2312,-19397600.0
2313,-16754600.0
2314,-24549100.0
2315,-22788000.0
2316,-21618900.0
2317,-17092900.0
2318,-10869700.0
2319,-17179400.0
2320,-18102100.0
2321,2723390.0
2322,-22473500.0
2323,-22674400.0
2324,-24351300.0
2325,-17071700.0
2326,-23059700.0
2327,-23499700.0
2328,-24549100.0
2329,-23467800.0
2330,-23609900.0
2331,-23536900.0
2332,-25408100.0
2333,-2328450000.0
2334,-24944400.0
2335,-35993300.0
2336,-18015500.0
2337,-19676400.0
2338,-19598900.0
2339,-24966500.0
2340,-23220100.0
2341,-21726400.0
2342,-27151100.0
2343,55946100.0
2344,-24897500.0
2345,-24402000.0
2346,-26446400.0
2347,-24893400.0
2348,-24893300.0
2349,-24899800.0
2350,-24952900.0
2351,-24948000.0
2352,-24893500.0
2353,-23868900.0
2354,12808300.0
2355,7986310.0
2356,-16273000.0
2357,-16087300.0
2358,23704700.0
2359,-22635100.0
2360,-20084900.0
2361,-24588500.0
2362,-15046900.0
2363,-24588500.0
2364,5081550.0
2365,-19433500.0
2366,25034900.0
2367,-10098100.0
2368,-12543100.0
2369,27433300.0
2370,31959500.0
2371,29023600.0
2372,-5219300.0
2373,-15292300.0
2374,-14489100.0
2375,-17527800.0
2376,-14224700.0
2377,-19431800.0
2378,-23279900.0
2379,-18994400.0
2380,-20755100.0
2381,-23157100.0
2382,-29576700.0
2383,-20827700.0
2384,-24628800.0
2385,-24079200.0
2386,-25101800.0
2387,-23426100.0
2388,-14021700.0
2389,5819120.0
2390,-14795500.0
2391,9029300.0
2392,-21222100.0
2393,-24331700.0
2394,-25184900.0
2395,-25083100.0
2396,-25383700.0
2397,-1245130.0
2398,2139580.0
2399,2365320.0
2400,-8110580.0
2401,-18500300.0
2402,65405600.0
2403,25047100.0
2404,-29327400.0
2405,-20785300.0
2406,-1713580.0
2407,-21260200.0
2408,-45758600.0
2409,-24585700.0
2410,-11108600.0
2411,-19376900.0
2412,9284600.0
2413,-23930300.0
2414,-21420400.0
2415,-19715600.0
2416,-19020800.0
2417,-24072100.0
2418,-24126400.0
2419,-24486900.0
2420,-24568200.0
2421,-24171500.0
2422,5890630.0
2423,-20921500.0
2424,-179972.0
2425,-6133310.0
2426,27605700.0
2427,-19073700.0
2428,-11254000.0
2429,-13205300.0
2430,-20094200.0
2431,-22312400.0
2432,-25469300.0
2433,-24007200.0
2434,-25469300.0
2435,-23031100.0
2436,-25469300.0
2437,-20653300.0
2438,-17743600.0
2439,-22906100.0
2440,-17319600.0
2441,-20167100.0
2442,-25469300.0
2443,-22318200.0
2444,-22117200.0
2445,-25340400.0
2446,-25469700.0
2447,-23703400.0
2448,-22704900.0
2449,-18517100.0
2450,-20627500.0
2451,-22982600.0
2452,-21613700.0
2453,-22174100.0
2454,-24268900.0
2455,-20555500.0
2456,-23039600.0
2457,-24647100.0
2458,-27657400.0
2459,-12517000.0
2460,-3558150.0
2461,-17498600.0
2462,-13431800.0
2463,-16128100.0
2464,-18495500.0
2465,-14425600.0
2466,-20849000.0
2467,-21345600.0
2468,-22093900.0
2469,-12940900.0
2470,-22468200.0
2471,-24639900.0
2472,-24418000.0
2473,-24640300.0
2474,-22838000.0
2475,-24639900.0
2476,-24639900.0
2477,-18828400.0
2478,-22174000.0
2479,-19512600.0
2480,-18586000.0
2481,-21941500.0
2482,-24149700.0
2483,-24962000.0
2484,-24962000.0
2485,-24146900.0
2486,-24962000.0
2487,-24089200.0
2488,-23628500.0
2489,-24486600.0
2490,-24085200.0
2491,-17161000.0
2492,-14021300.0
2493,-22859700.0
2494,-24335900.0
2495,-19422400.0
2496,-20864500.0
2497,-9175930.0
2498,-23859800.0
2499,-17477300.0
2500,-23683200.0
2501,26209200.0
2502,-22493300.0
2503,-21069600.0
2504,-25632800.0
2505,-18608100.0
2506,-18326600.0
2507,-8276760.0
2508,183086000.0
2509,-26168300.0
2510,-13475200.0
2511,-25629600.0
2512,-25629600.0
2513,-25630900.0
2514,-21485600.0
2515,-24100000.0
2516,-17318700.0
2517,68625700.0
2518,-14615300.0
2519,-14316300.0
2520,-19231900.0
2521,-25629600.0
2522,-25629600.0
2523,-21869100.0
2524,6307360.0
2525,-19851900.0
2526,-15724600.0
2527,-18081400.0
2528,-19553100.0
2529,-19275600.0
2530,-25210400.0
2531,-24418400.0
2532,-23935500.0
2533,-23610300.0
2534,-25461400.0
2535,-21725600.0
2536,-17750500.0
2537,-22877800.0
2538,-21583900.0
2539,-19322300.0
2540,-24744500.0
2541,-25415900.0
2542,-25453000.0
2543,-25290700.0
2544,-25142400.0
2545,-24986300.0
2546,-22492900.0
2547,-25461400.0
2548,-24812400.0
2549,-25461400.0
2550,3723920.0
2551,2452960.0
2552,-21836700.0
2553,-7712590.0
2554,-15645200.0
2555,-22388800.0
2556,-12147300.0
2557,5848810.0
2558,41128200.0
2559,-10370500.0
2560,6453870.0
2561,-25070200.0
2562,-10920700.0
2563,-18177200.0
2564,-22617200.0
2565,6671390.0
2566,-23171500.0
2567,-11376000.0
2568,-21371200.0
2569,-7434590.0
2570,-13006800.0
2571,-12468600.0
2572,-11784700.0
2573,-13852700.0
2574,5241060.0
2575,-25514600.0
2576,-25514600.0
2577,-25514600.0
2578,-25514600.0
2579,-25514600.0
2580,-24927800.0
2581,-25514600.0
2582,-21651400.0
2583,-24931200.0
2584,-25514600.0
2585,-25514600.0
2586,-24813500.0
2587,-25054900.0
2588,-25514600.0
2589,-25514600.0
2590,-23563600.0
2591,-25514600.0
2592,-21479600.0
2593,-15561100.0
2594,-23540300.0
2595,-25514600.0
2596,-21894700.0
2597,-24955800.0
2598,-25514600.0
2599,-24382200.0
2600,-23236500.0
2601,-22162900.0
2602,-9957480.0
2603,-24804000.0
2604,-23544400.0
2605,-16855800.0
2606,-12166400.0
2607,-22083300.0
2608,-20861400.0
2609,-23153800.0
2610,-25649300.0
2611,-24666600.0
2612,-25649300.0
2613,-24459500.0
2614,-25649300.0
2615,-26520400.0
2616,-25795800.0
2617,-997681.0
2618,-31027000.0
2619,-25745300.0
2620,-39857100.0
2621,-288395000.0
2622,-25965800.0
2623,-150654000.0
2624,-33162000.0
2625,-21674000.0
2626,-24376000.0
2627,-19422200.0
2628,-24535400.0
2629,-20538100.0
2630,-10457500.0
2631,-7697060.0
2632,2586570.0
2633,-18549100.0
2634,-19966500.0
2635,-22348800.0
2636,-18265600.0
2637,-18000400.0
2638,-23339500.0
2639,-17468200.0
2640,1428780.0
2641,-17361600.0
2642,103602000.0
2643,-17224700.0
2644,28480000.0
2645,-7028140.0
2646,-1310790.0
2647,-8704890.0
2648,-19100400.0
2649,-21633200.0
2650,-25239700.0
2651,-25240800.0
2652,-25239600.0
2653,-25240300.0
2654,-23182000.0
2655,-25016100.0
2656,-25239500.0
2657,-25239500.0
2658,-25239500.0
2659,-25239500.0
2660,-22142400.0
2661,-3823000.0
2662,-21242000.0
2663,-19110100.0
2664,-4394780.0
2665,-15596500.0
2666,-21810500.0
2667,-21900900.0
2668,-25247800.0
2669,-20285900.0
2670,1323870.0
2671,-22342600.0
2672,-22395100.0
2673,-22667500.0
2674,-25239800.0
2675,-24495500.0
2676,-24496300.0
2677,-24488000.0
2678,-24496300.0
2679,-24496300.0
2680,45766200.0
2681,95308900.0
2682,-12661700.0
2683,17160700.0
2684,-13469000.0
2685,-17154400.0
2686,275367000.0
2687,-9530730.0
2688,345416000.0
2689,-21891800.0
2690,19366600.0
2691,1894540.0
2692,63583200.0
2693,53869100.0
2694,74438600.0
2695,9331350.0
2696,52668000.0
2697,15322600.0
2698,13587900.0
2699,35443400.0
2700,-20073200.0
2701,-16502300.0
2702,-16480500.0
2703,-25431700.0
2704,-24014400.0
2705,15124600.0
2706,-12839600.0
2707,-7919590.0
2708,-15853800.0
2709,20753800.0
2710,-6690370.0
2711,44197000.0
2712,48468700.0
2713,19177800.0
2714,128164000.0
2715,-1179900000.0
2716,41731000.0
2717,26309600.0
2718,92392100.0
2719,-1211740000.0
2720,-20108900.0
2721,-18265300.0
2722,-21495400.0
2723,-621525000.0
2724,-23198700.0
2725,-23452100.0
2726,-25693400.0
2727,-21528200.0
2728,-24483000.0
2729,-25693400.0
2730,-22816500.0
2731,-25693400.0
2732,-25693400.0
2733,-24080200.0
2734,-25390000.0
2735,-19965400.0
2736,35178400.0
2737,-13590400.0
2738,-1791320.0
2739,2222790.0
2740,-24455200.0
2741,-24975300.0
2742,-25693400.0
2743,-24642700.0
2744,-25276800.0
2745,14093000.0
2746,-20349500.0
2747,-1392490.0
2748,-4162740.0
2749,-2442600.0
2750,-23191800.0
2751,-20969100.0
2752,-23050200.0
2753,-17237500.0
2754,-24149600.0
2755,-24594400.0
2756,-576402.0
2757,-13017300.0
2758,-20714000.0
2759,-13443500.0
2760,-9716000.0
2761,-6179810.0
2762,7398160.0
2763,-9066240.0
2764,-22175700.0
2765,-77161.3
2766,-4238500.0
2767,2349290.0
2768,-5979650.0
2769,-2860120.0
2770,-10356300.0
2771,-23147300.0
2772,-17035500.0
2773,-22570500.0
2774,-18069100.0
2775,-23737300.0
2776,-16363600.0
2777,-25036100.0
2778,-19036500.0
2779,-17598900.0
2780,-23993300.0
2781,-23029800.0
2782,-18277200.0
2783,-21535400.0
2784,-19746000.0
2785,-5163160.0
2786,-17110800.0
2787,-12011300.0
2788,-22871200.0
2789,-5734900.0
2790,-23325900.0
2791,-22964200.0
2792,-25036100.0
2793,-22900500.0
2794,-22768400.0
2795,-13259000.0
2796,-23596400.0
2797,-12168000.0
2798,-10802700.0
2799,-17827800.0
2800,-18561600.0
2801,-19328800.0
2802,-22309700.0
2803,-24165400.0
2804,-17947800.0
2805,-25163800.0
2806,-24450400.0
2807,-25104300.0
2808,-25163800.0
2809,-24361800.0
2810,-25163800.0
2811,-25163800.0
2812,-24500600.0
2813,-25163800.0
2814,-24966100.0
2815,-22978700.0
2816,-24197800.0
2817,-20043000.0
2818,-24342000.0
2819,-23440700.0
2820,-25079400.0
2821,-25163800.0
2822,-25163800.0
2823,-24609400.0
2824,-25163800.0
2825,6212400.0
2826,1498710.0
2827,13614900.0
2828,12476800.0
2829,-11018500.0
2830,-22385400.0
2831,-21579400.0
2832,-16226100.0
2833,-18147400.0
2834,-23712800.0
2835,-18483900.0
2836,11624500.0
2837,-23038000.0
2838,23546300.0
2839,-9917450.0
2840,-25326000.0
2841,-25326000.0
2842,-25326000.0
2843,-23256200.0
2844,-24686700.0
2845,-24300000.0
2846,-21064200.0
2847,-25326000.0
2848,-16524900.0
2849,-25326000.0
2850,-19430000.0
2851,-1250950.0
2852,-400167.0
2853,4911180.0
2854,-17198000.0
2855,-25124300.0
2856,-17419600.0
2857,-3566330.0
2858,-13086400.0
2859,-25122200.0
2860,-23939700.0
2861,-24752300.0
2862,-25139400.0
2863,-25118300.0
2864,114223000.0
2865,1725990.0
2866,20737200.0
2867,-18542500.0
2868,-21449600.0
2869,-24146300.0
2870,-25118300.0
2871,-14626600.0
2872,-25118300.0
2873,-25118300.0
2874,-22439400.0
2875,552701000.0
2876,-15678800.0
2877,-21550400.0
2878,547876000.0
2879,-22402500.0
2880,25631800.0
2881,21020700.0
2882,17001700.0
2883,-43502200.0
2884,102500000.0
2885,-24786600.0
2886,-25312800.0
2887,28702300.0
2888,-24766100.0
2889,46118300.0
2890,61904400.0
2891,-24785100.0
2892,-24518500.0
2893,580324000.0
2894,501387000.0
2895,-24713500.0
2896,-24365800.0
2897,-23809700.0
2898,-18120800.0
2899,-24774100.0
2900,-22759900.0
2901,-23529000.0
2902,-24754300.0
2903,-23471800.0
2904,-24754300.0
2905,-24332900.0
2906,-15952700.0
2907,-5851660.0
2908,-21728200.0
2909,-9363110.0
2910,-14211100.0
2911,-15766900.0
2912,-15530800.0
2913,-22690100.0
2914,-22098600.0
2915,-11788200.0
2916,-22050400.0
2917,-24768800.0
2918,-19867900.0
2919,-19763600.0
2920,-24209200.0
2921,-21560000.0
2922,-23346100.0
2923,-22779300.0
2924,-20286700.0
2925,651682.0
2926,-24859000.0
2927,-25123600.0
2928,-25123600.0
2929,-24636100.0
2930,-25123600.0
2931,-25415600.0
2932,-20655700.0
2933,-19324900.0
2934,-20412000.0
2935,-23780300.0
2936,-24316100.0
2937,-23864700.0
2938,-22702700.0
2939,-22853800.0
2940,-24495900.0
2941,-23212600.0
2942,-22232000.0
