,NPV
2943,-21242300.0
2944,-11766400.0
2945,-17926800.0
2946,-20498000.0
2947,-16706300.0
2948,3175540.0
2949,20905600.0
2950,-19769100.0
2951,-25271100.0
2952,-25271100.0
2953,-25138800.0
2954,-24924500.0
2955,-24169000.0
2956,-25270700.0
2957,-25271100.0
2958,-25271100.0
2959,-25021300.0
2960,-25271100.0
2961,-25271100.0
2962,30156800.0
2963,-23484500.0
2964,-18599900.0
2965,2914610.0
2966,-25271100.0
2967,-10626800.0
2968,-15409400.0
2969,-20641200.0
2970,-21095300.0
2971,-13191800.0
2972,33537400.0
2973,-2501840000.0
2974,32733200.0
2975,8006500.0
2976,22086800.0
2977,-15688700.0
2978,34238000.0
2979,83428800.0
2980,38082100.0
2981,-24591600.0
2982,-24591600.0
2983,-24591600.0
2984,557011000.0
2985,-23937400.0
2986,-24591600.0
2987,-23212100.0
2988,-21193200.0
2989,-21264100.0
2990,-20953900.0
2991,32872700.0
2992,93258700.0
2993,3810030.0
2994,40820.5
2995,84129400.0
2996,-14072000.0
2997,-23429900.0
2998,-21436600.0
2999,-22442400.0
3000,-10629300.0
3001,-24714100.0
3002,-24714400.0
3003,-24714000.0
3004,-24714100.0
3005,-24714200.0
3006,-24714000.0
3007,-24714000.0
3008,-24714000.0
3009,-24704100.0
3010,-24714000.0
3011,-24715300.0
3012,-24714100.0
3013,-24069500.0
3014,-24714100.0
3015,-24714600.0
3016,-24714000.0
3017,-24714000.0
3018,-24360200.0
3019,-24275800.0
3020,-24714000.0
3021,13605700.0
3022,-11966900.0
3023,-16612500.0
3024,-4259650.0
3025,7197220.0
3026,-22239600.0
3027,-6567860.0
3028,8906620.0
3029,179538000.0
3030,695410.0
3031,-16255300.0
3032,-25355200.0
3033,-21653200.0
3034,-25355200.0
3035,-25355200.0
3036,-17509700.0
3037,43797200.0
3038,-15760100.0
3039,43226500.0
3040,20472400.0
3041,12398900.0
3042,60521000.0
3043,43275400.0
3044,-3835490000.0
3045,60376300.0
3046,-24072400.0
3047,-23981400.0
3048,-24784300.0
3049,-24970100.0
3050,-24934800.0
3051,-18260100.0
3052,-13917600.0
3053,71408500.0
3054,-6528300.0
3055,-1985890.0
3056,-11267000.0
3057,-17924900.0
3058,12426000.0
3059,-722683.0
3060,-13994800.0
3061,-494997.0
3062,-9547750.0
3063,-22672900.0
3064,-19001400.0
3065,-11413100.0
3066,-7699400.0
3067,-11957600.0
3068,6893650.0
3069,6279170.0
3070,-15891900.0
3071,27004800.0
3072,-10524200000.0
3073,-6896620000.0
3074,-18789800.0
3075,-6016140.0
3076,-25243100.0
3077,-21319700.0
3078,-285978000.0
3079,-22824500.0
3080,-23243800.0
3081,-18134500.0
3082,-20463400.0
3083,-24570600.0
3084,1598880.0
3085,-14970400.0
3086,-21209600.0
3087,-23024600.0
3088,-15940500.0
3089,-16330500.0
3090,-15098600.0
3091,-15635700.0
3092,50924600.0
3093,-1627850.0
3094,43420000.0
3095,-134860000.0
3096,-11529100.0
3097,-24477100.0
3098,-23359400.0
3099,-11930000.0
3100,-18882200.0
3101,-22316900.0
3102,-25571300.0
3103,-22992300.0
3104,-25547000.0
3105,-23117900.0
3106,-23578800.0
3107,-23083100.0
3108,-25543500.0
3109,-17798900.0
3110,-25543500.0
3111,-25543500.0
3112,-25543500.0
3113,-25543500.0
3114,-25543500.0
3115,-24217600.0
3116,-20754500.0
3117,-156878.0
3118,2608190.0
3119,-17143900.0
3120,385014.0
3121,-23888000.0
3122,-14368000.0
3123,-16361600.0
3124,-21050800.0
3125,-19992500.0
3126,-16349000.0
3127,-16430700.0
3128,-20744500.0
3129,-21781000.0
3130,-24114000.0
3131,-24543700.0
3132,-17601200.0
3133,-21532000.0
3134,-23937100.0
3135,-17701000.0
3136,-20535800.0
3137,-22402100.0
3138,-21041300.0
3139,-10560400.0
3140,-21545400.0
3141,1073540.0
3142,-20676300.0
3143,-11142300.0
3144,-22381500.0
3145,-13043400.0
3146,-23706300.0
3147,-20759800.0
3148,-21079900.0
3149,-20858300.0
3150,-21616400.0
3151,-53923900.0
3152,-18533300.0
3153,16523200.0
3154,-17624100.0
3155,316934.0
3156,-25700300.0
3157,-25063400.0
3158,-25700300.0
3159,-25700300.0
3160,-23929200.0
3161,-21617700.0
3162,-5276110000.0
3163,-146966000000.0
3164,-19595000.0
3165,-24818000.0
3166,-9383430.0
3167,-24354000.0
3168,-23966800.0
3169,-21997500.0
3170,-23871700.0
3171,-25550400.0
3172,-24974500.0
3173,-25286100.0
3174,-25550400.0
3175,-24072900.0
3176,-18294900.0
3177,-24035600.0
3178,-13631200.0
3179,-23846900.0
3180,-19910900.0
3181,-18526800.0
3182,-18279900.0
3183,-17775200.0
3184,-21977700.0
3185,-21294900.0
3186,-19271000.0
3187,-25570300.0
3188,-25561900.0
3189,-41827900.0
3190,-14769100.0
3191,-10696800.0
3192,-22307600.0
3193,-7537030.0
3194,-18227600.0
3195,-21063800.0
3196,-3928980.0
3197,-19993700.0
3198,-25505400.0
3199,-12933000.0
3200,32741600.0
3201,-24669000.0
3202,-24927400.0
3203,-24927400.0
3204,-24935700.0
3205,-24673100.0
3206,-17146700.0
3207,-20166800.0
3208,-17906400.0
3209,-19003300.0
3210,-16636400.0
3211,308108000.0
3212,-11878200.0
3213,-24932500.0
3214,3038350.0
3215,-24927400.0
3216,-24238100.0
3217,-23842100.0
3218,-19731700.0
3219,17312000.0
3220,-24928700.0
3221,-24250900.0
3222,-22885500.0
3223,-17554100.0
3224,-25469200.0
3225,-25469200.0
3226,-22405500.0
3227,-21434700.0
3228,-17272200.0
3229,-21058000.0
3230,-26041900.0
3231,-24503700.0
3232,-25380700.0
3233,-24844200.0
3234,-25469200.0
3235,-25469200.0
3236,-21241200.0
3237,-21499800.0
3238,-20484000.0
3239,-24041200.0
3240,-23250900.0
3241,-23873400.0
3242,11816300.0
3243,-23357700.0
3244,-16228500.0
3245,-20521300.0
3246,-25180500.0
3247,-25180500.0
3248,-25180500.0
3249,-25180500.0
3250,-25180500.0
3251,-17285800.0
3252,-21396100.0
3253,-25083500.0
3254,-18393600.0
3255,-15626200.0
3256,-21300000.0
3257,-21473700.0
3258,-25180500.0
3259,-23760200.0
3260,-24267500.0
3261,-21494300.0
3262,-23894800.0
3263,-16339800.0
3264,-15517900.0
3265,-11597200.0
3266,-23964300.0
3267,-22633700.0
3268,-24535200.0
3269,-18176900.0
3270,-13233400.0
3271,-25080600.0
3272,-23764900.0
3273,-24272700.0
3274,-25092600.0
3275,-24670600.0
3276,-25101800.0
3277,643686000.0
3278,-23590500.0
3279,650665000.0
3280,647541000.0
3281,33721200.0
3282,94642200.0
3283,-25109400.0
3284,65660900.0
3285,78064000.0
3286,-15404100.0
3287,702448.0
3288,-31744.4
3289,-8807470.0
3290,26508800.0
3291,95347100.0
3292,-25101300.0
3293,-25114600.0
3294,59385000.0
3295,-25698700.0
3296,-25686000.0
3297,-25690100.0
3298,-25682600.0
3299,-25465800.0
3300,-7387100.0
3301,-24105100.0
3302,10730800.0
3303,-8399260.0
3304,-20477300.0
3305,-25682300.0
3306,-24768100.0
3307,-25682300.0
3308,-25682300.0
3309,-24799100.0
3310,-16606800.0
3311,-17042700.0
3312,-13570800.0
3313,-24318300.0
3314,-13333800.0
3315,-25297000.0
3316,-23750400.0
3317,-25307400.0
3318,-23871700.0
3319,-24505100.0
3320,-22409900.0
3321,-21161800.0
3322,-24639100.0
3323,-24639100.0
3324,-18093300.0
3325,-3739010.0
3326,-21407400.0
3327,-19364300.0
3328,-3381660.0
3329,-22159300.0
3330,-22022700.0
3331,-17564100.0
3332,-21508500.0
3333,3008310.0
3334,-10676100.0
3335,-22178900.0
3336,-18325800.0
3337,-136521000.0
3338,-22443700.0
3339,-19798900.0
3340,-23427900.0
3341,-24576300.0
3342,-24639100.0
3343,-24639100.0
3344,-24639100.0
3345,-25321100.0
3346,-24804100.0
3347,-24273700.0
3348,-18689800.0
3349,-23677500.0
3350,-25588800.0
3351,-2135670.0
3352,-24813400.0
3353,-25022800.0
3354,-25542800.0
3355,-24932300.0
3356,-20819500.0
3357,-14478300.0
3358,-19391200.0
3359,-21008300.0
3360,-17792700.0
3361,5046850.0
3362,469333000.0
3363,-16959100.0
3364,6434040.0
3365,1066480000.0
3366,-24676400.0
3367,-24676400.0
3368,-24676400.0
3369,-23776900.0
3370,557758000.0
3371,-24676400.0
3372,-23213900.0
3373,-24676400.0
3374,305571000.0
3375,584610000.0
3376,-44475.0
3377,-18165600.0
3378,62243700.0
3379,60552400.0
3380,26755900.0
3381,229479000.0
3382,-16472400.0
3383,-3568990.0
3384,30122500.0
3385,186180000.0
3386,-20447200.0
3387,5276960.0
3388,6015360.0
3389,-12425100.0
3390,-18300200.0
3391,3609680.0
3392,3462410.0
3393,-6744390.0
3394,4816730.0
3395,-15192800.0
3396,-16040300.0
3397,-12781600.0
3398,6221600.0
3399,-27506800.0
3400,-15725700.0
3401,-22489000.0
3402,-19308900.0
3403,9789620.0
3404,-12024600.0
3405,-9138080.0
3406,-20850700.0
3407,-24211000.0
3408,-19545300.0
3409,-17322500.0
3410,-21223000.0
3411,-21661500.0
3412,-23999300.0
3413,-22411500.0
3414,-24834800.0
3415,-24834900.0
3416,-21916200.0
3417,-24167500.0
3418,-24834700.0
3419,-22931300.0
3420,-24834700.0
3421,-24835000.0
3422,-24834700.0
3423,-24836400.0
3424,-25068400.0
3425,-24838100.0
3426,-23555800.0
3427,-22462400.0
3428,-24834700.0
3429,-23453500.0
3430,-24834800.0
3431,-20842400.0
3432,-15993500.0
3433,-21632400.0
3434,-23826000.0
3435,-23266700.0
3436,47038000.0
3437,586431000.0
3438,-10597700.0
3439,4865540.0
3440,54003900.0
3441,-22536900.0
3442,14294400.0
3443,47065400.0
3444,-25205900.0
3445,-10045900.0
3446,-7358170.0
3447,-4731600.0
3448,-12452600.0
3449,-6118240.0
3450,-16316600.0
3451,-19345600.0
3452,10284900.0
3453,11361300.0
3454,-21428700.0
3455,-21418800.0
3456,15117600.0
3457,6611990.0
3458,-19767700.0
3459,-22481000.0
3460,-4921570.0
3461,-25615000.0
3462,-18765900.0
3463,-19702900.0
3464,-22347500.0
3465,-18860600.0
3466,-28877300.0
3467,-25611000.0
3468,-22205600.0
3469,-13914200.0
3470,1260740.0
3471,-25608500.0
3472,-25475600.0
3473,-25606300.0
3474,-25341500.0
3475,-24571100.0
3476,-5440040.0
3477,-25621300.0
3478,5421180.0
3479,12890900.0
3480,-43962300.0
3481,-20348600.0
3482,-1558640000.0
3483,52327600.0
3484,-15157300.0
3485,-25614700.0
3486,-25563500.0
3487,-17019300.0
3488,6874650.0
3489,-25551300.0
3490,34569100.0
3491,-2743500.0
3492,-22113000.0
3493,-25551000.0
3494,-18351900.0
3495,-14378500.0
3496,-18810700.0
3497,-23770300.0
3498,-25551000.0
3499,-21337400.0
3500,-25551000.0
3501,7748760.0
3502,4316470.0
3503,8299890.0
3504,-23492400.0
3505,4698740.0
3506,25388300.0
3507,-16867200.0
3508,13791000.0
3509,-21717400.0
3510,23638700.0
3511,-23522200.0
3512,-25668700.0
3513,-25668700.0
3514,-24584600.0
3515,-25668700.0
3516,-25693200.0
3517,-1500110000.0
3518,-23156400.0
3519,-26025200.0
3520,-22979600.0
3521,16651500.0
3522,-25840700.0
3523,45806800.0
3524,-25664200.0
3525,373211000.0
3526,-24263500.0
3527,-23749000.0
3528,-26728800.0
3529,-20118200.0
3530,-18226200.0
3531,-22070500.0
3532,-24090300.0
3533,-24505100.0
3534,-22046700.0
3535,-25668700.0
3536,-9505600.0
3537,-25241200.0
3538,-8556960.0
3539,-8321560.0
3540,-22862500.0
3541,-3684670.0
3542,-24894700.0
3543,-15111800.0
3544,14203500.0
3545,13173900.0
3546,15706900.0
3547,-20120400.0
3548,-19531200.0
3549,-8864270.0
3550,4013590.0
3551,10826000.0
3552,-23813000.0
3553,-4765430.0
3554,-20685700.0
3555,-638629.0
3556,-22636200.0
3557,-22077400.0
3558,-22697700.0
3559,-20516900.0
3560,-20608900.0
3561,-25130400.0
3562,-20346200.0
3563,-24656400.0
3564,-21594600.0
3565,-16981600.0
3566,-8464220.0
3567,-2134970.0
3568,-23091500.0
3569,-12550700.0
3570,-15610000.0
3571,-21590000.0
3572,-24319900.0
3573,-13117500.0
3574,-13768100.0
3575,-20799200.0
3576,-15839800.0
3577,-24084700.0
3578,-18713900.0
3579,-7342280.0
3580,-23544800.0
3581,-17655800.0
3582,-20108000.0
3583,-20103300.0
3584,-11578900.0
3585,-22847000.0
3586,-23587200.0
3587,-25575400.0
3588,-24014500.0
3589,-48271900.0
3590,-529902000.0
3591,-21794600.0
3592,59291800.0
3593,-22939500.0
3594,-16914900.0
3595,-10174800.0
3596,-32149800.0
3597,685571000.0
3598,-15849600.0
3599,22791600.0
3600,-20610500.0
3601,-22805000.0
3602,59611500.0
3603,-9871360.0
3604,56385700.0
3605,-21330300.0
3606,42566300.0
3607,-14890500.0
3608,-22412600.0
3609,-16162000.0
3610,-26801200.0
3611,-24987200.0
3612,-24987200.0
3613,-24987200.0
3614,-21638300.0
3615,-24036500.0
3616,-7966510.0
3617,-21691800.0
3618,-22791900.0
3619,-9811140.0
3620,-19178800.0
3621,-24807500.0
3622,-24943100.0
3623,-24174900.0
3624,-24903700.0
3625,-24987200.0
3626,-21813300.0
3627,-13594500.0
3628,-23022200.0
3629,-23918900.0
3630,-18535200.0
3631,-23351800.0
3632,-20213000.0
3633,-24987200.0
3634,-22949400.0
3635,-19699800.0
3636,-21130800.0
3637,-25144400.0
3638,-22021400.0
3639,-17650100.0
3640,-19232200.0
3641,-25144400.0
3642,-12896700.0
3643,-18775400.0
3644,-25144400.0
3645,-22044300.0
3646,25768800.0
3647,-19984900.0
3648,-22644000.0
3649,-23441200.0
3650,-24872300.0
3651,-21259200.0
3652,-24386900.0
3653,-14942900.0
3654,3391820.0
3655,-6706110.0
3656,-22821900.0
3657,4687670.0
3658,-10764400.0
3659,-98072600.0
3660,-9746880.0
3661,-25273100.0
3662,-25041500.0
3663,-24616000.0
3664,-23903100.0
3665,-25031700.0
3666,-25235200.0
3667,-25273100.0
3668,-25273100.0
3669,-25273100.0
3670,-25273100.0
3671,-16361900.0
3672,-22338000.0
3673,-17314500.0
3674,-25273100.0
3675,-20597300.0
3676,-18165400.0
3677,-10116100.0
3678,-16275300.0
3679,-9578560.0
3680,-17959800.0
3681,-25273100.0
3682,-25212200.0
3683,-25273100.0
3684,-25273100.0
3685,-25217800.0
3686,11994900.0
3687,9190050.0
3688,-4869350.0
3689,-24640000.0
3690,3216180.0
3691,-9107780.0
3692,-18165700.0
3693,-9626240.0
3694,-23262800.0
3695,-9252090.0
3696,-24228500.0
3697,-24289900.0
3698,-24640000.0
3699,-24640000.0
3700,-24640000.0
3701,-12258500.0
3702,-17346900.0
3703,-15678400.0
3704,-10886200.0
3705,10265600.0
3706,4870520.0
3707,-2809670.0
3708,8149560.0
3709,-19030900.0
3710,-19156300.0
3711,-19352800.0
3712,-23722700.0
3713,-22606900.0
3714,-8504050.0
3715,-17942500.0
3716,-24764300.0
3717,-24764300.0
3718,-24764300.0
3719,-24764300.0
3720,-24764300.0
3721,-19144100.0
3722,-5246470.0
3723,-13379700.0
3724,-17959200.0
3725,-17876300.0
3726,-24764300.0
3727,-23635400.0
3728,-24764300.0
3729,-23605800.0
3730,-24764300.0
3731,-23515500.0
3732,-20785700.0
3733,-16333800.0
3734,-9394760.0
3735,-23568400.0
3736,-18932400.0
3737,-20210900.0
3738,-21356800.0
3739,-11052800.0
3740,-18843600.0
3741,-21225400.0
3742,-18968500.0
3743,-23425400.0
3744,-11079700.0
3745,-23330900.0
3746,-11206700.0
3747,-22187800.0
3748,-14438800.0
3749,-11565300.0
3750,-16796900.0
3751,-18905100.0
3752,-21447500.0
3753,-24010300.0
3754,-19969000.0
3755,-18925900.0
3756,-15881800.0
3757,-22833400.0
3758,-16528300.0
3759,-24674600.0
3760,-23325400.0
3761,128994000.0
3762,-73013000.0
3763,218380000.0
3764,-17170100.0
3765,22187300.0
3766,-24491000.0
3767,-24491000.0
3768,-23861500.0
3769,-17214700.0
3770,-15046400.0
3771,24231500.0
3772,62785100.0
3773,-101920000.0
3774,-24687400.0
3775,53329900.0
3776,-23203300.0
3777,-18170800.0
3778,-18866300.0
3779,-24491000.0
3780,-24108100.0
3781,-31092700.0
3782,-22607200.0
3783,-21624000.0
3784,79612000.0
3785,168032000.0
3786,-23941300.0
3787,17783800.0
3788,4049020.0
3789,11713900.0
3790,-13800500.0
3791,-20025500.0
3792,-18109800.0
3793,-24663200.0
3794,309395000.0
3795,55818100.0
3796,49192900.0
3797,182991000.0
3798,-27286900.0
3799,42626200.0
3800,20632100.0
3801,-10766800.0
3802,37739300.0
3803,-25891800.0
3804,84019800.0
3805,-28874900.0
3806,35712800.0
3807,25367200.0
3808,-24573400.0
3809,-24573400.0
3810,-24581800.0
3811,-24553000.0
3812,-24687000.0
3813,-24463800.0
3814,-24573400.0
3815,-24573400.0
3816,-24114300.0
3817,-24573400.0
3818,-22239800.0
3819,-24573400.0
3820,-18888700.0
3821,-18023000.0
3822,-20280600.0
3823,-24573400.0
3824,-21397700.0
3825,-24573400.0
3826,-18254800.0
3827,-21013500.0
3828,-15391000.0
3829,-360138.0
3830,19404400.0
3831,-14603400.0
3832,-22371600.0
3833,730916000.0
3834,14989800.0
3835,-13765300.0
3836,798418000.0
3837,-9335750.0
3838,-20403100.0
3839,-20008600.0
3840,-25295300.0
3841,12468000.0
3842,-19105000.0
3843,-493681.0
3844,-16752600.0
3845,33548600.0
3846,31965600.0
3847,216028000.0
3848,193212000.0
3849,-24336100.0
3850,-20265500.0
3851,-20023500.0
3852,-24174500.0
3853,-24549700.0
3854,-22844600.0
3855,-24874000.0
3856,-22641700.0
3857,-24528800.0
3858,-25266000.0
3859,-24787400.0
3860,-22699600.0
3861,-25266000.0
3862,-25266000.0
3863,-22675100.0
3864,-15786800.0
3865,-25266000.0
3866,-18572800.0
3867,-23509300.0
3868,-25266000.0
3869,-23467800.0
3870,-22107700.0
3871,-23174600.0
3872,-24081200.0
3873,-23802000.0
3874,-23767800.0
3875,-25266000.0
3876,-25058300.0
3877,-24348400.0
3878,-24307500.0
3879,-22274300.0
3880,-25116400.0
3881,-21748200.0
3882,-23059900.0
3883,-25436600.0
3884,-23627700.0
3885,-23718600.0
3886,-25436600.0
3887,-25436600.0
3888,-25436600.0
3889,-25134300.0
3890,-25095700.0
3891,-23721800.0
3892,-25436600.0
3893,-25436600.0
3894,-24173600.0
3895,-23555600.0
3896,-24485000.0
3897,-25436600.0
3898,-19694600.0
3899,-21723900.0
3900,-21710200.0
3901,-17574400.0
3902,-17942300.0
3903,-23018200.0
3904,-21999300.0
3905,-22587700.0
3906,-18509100.0
3907,-25026000.0
3908,-23374100.0
3909,-24881900.0
3910,-25488400.0
3911,-26218900.0
3912,-28137600.0
3913,-24177800.0
3914,-11517100.0
3915,-23189000.0
3916,-23108700.0
3917,-11136100.0
3918,-6540690.0
3919,-16206600.0
3920,-24187600.0
3921,-11028400.0
3922,-25724100.0
3923,-14781800.0
3924,-23375800.0
3925,-20471000.0
3926,-13917800.0
3927,-13739700.0
3928,-25468400.0
3929,-22842400.0
3930,-22574100.0
3931,-25501700.0
3932,-19740900.0
3933,-25530200.0
3934,-25530200.0
3935,-25530200.0
3936,-25530200.0
3937,-25488400.0
3938,-25530200.0
3939,-25256200.0
3940,-25364700.0
3941,-24366100.0
3942,-24398000.0
3943,-24442200.0
3944,-25530200.0
3945,-25530200.0
3946,-25530200.0
3947,-25530200.0
3948,-24843600.0
3949,-25530200.0
3950,-23941400.0
3951,-25530200.0
3952,-23798000.0
3953,-22766600.0
3954,-24753900.0
3955,-24512900.0
3956,-22094000.0
3957,-25530200.0
3958,5092630.0
3959,9235120.0
3960,92999600.0
3961,117451000.0
3962,18935000.0
3963,40307800.0
3964,45996400.0
3965,4335910.0
3966,-6416970.0
3967,7630700.0
3968,-16418000.0
3969,-18024800.0
3970,-16104300.0
3971,-16197700.0
3972,-24595400.0
3973,-20884400.0
3974,-21266300.0
3975,489183000.0
3976,-19534000.0
3977,-23692700.0
3978,56374300.0
3979,-1110620.0
3980,79527900.0
3981,126419000.0
3982,98818700.0
3983,-3607580.0
3984,-8171570.0
3985,-9033330.0
3986,-12075500.0
3987,-9264880.0
3988,-25580800.0
3989,-20577700.0
3990,-15653000.0
3991,-21027700.0
3992,-44285000.0
3993,-15426000.0
3994,33764200.0
3995,-18709200.0
3996,-15862200.0
3997,-19977500.0
3998,-22401300.0
3999,-16170200.0
4000,-21015000.0
4001,-13875200.0
4002,-14374600.0
4003,-25645700.0
4004,1406250.0
4005,-16764300.0
4006,-20191600.0
4007,-19272600.0
4008,-25052300.0
4009,-24884300.0
4010,-25047600.0
4011,-25048900.0
4012,-795474000.0
4013,-23717400.0
4014,-24112400.0
4015,-24119700.0
4016,-24611900.0
4017,-31017300.0
4018,-19053600.0
4019,20983600.0
4020,4618220.0
4021,-18517400.0
4022,-14611100.0
4023,-9035700.0
4024,-4331180.0
4025,1353070.0
4026,5126380.0
4027,-22213300.0
4028,-18217200.0
4029,-25046300.0
4030,-24937900.0
4031,-25046300.0
4032,-23960900.0
4033,-22827400.0
4034,-23362400.0
4035,-20306000.0
4036,-20148100.0
4037,-20163600.0
4038,-19575300.0
4039,-24990600.0
4040,-22717900.0
4041,-19906000.0
4042,-19226400.0
4043,-21914100.0
4044,-24620600.0
4045,-16441400.0
4046,-17753200.0
4047,-19731300.0
4048,-24463500.0
4049,-23593000.0
4050,-24839100.0
4051,-24990600.0
4052,-24990600.0
4053,-46243800.0
4054,-12175900.0
4055,-2222940.0
4056,-21709600.0
4057,28429900.0
4058,1406560.0
4059,-24734400.0
4060,-19858100.0
4061,-10624500.0
4062,-17476200.0
4063,-14828500.0
4064,-22006900.0
4065,-12631000.0
4066,-16105500.0
4067,299671000.0
4068,10643700.0
4069,12612500.0
4070,367776000.0
4071,-14555000.0
4072,7237240.0
4073,-13384400.0
4074,-16700800.0
4075,21631300.0
4076,96267700.0
4077,58536200.0
