,Pout:0.000,Pout:0.750,Pout:1.500,Pout:2.250,Pout:3.000,Pout:3.750,Pout:4.500,Pout:5.250,Pout:6.000,Pout:6.750,Pout:7.500,Pout:8.250,Pout:9.000,Pout:9.750,Pout:10.500,Pout:11.250,Pout:12.000,Pout:12.750,Pout:13.500,Pout:14.250,Pout:15.000,Pout:15.750,Pout:16.500,Pout:17.250,Pout:18.000,Pout:18.750,Pout:19.500,Pout:20.250,Pout:21.000,Pout:21.750,Pout:22.500,Pout:23.250,Pout:24.000,Pout:24.750,Pout:25.500,Pout:26.250,Pout:27.000,Pout:27.750,Pout:28.500,Pout:29.250
2209,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.901,46.9009,46.9009,46.9008,46.9008,46.9008,46.9007,46.9007,46.9007,46.9007,46.9006,46.9006,46.9006,46.9006,46.9006,46.9005,46.9005,46.9005,46.9005,46.9005,46.9005,46.9004,46.9004,46.9004,46.9004,46.9004,46.9004,46.9004,46.9004
2210,1501.48,1493.1,342.964,-27.9563,-218.509,-335.173,-421.924,-485.74,-534.893,-574.232,-611.281,-637.024,-658.797,-677.567,-693.93,-708.33,-721.104,-732.519,-742.784,-752.067,-760.505,-768.211,-775.278,-781.784,-787.793,-793.363,-798.54,-803.365,-807.873,-812.096,-816.061,-819.79,-823.304,-826.623,-829.762,-832.735,-835.556,-838.236,-840.786,-843.216
2211,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.298,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297,115.297
2212,4785.04,4785.63,4005.18,3709.54,3468.72,3319.29,3177.79,3114.89,3042.26,2981.04,2928.47,2878.54,2834.09,2794.59,2759.19,2727.22,2698.15,2671.56,2647.12,2624.56,2603.64,2584.13,2544.04,2491.02,2431.87,2370.47,2309.3,2287.37,2278.87,2247.36,2215.21,2184.57,2158.46,2127.03,2103.64,2070.52,2049.73,2028.41,1998.83,1976.65
2213,20692.5,20690.3,17041.1,15680.2,14869.9,14309.4,13889.7,13559.1,13289.5,13064.0,12871.5,12704.6,12558.0,12427.8,12311.3,12206.0,12110.3,12022.9,11942.5,11868.3,11799.5,11735.6,11589.2,11293.0,11002.5,10732.9,10485.4,10223.6,9985.2,9755.1,9549.91,9339.67,9128.76,8888.13,8692.27,8502.62,8383.67,8200.99,7995.94,7798.62
2214,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84,-1516.84
2215,-16580.4,-16582.9,-19385.9,-20257.5,-20739.6,-21057.7,-21288.0,-21464.5,-21605.5,-21721.4,-21818.9,-21902.3,-21974.8,-22076.3,-22195.1,-22312.0,-22352.4,-22420.2,-22485.0,-22544.5,-22599.6,-22652.0,-22699.1,-22744.4,-22780.3,-22824.6,-22861.1,-22894.4,-22923.3,-22956.0,-22985.2,-23013.2,-23042.3,-23067.6,-23091.8,-23114.9,-23134.2,-23157.6,-23178.0,-23197.7
2216,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03,-1993.03
2217,1181.39,1181.39,1181.39,1181.39,1181.39,1133.4,1043.51,911.877,830.094,757.955,690.593,634.068,591.877,549.318,514.008,480.026,449.598,419.725,394.846,372.05,351.074,331.697,313.73,293.319,277.377,263.036,249.626,237.011,225.113,213.869,204.583,196.878,186.339,177.018,168.194,159.789,151.766,144.097,136.757,129.724
2218,1068.22,1068.22,1068.22,1068.22,1068.22,1068.22,1045.28,955.224,866.927,801.982,744.031,689.556,641.3,601.732,564.149,530.4,502.027,473.865,448.379,423.012,401.672,381.945,363.639,346.597,330.683,315.783,298.545,284.984,272.759,261.261,250.374,240.043,230.223,220.876,215.028,203.221,198.11,189.789,182.207,174.97
2219,-2352.43,-2358.9,-6224.48,-7891.96,-8832.91,-9459.18,-9915.17,-10428.6,-11132.8,-11677.9,-12122.8,-12496.9,-12820.2,-13102.7,-13354.6,-13575.6,-13776.6,-13958.6,-14124.6,-14276.8,-14417.0,-14546.7,-14667.1,-14779.7,-14882.9,-14978.8,-15133.0,-15278.3,-15419.6,-15542.9,-15659.3,-15768.6,-15871.4,-15968.6,-16060.5,-16147.8,-16230.8,-16309.8,-16385.2,-16457.2
2220,492.91,480.928,-1374.55,-1827.91,-2095.02,-2243.7,-2348.08,-2431.6,-2478.54,-2517.53,-2562.13,-2598.21,-2628.89,-2655.36,-2678.47,-2698.86,-2717.0,-2733.26,-2747.95,-2761.28,-2773.45,-2784.61,-2794.89,-2804.4,-2813.22,-2821.43,-2829.1,-2836.28,-2843.02,-2849.36,-2855.33,-2860.98,-2866.33,-2871.39,-2876.21,-2880.79,-2885.15,-2889.32,-2893.29,-2897.1
2221,976.747,976.747,976.747,976.747,976.747,976.747,976.747,976.775,961.749,919.381,867.95,800.961,747.819,725.049,698.053,665.018,631.544,596.915,568.862,548.219,522.843,501.03,480.583,463.269,445.048,428.239,412.415,396.103,382.129,368.921,356.406,344.527,333.233,319.618,308.784,299.083,289.901,281.12,272.701,264.619
2222,5377.76,5371.56,4332.88,3528.84,2940.18,2309.33,1778.51,1294.94,860.986,434.432,-38.6607,-469.547,-833.575,-1156.34,-1457.78,-1738.92,-1990.46,-2220.11,-2436.22,-2635.9,-2821.69,-2995.13,-3157.38,-3309.73,-3452.8,-3587.81,-3715.33,-3836.22,-3950.57,-4059.16,-4162.45,-4260.32,-4354.22,-4443.75,-4561.2,-4672.89,-4779.49,-4879.27,-4977.18,-5071.11
2223,3377.44,3377.03,3101.1,2991.26,2925.97,2880.72,2846.66,2819.83,2797.93,2761.75,2687.84,2642.85,2607.63,2572.61,2535.36,2504.5,2478.63,2447.97,2420.84,2397.44,2374.31,2352.71,2332.47,2313.45,2295.52,2278.59,2262.56,2247.35,2232.9,2219.14,2206.01,2193.47,2181.47,2169.98,2158.96,2148.38,2138.21,2128.42,2118.99,2109.89
2224,4894.12,4893.07,4499.19,4368.45,4241.8,4064.96,3925.13,3815.94,3719.47,3638.39,3568.87,3508.34,3454.95,3407.37,3364.59,3325.89,3290.63,3258.28,3228.45,3132.91,3084.96,3048.19,3009.14,2976.67,2946.1,2917.25,2889.95,2864.08,2839.49,2816.1,2793.8,2772.66,2752.27,2732.44,2714.47,2666.78,2620.66,2582.91,2548.52,2515.24
2225,3272.22,3271.45,2961.47,2839.91,2766.49,2715.49,2677.26,2614.27,2496.19,2458.05,2398.78,2350.19,2299.18,2254.59,2214.48,2178.13,2144.97,2114.55,2086.0,2060.5,2037.18,2013.03,1992.0,1971.29,1955.55,1927.37,1891.81,1858.81,1828.23,1799.64,1762.24,1736.71,1713.16,1690.77,1669.36,1648.86,1625.54,1607.1,1589.08,1571.7
2226,6447.9,6446.05,5972.53,5843.18,5618.37,5462.69,5320.32,5193.6,5101.64,5021.61,4952.86,4832.39,4564.75,4370.17,4201.6,4053.11,3922.17,3797.41,3672.21,3531.7,3417.45,3309.45,3213.98,3115.47,3021.7,2932.35,2847.09,2736.47,2638.21,2553.46,2480.96,2402.85,2336.45,2263.79,2198.4,2144.27,2065.79,1995.95,1934.21,1852.41
2227,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951,-225.951
2228,15218.2,15218.3,12878.9,10292.0,8041.7,6377.45,5102.88,4090.51,3266.8,2564.16,1985.89,1478.14,1034.07,641.598,291.617,-22.9371,-307.316,-567.822,-803.548,-1021.45,-1222.65,-1409.12,-1582.56,-1744.38,-1895.82,-2038.28,-2176.82,-2309.22,-2453.75,-2579.36,-2701.6,-2809.37,-2903.82,-3006.59,-3100.46,-3189.72,-3274.41,-3356.12,-3435.01,-3511.26
2229,11348.9,11347.5,10173.7,9828.28,9632.83,9501.38,9404.75,9329.66,9269.06,9218.76,9176.11,9032.29,8890.81,8738.18,8348.74,8072.06,7744.94,7574.52,7263.29,7054.28,6857.36,6755.01,6563.54,6388.37,6230.05,5992.42,5797.89,5595.37,5403.49,5220.48,5045.2,4876.83,4714.76,4558.51,4407.66,4265.31,4119.91,3985.44,3843.93,3748.98
2230,21754.7,21753.2,20796.8,20556.5,20073.9,19606.0,19171.1,18822.4,17991.0,17394.9,16879.0,16324.8,15792.1,15305.1,14840.5,14347.2,13871.2,13424.5,13003.9,12613.5,12221.7,11838.2,11482.0,11144.8,10827.6,10496.7,10299.2,10004.5,9731.32,9469.66,9218.87,9010.54,8713.87,8494.15,8282.23,8078.18,7881.56,7691.96,7508.98,7332.27
2231,8428.4,8427.9,7428.26,6878.67,6519.21,6257.18,6060.32,5905.49,5778.43,5673.0,5585.61,5505.61,5437.05,5376.3,5322.1,5273.22,5228.86,5188.34,5151.14,5116.84,5085.07,5055.53,5027.98,5002.2,4978.01,4955.24,4929.06,4875.65,4826.1,4774.17,4713.08,4652.65,4595.76,4543.57,4490.86,4440.14,4391.25,4338.22,4293.03,4249.3
2232,273.702,273.702,273.702,273.702,273.702,273.702,273.702,273.701,273.701,273.701,273.701,273.701,273.701,273.701,273.701,273.701,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7,273.7
2233,5951.04,5951.04,5064.72,4321.82,3407.71,2845.89,2430.61,2107.03,1845.61,1628.64,1444.62,1283.15,1146.64,1027.15,918.656,821.152,733.133,652.964,579.644,512.404,450.153,392.376,338.71,288.655,241.821,197.858,156.499,117.501,80.6414,45.7947,12.6932,-18.7599,-48.713,-77.2616,-104.496,-130.4,-154.833,-178.742,-201.678,-223.702
2234,7668.49,7668.49,6894.72,6240.67,5279.85,4749.07,3820.21,3309.53,2884.5,2511.08,2213.15,1958.4,1737.53,1543.69,1372.99,1217.11,1087.21,961.487,847.256,742.454,640.946,553.798,471.824,395.607,324.525,258.044,195.705,137.11,81.9085,29.8089,-19.51,-66.2065,-110.528,-152.554,-192.679,-230.934,-267.762,-302.647,-336.034,-368.098
2235,483.922,483.922,483.922,483.922,483.922,483.922,483.922,483.922,483.922,483.922,483.921,483.921,483.921,483.921,483.921,483.921,483.921,483.921,483.921,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92,483.92
2236,2235.2,2235.2,2235.2,2235.2,2235.2,2235.2,2235.2,2235.2,2235.2,2208.94,2159.28,2145.84,2128.28,2107.88,2092.46,2068.72,2060.36,2035.28,2025.82,2013.52,2002.0,1985.69,1975.55,1968.04,1959.69,1953.37,1945.16,1937.31,1929.81,1922.63,1915.75,1907.67,1836.2,1803.6,1799.62,1786.99,1763.93,1758.97,1740.27,1728.46
2237,7737.13,7737.57,6023.08,5018.65,4266.36,3781.01,3221.78,2713.94,2327.28,1994.78,1712.55,1469.17,1256.54,1068.62,900.883,751.053,613.128,484.449,376.297,272.167,186.166,86.0436,4.26635,-73.1975,-145.667,-213.689,-277.694,-338.055,-395.1,-523.725,-634.211,-695.518,-753.283,-809.496,-854.482,-904.814,-953.611,-1004.78,-1048.82,-1089.5
2238,3805.11,3808.87,-204.136,-1989.14,-3464.09,-4604.35,-5465.81,-6168.16,-6704.29,-7165.2,-7550.12,-7880.55,-8167.94,-8420.67,-8645.0,-8845.74,-9026.6,-9190.58,-9340.17,-9478.04,-9604.03,-9721.04,-9856.04,-10000.9,-10132.0,-10251.5,-10373.2,-10474.0,-10568.1,-10656.2,-10739.1,-10817.1,-10890.8,-10960.7,-11037.1,-11098.9,-11158.3,-11215.0,-11269.1,-11320.8
2239,520.319,520.319,520.319,520.319,520.319,520.319,520.319,520.319,520.319,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.318,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317,520.317
2240,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.945,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944,570.944
2241,-769.628,-780.074,-7178.68,-9891.84,-11501.2,-12879.1,-13810.9,-14549.1,-15131.0,-15586.1,-15984.7,-16300.9,-16586.4,-16828.8,-17090.5,-17277.9,-17442.6,-17590.2,-17723.6,-17856.5,-17964.8,-18065.0,-18157.3,-18242.5,-18321.4,-18394.7,-18463.0,-18526.8,-18586.6,-18633.8,-18695.5,-18737.0,-18784.2,-18828.9,-18871.2,-18911.3,-18949.4,-18985.6,-19020.0,-19052.9
2242,3088.36,3086.12,-544.916,-2421.72,-3529.41,-4287.16,-4846.1,-5279.71,-5753.04,-6220.46,-6487.16,-6755.76,-7002.92,-7217.8,-7405.3,-7578.59,-7732.37,-7871.95,-7999.39,-8116.26,-8223.95,-8323.62,-8416.19,-8502.46,-8583.11,-8743.49,-8866.82,-8958.91,-9035.98,-9110.2,-9168.12,-9244.69,-9308.56,-9367.01,-9416.3,-9470.26,-9522.5,-9572.45,-9620.62,-9666.5
2243,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1987.93,1984.77,1987.16,1984.76,1980.22,1941.97,1898.22,1894.95,1878.1,1874.46,1860.36,1852.03,1843.61,1835.57,1828.68,1821.01,1813.76,1806.84,1802.24,1795.5,1788.59,1782.51,1776.84,1771.31,1765.98,1760.41,1755.43
2244,8208.73,8207.42,5112.53,3265.54,2125.63,906.543,60.6924,-588.98,-1097.64,-1556.68,-1924.96,-2239.52,-2512.3,-2752.6,-2964.82,-3154.53,-3324.54,-3480.12,-3621.13,-3750.36,-3869.27,-3979.14,-4081.02,-4272.72,-4408.52,-4508.9,-4601.83,-4689.11,-4773.61,-4850.42,-4922.19,-4991.69,-5057.66,-5120.37,-5180.08,-5237.01,-5291.36,-5343.32,-5393.05,-5440.7
2245,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73,1087.73
2246,8132.26,8134.04,7181.05,6595.1,6114.08,5757.7,5314.54,5019.04,4765.04,4558.93,4355.87,4175.19,4013.2,3866.95,3734.12,3612.86,3501.71,3395.25,3303.58,3215.35,3133.12,3056.25,2984.18,2916.45,2852.64,2792.4,2735.4,2681.37,2630.05,2581.37,2534.87,2490.51,2448.11,2407.56,2368.41,2331.07,2295.49,2261.16,2228.14,2196.35
2247,-2204.29,-2218.28,-5645.22,-6454.85,-6889.65,-7137.7,-7305.92,-7435.68,-7526.58,-7582.23,-7643.19,-7693.65,-7735.99,-7772.02,-7803.08,-7830.15,-7853.94,-7875.04,-7893.87,-7910.79,-7926.07,-7939.95,-7952.62,-7964.22,-7974.88,-7984.73,-7993.84,-8002.3,-8010.17,-8017.53,-8024.41,-8027.96,-8027.96,-8027.96,-8027.96,-8027.96,-8027.96,-8027.96,-8027.96,-8027.96
2248,20497.0,20494.5,18857.6,18559.2,18357.9,18220.5,18119.1,18040.2,17976.6,17923.8,17879.1,17840.5,17806.9,17777.2,17750.6,17726.8,17705.2,17685.5,17667.4,17650.8,17635.4,17621.1,17607.8,17595.4,17583.8,17572.8,17562.5,17552.7,17543.5,17534.7,17526.4,17518.5,17510.9,17503.7,17496.8,17490.2,17483.9,17477.9,17472.0,17466.4
2249,3415.29,3409.38,254.478,-707.561,-1188.73,-1511.16,-1722.75,-1878.12,-1997.38,-2100.11,-2175.71,-2242.94,-2281.59,-2328.3,-2368.96,-2404.55,-2435.95,-2463.88,-2488.88,-2511.4,-2531.79,-2550.35,-2567.31,-2582.88,-2597.22,-2610.47,-2622.75,-2634.17,-2644.82,-2654.77,-2664.09,-2672.83,-2681.06,-2688.81,-2696.13,-2703.05,-2709.6,-2715.81,-2721.72,-2727.33
2250,1327.18,1327.18,1327.18,1327.18,1327.18,1283.38,1213.12,1083.76,985.823,873.266,800.924,657.42,571.739,493.394,432.588,373.52,317.37,274.342,231.106,191.155,155.725,121.595,90.2165,61.2999,35.5573,9.64939,-14.163,-36.5717,-57.6502,-83.0485,-102.257,-119.747,-136.248,-151.918,-166.83,-181.04,-194.6,-207.554,-219.944,-231.807
2251,4547.96,4543.89,1592.39,595.373,61.2199,-268.541,-510.115,-693.903,-830.164,-939.01,-1028.06,-1109.5,-1171.59,-1215.16,-1262.34,-1303.98,-1340.84,-1373.7,-1403.17,-1429.77,-1453.9,-1475.89,-1496.01,-1514.51,-1531.57,-1547.35,-1561.99,-1575.62,-1588.33,-1600.23,-1611.37,-1621.84,-1631.7,-1640.99,-1649.77,-1658.07,-1665.94,-1673.41,-1680.5,-1687.25
2252,1192.82,1179.51,-1033.45,-1582.97,-1882.27,-2056.13,-2174.31,-2266.79,-2330.64,-2372.01,-2414.63,-2449.93,-2479.62,-2504.94,-2526.8,-2545.88,-2562.68,-2577.58,-2590.91,-2602.89,-2613.73,-2623.57,-2632.57,-2640.81,-2648.39,-2655.4,-2661.88,-2667.91,-2673.52,-2678.77,-2683.67,-2688.28,-2692.6,-2696.68,-2700.53,-2704.16,-2707.6,-2710.87,-2713.96,-2716.91
2253,1734.54,1721.64,-492.287,-1074.84,-1377.95,-1562.62,-1688.63,-1780.5,-1856.28,-1913.42,-1946.63,-1984.41,-2016.31,-2043.56,-2067.11,-2087.68,-2105.81,-2121.91,-2136.3,-2149.26,-2160.98,-2171.63,-2181.37,-2190.29,-2198.51,-2206.1,-2213.13,-2219.67,-2225.76,-2231.45,-2236.77,-2241.77,-2246.47,-2250.9,-2255.07,-2259.02,-2262.76,-2266.31,-2269.68,-2272.88
2254,1532.99,1532.99,1532.99,1532.99,1532.99,1467.68,1296.31,1116.7,993.952,892.725,802.325,730.152,672.94,616.996,567.706,524.086,485.002,449.693,417.465,388.131,361.289,336.576,313.743,289.31,269.423,251.262,234.31,218.417,203.48,189.412,176.138,163.589,152.681,141.357,130.617,120.403,110.674,101.395,92.5339,84.0631
2255,3468.65,3465.07,1494.89,788.329,403.949,158.283,-8.99026,-143.332,-243.328,-323.427,-389.127,-449.957,-495.932,-535.28,-563.764,-594.519,-621.894,-646.337,-668.295,-688.133,-706.149,-722.587,-737.648,-751.5,-764.285,-776.125,-787.121,-797.361,-806.923,-815.872,-824.265,-832.155,-839.586,-846.596,-853.222,-859.494,-865.44,-871.086,-876.453,-881.563
2256,648.652,648.652,648.652,648.652,648.652,648.652,648.652,648.652,648.652,648.651,648.651,648.651,648.651,648.651,648.65,648.65,648.65,648.65,648.65,648.65,648.65,648.65,648.65,648.65,648.649,647.065,647.977,645.342,640.436,628.675,615.854,603.554,591.374,575.442,554.348,531.528,517.034,515.055,508.087,499.121
2257,-2017.2,-2024.1,-2484.58,-2584.97,-2638.05,-2673.48,-2699.36,-2719.37,-2735.45,-2748.76,-2760.02,-2769.7,-2778.15,-2785.61,-2792.26,-2798.24,-2803.65,-2808.58,-2813.1,-2817.26,-2821.1,-2824.67,-2828.0,-2831.11,-2834.03,-2836.77,-2839.35,-2841.79,-2844.09,-2846.28,-2848.36,-2850.34,-2852.23,-2854.03,-2855.75,-2857.4,-2858.98,-2860.5,-2861.96,-2863.36
2258,-10331.2,-10335.0,-10472.3,-10499.8,-10514.9,-10524.7,-10531.7,-10537.2,-10541.6,-10545.2,-10548.3,-10550.9,-10553.2,-10555.2,-10557.0,-10558.6,-10560.0,-10561.4,-10562.6,-10563.7,-10564.7,-10565.7,-10566.6,-10567.4,-10568.2,-10568.9,-10569.6,-10570.3,-10570.9,-10571.5,-10572.1,-10572.6,-10573.1,-10573.6,-10574.0,-10574.5,-10574.9,-10575.3,-10575.7,-10576.1
2259,-2157.9,-2167.67,-2517.28,-2592.46,-2629.45,-2653.46,-2670.8,-2684.07,-2694.65,-2703.33,-2710.63,-2716.88,-2722.3,-2727.07,-2731.3,-2735.09,-2738.51,-2741.62,-2744.46,-2747.07,-2749.47,-2751.7,-2753.78,-2755.71,-2757.52,-2759.22,-2760.81,-2762.32,-2763.74,-2765.09,-2766.37,-2767.59,-2768.75,-2769.85,-2770.91,-2771.92,-2772.89,-2773.81,-2774.7,-2775.56
2260,-3043.28,-3052.92,-3407.27,-3482.71,-3520.23,-3544.53,-3562.09,-3575.54,-3586.28,-3595.09,-3602.51,-3608.86,-3614.37,-3619.22,-3623.52,-3627.38,-3630.86,-3634.03,-3636.92,-3639.58,-3642.03,-3644.3,-3646.41,-3648.38,-3650.23,-3651.96,-3653.59,-3655.13,-3656.58,-3657.95,-3659.26,-3660.5,-3661.69,-3662.81,-3663.89,-3664.92,-3665.91,-3666.85,-3667.76,-3668.64
2261,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,166.263,165.903,164.865,163.362,161.602,159.791,157.305,150.496,147.007,144.84,141.763,139.006,136.486,134.139,131.964,130.135,129.828,128.189,126.656,124.739,122.975,121.572,119.794,118.265
2262,566.971,556.357,-170.047,-345.401,-441.728,-502.456,-548.892,-580.757,-605.028,-624.823,-641.363,-655.437,-667.591,-678.218,-687.607,-695.977,-703.498,-710.3,-716.491,-722.154,-727.36,-732.166,-736.62,-740.762,-744.627,-748.243,-751.636,-754.828,-757.836,-760.679,-763.37,-765.923,-768.347,-770.655,-772.854,-774.954,-776.96,-778.88,-780.72,-782.484
2263,624.261,624.261,624.261,624.261,611.933,523.829,464.07,430.985,392.847,363.155,337.229,314.327,295.321,279.452,265.136,251.441,239.996,228.636,218.369,208.948,200.273,192.252,184.808,177.878,169.808,163.733,158.152,152.904,147.95,142.358,137.837,133.665,129.714,125.951,122.361,118.93,115.647,112.503,109.488,106.594
2264,-9345.8,-9350.61,-10077.2,-10249.5,-10345.5,-10401.9,-10442.8,-10474.2,-10499.4,-10520.0,-10537.4,-10552.3,-10565.2,-10576.6,-10586.7,-10595.8,-10603.9,-10611.4,-10618.2,-10624.4,-10630.1,-10635.5,-10640.4,-10645.0,-10649.4,-10653.4,-10657.2,-10660.8,-10664.2,-10667.4,-10670.5,-10673.4,-10676.2,-10678.8,-10681.3,-10683.7,-10686.0,-10688.2,-10690.4,-10692.4
2265,-9782.82,-9790.08,-10756.4,-10986.3,-11112.2,-11193.3,-11255.2,-11298.1,-11332.1,-11360.0,-11383.5,-11403.5,-11420.9,-11436.1,-11449.6,-11461.7,-11472.5,-11482.4,-11491.4,-11499.7,-11507.3,-11514.3,-11520.9,-11527.0,-11532.7,-11538.0,-11543.0,-11547.8,-11552.2,-11556.5,-11560.5,-11564.1,-11567.8,-11571.2,-11574.5,-11577.7,-11580.7,-11583.6,-11586.3,-11589.0
2266,1218.21,1217.76,793.955,579.669,457.122,376.239,322.5,278.101,241.335,211.439,186.49,165.289,147.003,128.344,112.933,100.771,89.9669,80.1836,71.266,63.0974,55.5821,48.6406,42.2058,36.221,30.6379,25.4151,20.5165,15.9112,11.572,7.47501,3.59924,-0.0738506,-3.56078,-6.87624,-10.0334,-13.044,-15.9188,-18.6673,-21.2983,-23.8195
2267,4366.02,4363.98,3183.92,2249.4,1460.04,966.417,591.268,274.599,13.102,-207.668,-397.145,-563.302,-708.176,-837.845,-954.262,-1059.54,-1155.36,-1243.05,-1323.71,-1398.22,-1519.88,-1681.73,-1829.1,-1964.97,-2091.34,-2209.68,-2330.72,-2484.08,-2623.58,-2756.37,-2889.78,-3018.92,-3143.67,-3263.92,-3379.67,-3490.97,-3586.45,-3672.87,-3765.56,-3853.89
2268,2878.5,2878.5,2878.5,2878.5,2837.76,2796.84,2714.81,2639.52,2598.76,2561.38,2527.41,2503.67,2475.36,2451.15,2429.0,2408.83,2390.31,2373.24,2357.43,2342.72,2324.46,2310.96,2299.07,2288.02,2277.6,2267.73,2258.35,2249.42,2240.91,2232.79,2225.02,2217.58,2210.45,2203.61,2197.03,2190.71,2184.61,2178.74,2173.08,2167.61
2269,2833.48,2833.48,2751.99,2685.2,2644.12,2614.66,2584.54,2566.55,2552.52,2540.64,2530.27,2521.11,2512.93,2505.58,2498.92,2492.86,2487.3,2482.18,2477.45,2473.05,2468.96,2465.13,2461.54,2458.16,2454.98,2451.97,2449.12,2446.42,2443.86,2441.41,2439.08,2436.85,2434.73,2432.69,2430.73,2428.86,2427.05,2425.32,2423.65,2422.04
2270,2224.03,2224.03,2224.03,2216.3,2093.48,2044.32,2016.93,1983.76,1951.37,1929.96,1904.56,1890.3,1875.3,1862.62,1851.3,1840.97,1831.49,1822.72,1816.79,1809.03,1801.79,1795.02,1788.66,1782.68,1777.04,1771.7,1766.65,1761.85,1757.28,1753.09,1748.75,1744.9,1741.14,1737.49,1733.99,1730.59,1727.36,1724.41,1721.13,1713.58
2271,2050.66,2050.66,2050.66,2031.66,1962.11,1913.97,1874.46,1847.76,1825.22,1805.6,1791.8,1775.54,1761.56,1749.01,1737.68,1727.38,1717.95,1709.27,1698.55,1690.93,1684.19,1677.92,1672.03,1666.48,1661.23,1656.26,1651.54,1647.06,1642.78,1638.7,1634.81,1631.08,1627.52,1624.09,1620.81,1617.65,1614.61,1611.68,1608.85,1606.13
2272,1616.93,1616.93,-182.323,-1101.27,-1626.72,-1977.71,-2232.42,-2426.58,-2581.14,-2707.52,-2813.15,-2902.99,-2980.56,-3048.27,-3107.94,-3161.13,-3208.84,-3251.91,-3291.23,-3326.92,-3359.65,-3389.81,-3417.7,-3443.58,-3467.67,-3489.66,-3510.78,-3530.59,-3549.22,-3566.79,-3583.39,-3599.09,-3613.98,-3630.06,-3641.56,-3656.1,-3668.28,-3679.85,-3690.92,-3701.53
2273,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.908,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907,120.907
2274,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.154,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153,242.153
