,Pout:0.000,Pout:0.750,Pout:1.500,Pout:2.250,Pout:3.000,Pout:3.750,Pout:4.500,Pout:5.250,Pout:6.000,Pout:6.750,Pout:7.500,Pout:8.250,Pout:9.000,Pout:9.750,Pout:10.500,Pout:11.250,Pout:12.000,Pout:12.750,Pout:13.500,Pout:14.250,Pout:15.000,Pout:15.750,Pout:16.500,Pout:17.250,Pout:18.000,Pout:18.750,Pout:19.500,Pout:20.250,Pout:21.000,Pout:21.750,Pout:22.500,Pout:23.250,Pout:24.000,Pout:24.750,Pout:25.500,Pout:26.250,Pout:27.000,Pout:27.750,Pout:28.500,Pout:29.250
0,2307.36,2307.36,2307.36,2307.36,2307.94,2191.59,2148.01,2105.43,2080.12,2053.72,2030.95,2011.18,1993.64,1977.84,1963.48,1950.36,1938.31,1914.25,1882.79,1848.39,1813.7,1807.68,1791.26,1770.46,1749.52,1728.51,1670.81,1618.35,1597.61,1566.36,1548.6,1520.12,1498.69,1484.28,1457.11,1443.54,1427.14,1410.28,1393.26,1376.64
1,5455.23,5445.83,2587.22,1635.91,1111.2,773.918,523.993,331.599,178.976,54.1799,-59.4571,-147.18,-226.113,-292.254,-350.667,-402.882,-449.913,-492.548,-531.423,-567.048,-599.845,-630.163,-658.294,-684.484,-708.943,-731.85,-753.36,-773.607,-792.708,-810.765,-827.868,-844.098,-859.524,-874.21,-888.212,-901.581,-914.362,-926.597,-937.485,-948.777
2,5364.89,5363.64,4378.89,3199.48,2645.19,2274.46,2003.06,1795.79,1579.56,1353.82,1190.82,1054.17,935.009,829.773,755.69,668.374,589.973,518.878,454.071,394.715,340.123,277.318,231.034,188.533,139.753,109.872,76.4564,43.9083,13.2716,-15.6483,-42.9956,-68.899,-93.473,-116.82,-139.033,-160.194,-180.379,-199.655,-218.084,-235.722
3,1113.01,1113.01,1113.01,1113.01,1113.01,1113.01,1113.01,1113.01,1113.01,1112.85,1110.69,1097.07,1055.01,1050.35,1039.63,1022.72,1016.96,1012.85,1005.3,997.694,987.683,981.592,978.93,970.259,962.799,958.266,953.658,949.263,945.062,941.412,936.728,933.761,929.549,926.72,923.158,919.909,916.829,913.869,911.013,908.252
4,717.332,717.332,717.332,717.332,717.332,717.332,717.332,717.331,717.331,717.331,717.331,717.331,717.331,717.331,717.331,717.33,717.33,717.33,717.33,717.33,717.33,716.634,717.234,716.882,716.175,715.102,713.684,699.98,684.561,684.954,678.051,678.808,672.045,670.587,668.25,665.672,663.237,663.344,658.431,658.523
5,285.254,285.254,285.254,285.254,285.254,285.253,285.253,285.253,285.253,285.253,285.252,285.252,285.252,285.252,285.252,285.252,285.252,285.252,285.252,285.252,285.252,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251,285.251
6,687.269,687.269,687.269,687.269,687.269,687.269,687.268,687.268,687.268,687.268,687.267,687.267,687.267,687.267,687.267,687.267,687.267,687.267,687.267,687.266,687.266,687.266,687.266,687.266,687.266,687.266,687.266,687.266,685.091,681.627,677.258,671.03,658.901,647.683,637.53,635.465,631.723,616.41,600.241,591.998
7,286.289,286.289,286.289,286.289,286.289,286.289,286.289,286.288,286.288,286.288,286.288,286.288,286.288,286.288,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.287,286.286,286.286,286.286,286.286,286.286,286.286,286.286,286.286,286.286,286.286
8,2334.35,2334.35,2334.35,2086.65,1706.96,1428.68,1220.43,1061.42,940.044,849.76,764.403,692.741,634.268,579.96,532.523,490.481,452.943,419.196,382.156,354.608,329.856,307.135,286.172,265.671,246.319,229.304,213.8,199.315,185.716,172.919,160.852,149.453,138.667,128.444,118.74,109.516,100.737,92.3688,84.384,76.7557
9,2990.63,2990.63,2715.02,1856.62,1445.99,1167.09,971.989,836.697,719.001,626.079,548.475,481.224,423.945,374.326,323.171,285.411,252.104,222.186,193.388,167.525,145.017,124.71,106.021,88.7346,72.6941,57.7661,43.8362,30.8053,18.5871,7.10603,-3.70413,-13.9019,-23.5392,-32.6619,-41.3114,-49.5242,-57.3335,-64.769,-71.8576,-78.6236
10,813.173,813.173,813.173,813.173,813.173,813.173,813.173,813.172,813.172,813.172,813.172,813.172,813.172,813.172,813.172,813.172,813.172,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.171,813.07,812.79,812.295,811.532,810.448,809.009
11,256.224,256.224,256.224,256.224,256.224,256.224,256.224,256.224,256.224,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.223,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222,256.222
12,843.969,838.856,-2990.3,-4529.74,-5495.92,-6147.8,-6623.3,-6998.56,-7300.43,-7549.83,-7760.21,-7940.67,-8097.59,-8235.62,-8358.22,-8526.74,-8655.52,-8766.62,-8856.08,-8950.85,-9024.69,-9099.55,-9176.71,-9234.47,-9294.96,-9348.06,-9455.35,-9561.67,-9659.0,-9749.39,-9860.16,-9938.77,-10011.7,-10080.9,-10146.8,-10209.7,-10271.7,-10332.5,-10387.6,-10440.1
13,4464.92,4465.31,-13.1977,-1344.22,-2101.2,-2602.55,-3017.69,-3272.23,-3474.27,-3640.42,-3779.98,-3899.73,-4003.02,-4093.54,-4173.7,-4245.3,-4309.72,-4368.06,-4421.22,-4469.89,-4514.66,-4556.03,-4591.15,-4627.12,-4660.67,-4692.07,-4721.52,-4749.22,-4775.34,-4800.01,-4823.36,-4845.5,-4866.54,-4886.56,-4905.63,-4923.83,-4941.23,-4957.87,-4973.82,-4989.11
14,5922.14,5921.1,5337.74,5151.77,5026.21,4944.38,4884.15,4837.33,4799.52,4768.11,4741.51,4718.71,4698.78,4681.0,4641.89,4586.5,4528.03,4510.86,4485.25,4455.44,4427.59,4401.59,4377.64,4354.43,4331.8,4312.11,4293.31,4273.03,4256.4,4241.6,4224.97,4209.18,4194.03,4180.17,4166.96,4154.26,4142.05,4130.27,4118.92,4110.12
15,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.31,1463.05,1462.91,1461.06,1457.27,1428.1,1388.52,1388.8,1379.07,1358.65,1353.09,1346.63,1339.0,1331.87,1325.06,1318.54,1309.36,1304.05,1299.7,1294.94,1288.49,1281.27,1278.63,1272.17,1269.25,1264.3,1259.82,1255.62
16,5794.83,5795.23,5170.42,4898.8,4727.3,4605.36,4512.36,4438.11,4285.12,4044.98,3967.63,3848.1,3734.49,3619.87,3474.49,3337.02,3186.64,3070.36,2940.24,2841.23,2774.29,2682.38,2596.5,2539.9,2461.21,2385.85,2314.1,2245.72,2164.45,2120.03,2043.88,1987.85,1933.49,1881.25,1831.08,1782.87,1736.48,1685.35,1642.29,1601.11
17,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149,235.149
18,7275.44,7275.36,6500.67,6191.22,6004.04,5873.88,5775.1,5697.75,5638.23,5584.2,5524.32,5482.29,5445.25,5412.32,5382.79,5356.11,5331.85,5312.73,5291.45,5272.41,5254.76,5238.35,5223.04,5208.72,5195.27,5182.62,5163.69,5133.33,5098.03,5060.05,5020.97,4981.88,4943.49,4952.71,4939.66,4918.19,4897.78,4877.82,4862.46,4843.67
19,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.419,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418,102.418
20,196.534,196.534,196.534,196.534,196.534,196.534,196.533,196.533,196.533,196.533,196.533,196.533,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.532,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531,196.531
21,3060.18,3055.06,1455.0,903.951,611.13,434.299,301.529,200.283,122.061,59.5321,0.511563,-41.1256,-77.3241,-107.598,-135.422,-158.786,-179.428,-197.924,-214.604,-229.729,-243.512,-256.128,-267.722,-278.416,-288.314,-297.503,-306.059,-314.047,-321.522,-328.535,-335.127,-341.336,-347.195,-352.735,-357.981,-362.957,-367.683,-372.178,-376.46,-380.543
22,983.092,972.114,-729.497,-1113.33,-1317.03,-1439.73,-1531.31,-1589.26,-1633.88,-1670.42,-1699.31,-1723.38,-1743.81,-1761.38,-1776.67,-1790.11,-1802.02,-1812.66,-1822.22,-1830.87,-1838.73,-1845.91,-1852.5,-1858.57,-1864.18,-1869.39,-1874.23,-1878.74,-1882.97,-1886.93,-1890.65,-1894.16,-1897.47,-1900.59,-1903.55,-1906.36,-1909.03,-1911.56,-1913.98,-1916.29
23,2027.49,2027.49,1927.77,1804.73,1379.91,1142.31,982.774,857.447,760.793,678.449,612.707,554.079,503.603,460.299,421.669,381.137,350.993,324.283,300.112,275.992,256.266,237.948,221.034,204.592,189.788,176.275,163.675,151.874,140.794,130.368,120.539,111.255,102.471,94.1473,86.247,78.7378,71.5906,64.7791,58.2797,52.0706
24,423.961,423.961,423.961,423.961,423.961,423.961,423.961,423.96,423.96,423.96,423.96,423.96,423.959,423.959,423.959,423.959,423.959,423.959,423.959,423.959,423.959,423.959,423.959,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,423.958,422.238,423.071
25,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766,255.766
26,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.307,703.306,703.306,703.306,703.306,703.306,703.306,703.306,703.306,703.068
27,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995,517.995
28,186.409,186.409,186.409,186.409,186.409,186.409,186.409,186.409,186.409,186.409,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408,186.408
29,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2813,59.2812,59.2812,59.2812,59.2812,59.2812,59.2812,59.2812,59.2812,59.2812,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811,59.2811
30,5349.78,5349.78,5349.78,5349.78,5349.78,5349.78,5341.08,5203.07,3831.22,3428.76,3004.52,2570.87,2293.37,1976.71,1695.71,1497.73,1291.63,1105.06,935.208,793.492,648.54,515.993,393.013,278.694,172.096,67.5609,-25.2094,-112.704,-195.127,-272.908,-346.443,-416.087,-482.154,-562.822,-604.527,-677.744,-732.757,-784.019,-832.842,-879.574
31,454.993,454.993,454.993,454.993,454.993,454.993,454.993,454.993,454.993,454.993,454.992,454.992,454.992,454.992,454.992,454.992,454.992,454.95,454.467,452.866,449.879,445.56,391.556,373.848,363.811,353.993,345.108,332.46,327.831,320.031,311.395,301.28,292.211,287.131,280.179,273.488,267.09,260.962,255.45,249.724
32,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227,235.227
33,-942.052,-950.004,-2092.7,-2354.25,-2491.31,-2583.99,-2640.44,-2682.68,-2715.78,-2742.54,-2764.69,-2783.4,-2799.44,-2813.38,-2825.62,-2836.48,-2846.19,-2854.94,-2862.87,-2870.09,-2876.71,-2882.8,-2888.43,-2893.64,-2898.49,-2903.02,-2907.26,-2911.24,-2914.98,-2918.5,-2921.83,-2924.98,-2927.97,-2930.81,-2933.51,-2936.08,-2938.54,-2940.88,-2943.13,-2945.28
34,1471.92,1468.94,633.155,342.285,179.562,82.3756,7.14336,-49.0251,-92.9515,-128.394,-157.872,-186.722,-207.249,-224.991,-240.594,-254.442,-266.829,-277.983,-288.087,-297.29,-305.711,-313.452,-320.594,-327.209,-333.354,-339.081,-344.433,-349.448,-354.157,-358.59,-362.772,-366.723,-370.464,-374.012,-377.382,-380.588,-383.642,-386.555,-389.338,-392.0
35,128.061,128.061,128.061,128.061,128.061,128.061,128.061,128.061,128.061,128.061,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06,128.06
36,735.875,728.633,38.8783,-158.62,-257.502,-323.058,-368.627,-406.883,-432.233,-452.6,-469.488,-483.757,-495.996,-506.629,-515.966,-524.243,-531.638,-538.292,-544.317,-549.803,-554.823,-559.437,-563.695,-567.639,-571.304,-574.721,-577.915,-580.91,-583.723,-586.373,-588.873,-591.237,-593.477,-595.602,-597.622,-599.545,-601.378,-603.128,-604.8,-606.4
37,970.732,970.732,717.201,504.84,382.785,297.313,236.193,191.498,157.82,127.896,103.052,81.9901,63.8721,47.8629,34.0212,21.7052,8.36788,-1.39523,-10.1595,-18.154,-25.4872,-32.2419,-38.487,-44.2808,-49.6726,-54.7049,-59.414,-63.8317,-67.9853,-71.8991,-75.5942,-79.0893,-82.4011,-85.5443,-88.532,-91.3762,-94.0874,-96.6752,-99.1483,-101.515
38,569.808,569.808,569.808,569.808,569.734,535.498,433.164,387.575,342.806,313.718,283.964,258.426,239.803,221.673,205.609,192.44,179.327,167.527,156.769,146.919,137.861,129.498,121.472,114.309,107.607,101.337,95.4583,88.4583,85.5161,78.5062,73.8556,69.5255,65.4249,61.5265,57.8137,54.2727,50.8912,47.6582,44.5635,41.5979
39,-295.673,-304.544,-983.659,-1136.55,-1216.27,-1269.91,-1303.0,-1327.8,-1347.25,-1362.98,-1376.02,-1387.04,-1396.49,-1404.72,-1411.95,-1418.37,-1424.11,-1429.29,-1433.99,-1438.27,-1442.19,-1445.81,-1449.14,-1452.24,-1455.13,-1457.82,-1460.34,-1462.71,-1464.94,-1467.04,-1469.02,-1470.9,-1472.68,-1474.38,-1475.99,-1477.53,-1478.99,-1480.4,-1481.74,-1483.02
40,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097,442.097
41,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.38,1126.0,1124.21,1120.49,1114.43,1106.02,1095.48,960.757,910.139,888.4,867.654,855.866,836.542,809.601,799.852,782.75,763.782,741.158,720.867,710.024
42,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092,483.092
43,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8804,44.8803,44.8803,44.8803,44.8803,44.8803,44.8803
44,16.425,5.21371,-89.5692,-112.712,-125.332,-132.476,-137.589,-141.477,-144.556,-147.071,-149.172,-150.962,-152.508,-153.862,-155.06,-156.13,-157.092,-157.963,-158.758,-159.485,-160.155,-160.774,-161.349,-161.884,-162.383,-162.852,-163.292,-163.706,-164.097,-164.467,-164.818,-165.151,-165.467,-165.769,-166.057,-166.332,-166.595,-166.847,-167.089,-167.321
45,127.425,126.196,88.7719,69.0872,57.0257,49.1145,43.4499,38.7328,34.9344,31.7862,29.1216,26.9935,24.466,22.7356,21.2035,19.8244,18.5739,17.4333,16.3874,15.4238,14.5323,13.7044,12.9329,12.2117,11.5356,10.9,10.3011,9.73552,9.20024,8.69266,8.21048,7.75165,7.31435,6.89694,6.49797,6.11611,5.75017,5.39908,5.06185,4.73761
46,73.9191,62.4452,-12.825,-32.5509,-43.3139,-50.7972,-55.4894,-59.0649,-61.9094,-64.2395,-66.1922,-67.8585,-69.3015,-70.5667,-71.6874,-72.6891,-73.5913,-74.4092,-75.1553,-75.8393,-76.4694,-77.0523,-77.5935,-78.0978,-78.5692,-79.011,-79.4264,-79.8177,-80.1872,-80.5369,-80.8684,-81.1834,-81.483,-81.7686,-82.0412,-82.3018,-82.5511,-82.79,-83.0193,-83.2395
47,136.959,130.952,72.4854,49.7876,37.8673,29.3195,23.1641,18.4508,14.6937,11.1715,8.64158,6.49082,4.61844,2.96906,1.50208,0.186506,-1.00181,-2.08196,-3.06929,-3.97627,-4.81316,-5.58849,-6.3094,-6.98193,-7.61123,-8.20172,-8.75721,-9.28101,-9.776,-10.2447,-10.6894,-11.1121,-11.5144,-11.898,-12.2643,-12.6146,-12.9499,-13.2713,-13.5798,-13.8762
48,56.7827,45.5622,-49.5668,-74.2861,-86.8394,-95.4232,-100.854,-104.977,-108.244,-110.912,-113.142,-115.04,-116.681,-118.117,-119.387,-120.521,-121.54,-122.464,-123.305,-124.076,-124.785,-125.44,-126.048,-126.614,-127.143,-127.638,-128.103,-128.541,-128.955,-129.346,-129.716,-130.068,-130.402,-130.721,-131.025,-131.315,-131.593,-131.859,-132.114,-132.359
49,3803.82,3803.82,3803.82,3799.19,3648.82,3582.53,3547.45,3490.99,3443.77,3421.23,3394.64,3373.24,3354.72,3338.14,3323.08,3309.28,3296.58,3284.84,3273.95,3263.8,3254.32,3245.43,3237.07,3229.2,3221.76,3214.72,3208.04,3201.7,3195.66,3189.9,3184.4,3180.21,3175.11,3170.23,3165.55,3161.05,3156.72,3152.56,3148.54,3144.67
50,7479.31,7477.66,6977.72,6784.26,6668.53,6587.65,6531.51,6482.85,6441.4,6409.07,6381.37,6357.35,6336.25,6317.52,6300.71,6285.56,6271.8,6259.21,6247.64,6216.2,6171.42,6016.76,5927.36,5874.56,5825.52,5788.09,5740.18,5691.64,5661.64,5622.94,5584.73,5542.91,5508.28,5469.02,5447.82,5416.64,5386.27,5356.88,5328.36,5300.69
51,15708.4,15707.5,14661.8,14371.3,14208.2,14098.9,14018.7,13956.6,13851.0,13647.0,13507.5,13223.0,12978.9,12629.5,12388.9,12174.3,11979.1,11799.5,11633.1,11477.9,11333.3,11193.5,11069.5,10952.6,10840.5,10738.8,10638.8,10543.6,10452.8,10366.1,10283.2,10203.8,10127.6,10054.5,9984.14,9916.48,9851.3,9787.82,9717.74,9650.59
52,8181.51,8181.46,7616.5,7393.55,7268.0,7106.96,7043.82,6921.79,6824.48,6706.39,6638.09,6578.06,6523.96,6474.92,6423.84,6399.73,6361.06,6325.37,6196.06,5988.31,5918.56,5855.0,5822.82,5768.14,5689.04,5632.97,5606.19,5560.86,5512.2,5471.68,5430.85,5394.5,5359.48,5325.95,5293.75,5262.8,5233.02,5204.34,5176.69,5146.27
53,3031.55,3031.55,3031.55,3031.55,3031.55,3025.18,2930.49,2887.9,2863.63,2839.61,2819.34,2800.14,2783.01,2767.61,2753.63,2740.87,2729.13,2718.28,2709.42,2700.05,2691.2,2682.32,2674.62,2668.61,2661.65,2655.05,2648.79,2642.86,2637.21,2629.63,2624.71,2619.94,2615.36,2610.97,2606.75,2602.7,2598.82,2594.94,2591.41,2587.8
54,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1953.04,1952.84,1949.88,1944.14,1952.5,1951.89,1950.96,1949.7,1948.12,1946.26,1944.14
55,15645.1,15642.7,15516.7,15407.5,15225.2,14954.9,14710.9,14358.2,13907.2,13469.0,13030.2,12565.8,12114.8,11692.8,11275.4,10872.0,10453.8,10113.3,9760.08,9452.65,9120.98,8803.13,8431.81,8199.82,7855.24,7593.84,7270.48,7002.38,6912.31,6661.58,6417.37,6025.25,5812.4,5598.47,5391.88,5191.67,4997.56,4809.27,4796.37,4448.02
56,4220.08,4220.08,4220.08,4220.08,4219.67,4184.84,4176.11,4156.18,4147.9,4145.59,4118.73,4116.0,4093.77,4053.31,4028.71,3994.37,3958.63,3909.47,3876.92,3830.6,3782.29,3732.35,3689.37,3634.89,3581.67,3528.32,3474.94,3421.63,3365.34,3315.74,3262.04,3210.3,3159.1,3108.33,3058.03,3008.25,2959.01,2910.32,2862.21,2814.69
57,3874.62,3874.62,3874.62,3874.62,3874.62,3874.62,3874.6,3869.28,3773.81,3721.98,3687.88,3655.92,3631.69,3607.42,3585.41,3564.13,3545.61,3528.6,3510.0,3485.68,3478.47,3479.59,3466.08,3449.37,3432.96,3416.75,3395.37,3379.06,3363.97,3348.94,3321.62,3300.47,3304.2,3279.69,3260.23,3250.79,3233.57,3224.85,3208.33,3199.74
58,13083.0,13095.5,7862.48,4538.79,2182.09,465.186,-841.34,-1949.03,-2849.36,-3647.95,-4261.37,-4916.32,-5535.95,-6005.85,-6437.45,-6846.13,-7203.57,-7535.19,-7840.04,-8134.29,-8391.42,-8614.29,-8838.42,-9046.45,-9271.09,-9452.22,-9621.79,-9781.9,-9933.23,-10076.5,-10212.5,-10341.8,-10464.8,-10559.5,-10672.5,-10780.5,-10883.7,-10982.5,-11077.3,-11168.3
59,9752.1,9755.02,4954.95,2548.95,534.529,-848.124,-1843.79,-2653.81,-3260.0,-3761.96,-4181.98,-4553.11,-4885.59,-5166.14,-5415.61,-5638.64,-5839.55,-6021.69,-6187.75,-6354.87,-6494.21,-6602.33,-6721.05,-6833.03,-6937.79,-7035.88,-7127.93,-7214.52,-7296.16,-7373.29,-7446.3,-7515.54,-7581.31,-7643.89,-7703.51,-7760.41,-7814.78,-7866.79,-7916.61,-7964.38
60,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78,1771.78
61,9737.11,9737.11,9634.33,9137.18,8043.93,7329.96,6455.54,5824.06,5268.75,4854.17,4470.41,4149.57,3811.34,3504.38,3232.77,2996.59,2782.73,2597.12,2408.53,2259.69,2108.25,1966.0,1828.39,1706.39,1592.0,1479.68,1379.52,1283.78,1195.46,1110.32,1029.55,952.808,879.776,810.171,743.737,680.248,619.497,561.293,505.474,451.893
62,7263.03,7263.03,7131.04,6748.71,6538.91,6242.41,6038.56,5879.71,5546.74,5366.0,5180.33,5010.98,4867.2,4739.06,4626.4,4522.19,4434.46,4348.9,4261.82,4190.69,4124.34,4067.32,4008.72,3953.61,3907.51,3850.09,3805.97,3762.42,3721.1,3681.82,3644.42,3608.75,3574.68,3542.1,3510.9,3480.98,3452.28,3420.45,3398.05,3364.52
63,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.71,2426.0,2423.6
64,-7530.57,-7535.87,-10881.6,-11907.5,-12376.1,-12687.5,-12911.5,-13013.0,-13166.2,-13286.3,-13385.7,-13469.8,-13542.2,-13605.3,-13660.8,-13710.3,-13754.6,-13794.7,-13831.2,-13864.5,-13895.1,-13923.3,-13949.4,-13973.7,-13996.4,-14017.6,-14037.5,-14056.2,-14073.8,-14090.5,-14106.3,-14121.2,-14135.4,-14148.9,-14161.8,-14174.1,-14185.9,-14197.1,-14207.9,-14218.2
65,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.722,322.721,322.721,322.721,322.721,322.721
66,929.652,929.652,929.652,929.652,929.652,929.652,929.652,911.316,869.029,814.512,740.487,674.289,631.945,556.531,501.515,453.553,409.981,366.305,336.534,303.001,272.24,244.165,220.746,196.317,172.9,148.413,127.928,108.747,90.5787,73.3637,57.0189,38.6953,23.3686,9.29747,-4.05536,-16.8155,-31.908,-39.6908,-55.0356,-61.8114
67,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.363,314.362,314.362,314.362
68,4594.89,4592.24,2234.89,1344.11,824.908,494.859,244.623,42.6019,-104.689,-226.212,-328.16,-415.207,-466.321,-537.116,-597.861,-651.841,-700.292,-744.085,-783.906,-820.307,-853.742,-884.582,-913.141,-939.678,-964.418,-987.549,-1009.23,-1029.61,-1048.81,-1066.94,-1084.08,-1100.33,-1115.76,-1130.43,-1144.4,-1157.72,-1170.44,-1182.61,-1194.26,-1205.43
69,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378,473.378
70,3044.89,3044.89,3044.89,3044.89,2949.1,2908.15,2867.64,2829.1,2731.83,2668.44,2655.96,2615.45,2575.09,2523.71,2353.54,2237.53,2155.52,2085.44,2017.41,1964.16,1909.98,1849.83,1813.76,1769.78,1727.28,1681.86,1645.39,1610.64,1577.12,1546.0,1516.14,1487.76,1460.66,1434.76,1409.98,1386.24,1363.46,1340.15,1318.92,1298.65
