,hpro:0.000,hpro:0.750,hpro:1.500,hpro:2.250,hpro:3.000,hpro:3.750,hpro:4.500,hpro:5.250,hpro:6.000,hpro:6.750,hpro:7.500,hpro:8.250,hpro:9.000,hpro:9.750,hpro:10.500,hpro:11.250,hpro:12.000,hpro:12.750,hpro:13.500,hpro:14.250,hpro:15.000,hpro:15.750,hpro:16.500,hpro:17.250,hpro:18.000,hpro:18.750,hpro:19.500,hpro:20.250,hpro:21.000,hpro:21.750,hpro:22.500,hpro:23.250,hpro:24.000,hpro:24.750,hpro:25.500,hpro:26.250,hpro:27.000,hpro:27.750,hpro:28.500,hpro:29.250
2437,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925,859.925
2438,859.92,859.92,859.92,840.303,784.066,753.592,730.656,710.405,693.605,680.774,670.071,659.472,650.119,641.734,634.158,627.264,620.953,615.145,608.201,604.249,598.693,594.381,590.402,586.662,583.129,579.785,576.612,573.596,570.725,567.987,565.372,562.871,560.476,558.179,555.974,553.855,551.816,549.852,547.959,546.132
2439,770.709,770.223,660.97,614.6,589.387,569.785,555.188,543.682,534.288,525.04,518.479,512.835,507.853,503.409,499.412,495.791,492.491,489.465,486.679,484.101,481.708,479.476,477.39,475.434,473.594,471.86,470.221,468.67,467.199,465.8,464.469,463.199,461.987,460.828,459.718,458.653,457.632,456.65,455.706,454.797
2440,859.92,859.92,859.92,854.244,800.856,767.908,744.541,724.016,706.434,692.622,681.14,671.442,661.723,653.061,645.227,638.097,631.567,625.555,619.446,614.288,608.439,603.957,599.836,595.965,592.309,588.845,585.559,582.434,579.458,576.62,573.908,571.314,568.829,566.445,564.156,561.956,559.839,557.799,555.832,553.934
2441,859.919,859.919,789.266,732.112,695.78,668.969,649.432,635.239,621.685,610.344,600.575,592.042,584.496,576.1,570.052,564.716,559.845,555.361,551.214,547.363,543.774,540.418,537.271,534.312,531.523,528.887,526.391,524.024,521.774,519.631,517.588,515.637,513.771,511.983,510.27,508.625,507.044,505.523,504.058,502.646
2442,497.425,496.446,446.084,432.953,425.344,420.654,417.189,414.49,412.307,410.494,408.956,407.629,406.468,405.442,404.525,403.7,402.952,402.27,401.644,401.068,400.534,400.038,399.575,399.143,398.737,398.356,397.996,397.656,397.334,397.028,396.738,396.461,396.197,395.946,395.705,395.474,395.253,395.04,394.836,394.64
2443,859.922,859.922,859.922,841.601,790.216,761.2,739.502,720.532,704.629,692.424,682.384,672.354,663.494,655.542,648.352,641.804,635.804,630.278,623.658,619.957,614.599,610.491,606.694,603.122,599.747,596.55,593.516,590.63,587.882,585.26,582.755,580.358,578.062,575.859,573.743,571.709,569.751,567.865,566.046,564.29
2444,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.927,859.559,858.455,856.842,854.732,852.119,849.142,845.906,842.495,835.867,827.882,823.167
2445,605.074,603.287,521.028,496.118,481.349,470.431,463.415,457.914,453.434,449.691,446.502,443.742,441.321,439.174,437.254,435.522,433.95,432.513,431.195,429.978,428.851,427.802,426.824,425.908,425.049,424.24,423.476,422.755,422.071,421.422,420.804,420.216,419.655,419.119,418.606,418.115,417.644,417.191,416.756,416.337
2446,481.623,481.283,441.884,431.825,426.723,423.267,420.721,418.743,417.146,415.822,414.7,413.733,412.888,412.141,411.474,410.875,410.331,409.836,409.382,408.963,408.576,408.217,407.882,407.568,407.275,406.998,406.738,406.492,406.259,406.038,405.828,405.628,405.438,405.256,405.082,404.915,404.755,404.602,404.455,404.313
2447,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.933,859.932
2448,832.916,832.418,722.665,672.718,641.086,619.952,603.876,590.204,578.988,569.538,561.424,552.882,546.74,541.354,536.502,532.093,528.062,524.358,520.938,517.768,514.818,512.064,509.485,507.062,504.781,502.628,500.592,498.661,496.828,495.083,493.421,491.835,490.319,488.868,487.478,486.144,484.862,483.63,482.444,481.301
2449,859.921,859.921,859.921,859.921,859.921,859.921,859.921,849.039,823.764,803.484,789.148,776.712,765.541,753.537,744.115,736.357,728.635,721.461,715.73,709.33,703.421,697.867,692.641,687.71,683.047,678.626,674.008,670.013,666.211,662.582,658.019,655.774,651.633,648.531,645.63,642.853,640.179,637.597,635.104,632.692
2450,859.92,859.92,859.92,848.359,795.764,764.788,741.555,721.369,704.431,691.032,679.836,670.421,661.017,652.629,645.043,638.138,631.814,625.991,619.092,614.036,609.349,605.092,601.109,597.356,593.81,590.451,587.263,584.233,581.346,578.593,575.963,573.447,571.036,568.724,566.504,564.37,562.316,560.337,558.429,556.588
2451,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.93,859.929,859.929,859.929,859.929,859.929
2452,727.407,727.158,659.597,635.766,621.836,612.291,605.186,599.619,595.093,591.311,588.096,585.314,582.874,580.731,578.791,577.041,575.454,574.004,572.672,571.444,569.566,564.356,560.774,557.217,554.385,551.653,549.1,546.7,544.434,542.286,540.244,538.296,536.435,534.653,532.943,531.3,529.719,528.195,526.726,525.307
2453,740.044,739.774,637.823,597.718,575.074,558.388,545.95,536.169,527.077,520.569,515.049,510.248,506.018,502.253,498.873,495.816,493.034,490.486,488.143,485.977,483.968,482.096,480.347,478.709,477.169,475.718,474.348,473.052,471.822,470.655,469.544,468.485,467.474,466.507,465.582,464.696,463.845,463.028,462.242,461.485
2454,678.101,677.793,581.185,546.958,527.581,513.822,503.629,495.658,489.192,483.251,478.751,474.862,471.446,468.413,465.695,463.243,461.013,458.976,457.103,455.375,453.773,452.282,450.891,449.588,448.365,447.213,446.126,445.098,444.124,443.199,442.32,441.482,440.682,439.918,439.187,438.487,437.815,437.17,436.55,435.954
2455,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.224,855.223,855.223,855.223,855.223
2456,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231,855.231
2457,704.168,704.028,662.144,649.617,642.498,637.692,634.158,625.562,616.388,605.861,597.195,589.707,583.101,575.456,569.772,564.606,560.505,556.596,552.957,549.553,546.359,543.355,540.521,537.842,535.304,532.895,530.604,528.421,526.338,524.348,522.443,520.618,518.868,517.186,515.57,514.014,512.515,511.069,509.673,508.325
2458,728.543,728.435,646.582,616.379,599.424,587.144,578.042,570.916,564.376,559.674,555.68,552.21,549.158,546.446,544.011,542.019,539.999,538.153,536.457,534.893,533.443,532.095,530.836,529.658,528.552,527.511,526.529,525.6,524.72,523.884,523.09,522.333,521.611,520.921,520.264,519.631,519.022,518.44,517.88,517.342
2459,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221
2460,855.224,855.224,855.224,855.224,855.224,855.224,854.067,829.511,820.54,813.742,803.492,799.006,793.433,788.408,774.327,765.409,758.221,753.266,747.322,741.861,737.953,733.462,728.872,724.273,720.751,717.689,714.324,711.115,708.054,705.13,702.331,699.65,697.077,694.606,692.549,690.319,688.092,685.935,683.855,681.179
2461,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221,855.221
2462,855.225,855.225,855.225,832.358,778.475,746.94,725.43,705.71,689.387,676.882,666.417,656.104,647.004,638.848,631.48,624.778,618.644,612.442,607.234,601.425,596.944,592.831,588.978,585.348,581.919,578.673,575.594,572.668,569.883,567.228,564.691,562.266,559.944,557.717,555.58,553.526,551.55,549.647,547.812,546.042
2463,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227,855.227
2464,853.407,853.375,743.165,693.83,660.188,637.632,621.752,607.303,595.489,585.514,576.937,569.451,561.377,555.538,550.392,545.721,541.448,537.518,533.887,530.519,527.383,524.453,521.708,519.129,516.699,514.405,512.234,510.176,508.221,506.36,504.587,502.894,501.275,499.726,498.242,496.817,495.448,494.132,492.865,491.644
2465,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226
2466,791.151,790.888,681.367,635.13,607.584,589.219,573.952,561.93,552.092,543.834,535.467,529.448,524.211,519.538,515.33,511.515,508.034,504.841,501.898,499.174,496.642,494.282,492.074,490.002,488.054,486.216,484.479,482.835,481.274,479.79,478.378,477.03,475.743,474.512,473.334,472.203,471.118,470.075,469.072,468.106
2467,736.617,736.373,662.453,635.295,619.509,608.562,600.392,593.975,588.751,584.387,580.667,577.439,574.612,572.103,569.858,567.831,566.006,564.321,562.774,561.344,560.021,558.789,557.545,556.564,555.474,554.528,553.636,552.797,551.992,551.237,550.513,549.025,546.113,543.855,541.753,539.782,537.925,536.165,534.493,532.897
2468,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.233,855.232,855.232
2469,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,855.226,854.358,851.842,848.25,843.895,839.036,833.866,828.528,817.446,810.245,805.953,802.014,798.285,794.307,790.942,787.832
2470,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234,855.234
2471,657.882,657.521,563.592,533.375,514.604,501.948,491.433,484.412,478.714,473.939,469.862,466.326,463.221,460.465,457.998,455.771,453.748,451.899,450.201,448.634,447.181,445.831,444.57,443.39,442.282,441.239,440.255,439.324,438.443,437.606,436.81,436.052,435.329,434.638,433.977,433.344,432.736,432.153,431.593,431.053
2472,600.65,597.982,522.333,499.706,486.416,476.717,470.352,465.361,461.3,457.908,455.018,452.516,450.322,448.377,446.636,445.066,443.639,442.336,441.14,440.035,439.012,438.06,437.171,436.339,435.558,434.822,434.128,433.472,432.849,432.259,431.697,431.161,430.65,430.162,429.694,429.247,428.817,428.404,428.007,427.626
2473,452.618,451.72,423.035,416.209,412.626,410.208,408.43,407.049,405.934,405.022,404.235,403.557,402.965,402.441,401.974,401.553,401.172,400.824,400.506,400.212,399.94,399.687,399.451,399.231,399.024,398.83,398.646,398.473,398.309,398.152,398.005,397.863,397.728,397.6,397.478,397.359,397.247,397.139,397.035,396.934
2474,855.219,855.219,846.854,786.771,751.692,726.438,708.081,692.972,681.612,670.409,660.917,652.6,645.21,638.581,632.587,625.974,620.95,616.438,612.272,608.398,604.781,601.393,598.21,595.212,592.381,589.702,587.162,584.748,582.451,580.26,578.168,576.168,574.252,572.415,570.652,568.957,567.326,565.756,564.242,562.78
2475,452.87,452.242,423.248,416.441,412.647,410.117,408.267,406.805,405.658,404.707,403.901,403.206,402.598,402.061,401.582,401.15,400.759,400.402,400.075,399.774,399.495,399.236,398.994,398.768,398.556,398.357,398.169,397.992,397.823,397.664,397.512,397.368,397.23,397.098,396.973,396.852,396.737,396.626,396.519,396.417
2476,432.409,431.776,411.377,406.867,404.363,402.693,401.459,400.518,399.758,399.129,398.595,398.135,397.733,397.378,397.061,396.775,396.517,396.281,396.064,395.865,395.68,395.509,395.349,395.199,395.059,394.927,394.802,394.685,394.573,394.467,394.367,394.271,394.18,394.093,394.009,393.929,393.853,393.779,393.708,393.64
2477,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.946,865.818,865.318,864.282,862.686,860.565,833.468,819.888,814.889,809.896,805.406,798.006,793.77,789.888,786.057,783.689,779.997,776.364,772.856
2478,865.951,865.951,807.124,746.494,708.924,680.379,659.568,643.074,630.124,618.118,607.803,598.782,590.799,583.666,575.747,569.907,564.718,559.957,555.556,551.469,547.66,544.098,540.758,537.617,534.656,531.858,529.208,526.695,524.305,522.03,519.86,517.787,515.805,513.907,512.086,510.338,508.659,507.042,505.486,503.986
2479,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953,865.953
2480,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.839,865.159,863.434,860.696,828.087,816.236,806.724,803.048,795.399,791.658,786.127,780.654,773.055,770.122,765.605,761.223,757.021,753.197,749.261,745.566,741.968,738.497,735.138,731.886
2481,865.951,865.951,803.505,741.742,704.045,676.231,655.706,639.394,626.581,614.724,604.537,595.628,587.745,580.701,572.904,567.144,562.02,557.318,552.971,548.936,545.175,541.658,538.361,535.26,532.337,529.575,526.96,524.479,522.121,519.876,517.734,515.689,513.733,511.86,510.064,508.339,506.682,505.088,503.552,502.072
2482,865.966,865.966,865.966,865.966,865.966,865.966,865.966,865.966,865.966,865.966,865.975,865.975,853.328,838.981,833.497,828.211,825.771,821.2,814.572,812.527,808.817,803.773,801.748,798.655,795.71,792.895,790.202,787.622,785.147,782.769,780.483,778.282,776.161,773.72,773.156,769.732,769.301,766.103,764.315,762.628
2483,452.572,450.792,416.642,408.192,403.8,400.826,398.634,396.928,395.55,394.405,393.433,392.595,391.861,391.212,390.632,390.11,389.636,389.204,388.807,388.441,388.102,387.787,387.493,387.219,386.96,386.718,386.488,386.272,386.067,385.872,385.686,385.51,385.341,385.181,385.027,384.879,384.738,384.602,384.471,384.345
2484,424.304,422.647,400.32,395.145,392.376,390.509,389.135,388.066,387.203,386.485,385.876,385.35,384.89,384.483,384.119,383.791,383.493,383.222,382.972,382.742,382.529,382.331,382.146,381.973,381.81,381.657,381.513,381.376,381.247,381.124,381.007,380.895,380.789,380.687,380.59,380.497,380.407,380.321,380.239,380.159
2485,865.96,865.96,865.96,865.975,831.506,808.608,790.646,775.645,763.41,753.009,744.255,736.688,729.423,722.899,716.961,711.525,706.52,701.892,697.591,692.608,690.497,685.361,682.04,678.96,676.051,673.29,670.665,668.165,665.778,663.497,661.313,659.22,657.211,655.28,653.423,651.634,649.91,648.246,646.638,645.084
2486,458.172,455.129,421.127,412.584,408.122,405.092,402.852,401.107,399.693,398.517,397.518,396.655,395.898,395.228,394.629,394.089,393.598,393.15,392.738,392.358,392.006,391.679,391.373,391.087,390.818,390.564,390.325,390.099,389.885,389.681,389.487,389.302,389.126,388.957,388.796,388.641,388.492,388.35,388.212,388.08
2487,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.963,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962
2488,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.958,865.958,865.958,865.958,865.958,865.958,865.958,865.958,865.958,865.958,865.958,865.958
2489,676.607,676.18,573.288,539.416,518.03,503.573,492.872,483.461,476.888,471.413,466.733,462.671,459.101,455.931,453.09,450.526,448.195,446.064,444.105,442.298,440.622,439.063,437.608,436.245,434.965,433.76,432.624,431.548,430.529,429.562,428.642,427.765,426.929,426.13,425.365,424.632,423.93,423.255,422.606,421.982
2490,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.962,865.961,865.961,865.961
2491,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.781,864.67,861.953,837.626,815.738,804.332,799.394,789.104,785.133,778.669,770.918,764.061,760.096,754.826,749.781,744.971,740.698,736.239,732.056,728.013,724.128,720.385,716.777,713.295,709.649,706.407,703.273
2492,865.951,865.951,865.951,865.951,863.682,802.011,776.27,754.001,735.168,719.515,705.396,693.827,683.135,674.355,665.529,657.543,650.213,643.457,637.201,631.384,625.776,620.722,615.96,610.239,605.969,602.028,598.304,594.766,591.395,588.18,585.107,582.167,579.35,576.647,574.051,571.556,569.153,566.839,564.606,562.452
2493,800.534,800.212,684.598,635.553,606.215,586.618,570.428,557.662,547.207,538.427,529.555,523.142,517.562,512.584,508.102,504.038,500.33,496.929,493.794,490.892,488.195,485.68,483.327,481.12,479.043,477.085,475.234,473.481,471.818,470.236,468.73,467.294,465.922,464.61,463.353,462.148,460.991,459.879,458.809,457.779
2494,688.177,687.757,582.794,547.866,525.538,510.429,499.23,489.312,482.428,476.697,471.794,467.536,463.792,460.465,457.484,454.791,452.343,450.104,448.047,446.147,444.386,442.747,441.217,439.783,438.438,437.17,435.974,434.843,433.771,432.753,431.785,430.862,429.982,429.14,428.335,427.564,426.824,426.114,425.431,424.774
2495,865.951,865.951,865.951,865.808,810.68,776.173,752.038,730.902,713.657,698.425,686.052,673.891,665.646,656.561,648.377,640.92,634.087,627.794,621.97,617.103,611.389,605.417,600.978,596.89,593.042,589.401,585.947,582.664,579.538,576.557,573.709,570.985,568.376,565.874,563.472,561.162,558.94,556.8,554.736,552.745
2496,865.951,865.951,859.683,761.044,722.289,694.264,672.053,655.088,641.767,629.311,618.6,609.217,600.905,593.468,586.76,579.219,573.625,568.632,564.029,559.754,555.767,552.038,548.539,545.246,542.141,539.206,536.426,533.787,531.278,528.888,526.608,524.429,522.345,520.349,518.434,516.595,514.828,513.127,511.488,509.908
2497,865.951,865.951,865.951,865.951,865.951,865.951,863.151,814.216,790.961,774.498,759.854,746.076,734.241,722.485,713.935,705.024,697.574,689.919,682.899,676.349,670.227,664.486,659.087,653.997,648.97,644.441,640.127,636.8,630.944,627.153,623.627,620.269,617.053,613.966,610.998,608.141,605.39,602.737,600.176,597.702
2498,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.959,865.958,865.958,865.958,865.958,865.958,865.958,865.958
2499,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952,865.952
2500,729.63,729.233,619.666,577.135,553.418,535.853,522.802,512.56,502.977,496.206,490.462,485.464,481.061,477.143,473.626,470.446,467.551,464.902,462.465,460.214,458.125,456.179,454.362,452.659,451.06,449.553,448.13,446.783,445.507,444.294,443.141,442.041,440.992,439.989,439.029,438.109,437.226,436.378,435.563,434.778
2501,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.951,865.902,865.761,865.504
2502,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.013,868.013,868.013,868.013,868.013,868.013,868.013,868.013,868.013,868.013,868.013,868.013
2503,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.011,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01,868.01
2504,704.787,704.764,639.953,603.855,580.81,564.112,547.307,534.233,523.494,514.135,506.317,499.411,493.287,488.104,482.959,478.443,474.317,470.528,467.03,463.789,460.278,457.953,454.92,452.488,450.187,448.405,446.332,444.358,442.483,440.699,438.998,437.375,435.823,434.338,432.914,431.547,430.235,428.972,427.757,426.586
2505,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.021,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02
2506,855.499,855.385,765.798,716.738,683.214,663.451,645.628,631.589,619.986,610.231,599.86,594.209,587.798,582.073,576.917,572.24,567.972,564.055,560.442,557.096,553.984,551.08,548.363,545.813,543.411,541.145,538.997,536.967,535.044,533.21,531.463,529.796,528.203,526.679,525.218,523.816,522.477,521.176,519.938,518.738
2507,867.992,867.992,867.992,867.992,867.992,867.992,853.533,835.009,809.018,792.899,780.163,767.865,757.452,746.124,735.399,725.409,716.707,708.766,701.44,694.525,688.098,682.251,676.563,671.203,666.711,661.315,657.214,652.887,648.156,644.249,640.449,636.824,633.346,629.967,626.76,623.674,620.702,617.835,615.069,612.396
2508,777.083,777.033,755.991,749.109,746.014,743.838,742.217,740.948,739.918,739.061,738.333,737.703,737.153,736.665,736.23,735.838,735.482,735.158,734.86,734.586,734.332,734.096,733.876,733.67,733.477,733.296,733.124,732.963,732.809,732.664,732.526,732.395,732.269,732.15,732.035,731.925,731.82,731.719,731.622,731.529
2509,484.171,483.842,424.362,407.626,398.138,391.748,387.045,383.388,380.435,377.981,375.901,374.106,372.536,371.147,369.907,368.792,367.78,366.763,365.664,364.777,363.961,363.204,362.499,361.837,361.219,360.636,360.086,359.566,359.073,358.605,358.16,357.736,357.331,356.944,356.573,356.218,355.878,355.551,355.236,354.934
2510,858.406,858.311,830.934,797.425,767.686,747.296,731.42,718.778,707.677,693.211,682.382,676.725,669.359,661.459,655.019,649.452,642.371,636.708,631.239,627.331,622.13,617.651,613.43,609.384,605.627,602.049,598.647,595.405,592.31,589.35,586.02,583.788,580.751,578.59,576.18,573.857,571.616,569.453,567.362,565.34
2511,513.46,512.568,438.118,418.23,406.318,400.242,394.33,389.769,386.109,383.085,380.529,378.33,376.412,374.719,373.21,371.853,370.625,369.505,368.479,367.535,366.661,365.85,365.094,364.387,363.725,363.102,362.515,361.961,361.436,360.938,360.465,360.014,359.585,359.175,358.783,358.408,358.048,357.703,357.371,357.052
2512,438.851,438.261,390.026,378.312,373.246,368.58,365.224,362.652,360.596,358.901,357.471,356.244,355.174,354.231,353.39,352.636,351.953,351.331,350.761,350.237,349.753,349.303,348.884,348.492,348.125,347.78,347.455,347.149,346.858,346.583,346.321,346.072,345.834,345.608,345.391,345.183,344.985,344.794,344.61,344.434
2513,511.308,511.079,483.321,476.637,473.169,470.831,469.113,467.78,466.706,465.815,465.061,464.411,463.843,463.341,462.894,462.491,462.126,461.794,461.489,461.208,460.949,460.708,460.483,460.273,460.076,459.89,459.716,459.551,459.394,459.246,459.105,458.971,458.844,458.722,458.605,458.493,458.386,458.283,458.185,458.09
2514,867.992,867.992,792.454,732.48,692.159,663.247,641.685,624.169,610.299,597.526,586.798,577.41,569.095,561.658,554.95,548.088,543.254,538.184,533.479,529.112,525.044,521.243,517.68,514.332,511.177,508.196,505.375,502.7,500.157,497.736,495.428,493.224,491.117,489.099,487.164,485.306,483.521,481.804,480.151,478.557
2515,698.789,697.641,583.095,540.936,515.622,498.431,485.572,475.462,467.989,461.061,455.104,449.944,445.417,441.402,437.808,434.566,431.621,428.93,426.459,424.178,422.064,420.097,418.262,416.544,414.93,413.411,411.978,410.622,409.337,408.118,406.958,405.852,404.798,403.79,402.826,401.902,401.016,400.165,399.347,398.56
2516,774.402,774.385,750.623,728.528,707.92,688.143,668.572,652.238,638.215,625.988,615.199,605.585,596.946,589.12,582.024,575.369,569.373,563.829,558.681,553.881,549.722,545.476,541.489,537.732,534.183,530.825,527.64,524.613,520.833,518.983,515.576,513.118,510.76,508.497,506.324,504.495,502.244,500.529,498.673,496.86
2517,816.04,816.015,794.841,787.937,780.165,770.433,762.869,756.62,751.32,746.744,742.74,739.194,735.534,728.958,723.543,718.994,714.153,710.106,706.155,702.464,699.935,696.744,693.105,689.625,686.296,681.414,678.271,675.407,671.697,669.24,666.716,664.272,661.907,659.617,657.396,655.243,653.153,650.844,648.634,646.544
2518,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014,868.014
2519,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.02,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019,868.019
