,hpro:0.000,hpro:0.750,hpro:1.500,hpro:2.250,hpro:3.000,hpro:3.750,hpro:4.500,hpro:5.250,hpro:6.000,hpro:6.750,hpro:7.500,hpro:8.250,hpro:9.000,hpro:9.750,hpro:10.500,hpro:11.250,hpro:12.000,hpro:12.750,hpro:13.500,hpro:14.250,hpro:15.000,hpro:15.750,hpro:16.500,hpro:17.250,hpro:18.000,hpro:18.750,hpro:19.500,hpro:20.250,hpro:21.000,hpro:21.750,hpro:22.500,hpro:23.250,hpro:24.000,hpro:24.750,hpro:25.500,hpro:26.250,hpro:27.000,hpro:27.750,hpro:28.500,hpro:29.250
0,883.339,883.339,883.339,883.339,883.445,862.213,854.259,846.489,841.869,837.051,832.896,829.289,826.088,823.204,820.583,818.19,815.991,811.6,805.857,799.58,793.25,792.151,789.154,785.359,781.536,777.702,767.173,758.058,754.594,749.339,746.335,741.487,737.814,735.333,730.629,728.266,725.399,722.438,719.433,716.485
1,747.751,747.392,626.734,579.652,551.457,532.292,517.477,505.672,496.033,487.957,480.438,474.521,469.106,464.5,460.378,456.648,453.251,450.139,447.275,444.627,442.169,439.879,437.738,435.731,433.845,432.067,430.388,428.799,427.291,425.859,424.496,423.196,421.955,420.769,419.633,418.544,417.5,416.496,415.599,414.667
2,821.086,821.008,759.588,688.556,651.981,626.056,606.2,590.467,573.465,554.994,541.141,529.156,518.403,508.65,501.629,493.178,485.417,478.227,471.538,465.294,459.444,452.58,447.424,442.613,436.996,433.503,429.547,425.641,421.916,418.353,414.943,411.673,408.534,405.518,402.616,399.822,397.128,394.53,392.02,389.595
3,883.364,883.364,883.364,883.364,883.364,883.364,883.364,883.364,883.363,883.303,882.49,877.367,861.547,859.793,855.76,849.398,847.232,845.685,842.849,839.986,836.22,833.929,832.928,829.666,826.86,825.155,823.422,821.768,820.188,818.815,817.053,815.937,814.353,813.289,811.949,810.727,809.568,808.455,807.381,806.342
4,883.366,883.366,883.366,883.366,883.366,883.366,883.366,883.366,883.366,883.365,883.365,883.365,883.365,883.365,883.365,883.365,883.365,883.365,883.365,883.365,883.365,882.959,883.309,883.103,882.69,882.064,881.235,873.232,864.226,864.456,860.424,860.866,856.916,856.065,854.7,853.194,851.772,851.834,848.965,849.018
5,883.353,883.353,883.353,883.353,883.353,883.353,883.352,883.352,883.352,883.351,883.351,883.351,883.351,883.351,883.35,883.35,883.35,883.35,883.35,883.35,883.35,883.35,883.35,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349
6,883.34,883.34,883.34,883.34,883.34,883.34,883.34,883.34,883.34,883.34,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,883.339,882.013,879.902,877.239,873.443,866.051,859.214,853.026,851.767,849.487,840.154,830.299,825.275
7,883.352,883.352,883.352,883.352,883.352,883.352,883.352,883.352,883.351,883.351,883.351,883.351,883.35,883.35,883.35,883.35,883.35,883.35,883.35,883.35,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.349,883.348,883.348,883.348,883.348,883.348
8,883.334,883.334,883.334,839.205,771.561,724.782,688.102,658.447,634.672,616.249,598.177,582.453,569.209,556.542,545.162,534.808,525.334,516.617,506.816,499.356,492.52,486.129,480.127,474.155,468.418,463.292,458.55,454.055,449.777,445.697,441.799,438.071,434.5,431.075,427.787,424.627,421.586,418.657,415.833,413.108
9,883.333,883.333,845.276,729.337,672.77,630.844,599.34,576.205,555.063,537.597,522.414,508.761,496.728,485.971,474.525,465.822,457.949,450.709,443.579,437.031,431.213,425.864,420.851,416.134,411.684,407.477,403.491,399.706,396.107,392.679,389.408,386.283,383.292,380.427,377.679,375.04,372.503,370.061,367.709,365.441
10,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.353,883.319,883.226,883.061,882.807,882.446,881.966
11,883.363,883.363,883.363,883.363,883.363,883.362,883.362,883.362,883.362,883.362,883.362,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.361,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36,883.36
12,662.834,662.741,587.588,553.681,530.941,514.835,502.646,492.733,484.556,477.653,471.719,466.545,461.978,457.908,454.249,449.15,445.196,441.744,438.935,435.931,433.569,431.156,428.647,426.754,424.759,422.996,419.4,415.79,412.444,409.3,405.396,402.591,399.963,397.441,395.017,392.684,390.362,388.065,385.963,383.944
13,704.618,704.628,582.882,539.891,513.294,494.602,478.357,468.003,459.55,452.429,446.32,440.981,436.299,432.135,428.397,425.018,421.943,419.129,416.54,414.149,411.93,409.865,408.098,406.277,404.567,402.957,401.437,400.0,398.638,397.345,396.115,394.942,393.824,392.755,391.732,390.753,389.813,388.91,388.042,387.207
14,806.614,806.555,773.24,762.625,756.092,751.8,748.623,746.142,744.131,742.457,741.035,739.814,738.745,737.79,735.683,732.687,729.51,728.573,727.174,725.542,724.013,722.582,721.262,719.979,718.726,717.633,716.588,715.46,714.532,713.705,712.775,711.89,711.041,710.262,709.519,708.804,708.115,707.451,706.809,706.312
15,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.305,883.268,882.739,881.658,873.334,862.04,862.118,859.341,853.514,851.929,850.086,847.907,845.872,843.929,842.07,839.449,837.935,836.693,835.335,833.495,831.435,830.682,828.836,828.003,826.592,825.314,824.116
16,872.533,872.561,829.801,811.212,799.474,791.13,784.765,779.684,769.213,753.66,748.787,741.184,733.874,726.411,716.817,707.604,697.363,689.319,680.184,673.133,668.316,661.632,655.312,651.106,645.203,639.487,633.986,628.687,622.318,618.802,612.715,608.189,603.756,599.457,595.292,591.254,587.335,582.977,579.274,575.704
17,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.374,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373,883.373
18,848.191,848.187,809.084,793.463,784.015,777.446,772.459,768.555,765.551,762.823,760.065,758.131,756.423,754.9,753.531,752.292,751.164,750.273,749.28,748.39,747.564,746.796,746.078,745.405,744.773,744.178,743.287,741.854,740.185,738.384,736.525,734.661,732.825,733.266,732.641,731.612,730.631,729.671,728.931,728.025
19,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.38,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.379,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378,883.378
20,883.362,883.362,883.362,883.362,883.362,883.362,883.361,883.361,883.361,883.36,883.36,883.36,883.359,883.359,883.359,883.359,883.359,883.358,883.358,883.358,883.358,883.358,883.358,883.358,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.357,883.356,883.356,883.356
21,789.718,789.19,622.425,551.949,509.219,480.881,457.971,439.339,424.115,411.336,398.698,389.4,381.025,373.79,366.939,361.021,355.658,350.736,346.197,341.992,338.083,334.436,331.022,327.818,324.803,321.959,319.27,316.723,314.305,312.006,309.816,307.727,305.731,303.822,301.993,300.239,298.554,296.936,295.378,293.877
22,535.214,534.496,400.852,359.844,334.602,317.668,303.888,294.528,286.913,280.367,274.966,270.291,266.187,262.545,259.286,256.345,253.674,251.233,248.992,246.924,245.007,243.225,241.562,240.006,238.545,237.169,235.872,234.645,233.483,232.38,231.331,230.332,229.379,228.468,227.597,226.763,225.963,225.194,224.456,223.745
23,883.334,883.334,862.858,837.591,751.432,704.87,671.46,643.741,621.322,601.397,584.87,569.612,556.04,544.043,533.038,521.158,512.081,503.852,496.245,488.491,482.02,475.902,470.153,464.468,459.264,454.439,449.873,445.536,441.407,437.47,433.71,430.115,426.672,423.371,420.202,417.157,414.227,411.406,408.686,406.062
24,883.347,883.347,883.347,883.347,883.347,883.347,883.346,883.346,883.346,883.346,883.345,883.345,883.345,883.345,883.345,883.345,883.345,883.345,883.345,883.345,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,883.344,881.643,882.466
25,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902
26,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.779
27,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.903,871.902,871.902,871.902,871.902
28,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905
29,871.912,871.912,871.912,871.912,871.912,871.912,871.912,871.912,871.912,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.911,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91,871.91
30,871.902,871.902,871.902,871.902,871.902,871.902,871.455,864.365,793.891,773.217,752.416,731.615,717.938,701.948,687.391,676.91,665.788,655.523,646.005,637.931,629.54,621.744,614.4,607.474,600.925,594.414,588.559,582.968,577.638,572.55,567.685,563.028,558.563,553.048,550.168,545.064,541.187,537.541,534.038,530.656
31,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.905,871.871,871.484,870.203,867.811,864.353,821.116,806.938,798.902,791.042,783.928,773.801,770.095,763.851,757.463,750.036,743.306,739.504,734.266,729.182,724.283,719.554,715.269,710.786
32,871.909,871.909,871.909,871.909,871.909,871.909,871.909,871.909,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.908,871.907,871.907,871.907,871.907,871.907,871.907,871.907,871.907,871.907
33,506.26,505.611,395.949,363.458,344.379,330.393,321.347,314.267,308.512,303.711,299.625,296.092,292.996,290.254,287.803,285.594,283.59,281.76,280.081,278.533,277.1,275.767,274.524,273.362,272.27,271.244,270.276,269.361,268.494,267.672,266.89,266.146,265.436,264.758,264.109,263.488,262.893,262.321,261.771,261.243
34,783.38,782.843,631.802,568.654,529.017,503.333,482.153,465.456,451.782,440.301,430.409,420.392,413.043,406.529,400.666,395.35,390.5,386.051,381.951,378.154,374.627,371.337,368.259,365.372,362.655,360.093,357.672,355.379,353.203,351.134,349.163,347.284,345.489,343.772,342.128,340.551,339.037,337.582,336.182,334.834
35,871.917,871.917,871.917,871.917,871.917,871.917,871.917,871.917,871.916,871.916,871.916,871.916,871.916,871.916,871.916,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.915,871.914,871.914,871.914,871.914,871.914,871.914,871.914,871.914,871.914,871.914
36,641.772,640.536,504.775,455.586,427.855,407.905,393.117,380.001,370.902,363.322,356.836,351.201,346.244,341.839,337.89,334.322,331.078,328.11,325.382,322.862,320.526,318.352,316.321,314.419,312.632,310.949,309.361,307.859,306.435,305.082,303.796,302.57,301.4,300.281,299.211,298.186,297.202,296.257,295.349,294.474
37,871.904,871.904,777.415,701.598,654.374,618.671,591.479,570.543,554.089,538.915,525.873,514.469,504.378,495.227,487.124,479.754,471.591,465.487,459.91,454.737,449.917,445.41,441.184,437.211,433.465,429.925,426.573,423.393,420.371,417.493,414.748,412.126,409.619,407.218,404.915,402.704,400.579,398.535,396.566,394.668
38,871.905,871.905,871.905,871.905,871.858,849.973,784.558,756.075,729.384,711.418,692.473,675.707,663.159,650.661,639.338,629.868,620.259,611.453,603.283,595.678,588.575,581.918,575.436,569.572,564.012,558.747,553.751,547.724,545.165,539.002,534.862,530.968,527.246,523.674,520.242,516.94,513.76,510.694,507.736,504.88
39,488.912,487.758,383.885,353.682,336.096,323.311,314.959,308.425,303.118,298.693,294.93,291.676,288.827,286.303,284.047,282.014,280.17,278.486,276.941,275.517,274.198,272.972,271.829,270.759,269.755,268.811,267.92,267.078,266.281,265.524,264.805,264.119,263.466,262.842,262.245,261.673,261.125,260.599,260.093,259.606
40,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902
41,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.778,871.202,870.0,868.046,865.333,861.934,818.48,802.154,795.142,788.45,784.648,778.415,769.726,766.581,761.217,755.646,748.939,742.865,739.596
42,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902,871.902
43,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.906,871.905,871.905,871.905
44,477.765,469.105,384.022,358.291,342.888,333.625,326.712,321.279,316.856,313.161,310.01,307.281,304.884,302.758,300.853,299.133,297.569,296.139,294.824,293.609,292.483,291.434,290.454,289.536,288.672,287.859,287.091,286.364,285.674,285.018,284.394,283.799,283.231,282.687,282.167,281.668,281.188,280.728,280.284,279.858
45,845.237,841.984,744.517,694.055,660.866,637.955,620.908,606.255,594.124,583.826,574.926,567.688,558.934,552.837,547.363,542.374,537.798,533.578,529.669,526.034,522.641,519.463,516.477,513.666,511.011,508.498,506.114,503.849,501.693,499.636,497.671,495.792,493.992,492.265,490.607,489.012,487.477,485.999,484.572,483.195
46,559.225,546.335,448.997,417.984,399.515,385.861,376.899,369.836,364.058,359.211,355.065,351.463,348.293,345.474,342.944,340.655,338.571,336.662,334.905,333.28,331.771,330.364,329.049,327.814,326.653,325.558,324.523,323.542,322.611,321.726,320.883,320.078,319.308,318.572,317.867,317.19,316.539,315.914,315.312,314.731
47,761.144,750.998,642.368,593.594,565.825,544.774,528.926,516.35,506.022,496.072,488.753,482.409,476.791,471.764,467.229,463.108,459.341,455.878,452.68,449.713,446.95,444.368,441.948,439.672,437.528,435.501,433.582,431.761,430.03,428.381,426.808,425.305,423.866,422.488,421.166,419.896,418.675,417.499,416.366,415.273
48,514.735,505.301,412.7,382.977,366.397,354.322,346.318,340.027,334.897,330.606,326.943,323.767,320.977,318.499,316.278,314.272,312.448,310.779,309.243,307.825,306.509,305.283,304.137,303.064,302.054,301.103,300.204,299.354,298.547,297.779,297.049,296.352,295.687,295.05,294.441,293.856,293.294,292.755,292.235,291.735
49,868.696,868.696,868.696,868.327,856.356,851.087,848.299,843.812,840.059,838.268,836.155,834.454,832.982,831.665,830.467,829.371,828.361,827.428,826.563,825.756,825.002,824.296,823.632,823.006,822.415,821.856,821.325,820.821,820.341,819.883,819.446,819.113,818.708,818.32,817.948,817.59,817.246,816.915,816.596,816.288
50,848.443,848.383,830.105,823.031,818.8,815.843,813.791,812.011,810.496,809.317,808.306,807.429,806.659,805.976,805.362,804.81,804.308,803.848,803.426,802.279,800.644,795.001,791.739,789.812,788.022,786.656,784.908,783.137,782.042,780.63,779.235,777.709,776.446,775.013,774.239,773.101,771.993,770.921,769.88,768.87
51,813.632,813.622,801.746,798.447,796.595,795.353,794.443,793.737,792.538,790.221,788.637,785.406,782.634,778.666,775.934,773.496,771.279,769.24,767.35,765.587,763.946,762.346,760.885,759.503,758.176,756.969,755.78,754.646,753.562,752.526,751.532,750.579,749.663,748.782,747.935,747.118,746.33,745.561,744.711,743.896
52,849.86,849.858,831.273,823.939,819.809,814.511,812.434,808.42,805.219,801.334,799.088,797.117,795.341,793.731,792.054,791.262,789.992,788.821,784.575,777.754,775.464,773.377,772.32,770.525,767.928,766.087,765.208,763.719,762.1,760.716,759.319,758.072,756.868,755.713,754.601,753.531,752.499,751.504,750.543,749.483
53,868.696,868.696,868.696,868.696,868.696,868.057,858.559,854.288,851.854,849.444,847.411,845.484,843.767,842.222,840.82,839.54,838.363,837.274,836.385,835.446,834.558,833.667,832.895,832.292,831.594,830.932,830.304,829.709,829.143,828.383,827.888,827.41,826.951,826.511,826.088,825.681,825.292,824.903,824.549,824.187
54,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.697,868.665,868.212,867.331,868.614,868.52,868.377,868.183,867.942,867.656,867.33
55,866.993,866.961,865.29,863.843,861.426,857.843,854.608,849.932,843.953,838.143,832.325,826.168,820.19,814.594,809.061,803.712,798.167,793.654,788.971,784.895,780.498,776.284,771.361,768.285,763.717,760.159,755.682,751.944,750.682,747.156,743.701,738.109,735.05,731.958,728.956,726.031,723.18,720.4,720.209,715.026
56,868.701,868.701,868.701,868.701,868.681,866.953,866.52,865.532,865.121,865.006,863.674,863.539,862.436,860.429,859.209,857.506,855.733,853.295,851.68,849.383,846.987,844.51,842.378,839.676,837.036,834.39,831.742,829.098,826.306,823.846,821.183,818.616,816.077,813.559,811.064,808.595,806.152,803.738,801.351,798.994
57,868.698,868.698,868.698,868.698,868.698,868.698,868.696,868.288,860.965,856.989,854.374,851.923,850.064,848.202,846.514,844.882,843.462,842.157,840.73,838.864,838.312,838.398,837.361,836.079,834.821,833.577,831.937,830.687,829.529,828.376,826.281,824.658,824.944,823.064,821.571,820.848,819.527,818.858,817.591,816.932
58,763.773,763.874,718.51,687.562,664.403,646.792,632.917,620.8,610.691,601.512,594.316,586.486,578.93,573.097,567.658,562.432,557.798,553.445,549.394,545.439,541.946,538.888,535.785,532.878,529.71,527.133,524.702,522.389,520.188,518.089,516.084,514.167,512.331,510.909,509.205,507.568,505.994,504.479,503.019,501.61
59,834.257,834.302,761.28,721.978,686.729,661.019,641.597,625.151,612.419,601.572,592.267,583.857,576.164,569.547,563.562,558.126,553.157,548.59,544.374,540.077,536.452,533.612,530.465,527.468,524.64,521.968,519.441,517.045,514.768,512.603,510.538,508.567,506.683,504.88,503.151,501.492,499.898,498.365,496.889,495.467
60,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682
61,868.678,868.678,865.935,852.67,823.5,804.45,781.119,764.289,748.839,736.982,725.778,716.23,705.977,696.494,687.954,680.408,673.473,667.373,661.094,656.079,650.919,646.019,641.228,636.937,632.875,628.851,625.23,621.74,618.494,615.342,612.33,609.447,606.685,604.035,601.49,599.042,596.685,594.415,592.225,590.111
62,868.684,868.684,863.299,847.702,839.143,827.047,818.731,812.25,798.667,791.307,783.747,776.852,770.997,765.78,761.134,756.702,752.945,749.257,745.478,742.373,739.462,736.948,734.352,731.9,729.84,727.263,725.275,723.306,721.431,719.642,717.933,716.299,714.733,713.231,711.789,710.402,709.068,707.585,706.539,704.969
63,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.682,868.594,868.295
64,631.293,631.164,540.102,506.772,490.257,478.728,470.124,466.128,459.982,455.058,450.905,447.335,444.221,441.474,439.025,436.824,434.832,433.017,431.354,429.823,428.407,427.093,425.869,424.724,423.651,422.642,421.692,420.794,419.944,419.138,418.373,417.644,416.949,416.286,415.652,415.045,414.463,413.905,413.368,412.853
65,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.676,868.675
66,868.677,868.677,868.677,868.677,868.677,868.677,868.677,864.995,856.502,845.553,830.686,817.391,808.886,793.74,782.691,773.058,764.307,755.232,748.925,741.737,735.061,728.898,723.703,718.231,712.933,707.335,702.606,698.138,693.87,689.792,685.89,681.479,677.758,674.318,671.03,667.867,664.098,662.143,658.264,656.541
67,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679
68,819.022,818.9,704.979,655.158,623.476,602.054,585.021,570.7,559.898,550.734,542.856,535.981,531.878,526.107,521.073,516.53,512.396,508.611,505.127,501.907,498.919,496.134,493.532,491.093,488.8,486.639,484.598,482.666,480.833,479.092,477.435,475.855,474.346,472.903,471.522,470.198,468.927,467.706,466.532,465.401
69,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.679,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678,868.678
70,868.679,868.679,868.679,868.679,859.383,855.409,851.479,847.739,838.3,832.148,830.938,827.015,823.106,818.13,801.649,790.413,782.469,775.682,769.093,763.935,758.521,752.4,748.699,744.152,739.725,734.953,731.091,727.387,723.791,720.43,717.185,714.082,711.103,708.24,705.486,702.833,700.276,697.645,695.237,692.928
71,780.513,780.377,713.101,665.428,636.698,616.686,600.907,589.125,579.227,571.095,564.191,558.122,552.784,548.036,543.775,539.921,536.413,533.201,530.245,527.512,526.509,523.915,521.627,519.486,517.476,515.579,512.903,511.248,509.67,508.16,506.712,505.321,503.727,501.821,500.341,498.981,497.672,496.411,495.194,493.976
72,762.877,762.824,724.639,711.563,703.894,698.636,694.722,691.652,689.153,683.679,675.615,669.322,665.514,660.73,656.334,652.334,648.671,644.54,640.938,637.542,634.31,631.226,628.574,625.749,623.021,620.402,617.885,615.463,613.131,609.768,608.712,606.796,604.394,601.818,600.55,598.12,596.139,594.401,592.733,591.109
73,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.681,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68,868.68
74,841.344,841.344,841.344,841.344,841.344,841.344,841.344,841.344,841.344,841.344,841.344,841.344,840.249,834.436,823.022,809.298,789.272,775.278,764.725,755.024,744.562,735.908,728.145,720.268,713.125,706.464,700.613,694.532,688.672,683.921,677.669,673.386,668.313,663.504,658.863,654.393,649.63,645.497,641.474,637.579
75,736.955,736.42,594.35,534.462,501.891,476.263,457.022,440.695,428.61,418.45,408.789,401.337,394.792,388.952,383.697,378.934,374.59,370.608,366.938,363.543,360.388,357.448,354.697,352.117,349.691,347.404,345.242,343.195,341.438,339.599,337.655,335.975,334.375,332.991,331.517,330.11,328.625,327.328,326.184,324.978
76,841.343,841.343,841.343,836.74,766.191,724.876,694.024,666.433,644.958,629.781,613.922,599.814,587.303,576.949,566.692,557.406,547.577,539.906,532.818,526.233,520.092,514.346,508.952,502.866,498.067,493.604,489.38,485.364,481.54,477.892,474.406,471.072,467.878,464.814,461.872,459.043,456.321,453.699,451.17,448.73
77,841.343,841.343,841.343,820.082,750.428,711.333,681.09,654.925,633.092,616.287,601.029,587.586,576.564,565.628,555.789,546.833,538.635,531.088,523.451,516.984,510.978,505.363,499.042,494.084,489.482,485.135,481.012,477.093,473.362,469.804,466.405,463.154,460.041,457.055,454.189,451.434,448.783,446.23,443.768,441.393
78,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.351,841.35,841.35,841.35,841.35,841.35,841.35,841.35,841.35,841.35
79,533.631,532.328,436.327,407.524,390.538,378.04,369.975,363.658,358.519,354.228,350.575,347.414,344.643,342.188,339.992,338.012,336.215,334.574,333.068,331.678,330.392,329.195,328.079,327.034,326.054,325.131,324.261,323.438,322.659,321.919,321.216,320.546,319.907,319.296,318.712,318.153,317.616,317.101,316.606,316.13
80,841.345,841.345,841.345,841.345,841.345,841.345,841.345,841.345,841.345,841.345,841.352,840.847,838.972,817.094,806.329,802.731,794.908,789.576,786.567,782.091,777.863,773.842,770.296,766.919,763.694,760.619,756.075,737.986,731.547,726.175,721.379,717.133,712.698,708.135,704.001,700.1,696.303,692.89,689.031,685.807
81,444.115,443.245,380.479,363.623,353.806,347.814,343.383,339.928,337.134,334.812,332.842,331.141,329.655,328.339,327.165,326.108,325.15,324.275,323.474,322.735,322.051,321.416,320.823,320.269,319.749,319.261,318.8,318.364,317.952,317.561,317.189,316.835,316.497,316.174,315.866,315.571,315.288,315.016,314.755,314.503
82,367.793,367.191,327.093,317.256,312.183,308.756,306.236,304.278,302.7,301.391,300.281,299.325,298.489,297.751,297.092,296.499,295.962,295.472,295.023,294.609,294.226,293.871,293.539,293.229,292.938,292.665,292.407,292.164,291.933,291.715,291.507,291.309,291.12,290.94,290.768,290.603,290.444,290.293,290.147,290.006
83,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.358,841.357,841.357,841.357,841.357,841.357,841.357,841.357,841.357,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.356,841.355,841.355,841.355,841.355,841.355
