LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,GEOTHERMOMETER_QUARTZ_C,GEOTHERMOMETER_CHALCEDONY_C,pH_FIELD,TDS_LAB,AL_PPM,B_PPM,BA_PPM,BE_PPM,BR_PPM,CA_PPM,CL_PPM,HCO3_PPM,K_PPM,LI_PPM,MG_PPM,NA_PPM,δO18
39.41302,-111.60936,15.75,,,,,,,,,,,,,,,,,
39.44107,-111.59964,12.75,,,,,,,,,,,,,,,,,
39.44663,-111.59769,9.0,,,,,,,,,,,,,,,,,
39.34941,-111.63214,11.0,,,,,,,,,,,,,,,,,
39.29996,-111.64991999999998,10.222222222222221,,,,,,,,,,,,,,,,,
39.44052,-111.60047,17.5,,,,,,,,,,,,,,,,,
39.18276,-111.69145,19.69999981,46.635885675,14.04689351,8.2000001905,437.5,,0.209999993,,,,37.5,38.0,313.0,2.750000024,,21.0,87.5,
39.37802,-111.62297,11.5,,,,,,,,,,,,,,,,,
39.35607,-111.63075,11.5,,,,,,,,,,,,,,,,,
39.33996,-111.63658,10.5,,,,,,,,,,,,,,,,,
39.35357,-111.63186,12.0,,,,,,,,,,,,,,,,,
39.35691,-111.63075,11.5,,,,,,,,,,,,,,,,,
39.35746,-111.63075,11.0,,,,,,,,,,,,,,,,,
39.43857,-111.60214,12.5,,,,,,,,,,,,,,,,,
39.4433,-111.60047,11.0,,,,,,,,,,,,,,,,,
39.38024,-111.62297,13.25,,,,,,,,,,,,,,,,,
39.35663,-111.63158,11.5,,,,,,,,,,,,,,,,,
39.23441,-111.67464,9.4,55.25928335,22.90149772,7.9,,,,,,,34.0,147.0,,,,24.0,374.0,
39.36468000000001,-111.62935999999998,10.884615384615385,,,,,,,,,,,,,,,,,
39.44607,-111.60075,10.6,89.43214294,58.65970909,8.5,,,,,,,37.0,59.0,,,,25.0,37.0,
39.36135,-111.63158,11.5,,,,,,,,,,,,,,,,,
39.34996,-111.63658,11.0,,,,,,,,,,,,,,,,,
39.35607,-111.63492,11.0,,,,,,,,,,,,,,,,,
39.35913,-111.63408,11.5,,,,,,,,,,,,,,,,,
39.44663,-111.60325,10.5,,,,,,,,,,,,,,,,,
39.35218,-111.63686,11.0,,,,,,,,,,,,,,,,,
39.36024000000001,-111.63464,11.5,,,,,,,,,,,,,,,,,
39.77607,-111.48825,10.75,,,,,,,,,,,,,,,,,
39.77857,-111.48797,10.875,73.60251877,41.96193943,7.6,,,0.06,,,,75.0,83.0,,1.5,,33.0,35.0,
39.37218,-111.63214,11.75,,,,,,,,,,,,,,,,,
39.47413,-111.59631,10.666666666666666,,,,,,,,,,,,,,,,,
39.35302,-111.63909,11.0,,,,,,,,,,,,,,,,,
39.16191,-111.70631000000002,8.95,47.99372128,15.43603251,8.5,,,,,,,53.0,65.0,,,,50.0,95.0,
39.36024000000001,-111.63686,12.0,,,,,,,,,,,,,,,,,
39.263290000000005,-111.67102999999999,10.772727272727273,42.37757363,9.697648691,7.5,,,0.07,,,,62.0,13.0,,1.5,,51.0,32.0,
39.33607,-111.64631,10.5,,,,,,,,,,,,,,,,,
39.36857,-111.63492,11.0,,,,,,,,,,,,,,,,,
39.78135,-111.48853,8.5,,,,,,,,,,,,,,,,,
39.35885,-111.63881,11.5,,,,,,,,,,,,,,,,,
39.36135,-111.63936,12.0,,,,,,,,,,,,,,,,,
39.36274,-111.63909,12.0,,,,,,,,,,,,,,,,,
39.2058,-111.69436,12.2,39.26050119,6.524796747999999,8.4,,,,,,,59.0,68.0,,,,48.0,57.0,
39.26052,-111.6752,10.0,42.37757363,9.697648691,8.4,,,,,,,74.0,15.0,,,,54.0,27.0,
39.01941,-111.76048,12.0,72.04496078,40.33152911,7.3,,,0.38,,,0.19,200.0,120.0,,4.5,0.1,100.0,130.0,
39.27691,-111.67159,13.5,38.93539570000001,6.194367532999999,,,,,,,,74.0,8.3,,1.3,,50.0,16.0,
39.35718,-111.64409,11.0,,,,,,,,,,,,,,,,,
39.51996,-111.58769,12.0,,,,,,,,,,,,,,,,,
37.71248,-112.21159,13.5,112.1210143,83.00579796,7.9,,,0.12,,,,86.0,212.0,,12.0,,51.0,88.0,
39.29079000000001,-111.66881,11.833333333333334,,,,,,,,,,,,,,,,,
37.58554,-112.25548,6.75,28.12016191,-4.745030939499999,7.55,,,0.01,,,,44.5,5.1,,0.6499999999999999,,36.0,3.3,
37.59248,-112.25325,6.5,25.44802461,-7.432229072,7.6,,,0.0,,,,36.0,3.7,,0.7,,33.0,3.0,
38.00388,-112.11545,20.0,93.850698,63.3625169,7.659999847000001,,,,,,,28.0,6.599999905,110.0,2.0,,6.0,5.0,
39.46218,-111.61464,10.5,,,,,,,,,,,,,,,,,
39.36441,-111.65047,13.25,,,,,,,,,,,,,,,,,
39.29718,-111.67436,10.5,,,,,,,,,,,,,,,,,
39.366629999999994,-111.65075,11.083333333333334,,,,,,,,,,,,,,,,,
39.29579,-111.67603,10.5,,,,,,,,,,,,,,,,,
37.61054,-112.25574999999999,7.333333333333333,27.030766455,-5.841340929999999,7.533333333333334,,,0.02,,,,36.0,5.550000000000001,,1.0,,45.5,4.4,
39.54663,-111.59047,13.0,,,,,,,,,,,,,,,,,
39.47829,-111.6152,10.0,,,,,,,,,,,,,,,,,
39.34246,-111.66325000000005,11.0,,,,,,,,,,,,,,,,,
39.37718,-111.65214,13.76,59.52869292,27.31051733,8.0,,,,,,,38.5,52.0,,1.1,,37.5,40.0,
40.62245,-111.20518,9.0,53.43406146,21.02160434,7.2,,,0.048,,,0.07,97.4,84.0,258.0,1.5,,28.5,33.3,
39.54135,-111.59436,14.5,,,,,,,,,,,,,,,,,
39.33191,-111.66853,11.25,,,,,,,,,,,,,,,,,
39.43052,-111.63464,13.5,,,,,,,,,,,,,,,,,
39.31413,-111.67575,11.7,52.96603414,20.54004037,7.9,,,,,,,64.0,40.0,,,,55.0,35.0,
39.33218,-111.66964,9.0,57.44303290000001,25.154599800000003,7.9,,,0.09,,,,48.0,42.0,,1.7,,54.0,54.0,
39.33218,-111.66992,9.0,68.77971239,36.92079624,7.6,,,0.45,,,,130.0,870.0,,3.8,,450.0,640.0,
39.44441,-111.63047,12.8,4.599560459,-28.1868614,7.8,,,,,,,67.0,73.0,,,,75.0,32.0,
39.41968,-111.63964,14.125,73.60251877,41.96193943,7.8,,,0.1,,,,59.0,130.0,,3.1,,49.0,91.0,
40.61606,-111.21018,8.5,33.03964956,0.218201057,7.5,,,0.014,,,0.03,58.7,9.29,245.0,0.68,,23.9,6.99,
39.31663,-111.67631000000003,13.428571428571429,,,,,,,,,,,,,,,,,
39.33191,-111.67102999999999,11.083333333333334,57.44303290000001,25.154599800000003,7.8,,,0.07,,,,53.0,41.0,342.0,1.2,,53.0,45.0,
40.61606,-111.21462,7.0,26.18025754,-6.696507187000001,7.7,,,0.0076,,,0.02,39.8,6.22,149.0,0.51,,13.2,5.44,
39.38135,-111.66213999999998,14.299999999999999,69.29625297333332,37.46165775,7.7,,,0.09,,,,63.0,80.66666666666667,,2.25,,76.66666666666667,90.5,
39.54413,-111.60464,11.5,,,,,,,,,,,,,,,,,
39.52301999999999,-111.61408000000004,11.273333333333333,76.58424231,45.08937459,8.7,,,,,,,44.0,13.0,,,,32.0,18.0,
39.33941,-111.67964,10.5,111.3218979,82.13990948,7.3,,,4.9,,,,530.0,7000.0,,2.7,,1200.0,460.0,
40.58773,-111.23323,10.0,77.44676755,45.99558375,6.9,,,0.027000000000000003,,,0.02,42.9,10.6,124.0,1.0,,7.29,3.72,
40.62217,-111.22296,8.5,36.61820283,3.841925783,7.5,,,0.021,,,0.04,102.0,171.0,230.0,1.13,,45.9,25.0,
40.62328,-111.22685,11.7,34.95957338,2.160963727,7.4,,,,,,0.02,62.7,19.1,271.0,0.66,,20.8,9.43,
40.62412,-111.22685,12.1,34.48830071,1.683785919,7.4,,,,,,0.03,61.0,15.6,271.0,0.59,,20.1,8.41,
40.63244999999998,-111.22573000000006,6.648,23.40468685,-9.482848247,7.512499999999999,,,,,,0.01,51.2,2.08,224.0,0.41,,15.0,1.75,
39.58857,-111.60353,9.5,,,,,,,,,,,,,,,,,
40.62384,-111.2324,10.0,31.57446742,-1.262240892,7.6,,,0.011,,,0.02,61.8,25.4,225.0,0.68,,21.2,12.6,
40.6194,-111.23407,12.2,,,7.3,,,,,,,,4.5,,,,,,
39.14246,-111.76492,15.5,61.52592334,29.37871803,7.2,,,0.28,,,0.19,110.0,430.0,393.0,4.2,0.09,75.0,310.0,
39.58913,-111.6077,10.5,85.88028798,54.89269595,7.1,,,,,,,98.0,54.0,,4.2,,31.0,36.0,
39.58968,-111.60825,13.5,,,,,,,,,,,,,,,,,
40.59667,-111.24639,10.0,86.48794627,55.53632373,7.0,,0.001,0.018000000000000002,0.111,,0.03,52.5,29.4,173.0,1.34,,10.1,7.02,
39.55301999999999,-111.62213999999996,11.823529411764707,,,,,,,,,,,,,,,,,
40.62523,-111.2399,8.0,31.33797105,-1.5010246,7.3,,,0.046,,,0.04,49.7,3.76,193.0,1.31,,18.2,3.98,
39.56718,-111.62075,11.75,,,,,,,,,,,,,,,,,
39.59135,-111.61658999999999,10.142857142857142,,,,,,,,,,,,,,,,,
38.93635,-111.84798,15.5,73.60251877,41.96193943,7.6,,,0.57,,,0.39,160.0,540.0,453.0,7.0,0.11,81.0,530.0,
39.58663,-111.62131,10.5,65.28697452,33.28325392,7.9,,,,,,,84.0,36.0,,,,34.0,25.0,
39.59552,-111.61825,10.833333333333334,,,,,,,,,,,,,,,,,
39.53163,-111.64103,10.3,57.44303290000001,25.154599800000003,7.6,,,,,,,53.0,18.0,,,,34.0,6.9,
38.98968,-111.83492,21.0,88.27266915,57.42869496,7.8,,,0.2,,,,28.0,162.0,,4.2,,28.0,141.0,
40.59356,-111.26351,10.5,66.53764035,34.58448896,6.7,,,0.011,,,0.03,24.4,6.4,97.0,0.88,,5.84,3.43,
39.57802,-111.62992,11.25,,,,,,,,,,,,,,,,,
39.58496,-111.62909,10.5,,,,,,,,,,,,,,,,,
40.61079,-111.26101,8.0,75.70740458,44.16883422,7.5,,,0.016,,,0.02,52.2,18.8,176.0,1.4,,14.4,7.01,
39.60635,-111.62409,11.25,,,,,,,,,,,,,,,,,
39.05441,-111.81937,20.0,,,,,,,,,,,,,,,,,
39.60274,-111.62714,10.25,,,,,,,,,,,,,,,,,
40.669120000000014,-111.24962999999994,5.464285714285714,,,7.303703703703705,,,,,,,,,,,,,,
40.62828,-111.26518,9.5,59.32425364,27.09901737,7.3,,0.001,0.034,0.062,,0.05,47.7,11.8,183.0,1.23,,8.07,8.99,
40.60273,-111.27546,9.0,73.60251877,41.96193943,6.7,,,0.021,,,0.01,29.5,6.0,95.0,0.7,,7.58,4.37,
38.9083,-111.88103999999998,13.5,63.44297926,31.36730133,6.9,,,2.0,,,28.0,1700.0,49000.0,173.0,350.0,0.17,380.0,30000.0,
39.61607,-111.63242,11.25,,,,,,,,,,,,,,,,,
39.62079,-111.63214000000002,11.857142857142858,53.612406576666665,21.328498167000003,7.4,,,0.0298,,,,77.91666666666667,19.916666666666668,,1.8966666666666665,,21.7,12.566666666666668,
38.97802,-111.85826000000002,11.0,80.76403312,49.48729163,7.3,,,0.42,,,0.15,51.0,110.0,792.0,2.5,0.11,53.0,280.0,
40.67495,-111.25296000000002,6.0,,,7.5,,,,,,,,,,,,,,
38.96996,-111.86215,13.0,84.64484943,53.58519438,7.3,,,0.31,,,0.12,82.0,160.0,,4.4,0.048,54.0,200.0,
38.98607000000001,-111.85658999999998,18.71923076923077,85.77929521181817,54.919969126454546,8.010526315789473,,,0.316,,,,38.1,89.63636363636364,,3.9869999999999997,,13.118181818181819,80.24,
40.49412,-111.32101000000002,10.5,80.76403312,49.48729163,7.0,,,0.02,,,,60.0,7.8,130.0,3.1,,7.4,6.5,
40.68051,-111.25602,9.25,60.83133517,28.6592567,7.65,,,0.037000000000000005,,,0.06,41.400000000000006,16.85,257.0,1.155,,24.65,13.7,
37.73804000000001,-112.28881,8.0,33.7149093,0.901125507,7.6,,,0.02,,,,45.0,5.6,,1.9,,44.0,4.4,
39.607459999999996,-111.64325000000001,10.107142857142858,,,,,,,,,,,,,,,,,
40.6419,-111.27129,19.0,73.60251877,41.96193943,7.6,,,0.6,,,,67.0,26.0,,3.0,,21.0,78.0,
38.97302,-111.86826,18.0,90.56867151,59.86759125,8.0,,,0.27,,,0.08,32.0,110.0,137.0,4.4,0.054000000000000006,18.0,84.0,
39.63052,-111.63742,11.0,,,,,,,,,,,,,,,,,
40.62134,-111.28101,11.0,66.36090598,34.40052187,7.2,,,0.032,,,0.02,74.5,58.4,258.0,1.89,,12.5,34.8,
39.62218,-111.64103,11.0,,,,,,,,,,,,,,,,,
39.62218,-111.64131,10.5,45.27805007,12.65775451,7.6,,,0.02,,,,73.0,9.9,,1.1,,24.0,9.8,
39.59829000000001,-111.6502,13.0,,,,,,,,,,,,,,,,,
40.67328,-111.26324,10.5,65.82687125,33.84480556,7.5,,,,,,,72.8,7.6,,0.29,,12.6,6.33,
39.62079,-111.64242,11.0,,,,,,,,,,,,,,,,,
40.34579,-111.38324,10.0,57.44303290000001,25.154599800000003,7.6,,,0.02,,,,70.0,18.0,210.0,1.7,,15.0,9.5,
40.34885,-111.38324,11.1,36.58362115,3.806853819,,,,,,,,43.0,8.0,,,,18.0,,
40.67412,-111.26546,8.5,103.1948682,73.36887214,7.4,,0.001,0.032,0.18,,0.05,77.7,16.2,296.0,2.63,,19.1,16.7,
38.34808,-112.08935,22.0,76.58424231,45.08937459,8.199999809,,,,,,,25.0,15.0,133.0,,,3.0,28.0,
40.47607,-111.34129,16.1,94.90521999,64.48760818,7.9,,,0.05,,,,89.0,35.0,,1.7,,26.0,31.0,
39.00968,-111.86465,13.5,94.90521999,64.48760818,7.4,,,0.57,,,0.21,85.0,190.0,447.0,7.3,0.077,29.0,270.0,
38.99666,-111.87156,21.10000038,91.68330179,61.05338384,8.0,599.0,,,,,,34.0,181.0,158.0,6.5,0.600000024,19.0,144.0,
40.73523,-111.25074,8.25,32.887920265000005,0.064806938,7.5,,0.011,0.012,0.073,,0.02,57.4,1.875,243.0,0.475,,16.55,4.535,
40.49218,-111.34018,10.0,84.64484943,53.58519438,7.0,,,0.03,,,,70.0,8.2,205.0,2.7,,8.3,7.5,
40.37384,-111.38324,12.5,55.25928335,22.90149772,7.7,,,0.02,,,,53.0,10.0,182.0,1.0,,13.0,7.8,
40.65551,-111.28102,9.0,38.68977071,5.9447850935,7.6,,,0.015,,,0.060000000000000005,55.35,12.9,218.5,0.535,,16.45,5.365,
40.71939,-111.26102,8.0,18.7679784,-14.12271642,7.8,,,0.016,,,0.02,41.1,1.67,147.0,0.37,,9.6,3.37,
40.66884,-111.28046,9.5,55.25928335,22.90149772,7.1,,0.013,0.027000000000000003,0.07200000000000001,,0.05,61.6,8.86,232.0,0.91,,10.6,8.22,
40.62134,-111.29824,8.0,62.937100485,30.843703089999998,7.4,,0.001,0.0205,0.108,,0.02,65.15,10.88,235.0,0.86,,15.5,6.38,
40.02996,-111.51245,50.0,93.850698,63.3625169,6.739999771,3094.0,,0.600000024,,,,79.0,1300.0,426.0,22.0,0.17000000199999998,13.0,1117.0,
40.50384,-111.34573,11.0,89.43214294,58.65970909,7.6,,,0.1,,,,58.0,54.0,233.0,3.4,,30.0,36.0,
40.47801,-111.35546,9.5,65.28697452,33.28325392,7.1,,,0.03,,,,82.0,15.0,265.0,5.3,,20.0,10.0,
40.37023,-111.3974,12.0,65.28697452,33.28325392,7.8,,,0.03,,,,48.0,9.8,172.0,1.9,,12.0,10.0,
40.68967,-111.28157,8.5,36.58362115,3.806853819,7.6,,,0.012,,,0.01,54.3,4.24,176.0,0.57,,10.2,3.57,
37.52804,-112.38854,8.5,52.96603414,20.54004037,6.9,,,0.02,,,,100.0,3.9,,2.4,,66.0,3.5,
40.38662,-111.3949,12.0,57.44303290000001,25.154599800000003,7.4,,,0.02,,,,59.0,12.0,210.0,1.0,,16.0,10.0,
37.5272,-112.39048,7.0,39.26050119,6.524796747999999,7.1,,,0.01,,,,106.0,2.9,,1.7,,56.0,2.2,
40.70328,-111.28019,9.5,22.76369058,-10.12538508,7.6,,0.013,0.0082,0.1,,0.01,53.4,3.28,191.0,0.49,,10.5,2.4,
40.70606,-111.28019,13.0,21.0312801,-11.86018555,7.4,,,0.0,,,,57.0,3.9,,0.5,,11.0,2.0,
40.65217,-111.30046000000002,26.0,,,7.2,,,0.18,,,,57.0,35.0,,9.3,,63.0,79.0,
40.73217,-111.2713,10.0,52.01511088,19.56221929,7.1,,0.006,0.025,0.135,,0.02,70.1,16.8,264.0,1.21,,17.3,7.95,
38.99802,-111.89132,12.3,112.9105935,83.86196134,7.4,,,0.45,,,0.08,38.0,26.0,625.0,3.5,0.11,70.0,130.0,
40.37523,-111.40407,11.5,57.44303290000001,25.154599800000003,7.5,,,0.02,,,,65.0,14.0,208.0,1.1,,15.0,12.0,
40.71967,-111.27991000000002,10.0,40.22059876,7.501160436,7.4,,,0.024,,,0.03,67.1,5.43,291.0,0.75,,18.8,3.54,
38.82663,-111.95548,16.0,75.11461457,43.5469018,7.2,,,0.68,,,2.2,620.0,4400.0,277.0,26.0,0.1,150.0,3000.0,
38.77719,-111.97326,17.0,96.95988223,66.68280183,7.9,,,0.03,,,0.05,28.0,48.0,127.0,2.5,0.01,8.3,39.0,-16.3
37.37776,-112.44826,9.0,59.52869292,27.31051733,7.6,,,,,,,52.0,16.0,,5.3,,120.0,46.0,
40.03718,-111.52908,40.0,79.40662514,48.0572667,7.9,,,1.4,,,0.1,469.0,2320.0,,10.0,,80.0,1680.0,
40.49357,-111.36435000000003,13.214285714285714,89.83271748,59.08572289571429,6.999999999999999,,,0.029714285714285714,,,,70.71428571428571,12.27142857142857,,3.2214285714285715,,9.188571428571427,6.9142857142857155,
37.36748,-112.45187,13.0,39.30686247,6.57608236,6.95,,,0.15,,,,49.0,13.5,,3.2,,34.0,130.0,
39.63635,-111.67326,12.0,28.55037887,-4.311903106,,,,,,,,63.0,6.7,,0.8,,16.0,8.5,
37.37832,-112.44965,9.5,47.99372128,15.43603251,6.5,,,0.16,,,,42.0,19.0,,5.1,,120.0,44.0,
40.45857,-111.37907,12.0,45.27805007,12.65775451,7.5,,,0.03,,,,60.0,20.0,202.0,1.3,,23.0,12.0,
40.38884,-111.40628999999998,12.8,47.99372128,15.43603251,,,,,,,,65.0,14.0,,,,18.0,,
40.49245,-111.36879,13.0,,,,,,,,,,,,,,,,,
37.46248,-112.42465,8.0,32.19814028,-0.632301809,6.8,,,0.02,,,,44.0,3.4,,2.4,,68.0,3.4,
40.47801,-111.37546,11.0,87.0891229,56.17342712,7.3,,,0.07,,,,82.0,18.0,297.0,2.1,,24.0,24.0,
40.63412,-111.31963,10.0,88.27266915,57.42869496,7.2,,,0.047,,,0.09,88.2,63.9,338.0,1.56,,23.7,33.4,
40.37273,-111.41685,10.5,47.99372128,15.43603251,7.2,,,0.01,,,,59.0,7.7,180.0,1.1,,11.0,7.0,
40.69912,-111.29991,8.5,26.04406271,-6.833386134,7.7,,,0.01,,,0.04,55.1,5.56,228.0,0.53,,13.3,2.72,
40.49301,-111.37657,14.125,77.4299751475,45.9805091375,7.025,,,0.031,,,,44.275,10.622499999999999,,2.08,,6.045,7.1875,
38.82302,-111.97326,13.5,84.64484943,53.58519438,,,,0.11,,,0.11,77.0,61.0,,3.6,0.027000000000000003,24.0,35.0,
40.4844,-111.38351000000003,12.5,77.709498858,46.272828616000005,7.160000000000001,,,0.040600000000000004,,,,63.96,10.822,,2.366,,14.84,12.846,
38.92496,-111.93826,15.75,84.01311584999999,52.917350625,7.7,,,0.15,,,0.1,36.0,40.0,245.0,5.8,0.026,32.5,35.0,
40.46384000000001,-111.39157,15.071428571428571,45.564595367142864,12.951828151428572,7.5,,,0.027285714285714285,,,,53.7,13.618571428571428,,1.1314285714285715,,21.32857142857143,9.095714285714285,
39.13468,-111.86576,12.0,47.99372128,15.43603251,7.3,,,0.36,,,0.37,92.0,400.0,545.0,3.6,0.09,82.0,350.0,
40.38635,-111.42128999999998,11.5,61.52592334,29.37871803,7.4,,,0.04,,,,75.0,23.0,256.0,2.0,,22.0,17.0,
38.80858,-111.98104,11.5,89.43214294,58.65970909,7.7,,,0.06,,,0.14,200.0,99.0,246.0,4.7,0.029,54.0,47.0,
38.83219,-111.97298,12.0,83.38138227,52.24950687,7.1,,,0.24,,,0.2,110.0,84.0,574.0,5.0,0.037000000000000005,92.0,80.0,-13.75
40.4744,-111.39074,12.0,61.52592334,29.37871803,7.6,,,0.04,,,,58.0,14.0,225.0,1.2,,24.0,17.0,
37.39109000000001,-112.46326,13.25,,,,,,,,,,,18.5,,,,,16.0,
40.47773,-111.39018,13.428571428571429,76.97859464714286,45.50450086571429,7.185714285714286,,,0.04928571428571428,,,,79.18571428571428,15.085714285714287,,1.5757142857142856,,22.557142857142857,13.971428571428572,
40.64467,-111.32991,8.0,86.24566999,55.27966473,7.0,,0.008,0.02,0.044,,0.02,32.3,8.52,133.0,2.15,,7.79,9.42,
40.6769,-111.31852,12.0,93.10117693,62.5634781,7.9,,0.013,0.022,0.053,,0.04,39.5,13.9,166.0,2.7,,8.22,11.7,
40.04829,-111.5463,12.8,38.27729284,5.525773122,7.6,,,,,,,143.0,55.0,,2.7,,30.0,38.0,
40.3719,-111.42963,11.0,76.58424231,45.08937459,6.8,,,0.02,,,,48.0,32.0,140.0,0.9,,10.0,20.0,
38.79469,-111.98854,17.5,,,,,,,,,,,,,,,,,
40.46579000000001,-111.39574,13.5,42.37757363,9.697648691,7.7,,,0.02,,,,60.0,8.2,228.0,1.1,,23.0,6.6,
38.79163,-111.98993,14.5,98.94676311,68.80939809,7.6,,,0.14,,,0.13,69.0,190.0,215.0,5.4,0.03,20.0,170.0,
37.41998,-112.4566,11.6,73.60251877,41.96193943,7.8,,,,,,,,12.0,,,,,,
40.63190000000001,-111.33656999999995,9.764705882352942,76.00130858,44.47730747,7.33,,,0.031,,,0.08,90.1,107.0,269.0,1.76,,27.0,26.4,
40.71717,-111.30602,10.5,45.27805007,12.65775451,7.3,,,0.014,,,0.02,54.5,2.03,182.0,1.07,,8.97,2.28,
38.76386,-112.00326,12.166666666666666,97.96146259,67.75434218,7.3,,,0.07,,,0.12,140.0,140.0,,3.2,0.023,36.0,55.0,
40.73078,-111.30325,9.0,82.86780514,51.70699997,7.3,,,0.045,,,0.05,78.4,20.6,244.0,1.93,,18.6,14.6,
40.13607,-111.51963,41.0,23.06094461,-9.827460748,7.7,,,,,,,53.0,1.9,,0.6,,10.0,2.9,
40.4869,-111.39407,11.0,76.58424231,45.08937459,7.2,,,0.03,,,,70.0,11.0,205.0,2.4,,14.0,11.0,
37.45137,-112.45104,11.0,55.25928335,22.90149772,8.2,,,0.14,,,,92.0,11.0,,6.4,,120.0,32.0,
39.22802,-111.84381,19.0,47.99372128,15.43603251,7.8,,,0.04,,,,48.0,160.0,,2.3,,40.0,98.0,
40.17235000000002,-111.50858,13.145833333333334,41.88785261100001,9.199956602899999,7.517647058823529,,,0.03357142857142857,0.096,0.0005,,69.44545454545454,13.036363636363637,,1.65,0.011,21.89090909090909,14.3625,
38.79969000000001,-111.99631,11.5,85.88028798,54.89269595,7.0,,,0.37,,,0.16,410.0,53.0,417.0,6.8,0.04,140.0,37.0,
38.81358,-111.99159,12.0,85.88028798,54.89269595,7.2,,,0.13,,,0.1,93.0,31.0,431.0,5.4,0.033,40.0,35.0,-14.1
40.496069999999996,-111.3949,13.142857142857142,90.46542972428571,59.75993504428571,6.971428571428572,,,0.030571428571428572,,,,50.27142857142858,10.09,,2.245714285714286,,7.7942857142857145,5.688571428571429,
39.51746,-111.74603,15.5,34.0850877,1.275675079,7.4,,,0.01,,,0.02,72.0,6.9,303.0,1.2,,24.0,5.4,-16.69
40.4694,-111.40518,15.0,18.31988581,-14.57013437,7.6,,,0.031,,,,27.6,6.78,,1.0,,6.16,4.38,
38.7808,-112.00437,13.0,89.43214294,58.65970909,7.6,,,0.1,,,0.09,53.0,82.0,235.0,4.1,0.01,13.0,86.0,
38.81774,-111.99187,11.0,72.04496078,40.33152911,7.3,,,0.23,,,0.1,96.0,34.0,537.0,6.3,0.037000000000000005,56.0,60.0,-13.8
40.38496,-111.43657,12.0,61.52592334,29.37871803,7.3,,,0.02,,,,56.0,16.0,177.0,1.2,,9.7,15.0,
39.21552,-111.85604,15.0,68.77971239,36.92079624,7.6,,,0.15,,,0.16,50.0,270.0,,3.0,0.078,57.0,200.0,
38.85719,-111.98159,13.5,47.99372128,15.43603251,7.6,,,0.17,,,0.08,41.0,20.0,333.0,1.6,0.017,36.0,48.0,
38.80024,-112.00298,11.75,,,,,,,,,,,,,,,,,
39.13857000000001,-111.88604,14.125,85.2652925525,54.2597697075,7.328571428571429,,,0.6910000000000001,,,0.36,106.0,340.5,,4.5275,0.12,101.75,337.75,
37.67387,-112.38826,11.0,,,,,,,,,,,,,,,,,
39.20884999999999,-111.86215,12.76923076923077,52.89987206375,20.694850785,7.7,,0.01,0.06666666666666667,0.028,,0.05,62.95,256.1875,336.0,3.22875,0.03,53.6625,135.575,
38.80024,-112.00465,13.5,80.76403312,49.48729163,7.4,,,0.05,,,0.12,150.0,50.0,,3.6,0.026,44.0,18.0,
38.79413,-112.00687,12.0,84.64484943,53.58519438,7.3,,,0.1,,,0.08,81.0,25.0,340.0,3.0,0.027000000000000003,38.0,18.0,
38.7733,-112.01437,13.5,84.64484943,53.58519438,7.8,,,0.26,,,0.09,62.0,53.0,,3.7,0.041,18.0,44.0,
38.7658,-112.01743,13.0,84.64484943,53.58519438,7.9,,,0.2,,,0.1,56.0,42.0,186.0,4.2,0.036000000000000004,17.0,41.0,-15.1
37.74776,-112.36465,9.0,67.06408575,35.1326479,7.9,,,0.02,,,,50.0,7.2,,2.7,,35.0,8.6,
40.70467,-111.32769,12.0,34.41529545,1.609883305,7.4,,,0.021,,,0.02,63.6,6.48,180.0,1.17,,14.5,5.05,
38.7983,-112.00715,15.5,68.77971239,36.92079624,7.0,,,0.52,,,0.61,160.0,250.0,,6.9,0.051,110.0,100.0,
38.79913000000004,-112.00687000000008,11.757142857142858,81.75274204588236,50.552482274117644,7.651851851851852,,0.006999999999999999,0.2171538461538462,,0.0006,0.13,64.50588235294117,56.578947368421055,323.0,3.184705882352942,0.031,29.858823529411765,34.470588235294116,
40.47301,-111.41379,12.0,55.25928335,22.90149772,7.4,,,0.03,,,,58.0,18.0,193.0,0.9,,18.0,11.0,
40.65606,-111.34713,10.0,88.50645241,57.67680098,7.2,,,0.015,,,0.03,42.8,6.94,146.0,0.79,,9.63,12.4,
40.40218,-111.44018,11.5,63.44297926,31.36730133,7.8,,,0.03,,,,61.0,14.0,240.0,1.7,,21.0,18.0,
40.39496,-111.4438,9.5,65.28697452,33.28325392,7.3,,,0.05,,,,82.0,16.0,292.0,3.0,,26.0,14.0,
40.39523,-111.44519,9.0,63.44297926,31.36730133,7.2,,,0.03,,,,81.0,18.0,288.0,2.8,,25.0,14.0,
38.84747,-111.99548,13.0,52.96603414,20.54004037,7.6,,,0.06,,,0.06,45.0,12.0,292.0,1.7,0.014,33.0,19.0,
38.74163,-112.03215,13.0,84.64484943,53.58519438,7.8,,,0.1,,,,79.0,63.0,,3.2,,31.0,29.0,
37.72026,-112.38021,12.0,80.76403312,49.48729163,7.1,,,0.06,,,,70.0,8.2,,4.8,,46.0,17.0,
40.48357,-111.41491,12.0,73.60251877,41.96193943,7.5,,,0.04,,,,71.0,10.0,238.0,1.8,,17.0,10.0,
38.79163,-112.01576,14.0,102.7369715,72.87658266,7.5,,,0.16,,,0.16,93.0,80.0,444.0,6.0,0.043,59.0,36.0,
