Name,S1,S2,S3
Normal stress,8774.716840989997,5888.467116323265,5072.14524786545
Coulomb shear stress,8274.35321390901,6403.493452631213,4885.574333510159
Dilation,8444.661416824807,5917.546195786328,7377.9838518610695
Faulting,6676.459138652461,3038.4252007993105,6037.258015533379
Fault dilation tendency,4535.878546530125,2058.4510986993387,4609.060747564128
Fault slip tendency,5996.912769093187,2678.4515398125673,5297.202990441414
Fault curvature,1490.0079058731146,756.9746562290418,1303.596289476916
Temperature,9650.35755665576,4811.771109202739,12024.46448572192
Fault density,10400.023643967605,1968.4888930611835,8075.554704695655
Fault intersection density,3452.8585192617743,1315.2792672785895,5984.537415983079
Distance from contacts,1879.9659223749306,3693.008685381376,2921.561270929165
Distance from faults,2005.3608795957862,4052.9643532394725,597.1270249492769
Unit thickness,4145.123449448714,6788.14054390826,6244.166826687355
Lithology,7903.37676801028,7904.554801970932,8903.28250096983
