Name,S1,S2,S3,S4
Normal stress,4210.22581547181,3316.7816803607325,3400.098349509288,8597.970085702298
Coulomb shear stress,4647.145190132833,3362.8227645745856,3346.6147104962342,8024.222365618366
Dilation,4638.335402234504,3092.8100486586836,6649.38778450333,7265.417056113362
Faulting,2091.825319210744,2604.744928695391,4761.655995199618,6420.508864495445
Fault dilation tendency,1456.0893839525813,1873.425007610141,3559.469284552703,4334.7048875699475
Fault slip tendency,1826.4466400311442,2191.451929437943,4270.68067551808,5807.786663206507
Fault curvature,500.695534614372,468.69847231863776,1296.4638137729382,1336.2439649214743
Temperature,3800.184389310832,4496.373108895435,10508.03024940142,7683.675891822724
Fault density,1330.3200563751361,2840.1497510642403,7150.22388016309,9351.785636954826
Fault intersection density,972.3280341404549,3132.0247873810295,3847.359701695415,2959.908604697001
Distance from contacts,2856.0159930335453,2374.0033556736703,1269.4163705769033,1778.3838056040574
Distance from faults,3407.367173765045,247.3989329961896,1337.6605855539474,1525.4922018698564
Unit thickness,5175.297468729303,4417.009477793382,3659.5681937396616,3614.3715367045497
Lithology,5693.433235058239,5349.146603084007,6683.505439108791,7140.945902390785
