Name,S1,S2,S3,S4,S5
Normal stress,3927.2332764403245,4303.4340909706125,5470.9679031931855,3205.5128506684487,2667.7683644993363
Coulomb shear stress,3604.9502304429816,4708.4647770029205,5307.562856975125,3483.7494492098604,2589.754899124129
Dilation,4970.40001438272,4763.376862977999,3739.859322602818,3956.9286087865376,3454.008667667007
Faulting,2748.9537779792045,1836.9970920600954,3653.0054642359205,6067.204592302972,2180.2647024339826
Fault dilation tendency,2011.5952740050407,1287.232666334718,2388.382360973502,4305.158673248757,1612.045699931035
Fault slip tendency,2522.203640198418,1615.7258108851458,3218.698956286449,5437.099374281658,1856.6472948982835
Fault curvature,584.2020695466362,468.46394955125106,860.9843256294085,1220.377882998076,515.8249174862674
Temperature,5783.782097932305,3669.1848601060838,3750.7910670337883,8233.715412587007,4671.668602204086
Fault density,4828.773036478003,1325.44578430756,5978.2751094990035,5639.667988396659,2919.3458510111263
Fault intersection density,3484.6030769446843,1303.1087639201496,1127.83030564487,369.32615008785035,3970.2357233514763
Distance from contacts,1028.8984100095497,2898.5913023976627,936.4669291633481,1654.0327629598169,1802.1369904650148
Distance from faults,1200.541380423636,3422.8309027587134,717.9598098842275,562.9660141580556,347.05151774817347
Unit thickness,2381.8139235030026,5189.295229696104,1951.1448942900029,3746.8955415588534,3636.843914531309
Lithology,4289.076913750989,5669.915805948822,4550.922923448808,5204.721157027075,4756.604343299256
