Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.13893835735470542,0.7269304564950474,A
17-31,328813.04,4.40882204e6,0.624141915783637,0.02631441674316959,B
18-1,327026.54,4.40703217e6,0.21807761168462594,0.6011937904427953,A
18-31,328801.97,4.40871725e6,0.35158772362543567,0.6613988011977693,A
18A-1,327056.33,4.40703775e6,0.17673769387641505,0.623813328114171,A
18B-31,328791.32,4.40871144e6,0.4494227536404979,0.5244497533372021,A
18D-31,328751.91,4.40862911e6,0.5880767386696564,0.3934718204625704,B
22-13,327161.72,4.4051245e6,0.3317612057121727,0.21741151380969775,B
26-12,327300.66,4.40579963e6,0.4497614554211623,0.3490380584235756,B
27-1,327256.49,4.40720478e6,2.298908201532697e-16,0.740850296676546,A
27A-1,327256.49,4.40720478e6,2.298908201532697e-16,0.7408500653420701,A
46-1,327805.01,4.40748476e6,0.2872820495987502,0.5836988216592556,A
46A-1,327774.78,4.40740108e6,0.2907364084301182,0.582755906639164,A
47A-1,327661.35,4.40729129e6,0.31229827933981147,0.5052697446535577,A
47C-1,327746.25,4.4073085e6,2.298908201532697e-16,0.9224715497226681,A
48A-1,327704.9,4.40718065e6,2.298908201532697e-16,0.9693691850953444,A
55-1,328014.47,4.40772054e6,0.6589065025624161,0.2751894200761562,B
56-1,327963.43,4.40755491e6,0.6972614792160023,0.20391449856981647,B
56A-1,327859.51,4.40755578e6,2.298908201532697e-16,1.0,A
56B-1,327891.35,4.40745289e6,0.34113349579112934,0.5647250622784811,A
57-1,327931.46,4.40741438e6,0.669787605236986,0.2792660661049952,B
64-1,328156.6,4.40795433e6,0.5796032191041001,0.18761090448342643,B
68A-1,328229.72,4.40707921e6,0.9045485698947899,6.533970095778108e-16,B
68B-1,328065.7,4.40706164e6,0.8620217484983331,0.12321968636178791,B
77-1,328214.13,4.40718169e6,0.9224784762920261,2.1473491696920485e-16,B
81-1,328567.28,4.40851194e6,0.3854248225440603,0.38161367525329326,A
81-11,326859.34,4.4069495e6,2.298908201532697e-16,0.7172238556555786,A
81A-1,328598.76,4.40855648e6,0.33060261234365074,0.42832947916223413,A
81B-1,328528.63,4.40843124e6,0.4262348804828976,0.5437788467011616,A
82A-11,326907.12,4.40670723e6,2.298908201532697e-16,0.6839833506880201,A
82A-11-RD1,326907.12,4.40670723e6,2.298908201532697e-16,0.6839833506880201,A
82A-11-RD2,326907.12,4.40670723e6,2.298908201532697e-16,0.6839833506880201,A
82A-11-RD3,326907.12,4.40670723e6,2.298908201532697e-16,0.6839833506880201,A
88-11,326889.0,4.40544507e6,0.3100607060032662,0.4371207685492581,A
B1,327745.53,4.40596877e6,0.49617528735488986,0.33516572523907223,B
B2,327721.65,4.40609786e6,0.6147041994694192,0.22551900732332492,B
B3,327738.97,4.40619405e6,0.8244325146377615,2.1473491696920485e-16,B
B4,327778.14,4.40639034e6,0.7979937426043402,2.1473491696920485e-16,B
B5,327713.81,4.40629808e6,0.6293825215676143,0.19773628570892257,B
B5A,327754.04,4.40637455e6,0.7909357004896426,3.375685997798943e-5,B
B6,327848.36,4.40636567e6,0.8006630465214818,0.12257240518995238,B
B7,327784.51,4.40629935e6,1.0,2.1473491696920485e-16,B
B8,327603.56,4.40643766e6,0.41876413064809387,0.36039573392438745,B
BCH-1,328398.2,4.40887416e6,0.18535075746278432,0.5413747058629108,A
BCH-2,327732.14,4.40800628e6,0.2788263959086275,0.5409902344736097,A
BCH-3,327126.74,4.40600409e6,0.17229839731133148,0.706240644261123,A
EE-1,327575.0,4.40640489e6,0.3825821614931779,0.3889624387872271,A
MG-1(SP-1),328194.09,4.4071925e6,0.8816537822559701,2.1473491696920485e-16,B
MG-2(SP-2),328128.08,4.4076273e6,0.7217268475038235,0.07764670029389838,B
MGI-1,327853.91,4.40678619e6,0.6907678966717735,0.15375019646440094,B
MGI-2,327994.35,4.40709171e6,0.881550646574879,0.2634477309853755,B
