Name,X,Y,S1,S2,S3,Signal
15-12,327137.93,4.40603467e6,0.8253704437147299,0.8036683565804701,0.47680151531884235,C
17-31,328813.04,4.40882204e6,0.37223449441842077,0.23614992128956608,0.3106508215912169,B
18-1,327026.54,4.40703217e6,0.6242349514880957,0.8623570395844656,0.5453412987844226,C
18-31,328801.97,4.40871725e6,0.2617957620937428,0.10537939732397059,0.24110569837281057,B
18A-1,327056.33,4.40703775e6,0.5258737908009371,0.8221207430023978,0.5743838709650039,C
18B-31,328791.32,4.40871144e6,0.35095296291634265,0.13691907622190846,0.2630568199285105,B
18D-31,328751.91,4.40862911e6,0.3023331187163799,0.1951147734795683,0.22036533733618666,B
22-13,327161.72,4.4051245e6,0.3077874535773325,0.8801094823890628,0.39678375633899926,C
26-12,327300.66,4.40579963e6,0.4478144010058453,0.448451323197748,0.42555977368268355,C
27-1,327256.49,4.40720478e6,0.4226313862064129,0.5301689399367605,0.7358698772027289,A
46-1,327805.01,4.40748476e6,0.4969228035711312,0.27730571555656147,0.6731693774842898,A
46A-1,327774.78,4.40740108e6,0.4450460135354427,0.25867050973960026,0.6956822662294359,A
47A-1,327661.35,4.40729129e6,0.51454762495433,0.36218999460357687,0.9045390344504841,A
47C-1,327746.25,4.4073085e6,0.4346936256729453,0.2811572857952167,0.7949991601713031,A
48A-1,327704.9,4.40718065e6,0.11913020305389155,0.1612209758203891,0.5651478862003442,A
55-1,328014.47,4.40772054e6,0.9518264547777975,0.35591629173472095,0.6133811961109361,B
56-1,327963.43,4.40755491e6,1.0,0.48193352352179913,0.8420483286732353,B
56A-1,327859.51,4.40755578e6,0.7522388889719412,0.29175586780521007,0.7492357904072425,B
56B-1,327891.35,4.40745289e6,0.2675269023598636,0.13287707158750306,0.5505219080636323,A
57-1,327931.46,4.40741438e6,0.9476750681720071,0.5311559073147816,0.9597310472425324,B
64-1,328156.6,4.40795433e6,0.5233635191837441,0.4300639011157526,0.8752032856968209,A
68A-1,328229.72,4.40707921e6,0.6681510718246231,0.8898568412897535,0.7386611616816092,C
68B-1,328065.7,4.40706164e6,0.7596149823519627,0.4803090863425545,0.790308265114497,B
77-1,328214.13,4.40718169e6,0.821109831695072,0.8481067356110406,0.7648279577977288,C
81-1,328567.28,4.40851194e6,0.2348429838929973,0.09854609138034719,0.24976762170451872,B
81-11,326859.34,4.4069495e6,0.35330726395997664,0.27391432963548595,0.4254195547564635,B
81A-1,328598.76,4.40855648e6,0.2071096023394213,0.07685016904627716,0.24428608863682733,B
81B-1,328528.63,4.40843124e6,0.32096021770717525,0.10656269509627764,0.22330304828931455,B
82A-11,326907.12,4.40670723e6,0.21364441767225983,0.9079707233832195,0.4237997677479521,C
88-11,326889.0,4.40544507e6,0.5589521807206367,1.0,0.3577071853831477,C
B1,327745.53,4.40596877e6,0.4834937737824223,0.6341694741104111,0.37417473155186726,C
B2,327721.65,4.40609786e6,2.443442355679951e-16,0.07833021794403362,0.087004208754025,A
B3,327738.97,4.40619405e6,0.1339346244499709,0.21101493462523735,0.18978521399729523,C
B4,327778.14,4.40639034e6,0.28635463176611314,0.13721006091632443,0.2846204731585841,B
B5,327713.81,4.40629808e6,0.43968485169027965,0.4409106009637969,0.5776668883887237,B
B5A,327754.04,4.40637455e6,0.44028199690957015,0.2693137805514701,0.3772625243491671,B
B6,327848.36,4.40636567e6,0.2584397606511151,0.21563841165231354,0.2035490424218703,C
B7,327784.51,4.40629935e6,0.1559676301697731,0.033586209094027375,0.10012986829979556,B
B8,327603.56,4.40643766e6,0.40375559861130184,0.3580536123105289,1.0,A
BCH-1,328398.2,4.40887416e6,0.609107377721355,0.26024521247671245,0.5842926538317007,B
BCH-2,327732.14,4.40800628e6,0.6733460551411804,0.45780044450273605,0.7741498994416357,B
BCH-3,327126.74,4.40600409e6,0.8907902035635779,0.8223285388906836,0.46418076935549646,C
EE-1,327575.0,4.40640489e6,0.3889266286770901,0.3627086442686756,0.989061689160437,A
MG-1(SP-1),328194.09,4.4071925e6,0.6509056511970439,0.8066203237085585,0.8129019203067158,C
MG-2(SP-2),328128.08,4.4076273e6,0.6245157554608327,0.6410241785840196,0.7873950139169084,B
MGI-1,327853.91,4.40678619e6,0.17960397723623042,0.08002589897082327,0.2830214353002285,A
MGI-2,327994.35,4.40709171e6,0.2891961570325651,0.04518184479231807,0.19993582839626145,B
