Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.8087094933236509,0.558446685374751,B
17-31,328813.04,4.40882204e6,0.36649257375798283,0.27678450836636365,B
18-1,327026.54,4.40703217e6,0.6194685584440016,0.7326582975151483,A
18-31,328801.97,4.40871725e6,0.26037914445353777,0.18209581147356024,B
18A-1,327056.33,4.40703775e6,0.520771263613983,0.782265350270121,A
18B-31,328791.32,4.40871144e6,0.34866821775711765,0.18301464903016162,B
18D-31,328751.91,4.40862911e6,0.29869681173219204,0.194237883270618,B
22-13,327161.72,4.4051245e6,0.3000629779316493,0.734718830467961,A
26-12,327300.66,4.40579963e6,0.4400376946906164,0.47246410555712154,A
27-1,327256.49,4.40720478e6,0.417408080350587,0.8295538121775323,A
46-1,327805.01,4.40748476e6,0.49835201446607064,0.5949589437931857,A
46A-1,327774.78,4.40740108e6,0.44609779410450257,0.6297573358865138,A
47A-1,327661.35,4.40729129e6,0.5166967799663916,0.8594458438372511,A
47C-1,327746.25,4.4073085e6,0.43444828785528267,0.7450022347693482,A
48A-1,327704.9,4.40718065e6,0.11844523971495886,0.5909786043827381,A
55-1,328014.47,4.40772054e6,0.9499365346691713,0.38585152362552166,B
56-1,327963.43,4.40755491e6,1.0,0.655456537289535,B
56A-1,327859.51,4.40755578e6,0.7531473226189961,0.5682708096012697,B
56B-1,327891.35,4.40745289e6,0.267590337835751,0.49706441013773606,A
57-1,327931.46,4.40741438e6,0.9479652770060508,0.8196005640630895,B
64-1,328156.6,4.40795433e6,0.5244591617356885,0.8640263760672552,A
68A-1,328229.72,4.40707921e6,0.6659277412225519,0.9161590390707657,A
68B-1,328065.7,4.40706164e6,0.7584689601512566,0.7080098316249632,B
77-1,328214.13,4.40718169e6,0.8151148489892446,0.8573452272661553,A
81-1,328567.28,4.40851194e6,0.2341190790604421,0.19790261578826893,B
81-11,326859.34,4.4069495e6,0.3485880502095251,0.41693738251834167,A
81A-1,328598.76,4.40855648e6,0.2070542248261219,0.19223139365127118,B
81B-1,328528.63,4.40843124e6,0.32022293998628926,0.13920452464686525,B
82A-11,326907.12,4.40670723e6,0.21579254893837155,0.807562579502071,A
88-11,326889.0,4.40544507e6,0.5436264477663562,0.6594027124420729,A
B1,327745.53,4.40596877e6,0.47997229163038574,0.5019086650812925,A
B2,327721.65,4.40609786e6,2.396735815048125e-16,0.12732827014941944,A
B3,327738.97,4.40619405e6,0.13384073535632202,0.2417527208708439,A
B4,327778.14,4.40639034e6,0.2867341928978207,0.22967151468208585,B
B5,327713.81,4.40629808e6,0.43951738675285146,0.6144789189382224,A
B5A,327754.04,4.40637455e6,0.4392602104878208,0.326428924049847,B
B6,327848.36,4.40636567e6,0.2572263187365219,0.20530528972279774,B
B7,327784.51,4.40629935e6,0.1567771264210897,0.048626339053511144,B
B8,327603.56,4.40643766e6,0.4044083448259201,1.0,A
BCH-1,328398.2,4.40887416e6,0.6089813830847054,0.4517461151715331,B
BCH-2,327732.14,4.40800628e6,0.672050839781564,0.7172938069301449,A
BCH-3,327126.74,4.40600409e6,0.8726217712161989,0.5292883095971264,B
EE-1,327575.0,4.40640489e6,0.3890202168680801,0.9986129651357827,A
MG-1(SP-1),328194.09,4.4071925e6,0.6433660347500374,0.956942827129784,A
MG-2(SP-2),328128.08,4.4076273e6,0.6181718968259441,0.8537067563210672,A
MGI-1,327853.91,4.40678619e6,0.18070773888988204,0.24275028627945774,A
MGI-2,327994.35,4.40709171e6,0.2918389939012757,0.09402426790288695,B
