Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,0.6429141630738376,0.15200747838462658,0.7434009346283647,0.8143157550378946,A
17-31,328813.04,4.40882204e6,0.31421885213592604,0.2703279775792793,0.19657733507671585,0.37186508200795415,D
18-1,327026.54,4.40703217e6,0.9620966046456015,0.4211667307220036,0.3069793461029323,0.638057891675731,C
18-31,328801.97,4.40871725e6,0.27089288955668817,0.17571144721720638,0.11277350893986877,0.26514070371536946,D
18A-1,327056.33,4.40703775e6,0.952904965857097,0.4173658856072885,0.33771212173641946,0.5376471733718019,C
18B-31,328791.32,4.40871144e6,0.2931209173193535,0.21392211467345723,0.12582526034939262,0.35488647061336265,D
18D-31,328751.91,4.40862911e6,0.36268237755879357,0.14045679545550546,0.12188138652868108,0.30728781444700043,D
22-13,327161.72,4.4051245e6,0.42082471673254307,0.744812774312423,0.12273711749780117,0.304676282658431,B
26-12,327300.66,4.40579963e6,0.32053459083222197,0.32462222246932554,0.4416580467664336,0.44424484525982044,A
27-1,327256.49,4.40720478e6,1.0,0.27713884029617036,0.5204430357346965,0.42784776946936764,C
27A-1,327256.49,4.40720478e6,0.9999991084851289,0.27713913670003704,0.5204440118316694,0.42784776946936764,C
46-1,327805.01,4.40748476e6,0.48628295456031334,0.4997768299272849,0.5326665786432792,0.5004684849409339,B
46A-1,327774.78,4.40740108e6,0.4544833427754094,0.5476501009546113,0.5398773511920615,0.4472857397991462,B
47A-1,327661.35,4.40729129e6,0.4612183313927157,0.7237692963098517,0.7902777613492118,0.5103810211278836,B
47C-1,327746.25,4.4073085e6,0.4298356742638185,0.616912039546994,0.6570824815503881,0.4322323903041853,B
48A-1,327704.9,4.40718065e6,0.2950565303999197,0.42501875324373567,0.4345721639695167,0.11811770264525892,B
55-1,328014.47,4.40772054e6,0.16992371429071468,0.6019283769526295,0.60121173430548,0.9485797379513067,A
56-1,327963.43,4.40755491e6,0.3913125824295205,0.8364491942795389,0.7436450235583392,1.0,A
56A-1,327859.51,4.40755578e6,0.3703368949608725,0.6271350936797927,0.6525157107382593,0.7523916647317803,A
56B-1,327891.35,4.40745289e6,0.4073366443214689,0.38785625547174885,0.35548921330069144,0.26983086861037453,B
57-1,327931.46,4.40741438e6,0.6429489258077858,0.877434879724017,0.7850873460665658,0.9573558773563038,A
64-1,328156.6,4.40795433e6,0.26915768069153845,1.0,0.4403761610210573,0.5343610981799534,B
68A-1,328229.72,4.40707921e6,0.6319214876010337,0.6997240801893044,0.6398274182327762,0.6880052988000364,B
68B-1,328065.7,4.40706164e6,0.4211734581788884,0.6108661639061149,0.7036432594508031,0.7706999826250491,A
77-1,328214.13,4.40718169e6,0.6043649982509665,0.7095811460037674,0.6821956128721267,0.8344385367206555,A
81-1,328567.28,4.40851194e6,0.19573354077590857,0.19086024402449472,0.16034116613047147,0.2333257581080964,D
81-11,326859.34,4.4069495e6,0.7590741538435783,0.17926652269200388,0.05159222188503227,0.3613120252077872,C
81A-1,328598.76,4.40855648e6,0.18093171120247892,0.17625827514421458,0.1543026823967153,0.2054203475763713,D
81B-1,328528.63,4.40843124e6,0.23193692857004816,0.17004619451898073,0.13481278789238116,0.32203958132355087,D
82A-11,326907.12,4.40670723e6,0.9458117349464138,0.4107198709979141,0.12737265639407336,0.2176466119103441,C
