Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.8084795702154732,0.5730108367179385,A
17-31,328813.04,4.40882204e6,0.3649617811625534,0.3150224530361094,A
18-1,327026.54,4.40703217e6,0.6154431898401747,0.7099602225819193,A
18-31,328801.97,4.40871725e6,0.2590545829271237,0.22126322505482732,A
18A-1,327056.33,4.40703775e6,0.5189860241661799,0.7530051085410941,B
18B-31,328791.32,4.40871144e6,0.34662485177142316,0.23435159440915104,A
18D-31,328751.91,4.40862911e6,0.2987646886122667,0.23663355894661062,A
22-13,327161.72,4.4051245e6,0.2949763128581215,0.6440801812280128,B
26-12,327300.66,4.40579963e6,0.44224726423171923,0.4692971686536538,A
27-1,327256.49,4.40720478e6,0.4164303092358194,0.8296788366166398,B
27A-1,327256.49,4.40720478e6,0.4164303092358194,0.8296791762282757,B
46-1,327805.01,4.40748476e6,0.4979793469360035,0.6940870252488747,B
46A-1,327774.78,4.40740108e6,0.44634101886856625,0.7300339105470186,B
47A-1,327661.35,4.40729129e6,0.5140716703627399,0.9671508847810031,B
47C-1,327746.25,4.4073085e6,0.4352711436254995,0.8332659706666115,B
48A-1,327704.9,4.40718065e6,0.11903893024698808,0.6263913013016664,B
55-1,328014.47,4.40772054e6,0.9532174265998644,0.4832722137874222,A
56-1,327963.43,4.40755491e6,1.0,0.808277393343475,A
56A-1,327859.51,4.40755578e6,0.7521147936500878,0.6995231931330012,A
56B-1,327891.35,4.40745289e6,0.2685643512446097,0.5591269588288785,B
57-1,327931.46,4.40741438e6,0.9520811254946321,1.0,A
64-1,328156.6,4.40795433e6,0.5287044903854832,0.8367335787032937,B
68A-1,328229.72,4.40707921e6,0.6824480935374965,0.8908651575230391,B
68B-1,328065.7,4.40706164e6,0.7704481256383179,0.738224783031687,A
77-1,328214.13,4.40718169e6,0.8297973788724813,0.8572246653204124,A
81-1,328567.28,4.40851194e6,0.23077962251931292,0.23079779000322156,A
81-11,326859.34,4.4069495e6,0.3466508386376218,0.3970028691346865,A
81A-1,328598.76,4.40855648e6,0.20322849710784135,0.2203222859949912,A
81B-1,328528.63,4.40843124e6,0.3167934113174217,0.191522569812321,A
82A-11,326907.12,4.40670723e6,0.20731928459245194,0.7232150154031124,B
82A-11-RD1,326907.12,4.40670723e6,0.20731928459245194,0.7232150154031124,B
82A-11-RD2,326907.12,4.40670723e6,0.20731928459245194,0.7232150154031124,B
82A-11-RD3,326907.12,4.40670723e6,0.20731928459245194,0.7232150154031124,B
88-11,326889.0,4.40544507e6,0.5441159454261462,0.6241447592779125,A
B1,327745.53,4.40596877e6,0.4728073554616416,0.5128323696075011,A
B2,327721.65,4.40609786e6,2.1065871446436612e-16,0.10834215970046054,B
B3,327738.97,4.40619405e6,0.13521748863867075,0.2215850191028332,B
B4,327778.14,4.40639034e6,0.2878080851572741,0.23511835984177076,A
B5,327713.81,4.40629808e6,0.44286370842102396,0.608740760929203,B
B5A,327754.04,4.40637455e6,0.44284490486977934,0.3419540759040623,A
B6,327848.36,4.40636567e6,0.2601850778855403,0.20822410717542505,A
B7,327784.51,4.40629935e6,0.15654540915694423,0.059148441093821495,A
B8,327603.56,4.40643766e6,0.40415616075668936,0.9363478761977146,B
BCH-1,328398.2,4.40887416e6,0.592334608774083,0.5075176604524868,A
BCH-2,327732.14,4.40800628e6,0.6713116813601296,0.7364857416848316,A
BCH-3,327126.74,4.40600409e6,0.8727048848838826,0.5551953222788253,A
EE-1,327575.0,4.40640489e6,0.3893871798557375,0.9305630357250798,B
MG-1(SP-1),328194.09,4.4071925e6,0.657310972019252,0.9344438903319271,B
MG-2(SP-2),328128.08,4.4076273e6,0.6257027998873088,0.8764607987224811,B
MGI-1,327853.91,4.40678619e6,0.18212522658228847,0.24930820889750407,B
MGI-2,327994.35,4.40709171e6,0.29456340625120375,0.12864681471626055,A
