15-12,327137.93,4.40603467e6,0.35764584350298667,2.4482104150757976e-16,0.38802426065296197,A
17-31,328813.04,4.40882204e6,0.06940034826633475,0.040078937228500505,0.4000888859215694,A
18-1,327026.54,4.40703217e6,0.9841643710471382,2.4482104150757976e-16,3.4405435461340436e-16,C
18-31,328801.97,4.40871725e6,0.15552829947112354,1.5951492501195833e-7,0.5775134637669568,A
18A-1,327056.33,4.40703775e6,1.0,2.4482104150757976e-16,3.4405435461340436e-16,C
18B-31,328791.32,4.40871144e6,0.19534401447200264,1.2372957709793488e-8,0.48328122833361586,A
18D-31,328751.91,4.40862911e6,3.240329947662885e-8,0.20158350193422947,0.4029021013095806,A
22-13,327161.72,4.4051245e6,2.6988702870855643e-16,2.4482104150757976e-16,0.6120076203663602,A
26-12,327300.66,4.40579963e6,0.2024443436907972,0.00097129792798822,0.5557919060903849,A
27-1,327256.49,4.40720478e6,0.8928148428053727,2.4482104150757976e-16,3.4405435461340436e-16,C
27A-1,327256.49,4.40720478e6,0.8966996280532239,2.4482104150757976e-16,3.4405435461340436e-16,C
46-1,327805.01,4.40748476e6,0.18983269266166738,0.6245885904535976,3.4405435461340436e-16,B
46A-1,327774.78,4.40740108e6,0.23318601185503746,0.55283636161717,3.4405435461340436e-16,B
47A-1,327661.35,4.40729129e6,0.3673163123721016,0.4846675460669845,3.4405435461340436e-16,B
47C-1,327746.25,4.4073085e6,0.1405805885040708,0.659773095211961,3.4405435461340436e-16,B
48A-1,327704.9,4.40718065e6,0.08373203472874931,0.8158846522552398,3.4405435461340436e-16,B
55-1,328014.47,4.40772054e6,0.0775248039553802,0.44222049292428284,0.5564948380375642,A
56-1,327963.43,4.40755491e6,0.37540359209211704,0.25015439414063306,0.5933507609627814,A
56A-1,327859.51,4.40755578e6,0.17288181715365894,0.642618622905536,3.4405435461340436e-16,B
56B-1,327891.35,4.40745289e6,2.467049761648322e-8,0.9630156193719117,0.04867783149631727,B
57-1,327931.46,4.40741438e6,0.09603071565833177,0.6354291580397811,0.34594659340007355,B
64-1,328156.6,4.40795433e6,0.49433426564051863,2.4482104150757976e-16,0.5335134890421793,A
68A-1,328229.72,4.40707921e6,5.110085202832613e-13,0.4676602931769542,0.6892678798206889,A
68B-1,328065.7,4.40706164e6,1.4910593633306422e-10,0.4954326791592887,0.585081681019398,A
77-1,328214.13,4.40718169e6,0.042596599990667616,0.45758016900044335,0.6979502774743453,A
81-1,328567.28,4.40851194e6,0.21163463839340427,1.8007201869068606e-7,0.4088476991774718,A
81-11,326859.34,4.4069495e6,0.5154096661721915,0.13061585535546505,3.4405435461340436e-16,C
81A-1,328598.76,4.40855648e6,5.467587428694974e-5,0.12933755678068967,0.29607903671485275,A
81B-1,328528.63,4.40843124e6,0.24267937230137696,1.6583165176645132e-9,0.49796423342670787,A
82A-11,326907.12,4.40670723e6,0.9109986111210923,2.4482104150757976e-16,3.4405435461340436e-16,C
82A-11-RD1,326907.12,4.40670723e6,0.9120317461450244,2.4482104150757976e-16,3.4405435461340436e-16,C
82A-11-RD2,326907.12,4.40670723e6,0.9110922693946448,2.4482104150757976e-16,3.4405435461340436e-16,C
82A-11-RD3,326907.12,4.40670723e6,0.9110922693946448,2.4482104150757976e-16,3.4405435461340436e-16,C
88-11,326889.0,4.40544507e6,0.1586458264018497,0.1143346923740021,0.48448920233371856,A
B1,327745.53,4.40596877e6,0.3480708632306237,7.172288914279665e-8,0.6259474075765772,A
B2,327721.65,4.40609786e6,0.32118304684097765,0.044883609984155644,0.6386785145479511,A
B3,327738.97,4.40619405e6,3.2220773019704804e-9,0.6505734660292991,0.31117919172178854,B
B4,327778.14,4.40639034e6,0.0599790139768427,0.9733258725725108,1.8540846496307425e-6,B
B5,327713.81,4.40629808e6,0.5795858112418197,0.13914200688506312,0.41277240871033416,A
B5A,327754.04,4.40637455e6,1.4652743997768407e-9,0.7852607503515846,0.2506996429800836,B
B6,327848.36,4.40636567e6,0.03173972433656047,0.6835021065169665,0.4905723216929867,B
B7,327784.51,4.40629935e6,0.004256393975503107,0.8185643818986346,0.5488473318865965,B
B8,327603.56,4.40643766e6,0.0007932120823282473,0.7501341980750186,3.4405435461340436e-16,B
BCH-1,328398.2,4.40887416e6,0.22111960445383622,1.6072402214258767e-13,0.3457293753605526,A
BCH-2,327732.14,4.40800628e6,0.5134149521142649,5.947601212378095e-9,0.18459588755905323,C
BCH-3,327126.74,4.40600409e6,0.2770879694091292,0.10863356808535356,0.4084263871650068,A
EE-1,327575.0,4.40640489e6,0.0635803222317996,0.6678155226506994,3.4405435461340436e-16,B
MG-1(SP-1),328194.09,4.4071925e6,0.06971964771348488,0.42637363566032954,0.5813877886979154,A
MG-2(SP-2),328128.08,4.4076273e6,0.6115204746831243,2.4482104150757976e-16,0.6832010182268713,A
MGI-1,327853.91,4.40678619e6,9.811827043672697e-5,0.7468054347049945,0.006551935027195155,B
MGI-2,327994.35,4.40709171e6,0.30243455168475397,0.3018854686479109,0.5598199146909572,A
