Name,X,Y,S1,S2,Signal
15-12,327137.93,4.40603467e6,0.6095835284008226,0.8283729243900985,B
17-31,328813.04,4.40882204e6,0.31781565729750705,0.3728107109818171,B
18-1,327026.54,4.40703217e6,0.7315292372920069,0.6304777047850944,B
18-31,328801.97,4.40871725e6,0.22432311236814295,0.26200470187287334,B
18A-1,327056.33,4.40703775e6,0.768355256709956,0.5310580378925744,A
18B-31,328791.32,4.40871144e6,0.23703544129204646,0.3511772642833648,B
18D-31,328751.91,4.40862911e6,0.24209716595484565,0.30271164160964126,B
22-13,327161.72,4.4051245e6,0.7067596755852954,0.3081908966906718,A
26-12,327300.66,4.40579963e6,0.49749828201389584,0.45085210913177987,B
27-1,327256.49,4.40720478e6,0.8586915369782744,0.4244137085951467,A
46-1,327805.01,4.40748476e6,0.6955257875078957,0.4968803513636383,A
46A-1,327774.78,4.40740108e6,0.7307385075593781,0.4446740802033862,A
47A-1,327661.35,4.40729129e6,0.9746043204857021,0.5147866767449184,A
47C-1,327746.25,4.4073085e6,0.8502826974195014,0.4341113427030758,A
48A-1,327704.9,4.40718065e6,0.6388537654419715,0.1190252443196274,A
55-1,328014.47,4.40772054e6,0.4974956276341991,0.9578493869590914,B
56-1,327963.43,4.40755491e6,0.8178157427383754,1.0,B
56A-1,327859.51,4.40755578e6,0.7075375249795821,0.7513052126240812,B
56B-1,327891.35,4.40745289e6,0.5658723946564366,0.26737896185171695,A
57-1,327931.46,4.40741438e6,1.0,0.9473748803976572,B
64-1,328156.6,4.40795433e6,0.844400750640188,0.5303004258572859,A
68A-1,328229.72,4.40707921e6,0.8915865609650451,0.6806070055497827,A
68B-1,328065.7,4.40706164e6,0.7513189660825416,0.7710388710513182,B
77-1,328214.13,4.40718169e6,0.8789337000033556,0.8339902841187297,B
81-1,328567.28,4.40851194e6,0.24029027834382252,0.23368118577420258,B
81-11,326859.34,4.4069495e6,0.40239372040133653,0.3572684392491864,B
81A-1,328598.76,4.40855648e6,0.22940043045310773,0.20622320906548106,B
81B-1,328528.63,4.40843124e6,0.19556068050063893,0.3198246505495565,B
82A-11,326907.12,4.40670723e6,0.7712426396009863,0.21434722769186298,A
88-11,326889.0,4.40544507e6,0.6582968261094392,0.5629406417980692,B
B1,327745.53,4.40596877e6,0.5061061632375736,0.48573643746185324,B
B2,327721.65,4.40609786e6,0.1114400369149159,2.4382486637571386e-16,A
B3,327738.97,4.40619405e6,0.22569124203770505,0.13616734972332808,A
B4,327778.14,4.40639034e6,0.24367849358087865,0.2907040835805775,B
B5,327713.81,4.40629808e6,0.5979183439533058,0.4473549446877662,A
B5A,327754.04,4.40637455e6,0.35228956964006924,0.44678999934139857,B
B6,327848.36,4.40636567e6,0.21206227609784176,0.26268110006908624,B
B7,327784.51,4.40629935e6,0.05976878180699189,0.1584813065272445,B
B8,327603.56,4.40643766e6,0.9727968768841682,0.41065029996506586,A
BCH-1,328398.2,4.40887416e6,0.5382221841055056,0.6082220034566989,B
BCH-2,327732.14,4.40800628e6,0.7595569948880917,0.6789977323654467,B
BCH-3,327126.74,4.40600409e6,0.5876718478737447,0.8938064520378454,B
EE-1,327575.0,4.40640489e6,0.9662217627804758,0.39580233094624023,A
MG-1(SP-1),328194.09,4.4071925e6,0.9668167913147132,0.6608197325969669,A
MG-2(SP-2),328128.08,4.4076273e6,0.8940725173930346,0.6302522762128192,A
MGI-1,327853.91,4.40678619e6,0.2552503528553572,0.18226854912902368,A
MGI-2,327994.35,4.40709171e6,0.12745138582538423,0.2928822114201928,B
